sep=,
"Time","iowait","irq","nice","softirq","steal","system","user"
2023-02-08 01:15:30,0%,0%,0%,0%,0%,0.100%,0.0750%
2023-02-08 01:15:45,0%,0%,0%,0%,0.0500%,0%,0.1000%
2023-02-08 01:16:00,0%,0%,0%,0%,0%,0.100%,0.0750%
2023-02-08 01:16:15,0%,0%,0%,0%,0%,0.0500%,0.0750%
2023-02-08 01:16:30,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:16:45,0%,0%,0%,0%,0%,0.0750%,0.125%
2023-02-08 01:17:00,0%,0%,0%,0%,0.0250%,0.0500%,0.0500%
2023-02-08 01:17:15,0%,0%,0%,0.0250%,0.0250%,0.1000%,0.0750%
2023-02-08 01:17:30,0%,0%,0%,0.0250%,0.0250%,0.0750%,0%
2023-02-08 01:17:45,0%,0%,0%,0%,0%,0.0250%,0.0500%
2023-02-08 01:18:00,0%,0%,0%,0%,0.0250%,0.0250%,0.0500%
2023-02-08 01:18:15,0%,0%,0%,0%,0.0250%,0%,0.0500%
2023-02-08 01:18:30,0%,0%,0%,0%,0%,0.0250%,0.0250%
2023-02-08 01:18:45,0%,0%,0%,0%,0.0250%,0.0750%,0.1000%
2023-02-08 01:19:00,0%,0%,0%,0%,0.0250%,0.0250%,0.0250%
2023-02-08 01:19:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:19:30,0%,0%,0%,0%,0.0250%,0.0750%,0%
2023-02-08 01:19:45,0%,0%,0%,0%,0.0250%,0.0500%,0.0750%
2023-02-08 01:20:00,0%,0%,0%,0%,0.0250%,0.0500%,0.0250%
2023-02-08 01:20:15,0%,0%,0%,0%,0.0750%,0.0250%,0.0750%
2023-02-08 01:20:30,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:20:45,0%,0%,0%,0%,0.0500%,0.0500%,0.0750%
2023-02-08 01:21:00,0%,0%,0%,0.0250%,0.0500%,0.0500%,0.0250%
2023-02-08 01:21:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0500%
2023-02-08 01:21:30,0%,0%,0%,0%,0.0500%,0.0750%,0.0500%
2023-02-08 01:21:45,0%,0%,0%,0%,0%,0.0250%,0.0750%
2023-02-08 01:22:00,0%,0%,0%,0%,0.0250%,0.1000%,0.1000%
2023-02-08 01:22:15,0%,0%,0%,0%,0.0500%,0.0250%,0%
2023-02-08 01:22:30,0%,0%,0%,0%,0%,0.1000%,0.1000%
2023-02-08 01:22:45,0%,0%,0%,0.0250%,0%,0.0500%,0.0500%
2023-02-08 01:23:00,0%,0%,0%,0%,0.0500%,0%,0.0750%
2023-02-08 01:23:15,0%,0%,0%,0%,0.0500%,0.0750%,0.1000%
2023-02-08 01:23:30,0%,0%,0%,0%,0%,0.0500%,0.0500%
