"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive"
2023-04-01 22:35:15,2.77 GB/s,0 kB/s,28 kB/s,1.81 GB/s,0 kB/s,2.78 GB/s
2023-04-01 22:35:20,2.77 GB/s,0 kB/s,28 kB/s,1.81 GB/s,0 kB/s,2.78 GB/s
2023-04-01 22:35:25,1.86 GB/s,0 kB/s,5.80 kB/s,1.18 GB/s,0 kB/s,1.87 GB/s
2023-04-01 22:35:30,1.86 GB/s,0 kB/s,5.80 kB/s,1.18 GB/s,0 kB/s,1.87 GB/s
2023-04-01 22:35:35,3.06 GB/s,0 kB/s,2.04 MB/s,1.98 GB/s,60 kB/s,3.07 GB/s
2023-04-01 22:35:40,3.06 GB/s,0 kB/s,2.04 MB/s,1.98 GB/s,60 kB/s,3.07 GB/s
2023-04-01 22:35:45,3.24 GB/s,0 kB/s,0 kB/s,2.31 GB/s,0 kB/s,3.25 GB/s
2023-04-01 22:35:50,3.24 GB/s,0 kB/s,0 kB/s,2.31 GB/s,0 kB/s,3.25 GB/s
2023-04-01 22:35:55,3.70 GB/s,0 kB/s,11.4 kB/s,2.05 GB/s,0 kB/s,3.71 GB/s
2023-04-01 22:36:00,3.70 GB/s,0 kB/s,11.4 kB/s,2.05 GB/s,0 kB/s,3.71 GB/s
2023-04-01 22:36:05,2.91 GB/s,0 kB/s,56.5 kB/s,1.88 GB/s,0 kB/s,2.92 GB/s
2023-04-01 22:36:10,2.91 GB/s,0 kB/s,56.5 kB/s,1.88 GB/s,0 kB/s,2.92 GB/s
2023-04-01 22:36:15,3.60 GB/s,0 kB/s,16.8 kB/s,2.24 GB/s,0 kB/s,3.61 GB/s
2023-04-01 22:36:20,3.60 GB/s,0 kB/s,16.8 kB/s,2.24 GB/s,0 kB/s,3.61 GB/s
2023-04-01 22:36:25,3.13 GB/s,0 kB/s,5.60 kB/s,2.00 GB/s,0 kB/s,3.14 GB/s
2023-04-01 22:36:30,3.13 GB/s,0 kB/s,5.60 kB/s,2.00 GB/s,0 kB/s,3.14 GB/s
2023-04-01 22:36:35,2.93 GB/s,0 kB/s,13 kB/s,1.90 GB/s,0 kB/s,2.94 GB/s
2023-04-01 22:36:40,2.93 GB/s,0 kB/s,13 kB/s,1.90 GB/s,0 kB/s,2.94 GB/s
2023-04-01 22:36:45,2.28 GB/s,0 kB/s,21.8 kB/s,1.47 GB/s,0 kB/s,2.29 GB/s
2023-04-01 22:36:50,2.28 GB/s,0 kB/s,21.8 kB/s,1.47 GB/s,0 kB/s,2.29 GB/s
2023-04-01 22:36:55,843 MB/s,0 kB/s,0 kB/s,594 MB/s,0 kB/s,852 MB/s
2023-04-01 22:37:00,843 MB/s,0 kB/s,0 kB/s,594 MB/s,0 kB/s,852 MB/s
2023-04-01 22:37:05,4.60 GB/s,0 kB/s,7.40 kB/s,2.87 GB/s,0 kB/s,4.61 GB/s
2023-04-01 22:37:10,4.60 GB/s,0 kB/s,7.40 kB/s,2.87 GB/s,0 kB/s,4.61 GB/s
2023-04-01 22:37:15,2.21 GB/s,0 kB/s,6 kB/s,1.47 GB/s,0 kB/s,2.23 GB/s
2023-04-01 22:37:20,2.21 GB/s,0 kB/s,6 kB/s,1.47 GB/s,0 kB/s,2.23 GB/s
2023-04-01 22:37:25,2.30 GB/s,0 kB/s,5.60 kB/s,1.45 GB/s,0 kB/s,2.31 GB/s
2023-04-01 22:37:30,2.30 GB/s,0 kB/s,5.60 kB/s,1.45 GB/s,0 kB/s,2.31 GB/s
2023-04-01 22:37:35,1.11 GB/s,0 kB/s,18.6 kB/s,906 MB/s,0 kB/s,1.12 GB/s
2023-04-01 22:37:40,1.11 GB/s,0 kB/s,18.6 kB/s,906 MB/s,0 kB/s,1.12 GB/s
2023-04-01 22:37:45,2.05 GB/s,0 kB/s,16.8 kB/s,1.09 GB/s,0 kB/s,2.06 GB/s
2023-04-01 22:37:50,2.05 GB/s,0 kB/s,16.8 kB/s,1.09 GB/s,0 kB/s,2.06 GB/s
2023-04-01 22:37:55,1.59 GB/s,0 kB/s,13 kB/s,1.01 GB/s,0 kB/s,1.59 GB/s
2023-04-01 22:38:00,1.59 GB/s,0 kB/s,13 kB/s,1.01 GB/s,0 kB/s,1.59 GB/s
2023-04-01 22:38:05,1.51 GB/s,0 kB/s,62.5 kB/s,1.21 GB/s,0 kB/s,1.51 GB/s
2023-04-01 22:38:10,1.51 GB/s,0 kB/s,62.5 kB/s,1.21 GB/s,0 kB/s,1.51 GB/s
2023-04-01 22:38:15,3.24 GB/s,0 kB/s,16.8 kB/s,1.75 GB/s,0 kB/s,3.25 GB/s
2023-04-01 22:38:20,3.24 GB/s,0 kB/s,16.8 kB/s,1.75 GB/s,0 kB/s,3.25 GB/s
2023-04-01 22:38:25,2.04 GB/s,0 kB/s,5.60 kB/s,1.26 GB/s,0 kB/s,2.05 GB/s
2023-04-01 22:38:30,2.04 GB/s,0 kB/s,5.60 kB/s,1.26 GB/s,0 kB/s,2.05 GB/s
2023-04-01 22:38:35,742 MB/s,0 kB/s,5.60 kB/s,547 MB/s,0 kB/s,751 MB/s
2023-04-01 22:38:40,742 MB/s,0 kB/s,5.60 kB/s,547 MB/s,0 kB/s,751 MB/s
2023-04-01 22:38:45,2.14 GB/s,0 kB/s,5.80 kB/s,1.37 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:38:50,2.14 GB/s,0 kB/s,5.80 kB/s,1.37 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:38:55,2.16 GB/s,0 kB/s,17.2 kB/s,1.36 GB/s,0 kB/s,2.17 GB/s
2023-04-01 22:39:00,2.16 GB/s,0 kB/s,17.2 kB/s,1.36 GB/s,0 kB/s,2.17 GB/s
2023-04-01 22:39:05,1.55 GB/s,0 kB/s,11.2 kB/s,1.25 GB/s,0 kB/s,1.55 GB/s
2023-04-01 22:39:10,1.55 GB/s,0 kB/s,11.2 kB/s,1.25 GB/s,0 kB/s,1.55 GB/s
2023-04-01 22:39:15,2.93 GB/s,0 kB/s,11.2 kB/s,1.52 GB/s,0 kB/s,2.93 GB/s
2023-04-01 22:39:20,2.93 GB/s,0 kB/s,11.2 kB/s,1.52 GB/s,0 kB/s,2.93 GB/s
2023-04-01 22:39:25,1.69 GB/s,0 kB/s,11.2 kB/s,1.42 GB/s,0 kB/s,1.70 GB/s
2023-04-01 22:39:30,1.69 GB/s,0 kB/s,11.2 kB/s,1.42 GB/s,0 kB/s,1.70 GB/s
2023-04-01 22:39:35,1.33 GB/s,0 kB/s,34.2 kB/s,915 MB/s,0 kB/s,1.35 GB/s
2023-04-01 22:39:40,1.33 GB/s,0 kB/s,34.2 kB/s,915 MB/s,0 kB/s,1.35 GB/s
2023-04-01 22:39:45,2.76 GB/s,0 kB/s,11.2 kB/s,1.47 GB/s,0 kB/s,2.77 GB/s
2023-04-01 22:39:50,2.76 GB/s,0 kB/s,11.2 kB/s,1.47 GB/s,0 kB/s,2.77 GB/s
2023-04-01 22:39:55,1.94 GB/s,0 kB/s,0 kB/s,1.18 GB/s,0 kB/s,1.94 GB/s
2023-04-01 22:40:00,1.94 GB/s,0 kB/s,0 kB/s,1.18 GB/s,0 kB/s,1.94 GB/s
2023-04-01 22:40:05,2.59 GB/s,0 kB/s,62.1 kB/s,1.65 GB/s,0 kB/s,2.60 GB/s
2023-04-01 22:40:10,2.59 GB/s,0 kB/s,62.1 kB/s,1.65 GB/s,0 kB/s,2.60 GB/s
2023-04-01 22:40:15,1.26 GB/s,0 kB/s,5.60 kB/s,830 MB/s,0 kB/s,1.27 GB/s
2023-04-01 22:40:20,1.26 GB/s,0 kB/s,5.60 kB/s,830 MB/s,0 kB/s,1.27 GB/s
2023-04-01 22:40:25,1.73 GB/s,0 kB/s,0 kB/s,1.13 GB/s,0 kB/s,1.74 GB/s
2023-04-01 22:40:30,1.73 GB/s,0 kB/s,0 kB/s,1.13 GB/s,0 kB/s,1.74 GB/s
2023-04-01 22:40:35,2.67 GB/s,0 kB/s,0 kB/s,1.69 GB/s,0 kB/s,2.67 GB/s
2023-04-01 22:40:40,2.67 GB/s,0 kB/s,0 kB/s,1.69 GB/s,0 kB/s,2.67 GB/s
2023-04-01 22:40:45,3.10 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,3.11 GB/s
2023-04-01 22:40:50,3.10 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,3.11 GB/s
2023-04-01 22:40:55,2.14 GB/s,0 kB/s,11.6 kB/s,1.33 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:41:00,2.14 GB/s,0 kB/s,11.6 kB/s,1.33 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:41:05,2.65 GB/s,0 kB/s,0 kB/s,1.88 GB/s,0 kB/s,2.65 GB/s
2023-04-01 22:41:10,2.65 GB/s,0 kB/s,0 kB/s,1.88 GB/s,0 kB/s,2.65 GB/s
2023-04-01 22:41:15,1.54 GB/s,0 kB/s,22.4 kB/s,845 MB/s,0 kB/s,1.54 GB/s
2023-04-01 22:41:20,1.54 GB/s,0 kB/s,22.4 kB/s,845 MB/s,0 kB/s,1.54 GB/s
2023-04-01 22:41:25,2.58 GB/s,0 kB/s,11.2 kB/s,1.61 GB/s,0 kB/s,2.59 GB/s
2023-04-01 22:41:30,2.58 GB/s,0 kB/s,11.2 kB/s,1.61 GB/s,0 kB/s,2.59 GB/s
2023-04-01 22:41:35,2.14 GB/s,0 kB/s,0 kB/s,1.32 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:41:40,2.14 GB/s,0 kB/s,0 kB/s,1.32 GB/s,0 kB/s,2.15 GB/s
2023-04-01 22:41:45,1.55 GB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,1.55 GB/s
2023-04-01 22:41:50,1.55 GB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,1.55 GB/s
2023-04-01 22:41:55,1.82 GB/s,0 kB/s,5.60 kB/s,1.17 GB/s,0 kB/s,1.83 GB/s
2023-04-01 22:42:00,1.82 GB/s,0 kB/s,5.60 kB/s,1.17 GB/s,0 kB/s,1.83 GB/s
2023-04-01 22:42:05,526 MB/s,0 kB/s,68.3 kB/s,360 MB/s,0 kB/s,529 MB/s
2023-04-01 22:42:10,526 MB/s,0 kB/s,68.3 kB/s,360 MB/s,0 kB/s,529 MB/s
2023-04-01 22:42:15,570 MB/s,0 kB/s,0 kB/s,349 MB/s,0 kB/s,572 MB/s
2023-04-01 22:42:20,570 MB/s,0 kB/s,0 kB/s,349 MB/s,0 kB/s,572 MB/s
2023-04-01 22:42:25,1.50 GB/s,0 kB/s,0 kB/s,914 MB/s,0 kB/s,1.50 GB/s
2023-04-01 22:42:30,1.50 GB/s,0 kB/s,0 kB/s,914 MB/s,0 kB/s,1.50 GB/s
2023-04-01 22:42:35,1.45 GB/s,0 kB/s,0 kB/s,898 MB/s,0 kB/s,1.45 GB/s
2023-04-01 22:42:40,1.45 GB/s,0 kB/s,0 kB/s,898 MB/s,0 kB/s,1.45 GB/s
2023-04-01 22:42:45,1.05 GB/s,0 kB/s,93.4 kB/s,661 MB/s,0 kB/s,1.06 GB/s
2023-04-01 22:42:50,1.05 GB/s,0 kB/s,93.4 kB/s,661 MB/s,0 kB/s,1.06 GB/s
2023-04-01 22:42:55,109 MB/s,0 kB/s,5.80 kB/s,98.4 MB/s,0 kB/s,113 MB/s
2023-04-01 22:43:00,109 MB/s,0 kB/s,5.80 kB/s,98.4 MB/s,0 kB/s,113 MB/s
2023-04-01 22:43:05,472 MB/s,0 kB/s,11.2 kB/s,293 MB/s,0 kB/s,473 MB/s
2023-04-01 22:43:10,472 MB/s,0 kB/s,11.2 kB/s,293 MB/s,0 kB/s,473 MB/s
2023-04-01 22:43:15,1.02 GB/s,0 kB/s,17.2 kB/s,625 MB/s,0 kB/s,1.02 GB/s
2023-04-01 22:43:20,1.02 GB/s,0 kB/s,17.2 kB/s,625 MB/s,0 kB/s,1.02 GB/s
2023-04-01 22:43:25,611 MB/s,0 kB/s,11.2 kB/s,422 MB/s,0 kB/s,615 MB/s
2023-04-01 22:43:30,611 MB/s,0 kB/s,11.2 kB/s,422 MB/s,0 kB/s,615 MB/s
2023-04-01 22:43:35,119 MB/s,0 kB/s,22.8 kB/s,90.4 MB/s,0 kB/s,123 MB/s
2023-04-01 22:43:40,119 MB/s,0 kB/s,22.8 kB/s,90.4 MB/s,0 kB/s,123 MB/s
2023-04-01 22:43:45,529 MB/s,0 kB/s,7.40 kB/s,327 MB/s,0 kB/s,530 MB/s
2023-04-01 22:43:50,529 MB/s,0 kB/s,7.40 kB/s,327 MB/s,0 kB/s,530 MB/s
2023-04-01 22:43:55,7.58 MB/s,0 kB/s,11.2 kB/s,4.93 MB/s,0 kB/s,7.64 MB/s
2023-04-01 22:44:00,7.58 MB/s,0 kB/s,11.2 kB/s,4.93 MB/s,0 kB/s,7.64 MB/s
2023-04-01 22:44:05,562 MB/s,0 kB/s,75.5 kB/s,372 MB/s,0 kB/s,566 MB/s
2023-04-01 22:44:10,562 MB/s,0 kB/s,75.5 kB/s,372 MB/s,0 kB/s,566 MB/s
2023-04-01 22:44:15,552 MB/s,0 kB/s,5.60 kB/s,354 MB/s,0 kB/s,553 MB/s
2023-04-01 22:44:20,552 MB/s,0 kB/s,5.60 kB/s,354 MB/s,0 kB/s,553 MB/s
2023-04-01 22:44:25,636 MB/s,0 kB/s,0 kB/s,422 MB/s,0 kB/s,641 MB/s
2023-04-01 22:44:30,636 MB/s,0 kB/s,0 kB/s,422 MB/s,0 kB/s,641 MB/s
2023-04-01 22:44:35,1.05 GB/s,0 kB/s,17.2 kB/s,637 MB/s,0 kB/s,1.05 GB/s
2023-04-01 22:44:40,1.05 GB/s,0 kB/s,17.2 kB/s,637 MB/s,0 kB/s,1.05 GB/s
2023-04-01 22:44:45,1.02 GB/s,0 kB/s,11.2 kB/s,661 MB/s,0 kB/s,1.03 GB/s
2023-04-01 22:44:50,1.02 GB/s,0 kB/s,11.2 kB/s,661 MB/s,0 kB/s,1.03 GB/s
2023-04-01 22:44:55,563 MB/s,0 kB/s,0 kB/s,355 MB/s,0 kB/s,565 MB/s
2023-04-01 22:45:00,563 MB/s,0 kB/s,0 kB/s,355 MB/s,0 kB/s,565 MB/s
2023-04-01 22:45:05,997 MB/s,0 kB/s,17.2 kB/s,625 MB/s,0 kB/s,1000 MB/s
2023-04-01 22:45:10,997 MB/s,0 kB/s,17.2 kB/s,625 MB/s,0 kB/s,1000 MB/s
2023-04-01 22:45:15,49.3 MB/s,0 kB/s,0 kB/s,44.5 MB/s,0 kB/s,50.9 MB/s
2023-04-01 22:45:20,49.3 MB/s,0 kB/s,0 kB/s,44.5 MB/s,0 kB/s,50.9 MB/s
2023-04-01 22:45:25,515 MB/s,0 kB/s,13.8 kB/s,343 MB/s,0 kB/s,518 MB/s
2023-04-01 22:45:30,515 MB/s,0 kB/s,13.8 kB/s,343 MB/s,0 kB/s,518 MB/s
2023-04-01 22:45:35,498 MB/s,0 kB/s,0 kB/s,304 MB/s,0 kB/s,499 MB/s
2023-04-01 22:45:40,498 MB/s,0 kB/s,0 kB/s,304 MB/s,0 kB/s,499 MB/s
2023-04-01 22:45:45,476 MB/s,0 kB/s,24.6 kB/s,291 MB/s,0 kB/s,476 MB/s
2023-04-01 22:45:50,476 MB/s,0 kB/s,24.6 kB/s,291 MB/s,0 kB/s,476 MB/s
2023-04-01 22:45:55,488 MB/s,0 kB/s,0 kB/s,314 MB/s,0 kB/s,490 MB/s
2023-04-01 22:46:00,488 MB/s,0 kB/s,0 kB/s,314 MB/s,0 kB/s,490 MB/s
2023-04-01 22:46:05,884 MB/s,0 kB/s,67.9 kB/s,541 MB/s,0 kB/s,884 MB/s
2023-04-01 22:46:10,884 MB/s,0 kB/s,67.9 kB/s,541 MB/s,0 kB/s,884 MB/s
2023-04-01 22:46:15,43.4 MB/s,0 kB/s,11.2 kB/s,39.3 MB/s,0 kB/s,44.9 MB/s
2023-04-01 22:46:20,43.4 MB/s,0 kB/s,11.2 kB/s,39.3 MB/s,0 kB/s,44.9 MB/s
2023-04-01 22:46:25,900 MB/s,0 kB/s,22.4 kB/s,552 MB/s,0 kB/s,901 MB/s
2023-04-01 22:46:30,900 MB/s,0 kB/s,22.4 kB/s,552 MB/s,0 kB/s,901 MB/s
2023-04-01 22:46:35,50.0 MB/s,0 kB/s,11.6 kB/s,62.2 MB/s,0 kB/s,52.0 MB/s
2023-04-01 22:46:40,50.0 MB/s,0 kB/s,11.6 kB/s,62.2 MB/s,0 kB/s,52.0 MB/s
2023-04-01 22:46:45,73.7 MB/s,0 kB/s,0 kB/s,51.0 MB/s,0 kB/s,75.7 MB/s
2023-04-01 22:46:50,73.7 MB/s,0 kB/s,0 kB/s,51.0 MB/s,0 kB/s,75.7 MB/s
2023-04-01 22:46:55,81.3 MB/s,0 kB/s,11.6 kB/s,74.8 MB/s,0 kB/s,84.0 MB/s
2023-04-01 22:47:00,81.3 MB/s,0 kB/s,11.6 kB/s,74.8 MB/s,0 kB/s,84.0 MB/s
2023-04-01 22:47:05,545 MB/s,0 kB/s,0 kB/s,356 MB/s,0 kB/s,548 MB/s
2023-04-01 22:47:10,545 MB/s,0 kB/s,0 kB/s,356 MB/s,0 kB/s,548 MB/s
2023-04-01 22:47:15,43.2 MB/s,0 kB/s,11.2 kB/s,38.8 MB/s,0 kB/s,44.6 MB/s
2023-04-01 22:47:20,43.2 MB/s,0 kB/s,11.2 kB/s,38.8 MB/s,0 kB/s,44.6 MB/s
2023-04-01 22:47:25,566 MB/s,0 kB/s,6 kB/s,369 MB/s,0 kB/s,569 MB/s
2023-04-01 22:47:30,566 MB/s,0 kB/s,6 kB/s,369 MB/s,0 kB/s,569 MB/s
2023-04-01 22:47:35,20.5 MB/s,0 kB/s,64 kB/s,18.5 MB/s,0 kB/s,21.2 MB/s
2023-04-01 22:47:40,20.5 MB/s,0 kB/s,64 kB/s,18.5 MB/s,0 kB/s,21.2 MB/s
2023-04-01 22:47:45,933 MB/s,0 kB/s,6 kB/s,570 MB/s,0 kB/s,933 MB/s
2023-04-01 22:47:50,933 MB/s,0 kB/s,6 kB/s,570 MB/s,0 kB/s,933 MB/s
2023-04-01 22:47:55,47.6 MB/s,0 kB/s,17.2 kB/s,43.9 MB/s,0 kB/s,49.2 MB/s
2023-04-01 22:48:00,47.6 MB/s,0 kB/s,17.2 kB/s,43.9 MB/s,0 kB/s,49.2 MB/s
2023-04-01 22:48:05,52.9 MB/s,0 kB/s,78.9 kB/s,47.8 MB/s,0 kB/s,54.5 MB/s
2023-04-01 22:48:10,52.9 MB/s,0 kB/s,78.9 kB/s,47.8 MB/s,0 kB/s,54.5 MB/s
2023-04-01 22:48:15,393 MB/s,0 kB/s,11.6 kB/s,370 MB/s,0 kB/s,397 MB/s
2023-04-01 22:48:20,393 MB/s,0 kB/s,11.6 kB/s,370 MB/s,0 kB/s,397 MB/s
2023-04-01 22:48:25,2.68 GB/s,0 kB/s,0 kB/s,1.56 GB/s,0 kB/s,2.68 GB/s
2023-04-01 22:48:30,2.68 GB/s,0 kB/s,0 kB/s,1.56 GB/s,0 kB/s,2.68 GB/s
2023-04-01 22:48:35,694 MB/s,0 kB/s,0 kB/s,505 MB/s,0 kB/s,702 MB/s
2023-04-01 22:48:40,694 MB/s,0 kB/s,0 kB/s,505 MB/s,0 kB/s,702 MB/s
2023-04-01 22:48:45,2.42 GB/s,0 kB/s,0 kB/s,1.49 GB/s,0 kB/s,2.43 GB/s
2023-04-01 22:48:50,2.42 GB/s,0 kB/s,0 kB/s,1.49 GB/s,0 kB/s,2.43 GB/s
2023-04-01 22:48:55,1.10 GB/s,0 kB/s,11.2 kB/s,701 MB/s,0 kB/s,1.10 GB/s
2023-04-01 22:49:00,1.10 GB/s,0 kB/s,11.2 kB/s,701 MB/s,0 kB/s,1.10 GB/s
2023-04-01 22:49:05,1.15 GB/s,0 kB/s,34 kB/s,769 MB/s,0 kB/s,1.16 GB/s
2023-04-01 22:49:10,1.15 GB/s,0 kB/s,34 kB/s,769 MB/s,0 kB/s,1.16 GB/s
2023-04-01 22:49:15,3.43 GB/s,0 kB/s,0 kB/s,2.09 GB/s,0 kB/s,3.43 GB/s
2023-04-01 22:49:20,3.43 GB/s,0 kB/s,0 kB/s,2.09 GB/s,0 kB/s,3.43 GB/s
2023-04-01 22:49:25,1.13 GB/s,0 kB/s,11.2 kB/s,743 MB/s,0 kB/s,1.13 GB/s
2023-04-01 22:49:30,1.13 GB/s,0 kB/s,11.2 kB/s,743 MB/s,0 kB/s,1.13 GB/s
2023-04-01 22:49:35,2.18 GB/s,0 kB/s,19.2 kB/s,1.38 GB/s,0 kB/s,2.19 GB/s
2023-04-01 22:49:40,2.18 GB/s,0 kB/s,19.2 kB/s,1.38 GB/s,0 kB/s,2.19 GB/s
2023-04-01 22:49:45,2.46 GB/s,0 kB/s,11.2 kB/s,1.51 GB/s,0 kB/s,2.47 GB/s
2023-04-01 22:49:50,2.46 GB/s,0 kB/s,11.2 kB/s,1.51 GB/s,0 kB/s,2.47 GB/s
2023-04-01 22:49:55,3.05 GB/s,0 kB/s,0 kB/s,1.91 GB/s,0 kB/s,3.06 GB/s
2023-04-01 22:50:00,3.05 GB/s,0 kB/s,0 kB/s,1.91 GB/s,0 kB/s,3.06 GB/s
2023-04-01 22:50:05,1.59 GB/s,0 kB/s,78.9 kB/s,966 MB/s,0 kB/s,1.59 GB/s
2023-04-01 22:50:10,1.59 GB/s,0 kB/s,78.9 kB/s,966 MB/s,0 kB/s,1.59 GB/s
2023-04-01 22:50:15,1.21 GB/s,0 kB/s,0 kB/s,792 MB/s,0 kB/s,1.21 GB/s
2023-04-01 22:50:20,1.21 GB/s,0 kB/s,0 kB/s,792 MB/s,0 kB/s,1.21 GB/s
2023-04-01 22:50:25,695 MB/s,0 kB/s,11.2 kB/s,463 MB/s,0 kB/s,700 MB/s
2023-04-01 22:50:30,695 MB/s,0 kB/s,11.2 kB/s,463 MB/s,0 kB/s,700 MB/s
2023-04-01 22:50:35,1.04 GB/s,0 kB/s,11.4 kB/s,749 MB/s,0 kB/s,1.04 GB/s
2023-04-01 22:50:40,1.04 GB/s,0 kB/s,11.4 kB/s,749 MB/s,0 kB/s,1.04 GB/s
2023-04-01 22:50:45,1.79 GB/s,0 kB/s,11.6 kB/s,1.12 GB/s,0 kB/s,1.80 GB/s
2023-04-01 22:50:50,1.79 GB/s,0 kB/s,11.6 kB/s,1.12 GB/s,0 kB/s,1.80 GB/s
2023-04-01 22:50:55,3.01 GB/s,0 kB/s,5.80 kB/s,1.83 GB/s,0 kB/s,3.01 GB/s
2023-04-01 22:51:00,3.01 GB/s,0 kB/s,5.80 kB/s,1.83 GB/s,0 kB/s,3.01 GB/s
2023-04-01 22:51:05,2.00 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,2.00 GB/s
2023-04-01 22:51:10,2.00 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,2.00 GB/s
2023-04-01 22:51:15,1.97 GB/s,0 kB/s,24.6 kB/s,1.23 GB/s,0 kB/s,1.97 GB/s
2023-04-01 22:51:20,1.97 GB/s,0 kB/s,24.6 kB/s,1.23 GB/s,0 kB/s,1.97 GB/s
2023-04-01 22:51:25,2.14 GB/s,0 kB/s,58.8 kB/s,1.35 GB/s,0 kB/s,2.14 GB/s
2023-04-01 22:51:30,2.14 GB/s,0 kB/s,58.8 kB/s,1.35 GB/s,0 kB/s,2.14 GB/s
2023-04-01 22:51:35,1.00 GB/s,0 kB/s,0 kB/s,643 MB/s,0 kB/s,1.00 GB/s
2023-04-01 22:51:40,1.00 GB/s,0 kB/s,0 kB/s,643 MB/s,0 kB/s,1.00 GB/s
2023-04-01 22:51:45,1.10 GB/s,0 kB/s,11.2 kB/s,705 MB/s,0 kB/s,1.10 GB/s
2023-04-01 22:51:50,1.10 GB/s,0 kB/s,11.2 kB/s,705 MB/s,0 kB/s,1.10 GB/s
2023-04-01 22:51:55,1.13 GB/s,0 kB/s,6 kB/s,748 MB/s,0 kB/s,1.13 GB/s
2023-04-01 22:52:00,1.13 GB/s,0 kB/s,6 kB/s,748 MB/s,0 kB/s,1.13 GB/s
2023-04-01 22:52:05,1.58 GB/s,0 kB/s,67.7 kB/s,998 MB/s,0 kB/s,1.58 GB/s
2023-04-01 22:52:10,1.58 GB/s,0 kB/s,67.7 kB/s,998 MB/s,0 kB/s,1.58 GB/s
2023-04-01 22:52:15,2.13 GB/s,0 kB/s,0 kB/s,1.58 GB/s,0 kB/s,2.14 GB/s
2023-04-01 22:52:20,2.13 GB/s,0 kB/s,0 kB/s,1.58 GB/s,0 kB/s,2.14 GB/s
2023-04-01 22:52:25,4.68 GB/s,0 kB/s,22.8 kB/s,2.77 GB/s,0 kB/s,4.69 GB/s
2023-04-01 22:52:30,4.68 GB/s,0 kB/s,22.8 kB/s,2.77 GB/s,0 kB/s,4.69 GB/s
2023-04-01 22:52:35,3.69 GB/s,0 kB/s,0 kB/s,2.34 GB/s,0 kB/s,3.70 GB/s
2023-04-01 22:52:40,3.69 GB/s,0 kB/s,0 kB/s,2.34 GB/s,0 kB/s,3.70 GB/s
2023-04-01 22:52:45,4.39 GB/s,0 kB/s,22.8 kB/s,2.82 GB/s,0 kB/s,4.40 GB/s
2023-04-01 22:52:50,4.39 GB/s,0 kB/s,22.8 kB/s,2.82 GB/s,0 kB/s,4.40 GB/s
2023-04-01 22:52:55,4.22 GB/s,0 kB/s,0 kB/s,2.67 GB/s,0 kB/s,4.24 GB/s
2023-04-01 22:53:00,4.22 GB/s,0 kB/s,0 kB/s,2.67 GB/s,0 kB/s,4.24 GB/s
