"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","timeToFail"
"2023-04-02 11:46:40","1680410800000","0%","0%","0%","1.80%","2.80%","2.50%","4.70%","360 MiB","14.3 MiB","416 MiB","179 MiB","594 MB/s","0 kB/s","5.80 kB/s","397 MB/s","0 kB/s","599 MB/s","396 MB/s","0 kB/s","5.40 kB/s","600 MB/s","0 kB/s","396 MB/s","204369"
"2023-04-02 11:46:50","1680410810000","0%","0%","0%","0.900%","1.00%","1.00%","5.10%","360 MiB","14.3 MiB","416 MiB","179 MiB","1.50 GB/s","0 kB/s","0 kB/s","937 MB/s","0 kB/s","1.51 GB/s","937 MB/s","0 kB/s","0 kB/s","1.51 GB/s","0 kB/s","937 MB/s","194369"
"2023-04-02 11:47:00","1680410820000","0%","0%","0%","0.600%","0.600%","0.700%","0.700%","360 MiB","14.3 MiB","416 MiB","179 MiB","42.8 MB/s","0 kB/s","0 kB/s","37.8 MB/s","0 kB/s","44.1 MB/s","37.8 MB/s","0 kB/s","0 kB/s","45.0 MB/s","0 kB/s","37.8 MB/s","184369"
"2023-04-02 11:47:10","1680410830000","0%","0%","0%","0.900%","1.50%","0.900%","3.70%","360 MiB","14.3 MiB","416 MiB","179 MiB","974 MB/s","0 kB/s","5.80 kB/s","603 MB/s","0 kB/s","976 MB/s","603 MB/s","0 kB/s","5.40 kB/s","977 MB/s","0 kB/s","603 MB/s","174369"
"2023-04-02 11:47:20","1680410840000","0%","0%","0%","1.20%","1.80%","1.000%","3.10%","356 MiB","14.3 MiB","416 MiB","184 MiB","621 MB/s","0 kB/s","11.6 kB/s","472 MB/s","0 kB/s","624 MB/s","472 MB/s","0 kB/s","9.60 kB/s","625 MB/s","0 kB/s","472 MB/s","164369"
"2023-04-02 11:47:30","1680410850000","0%","0%","0%","1.90%","3.20%","1.60%","4.50%","353 MiB","14.3 MiB","416 MiB","186 MiB","1.06 GB/s","0 kB/s","5.80 kB/s","602 MB/s","0 kB/s","1.06 GB/s","602 MB/s","0 kB/s","5.40 kB/s","1.06 GB/s","0 kB/s","602 MB/s","154369"
"2023-04-02 11:47:40","1680410860000","0%","0%","0%","3.10%","3.90%","2.90%","3.30%","353 MiB","14.3 MiB","416 MiB","186 MiB","153 MB/s","0 kB/s","0 kB/s","159 MB/s","0 kB/s","159 MB/s","159 MB/s","0 kB/s","0 kB/s","160 MB/s","0 kB/s","159 MB/s","144369"
"2023-04-02 11:47:50","1680410870000","0%","0%","0%","2.10%","2.80%","2.50%","4.30%","353 MiB","14.3 MiB","416 MiB","186 MiB","668 MB/s","0 kB/s","11.2 kB/s","445 MB/s","0 kB/s","673 MB/s","445 MB/s","0 kB/s","5.40 kB/s","674 MB/s","0 kB/s","445 MB/s","134369"
"2023-04-02 11:48:00","1680410880000","0%","0%","0%","0.400%","0.400%","0%","1.70%","353 MiB","14.3 MiB","416 MiB","186 MiB","480 MB/s","0 kB/s","17 kB/s","287 MB/s","0 kB/s","481 MB/s","287 MB/s","0 kB/s","10.8 kB/s","482 MB/s","0 kB/s","287 MB/s","124369"
"2023-04-02 11:48:10","1680410890000","0%","0%","0%","1.30%","2.30%","1.40%","1.90%","353 MiB","14.3 MiB","416 MiB","186 MiB","80.6 MB/s","0 kB/s","23 kB/s","72.6 MB/s","0 kB/s","83.2 MB/s","72.6 MB/s","0 kB/s","15 kB/s","84.1 MB/s","0 kB/s","72.6 MB/s","114369"
"2023-04-02 11:48:20","1680410900000","0%","0%","0%","0.800%","0.800%","1.20%","1.10%","353 MiB","14.3 MiB","416 MiB","186 MiB","35.3 MB/s","0 kB/s","56.5 kB/s","31.9 MB/s","0 kB/s","36.5 MB/s","31.9 MB/s","0 kB/s","295 kB/s","37.4 MB/s","0 kB/s","31.9 MB/s","104369"
"2023-04-02 11:48:30","1680410910000","0%","0%","0%","0.200%","0.200%","0.200%","1.60%","353 MiB","14.3 MiB","416 MiB","186 MiB","477 MB/s","0 kB/s","5.80 kB/s","302 MB/s","0 kB/s","478 MB/s","302 MB/s","0 kB/s","5.40 kB/s","479 MB/s","0 kB/s","302 MB/s","94369"
"2023-04-02 11:48:40","1680410920000","0%","0%","0%","0.600%","0.900%","0.700%","2.40%","353 MiB","14.3 MiB","416 MiB","186 MiB","540 MB/s","0 kB/s","17 kB/s","336 MB/s","0 kB/s","542 MB/s","336 MB/s","0 kB/s","10.8 kB/s","543 MB/s","0 kB/s","336 MB/s","84369"
"2023-04-02 11:48:50","1680410930000","0%","0%","0%","0.900%","1.10%","1.10%","3.00%","353 MiB","14.3 MiB","416 MiB","187 MiB","496 MB/s","0 kB/s","11.8 kB/s","319 MB/s","0 kB/s","498 MB/s","319 MB/s","0 kB/s","9.60 kB/s","499 MB/s","0 kB/s","319 MB/s","74369"
"2023-04-02 11:49:00","1680410940000","0%","0%","0%","2.10%","3.20%","1.60%","3.20%","353 MiB","14.3 MiB","416 MiB","187 MiB","583 MB/s","0 kB/s","0 kB/s","378 MB/s","0 kB/s","585 MB/s","378 MB/s","0 kB/s","0 kB/s","586 MB/s","0 kB/s","378 MB/s","64369"
"2023-04-02 11:49:10","1680410950000","0%","0%","0%","2.70%","4.30%","3.10%","3.40%","353 MiB","14.3 MiB","416 MiB","187 MiB","149 MB/s","0 kB/s","12.1 kB/s","135 MB/s","0 kB/s","154 MB/s","135 MB/s","0 kB/s","14.5 kB/s","155 MB/s","0 kB/s","135 MB/s","54369"
"2023-04-02 11:49:20","1680410960000","0%","0%","0%","0.500%","0.500%","0.300%","4.90%","353 MiB","14.3 MiB","416 MiB","187 MiB","1.55 GB/s","0 kB/s","5.80 kB/s","948 MB/s","0 kB/s","1.55 GB/s","948 MB/s","0 kB/s","5.40 kB/s","1.55 GB/s","0 kB/s","948 MB/s","44369"
"2023-04-02 11:49:30","1680410970000","0%","0%","0%","2.00%","2.80%","1.90%","3.50%","353 MiB","14.3 MiB","416 MiB","187 MiB","588 MB/s","0 kB/s","23 kB/s","409 MB/s","0 kB/s","593 MB/s","409 MB/s","0 kB/s","15 kB/s","594 MB/s","0 kB/s","409 MB/s","34369"
"2023-04-02 11:49:40","1680410980000","0%","0%","0%","3.60%","4.50%","3.90%","4.00%","353 MiB","14.3 MiB","416 MiB","187 MiB","165 MB/s","0 kB/s","0 kB/s","421 MB/s","0 kB/s","170 MB/s","421 MB/s","0 kB/s","0 kB/s","171 MB/s","0 kB/s","421 MB/s","24369"
"2023-04-02 11:49:50","1680410990000","0%","0%","0%","1.50%","2.40%","1.90%","2.90%","353 MiB","14.3 MiB","416 MiB","187 MiB","565 MB/s","0 kB/s","22.4 kB/s","92.0 MB/s","0 kB/s","568 MB/s","92.0 MB/s","0 kB/s","10.8 kB/s","569 MB/s","0 kB/s","92.0 MB/s","14369"
"2023-04-02 11:50:00","1680411000000","0%","0%","0%","2.20%","2.60%","1.70%","5.50%","346 MiB","14.3 MiB","416 MiB","193 MiB","1.53 GB/s","0 kB/s","17.2 kB/s","967 MB/s","0 kB/s","1.53 GB/s","967 MB/s","0 kB/s","9.60 kB/s","1.53 GB/s","0 kB/s","967 MB/s","4369"
"2023-04-02 11:50:10","1680411010000","0%","0%","0%","6.40%","10%","4.10%","5.90%","346 MiB","14.3 MiB","416 MiB","193 MiB","200 MB/s","0 kB/s","17 kB/s","464 MB/s","0 kB/s","208 MB/s","464 MB/s","0 kB/s","10.8 kB/s","209 MB/s","0 kB/s","464 MB/s","8143"
"2023-04-02 11:50:20","1680411020000","0%","0%","0%","6.50%","10%","5.70%","18.8%","376 MiB","14.3 MiB","416 MiB","164 MiB","3.25 GB/s","0 kB/s","73.3 kB/s","3.32 GB/s","0 kB/s","3.27 GB/s","3.32 GB/s","0 kB/s","299 kB/s","3.27 GB/s","0 kB/s","3.32 GB/s","5855"
"2023-04-02 11:50:30","1680411030000","0%","0%","0%","10%","11.9%","6.30%","25.6%","368 MiB","14.3 MiB","416 MiB","171 MiB","6.44 GB/s","0 kB/s","11.4 kB/s","4.91 GB/s","0 kB/s","6.46 GB/s","4.91 GB/s","0 kB/s","10.8 kB/s","6.46 GB/s","0 kB/s","4.91 GB/s","262"
"2023-04-02 11:50:40","1680411040000","0%","0%","0%","7.30%","7.30%","6.40%","17.4%","358 MiB","14.3 MiB","416 MiB","182 MiB","3.99 GB/s","0 kB/s","11.2 kB/s","2.70 GB/s","0 kB/s","4.01 GB/s","2.70 GB/s","0 kB/s","5.40 kB/s","4.01 GB/s","0 kB/s","2.70 GB/s","6206"
"2023-04-02 11:50:50","1680411050000","0%","0%","0%","6.10%","10.2%","3.50%","11.3%","360 MiB","14.3 MiB","416 MiB","180 MiB","1.83 GB/s","0 kB/s","17.2 kB/s","2.07 GB/s","0 kB/s","1.84 GB/s","2.07 GB/s","0 kB/s","9.60 kB/s","1.76 GB/s","0 kB/s","2.07 GB/s","73"
"2023-04-02 11:51:00","1680411060000","0%","0%","0%","8.00%","8.90%","5.70%","19.8%","346 MiB","14.3 MiB","416 MiB","193 MiB","4.37 GB/s","0 kB/s","5.60 kB/s","3.56 GB/s","0 kB/s","4.39 GB/s","3.56 GB/s","0 kB/s","5 kB/s","4.47 GB/s","0 kB/s","3.56 GB/s","235"
"2023-04-02 11:51:10","1680411070000","0%","0%","0%","6.80%","10.7%","5.80%","11.5%","348 MiB","14.3 MiB","416 MiB","191 MiB","1.84 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.86 GB/s","1.36 GB/s","0 kB/s","0 kB/s","1.86 GB/s","0 kB/s","1.36 GB/s","4793"
"2023-04-02 11:51:20","1680411080000","0%","0%","0%","7.20%","5.80%","4.90%","15.6%","356 MiB","14.3 MiB","416 MiB","183 MiB","3.43 GB/s","0 kB/s","23 kB/s","2.86 GB/s","0 kB/s","3.45 GB/s","2.86 GB/s","0 kB/s","20.4 kB/s","3.45 GB/s","0 kB/s","2.86 GB/s","286"
"2023-04-02 11:51:30","1680411090000","0%","0%","0%","8.40%","5.80%","5.30%","8.30%","356 MiB","14.3 MiB","416 MiB","183 MiB","1.02 GB/s","0 kB/s","0 kB/s","804 MB/s","0 kB/s","1.03 GB/s","804 MB/s","0 kB/s","0 kB/s","1.03 GB/s","0 kB/s","804 MB/s","170"
"2023-04-02 11:51:40","1680411100000","0%","0%","0%","8.00%","7.30%","7.20%","10%","356 MiB","14.3 MiB","416 MiB","183 MiB","385 MB/s","0 kB/s","11.2 kB/s","1.06 GB/s","0 kB/s","399 MB/s","1.06 GB/s","0 kB/s","5.40 kB/s","400 MB/s","0 kB/s","1.06 GB/s","89"
"2023-04-02 11:51:50","1680411110000","0%","0%","0%","8.40%","5.90%","9.30%","14.2%","356 MiB","14.3 MiB","416 MiB","183 MiB","889 MB/s","0 kB/s","23 kB/s","1.31 GB/s","0 kB/s","901 MB/s","1.31 GB/s","0 kB/s","15 kB/s","902 MB/s","0 kB/s","1.31 GB/s","259"
"2023-04-02 11:52:00","1680411120000","0%","0%","0%","9.60%","10.1%","7.90%","32.9%","363 MiB","14.3 MiB","416 MiB","176 MiB","7.29 GB/s","0 kB/s","0 kB/s","5.31 GB/s","0 kB/s","7.31 GB/s","5.31 GB/s","0 kB/s","0 kB/s","7.31 GB/s","0 kB/s","5.31 GB/s","416"
"2023-04-02 11:52:10","1680411130000","0%","0%","0%","8.30%","6.40%","7.90%","14.3%","356 MiB","14.3 MiB","416 MiB","183 MiB","315 MB/s","0 kB/s","5.60 kB/s","627 MB/s","0 kB/s","326 MB/s","627 MB/s","0 kB/s","5.40 kB/s","327 MB/s","0 kB/s","627 MB/s","290"
"2023-04-02 11:52:20","1680411140000","0%","0%","0%","9.40%","6.70%","8.50%","19.1%","352 MiB","14.3 MiB","416 MiB","187 MiB","1.25 GB/s","0 kB/s","68.1 kB/s","2.51 GB/s","0 kB/s","1.26 GB/s","2.51 GB/s","0 kB/s","303 kB/s","1.26 GB/s","0 kB/s","2.51 GB/s","151"
"2023-04-02 11:52:30","1680411150000","0%","0%","0%","10.2%","5.90%","7.50%","29.9%","345 MiB","14.3 MiB","416 MiB","194 MiB","6.68 GB/s","0 kB/s","5.80 kB/s","4.99 GB/s","0 kB/s","6.69 GB/s","4.99 GB/s","0 kB/s","5.40 kB/s","6.70 GB/s","0 kB/s","4.99 GB/s","695052"
"2023-04-02 11:52:40","1680411160000","0%","0%","0%","11.7%","7.90%","8.40%","23.0%","361 MiB","14.3 MiB","416 MiB","179 MiB","3.40 GB/s","0 kB/s","98 kB/s","2.80 GB/s","0 kB/s","3.42 GB/s","2.80 GB/s","0 kB/s","98 kB/s","3.42 GB/s","0 kB/s","2.80 GB/s","685052"
"2023-04-02 11:52:50","1680411170000","0%","0%","0%","4.70%","3.40%","3.90%","12.0%","356 MiB","14.3 MiB","416 MiB","183 MiB","2.72 GB/s","0 kB/s","11.8 kB/s","1.70 GB/s","0 kB/s","2.73 GB/s","1.70 GB/s","0 kB/s","16.6 kB/s","2.73 GB/s","0 kB/s","1.70 GB/s","675052"
"2023-04-02 11:53:00","1680411180000","0%","0%","0%","3.40%","2.70%","3.00%","16.4%","360 MiB","14.3 MiB","416 MiB","179 MiB","4.87 GB/s","0 kB/s","25.2 kB/s","3.03 GB/s","0 kB/s","4.88 GB/s","3.03 GB/s","0 kB/s","21.8 kB/s","4.88 GB/s","0 kB/s","3.03 GB/s","665052"
"2023-04-02 11:53:10","1680411190000","0%","0%","0%","4.90%","5.20%","3.90%","14.6%","354 MiB","14.3 MiB","416 MiB","186 MiB","3.67 GB/s","0 kB/s","6 kB/s","2.28 GB/s","0 kB/s","3.68 GB/s","2.28 GB/s","0 kB/s","4.20 kB/s","3.68 GB/s","0 kB/s","2.28 GB/s","655052"
"2023-04-02 11:53:20","1680411200000","0%","0%","0%","2.70%","3.90%","2.80%","13.3%","354 MiB","14.3 MiB","416 MiB","186 MiB","3.97 GB/s","0 kB/s","11.8 kB/s","2.46 GB/s","0 kB/s","3.98 GB/s","2.46 GB/s","0 kB/s","9.60 kB/s","3.98 GB/s","0 kB/s","2.46 GB/s","645052"
"2023-04-02 11:53:30","1680411210000","0%","0%","0%","7.10%","8.90%","5.80%","14.4%","351 MiB","14.3 MiB","416 MiB","188 MiB","2.79 GB/s","0 kB/s","33.6 kB/s","1.78 GB/s","0 kB/s","2.80 GB/s","1.78 GB/s","0 kB/s","28.7 kB/s","2.80 GB/s","0 kB/s","1.78 GB/s","635052"
"2023-04-02 11:53:40","1680411220000","0%","0%","0%","11.2%","10.5%","9.10%","17.7%","355 MiB","14.3 MiB","416 MiB","184 MiB","2.43 GB/s","0 kB/s","11.2 kB/s","1.67 GB/s","0 kB/s","2.45 GB/s","1.67 GB/s","0 kB/s","5.40 kB/s","2.45 GB/s","0 kB/s","1.67 GB/s","625052"
"2023-04-02 11:53:50","1680411230000","0%","0%","0%","6.00%","4.90%","6.00%","13.4%","355 MiB","14.3 MiB","416 MiB","184 MiB","3.20 GB/s","0 kB/s","124 kB/s","2.02 GB/s","0 kB/s","3.21 GB/s","2.02 GB/s","0 kB/s","68.6 kB/s","3.21 GB/s","0 kB/s","2.02 GB/s","615052"
"2023-04-02 11:54:00","1680411240000","0%","0%","0%","7.80%","6.90%","6.10%","14.2%","355 MiB","14.3 MiB","416 MiB","184 MiB","3.20 GB/s","0 kB/s","11.4 kB/s","2.08 GB/s","0 kB/s","3.22 GB/s","2.08 GB/s","0 kB/s","10.8 kB/s","3.22 GB/s","0 kB/s","2.08 GB/s","605052"
"2023-04-02 11:54:10","1680411250000","0%","0%","0%","5.60%","5.30%","5.20%","12.4%","355 MiB","14.3 MiB","416 MiB","184 MiB","2.64 GB/s","0 kB/s","11.2 kB/s","1.70 GB/s","0 kB/s","2.66 GB/s","1.70 GB/s","0 kB/s","10.8 kB/s","2.66 GB/s","0 kB/s","1.70 GB/s","595052"
"2023-04-02 11:54:20","1680411260000","0%","0%","0%","8.10%","6.90%","7.00%","17.3%","353 MiB","14.3 MiB","416 MiB","186 MiB","3.28 GB/s","0 kB/s","66.3 kB/s","2.10 GB/s","0 kB/s","3.29 GB/s","2.10 GB/s","0 kB/s","299 kB/s","3.29 GB/s","0 kB/s","2.10 GB/s","585052"
"2023-04-02 11:54:30","1680411270000","0%","0%","0%","4.40%","4.10%","5.10%","10.6%","353 MiB","14.3 MiB","416 MiB","186 MiB","1.53 GB/s","0 kB/s","0 kB/s","1.24 GB/s","0 kB/s","1.54 GB/s","1.24 GB/s","0 kB/s","0 kB/s","1.55 GB/s","0 kB/s","1.24 GB/s","575052"
"2023-04-02 11:54:40","1680411280000","0%","0%","0%","2.20%","1.60%","2.40%","4.10%","353 MiB","14.3 MiB","416 MiB","186 MiB","746 MB/s","0 kB/s","0 kB/s","437 MB/s","0 kB/s","751 MB/s","437 MB/s","0 kB/s","0 kB/s","752 MB/s","0 kB/s","437 MB/s","565052"
"2023-04-02 11:54:50","1680411290000","0%","0%","0%","0.100%","0.300%","0.1000%","1.90%","353 MiB","14.3 MiB","416 MiB","186 MiB","407 MB/s","0 kB/s","28.4 kB/s","300 MB/s","0 kB/s","407 MB/s","300 MB/s","0 kB/s","20.4 kB/s","408 MB/s","0 kB/s","300 MB/s","555052"
"2023-04-02 11:55:00","1680411300000","0%","0%","0%","0.900%","0.800%","0.700%","1.00%","353 MiB","14.3 MiB","416 MiB","186 MiB","380 MB/s","0 kB/s","0 kB/s","48.8 MB/s","0 kB/s","382 MB/s","48.7 MB/s","0 kB/s","0 kB/s","383 MB/s","0 kB/s","48.7 MB/s","545052"
"2023-04-02 11:55:10","1680411310000","0%","0%","0%","0.100%","0.600%","0.500%","2.00%","353 MiB","14.3 MiB","416 MiB","186 MiB","508 MB/s","0 kB/s","11.2 kB/s","311 MB/s","0 kB/s","509 MB/s","311 MB/s","0 kB/s","5.40 kB/s","510 MB/s","0 kB/s","311 MB/s","535052"
"2023-04-02 11:55:20","1680411320000","0%","0%","0%","0.600%","0.600%","0.600%","2.40%","353 MiB","14.3 MiB","416 MiB","186 MiB","178 MB/s","0 kB/s","11.2 kB/s","341 MB/s","0 kB/s","179 MB/s","341 MB/s","0 kB/s","5.40 kB/s","180 MB/s","0 kB/s","341 MB/s","525052"
"2023-04-02 11:55:30","1680411330000","0%","0%","0%","0.500%","0.500%","0.400%","2.00%","353 MiB","14.3 MiB","416 MiB","186 MiB","880 MB/s","0 kB/s","39.6 kB/s","328 MB/s","0 kB/s","881 MB/s","328 MB/s","0 kB/s","20.4 kB/s","881 MB/s","0 kB/s","328 MB/s","515052"
"2023-04-02 11:55:40","1680411340000","0%","0%","0%","1.80%","2.40%","2.00%","2.50%","353 MiB","14.3 MiB","416 MiB","186 MiB","118 MB/s","0 kB/s","41.2 kB/s","103 MB/s","0 kB/s","122 MB/s","103 MB/s","0 kB/s","34.3 kB/s","123 MB/s","0 kB/s","103 MB/s","505052"
"2023-04-02 11:55:50","1680411350000","0%","0%","0%","1.000%","0.900%","1.000%","4.00%","353 MiB","14.3 MiB","416 MiB","186 MiB","665 MB/s","0 kB/s","0 kB/s","701 MB/s","0 kB/s","667 MB/s","701 MB/s","0 kB/s","0 kB/s","668 MB/s","0 kB/s","701 MB/s","495052"
"2023-04-02 11:56:00","1680411360000","0%","0%","0%","0.400%","0.400%","0.500%","1.50%","353 MiB","14.3 MiB","416 MiB","186 MiB","917 MB/s","0 kB/s","5.60 kB/s","279 MB/s","0 kB/s","917 MB/s","279 MB/s","0 kB/s","5.40 kB/s","918 MB/s","0 kB/s","279 MB/s","485052"
"2023-04-02 11:56:10","1680411370000","0%","0%","0%","2.40%","3.70%","2.50%","5.60%","353 MiB","14.3 MiB","416 MiB","186 MiB","649 MB/s","0 kB/s","6 kB/s","437 MB/s","0 kB/s","653 MB/s","437 MB/s","0 kB/s","4.20 kB/s","654 MB/s","0 kB/s","437 MB/s","475052"
"2023-04-02 11:56:20","1680411380000","0%","0%","0%","1.70%","1.90%","1.40%","3.40%","353 MiB","14.3 MiB","416 MiB","186 MiB","531 MB/s","0 kB/s","67.7 kB/s","328 MB/s","0 kB/s","533 MB/s","328 MB/s","0 kB/s","303 kB/s","534 MB/s","0 kB/s","328 MB/s","465052"
"2023-04-02 11:56:30","1680411390000","0%","0%","0%","0.400%","0.600%","0.200%","1.70%","353 MiB","14.3 MiB","416 MiB","186 MiB","532 MB/s","0 kB/s","0 kB/s","338 MB/s","0 kB/s","533 MB/s","338 MB/s","0 kB/s","0 kB/s","534 MB/s","0 kB/s","338 MB/s","455052"
"2023-04-02 11:56:40","1680411400000","0%","0%","0%","1.90%","2.60%","2.10%","6.40%","353 MiB","14.3 MiB","416 MiB","186 MiB","1.52 GB/s","0 kB/s","0 kB/s","951 MB/s","0 kB/s","1.53 GB/s","951 MB/s","0 kB/s","0 kB/s","1.53 GB/s","0 kB/s","951 MB/s","445052"
"2023-04-02 11:56:50","1680411410000","0%","0%","0%","3.10%","4.00%","4.10%","4.50%","353 MiB","14.3 MiB","416 MiB","186 MiB","164 MB/s","0 kB/s","5.60 kB/s","168 MB/s","0 kB/s","170 MB/s","168 MB/s","0 kB/s","5.40 kB/s","171 MB/s","0 kB/s","168 MB/s","435052"
"2023-04-02 11:57:00","1680411420000","0%","0%","0%","2.10%","1.90%","1.90%","6.80%","351 MiB","14.3 MiB","416 MiB","188 MiB","1.67 GB/s","0 kB/s","6 kB/s","1.04 GB/s","0 kB/s","1.67 GB/s","1.04 GB/s","0 kB/s","4.20 kB/s","1.67 GB/s","0 kB/s","1.04 GB/s","425052"
"2023-04-02 11:57:10","1680411430000","0%","0%","0%","2.00%","2.90%","2.70%","2.60%","351 MiB","14.3 MiB","416 MiB","188 MiB","109 MB/s","0 kB/s","5.60 kB/s","84.5 MB/s","0 kB/s","112 MB/s","84.4 MB/s","0 kB/s","5.40 kB/s","113 MB/s","0 kB/s","84.4 MB/s","415052"
"2023-04-02 11:57:20","1680411440000","0%","0%","0%","1.10%","1.20%","1.00%","3.80%","351 MiB","14.3 MiB","416 MiB","188 MiB","937 MB/s","0 kB/s","0 kB/s","587 MB/s","0 kB/s","940 MB/s","587 MB/s","0 kB/s","0 kB/s","941 MB/s","0 kB/s","587 MB/s","405052"
"2023-04-02 11:57:30","1680411450000","0%","0%","0%","0.600%","0.300%","0.700%","1.70%","351 MiB","14.3 MiB","416 MiB","188 MiB","466 MB/s","0 kB/s","34.2 kB/s","291 MB/s","0 kB/s","467 MB/s","291 MB/s","0 kB/s","20.4 kB/s","468 MB/s","0 kB/s","291 MB/s","395052"
"2023-04-02 11:57:40","1680411460000","0%","0%","0%","0.700%","0.800%","1.000%","2.50%","351 MiB","14.3 MiB","416 MiB","188 MiB","588 MB/s","0 kB/s","11.2 kB/s","375 MB/s","0 kB/s","590 MB/s","375 MB/s","0 kB/s","5.40 kB/s","591 MB/s","0 kB/s","375 MB/s","385052"
"2023-04-02 11:57:50","1680411470000","0%","0%","0%","1.40%","2.10%","1.10%","3.50%","351 MiB","14.3 MiB","416 MiB","188 MiB","966 MB/s","0 kB/s","0 kB/s","616 MB/s","0 kB/s","968 MB/s","616 MB/s","0 kB/s","0 kB/s","969 MB/s","0 kB/s","616 MB/s","375052"
"2023-04-02 11:58:00","1680411480000","0%","0%","0%","3.00%","4.40%","2.70%","4.30%","351 MiB","14.3 MiB","416 MiB","188 MiB","658 MB/s","0 kB/s","0 kB/s","422 MB/s","0 kB/s","662 MB/s","422 MB/s","0 kB/s","0 kB/s","663 MB/s","0 kB/s","422 MB/s","365052"
"2023-04-02 11:58:10","1680411490000","0%","0%","0%","0.400%","0.900%","0.900%","6.40%","353 MiB","14.3 MiB","416 MiB","186 MiB","1.96 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.96 GB/s","1.20 GB/s","0 kB/s","0 kB/s","1.96 GB/s","0 kB/s","1.20 GB/s","355052"
"2023-04-02 11:58:20","1680411500000","0%","0%","0%","0.800%","0.800%","1.000%","2.70%","353 MiB","14.3 MiB","416 MiB","186 MiB","513 MB/s","0 kB/s","56.5 kB/s","327 MB/s","0 kB/s","515 MB/s","327 MB/s","0 kB/s","291 kB/s","516 MB/s","0 kB/s","327 MB/s","345052"
"2023-04-02 11:58:30","1680411510000","0%","0%","0%","1.30%","1.30%","1.000%","3.60%","351 MiB","14.3 MiB","416 MiB","188 MiB","1.10 GB/s","0 kB/s","11.2 kB/s","685 MB/s","0 kB/s","1.10 GB/s","685 MB/s","0 kB/s","5.40 kB/s","1.10 GB/s","0 kB/s","685 MB/s","335052"
"2023-04-02 11:58:40","1680411520000","0%","0%","0%","0.600%","0.800%","0.600%","3.10%","355 MiB","14.3 MiB","416 MiB","184 MiB","913 MB/s","0 kB/s","0 kB/s","568 MB/s","0 kB/s","915 MB/s","568 MB/s","0 kB/s","0 kB/s","916 MB/s","0 kB/s","568 MB/s","325052"
"2023-04-02 11:58:50","1680411530000","0%","0%","0%","1.20%","1.20%","1.20%","4.10%","355 MiB","14.3 MiB","416 MiB","184 MiB","1.05 GB/s","0 kB/s","0 kB/s","667 MB/s","0 kB/s","1.05 GB/s","667 MB/s","0 kB/s","0 kB/s","1.05 GB/s","0 kB/s","667 MB/s","315052"
"2023-04-02 11:59:00","1680411540000","0%","0%","0%","3.20%","3.70%","3.10%","3.60%","353 MiB","14.3 MiB","416 MiB","187 MiB","127 MB/s","0 kB/s","0 kB/s","117 MB/s","0 kB/s","131 MB/s","117 MB/s","0 kB/s","0 kB/s","132 MB/s","0 kB/s","117 MB/s","305052"
"2023-04-02 11:59:10","1680411550000","0%","0%","0%","2.10%","2.90%","2.30%","4.30%","357 MiB","14.3 MiB","416 MiB","182 MiB","602 MB/s","0 kB/s","0 kB/s","389 MB/s","0 kB/s","606 MB/s","389 MB/s","0 kB/s","0 kB/s","607 MB/s","0 kB/s","389 MB/s","295052"
"2023-04-02 11:59:20","1680411560000","0%","0%","0%","2.70%","3.50%","2.80%","7.30%","357 MiB","14.3 MiB","416 MiB","182 MiB","1.45 GB/s","0 kB/s","0 kB/s","939 MB/s","0 kB/s","1.46 GB/s","939 MB/s","0 kB/s","0 kB/s","1.46 GB/s","0 kB/s","939 MB/s","285052"
"2023-04-02 11:59:30","1680411570000","0%","0%","0%","3.80%","2.80%","3.50%","8.60%","353 MiB","14.3 MiB","416 MiB","187 MiB","1.66 GB/s","0 kB/s","11.8 kB/s","1.05 GB/s","0 kB/s","1.67 GB/s","1.05 GB/s","0 kB/s","9.60 kB/s","1.67 GB/s","0 kB/s","1.05 GB/s","275052"
"2023-04-02 11:59:40","1680411580000","0%","0%","0%","1.90%","2.50%","3.00%","4.10%","353 MiB","14.3 MiB","416 MiB","187 MiB","573 MB/s","0 kB/s","0 kB/s","392 MB/s","0 kB/s","578 MB/s","392 MB/s","0 kB/s","0 kB/s","579 MB/s","0 kB/s","392 MB/s","265052"
"2023-04-02 11:59:50","1680411590000","0%","0%","0%","3.20%","3.10%","2.40%","5.60%","353 MiB","14.3 MiB","416 MiB","186 MiB","1.16 GB/s","0 kB/s","5.60 kB/s","996 MB/s","0 kB/s","1.17 GB/s","996 MB/s","0 kB/s","5.40 kB/s","1.17 GB/s","0 kB/s","996 MB/s","255052"
"2023-04-02 12:00:00","1680411600000","0%","0%","0%","3.80%","3.50%","3.80%","7.10%","353 MiB","14.3 MiB","416 MiB","187 MiB","1.69 GB/s","0 kB/s","0 kB/s","830 MB/s","0 kB/s","1.69 GB/s","830 MB/s","0 kB/s","0 kB/s","1.70 GB/s","0 kB/s","830 MB/s","245052"
