"Time","iowait","irq","nice","softirq","steal","system","user","Used","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","timestamp"
"2023-04-02 11:48:00","0%","0%","0%","0.400%","0.400%","0%","1.70%","353 MiB","480 MB/s","0 kB/s","17 kB/s","287 MB/s","0 kB/s","481 MB/s","1680410880000"
"2023-04-02 11:48:05","0%","0%","0%","1.30%","2.30%","1.40%","1.90%","353 MiB","80.6 MB/s","0 kB/s","23 kB/s","72.6 MB/s","0 kB/s","83.2 MB/s","1680410885000"
"2023-04-02 11:48:10","0%","0%","0%","1.30%","2.30%","1.40%","1.90%","353 MiB","80.6 MB/s","0 kB/s","23 kB/s","72.6 MB/s","0 kB/s","83.2 MB/s","1680410890000"
"2023-04-02 11:48:15","0%","0%","0%","0.800%","0.800%","1.20%","1.10%","353 MiB","35.3 MB/s","0 kB/s","56.5 kB/s","31.9 MB/s","0 kB/s","36.5 MB/s","1680410895000"
"2023-04-02 11:48:20","0%","0%","0%","0.800%","0.800%","1.20%","1.10%","353 MiB","35.3 MB/s","0 kB/s","56.5 kB/s","31.9 MB/s","0 kB/s","36.5 MB/s","1680410900000"
"2023-04-02 11:48:25","0%","0%","0%","0.200%","0.200%","0.200%","1.60%","353 MiB","477 MB/s","0 kB/s","5.80 kB/s","302 MB/s","0 kB/s","478 MB/s","1680410905000"
"2023-04-02 11:48:30","0%","0%","0%","0.200%","0.200%","0.200%","1.60%","353 MiB","477 MB/s","0 kB/s","5.80 kB/s","302 MB/s","0 kB/s","478 MB/s","1680410910000"
"2023-04-02 11:48:35","0%","0%","0%","0.600%","0.900%","0.700%","2.40%","353 MiB","540 MB/s","0 kB/s","17 kB/s","336 MB/s","0 kB/s","542 MB/s","1680410915000"
"2023-04-02 11:48:40","0%","0%","0%","0.600%","0.900%","0.700%","2.40%","353 MiB","540 MB/s","0 kB/s","17 kB/s","336 MB/s","0 kB/s","542 MB/s","1680410920000"
"2023-04-02 11:48:45","0%","0%","0%","0.900%","1.10%","1.10%","3.00%","353 MiB","496 MB/s","0 kB/s","11.8 kB/s","319 MB/s","0 kB/s","498 MB/s","1680410925000"
"2023-04-02 11:48:50","0%","0%","0%","0.900%","1.10%","1.10%","3.00%","353 MiB","496 MB/s","0 kB/s","11.8 kB/s","319 MB/s","0 kB/s","498 MB/s","1680410930000"
"2023-04-02 11:48:55","0%","0%","0%","2.10%","3.20%","1.60%","3.20%","353 MiB","583 MB/s","0 kB/s","0 kB/s","378 MB/s","0 kB/s","585 MB/s","1680410935000"
"2023-04-02 11:49:00","0%","0%","0%","2.10%","3.20%","1.60%","3.20%","353 MiB","583 MB/s","0 kB/s","0 kB/s","378 MB/s","0 kB/s","585 MB/s","1680410940000"
"2023-04-02 11:49:05","0%","0%","0%","2.70%","4.30%","3.10%","3.40%","353 MiB","149 MB/s","0 kB/s","12.1 kB/s","135 MB/s","0 kB/s","154 MB/s","1680410945000"
"2023-04-02 11:49:10","0%","0%","0%","2.70%","4.30%","3.10%","3.40%","353 MiB","149 MB/s","0 kB/s","12.1 kB/s","135 MB/s","0 kB/s","154 MB/s","1680410950000"
"2023-04-02 11:49:15","0%","0%","0%","0.500%","0.500%","0.300%","4.90%","353 MiB","1.55 GB/s","0 kB/s","5.80 kB/s","948 MB/s","0 kB/s","1.55 GB/s","1680410955000"
"2023-04-02 11:49:20","0%","0%","0%","0.500%","0.500%","0.300%","4.90%","353 MiB","1.55 GB/s","0 kB/s","5.80 kB/s","948 MB/s","0 kB/s","1.55 GB/s","1680410960000"
"2023-04-02 11:49:25","0%","0%","0%","2.00%","2.80%","1.90%","3.50%","353 MiB","588 MB/s","0 kB/s","23 kB/s","409 MB/s","0 kB/s","593 MB/s","1680410965000"
"2023-04-02 11:49:30","0%","0%","0%","2.00%","2.80%","1.90%","3.50%","353 MiB","588 MB/s","0 kB/s","23 kB/s","409 MB/s","0 kB/s","593 MB/s","1680410970000"
"2023-04-02 11:49:35","0%","0%","0%","3.60%","4.50%","3.90%","4.00%","353 MiB","165 MB/s","0 kB/s","0 kB/s","421 MB/s","0 kB/s","170 MB/s","1680410975000"
"2023-04-02 11:49:40","0%","0%","0%","3.60%","4.50%","3.90%","4.00%","353 MiB","165 MB/s","0 kB/s","0 kB/s","421 MB/s","0 kB/s","170 MB/s","1680410980000"
"2023-04-02 11:49:45","0%","0%","0%","1.50%","2.40%","1.90%","2.90%","353 MiB","565 MB/s","0 kB/s","22.4 kB/s","92.0 MB/s","0 kB/s","568 MB/s","1680410985000"
"2023-04-02 11:49:50","0%","0%","0%","1.50%","2.40%","1.90%","2.90%","353 MiB","565 MB/s","0 kB/s","22.4 kB/s","92.0 MB/s","0 kB/s","568 MB/s","1680410990000"
"2023-04-02 11:49:55","0%","0%","0%","2.20%","2.60%","1.70%","5.50%","346 MiB","1.53 GB/s","0 kB/s","17.2 kB/s","967 MB/s","0 kB/s","1.53 GB/s","1680410995000"
"2023-04-02 11:50:00","0%","0%","0%","2.20%","2.60%","1.70%","5.50%","346 MiB","1.53 GB/s","0 kB/s","17.2 kB/s","967 MB/s","0 kB/s","1.53 GB/s","1680411000000"
"2023-04-02 11:50:05","0%","0%","0%","6.40%","10%","4.10%","5.90%","346 MiB","200 MB/s","0 kB/s","17 kB/s","464 MB/s","0 kB/s","208 MB/s","1680411005000"
"2023-04-02 11:50:10","0%","0%","0%","6.40%","10%","4.10%","5.90%","346 MiB","200 MB/s","0 kB/s","17 kB/s","464 MB/s","0 kB/s","208 MB/s","1680411010000"
"2023-04-02 11:50:15","0%","0%","0%","6.50%","10%","5.70%","18.8%","376 MiB","3.25 GB/s","0 kB/s","73.3 kB/s","3.32 GB/s","0 kB/s","3.27 GB/s","1680411015000"
"2023-04-02 11:50:20","0%","0%","0%","6.50%","10%","5.70%","18.8%","376 MiB","3.25 GB/s","0 kB/s","73.3 kB/s","3.32 GB/s","0 kB/s","3.27 GB/s","1680411020000"
"2023-04-02 11:50:25","0%","0%","0%","10%","11.9%","6.30%","25.6%","368 MiB","6.44 GB/s","0 kB/s","11.4 kB/s","4.91 GB/s","0 kB/s","6.46 GB/s","1680411025000"
"2023-04-02 11:50:30","0%","0%","0%","10%","11.9%","6.30%","25.6%","368 MiB","6.44 GB/s","0 kB/s","11.4 kB/s","4.91 GB/s","0 kB/s","6.46 GB/s","1680411030000"
"2023-04-02 11:50:35","0%","0%","0%","7.30%","7.30%","6.40%","17.4%","358 MiB","3.99 GB/s","0 kB/s","11.2 kB/s","2.70 GB/s","0 kB/s","4.01 GB/s","1680411035000"
"2023-04-02 11:50:40","0%","0%","0%","7.30%","7.30%","6.40%","17.4%","358 MiB","3.99 GB/s","0 kB/s","11.2 kB/s","2.70 GB/s","0 kB/s","4.01 GB/s","1680411040000"
"2023-04-02 11:50:45","0%","0%","0%","6.10%","10.2%","3.50%","11.3%","360 MiB","1.83 GB/s","0 kB/s","17.2 kB/s","2.07 GB/s","0 kB/s","1.84 GB/s","1680411045000"
"2023-04-02 11:50:50","0%","0%","0%","6.10%","10.2%","3.50%","11.3%","360 MiB","1.83 GB/s","0 kB/s","17.2 kB/s","2.07 GB/s","0 kB/s","1.84 GB/s","1680411050000"
"2023-04-02 11:50:55","0%","0%","0%","8.00%","8.90%","5.70%","19.8%","346 MiB","4.37 GB/s","0 kB/s","5.60 kB/s","3.56 GB/s","0 kB/s","4.39 GB/s","1680411055000"
"2023-04-02 11:51:00","0%","0%","0%","8.00%","8.90%","5.70%","19.8%","346 MiB","4.37 GB/s","0 kB/s","5.60 kB/s","3.56 GB/s","0 kB/s","4.39 GB/s","1680411060000"
"2023-04-02 11:51:05","0%","0%","0%","6.80%","10.7%","5.80%","11.5%","348 MiB","1.84 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.86 GB/s","1680411065000"
"2023-04-02 11:51:10","0%","0%","0%","6.80%","10.7%","5.80%","11.5%","348 MiB","1.84 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.86 GB/s","1680411070000"
"2023-04-02 11:51:15","0%","0%","0%","7.20%","5.80%","4.90%","15.6%","356 MiB","3.43 GB/s","0 kB/s","23 kB/s","2.86 GB/s","0 kB/s","3.45 GB/s","1680411075000"
"2023-04-02 11:51:20","0%","0%","0%","7.20%","5.80%","4.90%","15.6%","356 MiB","3.43 GB/s","0 kB/s","23 kB/s","2.86 GB/s","0 kB/s","3.45 GB/s","1680411080000"
"2023-04-02 11:51:25","0%","0%","0%","8.40%","5.80%","5.30%","8.30%","356 MiB","1.02 GB/s","0 kB/s","0 kB/s","804 MB/s","0 kB/s","1.03 GB/s","1680411085000"
"2023-04-02 11:51:30","0%","0%","0%","8.40%","5.80%","5.30%","8.30%","356 MiB","1.02 GB/s","0 kB/s","0 kB/s","804 MB/s","0 kB/s","1.03 GB/s","1680411090000"
"2023-04-02 11:51:35","0%","0%","0%","8.00%","7.30%","7.20%","10%","356 MiB","385 MB/s","0 kB/s","11.2 kB/s","1.06 GB/s","0 kB/s","399 MB/s","1680411095000"
"2023-04-02 11:51:40","0%","0%","0%","8.00%","7.30%","7.20%","10%","356 MiB","385 MB/s","0 kB/s","11.2 kB/s","1.06 GB/s","0 kB/s","399 MB/s","1680411100000"
"2023-04-02 11:51:45","0%","0%","0%","8.40%","5.90%","9.30%","14.2%","356 MiB","889 MB/s","0 kB/s","23 kB/s","1.31 GB/s","0 kB/s","901 MB/s","1680411105000"
"2023-04-02 11:51:50","0%","0%","0%","8.40%","5.90%","9.30%","14.2%","356 MiB","889 MB/s","0 kB/s","23 kB/s","1.31 GB/s","0 kB/s","901 MB/s","1680411110000"
"2023-04-02 11:51:55","0%","0%","0%","9.60%","10.1%","7.90%","32.9%","363 MiB","7.29 GB/s","0 kB/s","0 kB/s","5.31 GB/s","0 kB/s","7.31 GB/s","1680411115000"
"2023-04-02 11:52:00","0%","0%","0%","9.60%","10.1%","7.90%","32.9%","363 MiB","7.29 GB/s","0 kB/s","0 kB/s","5.31 GB/s","0 kB/s","7.31 GB/s","1680411120000"
"2023-04-02 11:52:05","0%","0%","0%","8.30%","6.40%","7.90%","14.3%","356 MiB","315 MB/s","0 kB/s","5.60 kB/s","627 MB/s","0 kB/s","326 MB/s","1680411125000"
"2023-04-02 11:52:10","0%","0%","0%","8.30%","6.40%","7.90%","14.3%","356 MiB","315 MB/s","0 kB/s","5.60 kB/s","627 MB/s","0 kB/s","326 MB/s","1680411130000"
"2023-04-02 11:52:15","0%","0%","0%","9.40%","6.70%","8.50%","19.1%","352 MiB","1.25 GB/s","0 kB/s","68.1 kB/s","2.51 GB/s","0 kB/s","1.26 GB/s","1680411135000"
"2023-04-02 11:52:20","0%","0%","0%","9.40%","6.70%","8.50%","19.1%","352 MiB","1.25 GB/s","0 kB/s","68.1 kB/s","2.51 GB/s","0 kB/s","1.26 GB/s","1680411140000"
"2023-04-02 11:52:25","0%","0%","0%","10.2%","5.90%","7.50%","29.9%","345 MiB","6.68 GB/s","0 kB/s","5.80 kB/s","4.99 GB/s","0 kB/s","6.69 GB/s","1680411145000"
"2023-04-02 11:52:30","0%","0%","0%","10.2%","5.90%","7.50%","29.9%","345 MiB","6.68 GB/s","0 kB/s","5.80 kB/s","4.99 GB/s","0 kB/s","6.69 GB/s","1680411150000"
"2023-04-02 11:52:35","0%","0%","0%","11.7%","7.90%","8.40%","23.0%","361 MiB","3.40 GB/s","0 kB/s","98 kB/s","2.80 GB/s","0 kB/s","3.42 GB/s","1680411155000"
"2023-04-02 11:52:40","0%","0%","0%","11.7%","7.90%","8.40%","23.0%","361 MiB","3.40 GB/s","0 kB/s","98 kB/s","2.80 GB/s","0 kB/s","3.42 GB/s","1680411160000"
"2023-04-02 11:52:45","0%","0%","0%","4.70%","3.40%","3.90%","12.0%","356 MiB","2.72 GB/s","0 kB/s","11.8 kB/s","1.70 GB/s","0 kB/s","2.73 GB/s","1680411165000"
"2023-04-02 11:52:50","0%","0%","0%","4.70%","3.40%","3.90%","12.0%","356 MiB","2.72 GB/s","0 kB/s","11.8 kB/s","1.70 GB/s","0 kB/s","2.73 GB/s","1680411170000"
"2023-04-02 11:52:55","0%","0%","0%","3.40%","2.70%","3.00%","16.4%","360 MiB","4.87 GB/s","0 kB/s","25.2 kB/s","3.03 GB/s","0 kB/s","4.88 GB/s","1680411175000"
"2023-04-02 11:53:00","0%","0%","0%","3.40%","2.70%","3.00%","16.4%","360 MiB","4.87 GB/s","0 kB/s","25.2 kB/s","3.03 GB/s","0 kB/s","4.88 GB/s","1680411180000"
"2023-04-02 11:53:05","0%","0%","0%","4.90%","5.20%","3.90%","14.6%","354 MiB","3.67 GB/s","0 kB/s","6 kB/s","2.28 GB/s","0 kB/s","3.68 GB/s","1680411185000"
"2023-04-02 11:53:10","0%","0%","0%","4.90%","5.20%","3.90%","14.6%","354 MiB","3.67 GB/s","0 kB/s","6 kB/s","2.28 GB/s","0 kB/s","3.68 GB/s","1680411190000"
"2023-04-02 11:53:15","0%","0%","0%","2.70%","3.90%","2.80%","13.3%","354 MiB","3.97 GB/s","0 kB/s","11.8 kB/s","2.46 GB/s","0 kB/s","3.98 GB/s","1680411195000"
"2023-04-02 11:53:20","0%","0%","0%","2.70%","3.90%","2.80%","13.3%","354 MiB","3.97 GB/s","0 kB/s","11.8 kB/s","2.46 GB/s","0 kB/s","3.98 GB/s","1680411200000"
"2023-04-02 11:53:25","0%","0%","0%","7.10%","8.90%","5.80%","14.4%","351 MiB","2.79 GB/s","0 kB/s","33.6 kB/s","1.78 GB/s","0 kB/s","2.80 GB/s","1680411205000"
"2023-04-02 11:53:30","0%","0%","0%","7.10%","8.90%","5.80%","14.4%","351 MiB","2.79 GB/s","0 kB/s","33.6 kB/s","1.78 GB/s","0 kB/s","2.80 GB/s","1680411210000"
"2023-04-02 11:53:35","0%","0%","0%","11.2%","10.5%","9.10%","17.7%","355 MiB","2.43 GB/s","0 kB/s","11.2 kB/s","1.67 GB/s","0 kB/s","2.45 GB/s","1680411215000"
"2023-04-02 11:53:40","0%","0%","0%","11.2%","10.5%","9.10%","17.7%","355 MiB","2.43 GB/s","0 kB/s","11.2 kB/s","1.67 GB/s","0 kB/s","2.45 GB/s","1680411220000"
"2023-04-02 11:53:45","0%","0%","0%","6.00%","4.90%","6.00%","13.4%","355 MiB","3.20 GB/s","0 kB/s","124 kB/s","2.02 GB/s","0 kB/s","3.21 GB/s","1680411225000"
"2023-04-02 11:53:50","0%","0%","0%","6.00%","4.90%","6.00%","13.4%","355 MiB","3.20 GB/s","0 kB/s","124 kB/s","2.02 GB/s","0 kB/s","3.21 GB/s","1680411230000"
"2023-04-02 11:53:55","0%","0%","0%","7.80%","6.90%","6.10%","14.2%","355 MiB","3.20 GB/s","0 kB/s","11.4 kB/s","2.08 GB/s","0 kB/s","3.22 GB/s","1680411235000"
"2023-04-02 11:54:00","0%","0%","0%","7.80%","6.90%","6.10%","14.2%","355 MiB","3.20 GB/s","0 kB/s","11.4 kB/s","2.08 GB/s","0 kB/s","3.22 GB/s","1680411240000"
"2023-04-02 11:54:05","0%","0%","0%","5.60%","5.30%","5.20%","12.4%","355 MiB","2.64 GB/s","0 kB/s","11.2 kB/s","1.70 GB/s","0 kB/s","2.66 GB/s","1680411245000"
"2023-04-02 11:54:10","0%","0%","0%","5.60%","5.30%","5.20%","12.4%","355 MiB","2.64 GB/s","0 kB/s","11.2 kB/s","1.70 GB/s","0 kB/s","2.66 GB/s","1680411250000"
"2023-04-02 11:54:15","0%","0%","0%","8.10%","6.90%","7.00%","17.3%","353 MiB","3.28 GB/s","0 kB/s","66.3 kB/s","2.10 GB/s","0 kB/s","3.29 GB/s","1680411255000"
"2023-04-02 11:54:20","0%","0%","0%","8.10%","6.90%","7.00%","17.3%","353 MiB","3.28 GB/s","0 kB/s","66.3 kB/s","2.10 GB/s","0 kB/s","3.29 GB/s","1680411260000"
"2023-04-02 11:54:25","0%","0%","0%","4.40%","4.10%","5.10%","10.6%","353 MiB","1.53 GB/s","0 kB/s","0 kB/s","1.24 GB/s","0 kB/s","1.54 GB/s","1680411265000"
"2023-04-02 11:54:30","0%","0%","0%","4.40%","4.10%","5.10%","10.6%","353 MiB","1.53 GB/s","0 kB/s","0 kB/s","1.24 GB/s","0 kB/s","1.54 GB/s","1680411270000"
"2023-04-02 11:54:35","0%","0%","0%","2.20%","1.60%","2.40%","4.10%","353 MiB","746 MB/s","0 kB/s","0 kB/s","437 MB/s","0 kB/s","751 MB/s","1680411275000"
"2023-04-02 11:54:40","0%","0%","0%","2.20%","1.60%","2.40%","4.10%","353 MiB","746 MB/s","0 kB/s","0 kB/s","437 MB/s","0 kB/s","751 MB/s","1680411280000"
"2023-04-02 11:54:45","0%","0%","0%","0.100%","0.300%","0.1000%","1.90%","353 MiB","407 MB/s","0 kB/s","28.4 kB/s","300 MB/s","0 kB/s","407 MB/s","1680411285000"
"2023-04-02 11:54:50","0%","0%","0%","0.100%","0.300%","0.1000%","1.90%","353 MiB","407 MB/s","0 kB/s","28.4 kB/s","300 MB/s","0 kB/s","407 MB/s","1680411290000"
"2023-04-02 11:54:55","0%","0%","0%","0.900%","0.800%","0.700%","1.00%","353 MiB","380 MB/s","0 kB/s","0 kB/s","48.8 MB/s","0 kB/s","382 MB/s","1680411295000"
"2023-04-02 11:55:00","0%","0%","0%","0.900%","0.800%","0.700%","1.00%","353 MiB","380 MB/s","0 kB/s","0 kB/s","48.8 MB/s","0 kB/s","382 MB/s","1680411300000"
"2023-04-02 11:55:05","0%","0%","0%","0.100%","0.600%","0.500%","2.00%","353 MiB","508 MB/s","0 kB/s","11.2 kB/s","311 MB/s","0 kB/s","509 MB/s","1680411305000"
"2023-04-02 11:55:10","0%","0%","0%","0.100%","0.600%","0.500%","2.00%","353 MiB","508 MB/s","0 kB/s","11.2 kB/s","311 MB/s","0 kB/s","509 MB/s","1680411310000"
"2023-04-02 11:55:15","0%","0%","0%","0.600%","0.600%","0.600%","2.40%","353 MiB","178 MB/s","0 kB/s","11.2 kB/s","341 MB/s","0 kB/s","179 MB/s","1680411315000"
"2023-04-02 11:55:20","0%","0%","0%","0.600%","0.600%","0.600%","2.40%","353 MiB","178 MB/s","0 kB/s","11.2 kB/s","341 MB/s","0 kB/s","179 MB/s","1680411320000"
"2023-04-02 11:55:25","0%","0%","0%","0.500%","0.500%","0.400%","2.00%","353 MiB","880 MB/s","0 kB/s","39.6 kB/s","328 MB/s","0 kB/s","881 MB/s","1680411325000"
"2023-04-02 11:55:30","0%","0%","0%","0.500%","0.500%","0.400%","2.00%","353 MiB","880 MB/s","0 kB/s","39.6 kB/s","328 MB/s","0 kB/s","881 MB/s","1680411330000"
"2023-04-02 11:55:35","0%","0%","0%","1.80%","2.40%","2.00%","2.50%","353 MiB","118 MB/s","0 kB/s","41.2 kB/s","103 MB/s","0 kB/s","122 MB/s","1680411335000"
"2023-04-02 11:55:40","0%","0%","0%","1.80%","2.40%","2.00%","2.50%","353 MiB","118 MB/s","0 kB/s","41.2 kB/s","103 MB/s","0 kB/s","122 MB/s","1680411340000"
"2023-04-02 11:55:45","0%","0%","0%","1.000%","0.900%","1.000%","4.00%","353 MiB","665 MB/s","0 kB/s","0 kB/s","701 MB/s","0 kB/s","667 MB/s","1680411345000"
"2023-04-02 11:55:50","0%","0%","0%","1.000%","0.900%","1.000%","4.00%","353 MiB","665 MB/s","0 kB/s","0 kB/s","701 MB/s","0 kB/s","667 MB/s","1680411350000"
"2023-04-02 11:55:55","0%","0%","0%","0.400%","0.400%","0.500%","1.50%","353 MiB","917 MB/s","0 kB/s","5.60 kB/s","279 MB/s","0 kB/s","917 MB/s","1680411355000"
"2023-04-02 11:56:00","0%","0%","0%","0.400%","0.400%","0.500%","1.50%","353 MiB","917 MB/s","0 kB/s","5.60 kB/s","279 MB/s","0 kB/s","917 MB/s","1680411360000"
"2023-04-02 11:56:05","0%","0%","0%","2.40%","3.70%","2.50%","5.60%","353 MiB","649 MB/s","0 kB/s","6 kB/s","437 MB/s","0 kB/s","653 MB/s","1680411365000"
"2023-04-02 11:56:10","0%","0%","0%","2.40%","3.70%","2.50%","5.60%","353 MiB","649 MB/s","0 kB/s","6 kB/s","437 MB/s","0 kB/s","653 MB/s","1680411370000"
"2023-04-02 11:56:15","0%","0%","0%","1.70%","1.90%","1.40%","3.40%","353 MiB","531 MB/s","0 kB/s","67.7 kB/s","328 MB/s","0 kB/s","533 MB/s","1680411375000"
"2023-04-02 11:56:20","0%","0%","0%","1.70%","1.90%","1.40%","3.40%","353 MiB","531 MB/s","0 kB/s","67.7 kB/s","328 MB/s","0 kB/s","533 MB/s","1680411380000"
"2023-04-02 11:56:25","0%","0%","0%","0.400%","0.600%","0.200%","1.70%","353 MiB","532 MB/s","0 kB/s","0 kB/s","338 MB/s","0 kB/s","533 MB/s","1680411385000"
"2023-04-02 11:56:30","0%","0%","0%","0.400%","0.600%","0.200%","1.70%","353 MiB","532 MB/s","0 kB/s","0 kB/s","338 MB/s","0 kB/s","533 MB/s","1680411390000"
"2023-04-02 11:56:35","0%","0%","0%","1.90%","2.60%","2.10%","6.40%","353 MiB","1.52 GB/s","0 kB/s","0 kB/s","951 MB/s","0 kB/s","1.53 GB/s","1680411395000"
"2023-04-02 11:56:40","0%","0%","0%","1.90%","2.60%","2.10%","6.40%","353 MiB","1.52 GB/s","0 kB/s","0 kB/s","951 MB/s","0 kB/s","1.53 GB/s","1680411400000"
"2023-04-02 11:56:45","0%","0%","0%","3.10%","4.00%","4.10%","4.50%","353 MiB","164 MB/s","0 kB/s","5.60 kB/s","168 MB/s","0 kB/s","170 MB/s","1680411405000"
"2023-04-02 11:56:50","0%","0%","0%","3.10%","4.00%","4.10%","4.50%","353 MiB","164 MB/s","0 kB/s","5.60 kB/s","168 MB/s","0 kB/s","170 MB/s","1680411410000"
"2023-04-02 11:56:55","0%","0%","0%","2.10%","1.90%","1.90%","6.80%","351 MiB","1.67 GB/s","0 kB/s","6 kB/s","1.04 GB/s","0 kB/s","1.67 GB/s","1680411415000"
"2023-04-02 11:57:00","0%","0%","0%","2.10%","1.90%","1.90%","6.80%","351 MiB","1.67 GB/s","0 kB/s","6 kB/s","1.04 GB/s","0 kB/s","1.67 GB/s","1680411420000"
"2023-04-02 11:57:05","0%","0%","0%","2.00%","2.90%","2.70%","2.60%","351 MiB","109 MB/s","0 kB/s","5.60 kB/s","84.5 MB/s","0 kB/s","112 MB/s","1680411425000"
"2023-04-02 11:57:10","0%","0%","0%","2.00%","2.90%","2.70%","2.60%","351 MiB","109 MB/s","0 kB/s","5.60 kB/s","84.5 MB/s","0 kB/s","112 MB/s","1680411430000"
"2023-04-02 11:57:15","0%","0%","0%","1.10%","1.20%","1.00%","3.80%","351 MiB","937 MB/s","0 kB/s","0 kB/s","587 MB/s","0 kB/s","940 MB/s","1680411435000"
"2023-04-02 11:57:20","0%","0%","0%","1.10%","1.20%","1.00%","3.80%","351 MiB","937 MB/s","0 kB/s","0 kB/s","587 MB/s","0 kB/s","940 MB/s","1680411440000"
"2023-04-02 11:57:25","0%","0%","0%","0.600%","0.300%","0.700%","1.70%","351 MiB","466 MB/s","0 kB/s","34.2 kB/s","291 MB/s","0 kB/s","467 MB/s","1680411445000"
"2023-04-02 11:57:30","0%","0%","0%","0.600%","0.300%","0.700%","1.70%","351 MiB","466 MB/s","0 kB/s","34.2 kB/s","291 MB/s","0 kB/s","467 MB/s","1680411450000"
"2023-04-02 11:57:35","0%","0%","0%","0.700%","0.800%","1.000%","2.50%","351 MiB","588 MB/s","0 kB/s","11.2 kB/s","375 MB/s","0 kB/s","590 MB/s","1680411455000"
"2023-04-02 11:57:40","0%","0%","0%","0.700%","0.800%","1.000%","2.50%","351 MiB","588 MB/s","0 kB/s","11.2 kB/s","375 MB/s","0 kB/s","590 MB/s","1680411460000"
"2023-04-02 11:57:45","0%","0%","0%","1.40%","2.10%","1.10%","3.50%","351 MiB","966 MB/s","0 kB/s","0 kB/s","616 MB/s","0 kB/s","968 MB/s","1680411465000"
"2023-04-02 11:57:50","0%","0%","0%","1.40%","2.10%","1.10%","3.50%","351 MiB","966 MB/s","0 kB/s","0 kB/s","616 MB/s","0 kB/s","968 MB/s","1680411470000"
"2023-04-02 11:57:55","0%","0%","0%","3.00%","4.40%","2.70%","4.30%","351 MiB","658 MB/s","0 kB/s","0 kB/s","422 MB/s","0 kB/s","662 MB/s","1680411475000"
"2023-04-02 11:58:00","0%","0%","0%","3.00%","4.40%","2.70%","4.30%","351 MiB","658 MB/s","0 kB/s","0 kB/s","422 MB/s","0 kB/s","662 MB/s","1680411480000"
"2023-04-02 11:58:05","0%","0%","0%","0.400%","0.900%","0.900%","6.40%","353 MiB","1.96 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.96 GB/s","1680411485000"
"2023-04-02 11:58:10","0%","0%","0%","0.400%","0.900%","0.900%","6.40%","353 MiB","1.96 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.96 GB/s","1680411490000"
"2023-04-02 11:58:15","0%","0%","0%","0.800%","0.800%","1.000%","2.70%","353 MiB","513 MB/s","0 kB/s","56.5 kB/s","327 MB/s","0 kB/s","515 MB/s","1680411495000"
"2023-04-02 11:58:20","0%","0%","0%","0.800%","0.800%","1.000%","2.70%","353 MiB","513 MB/s","0 kB/s","56.5 kB/s","327 MB/s","0 kB/s","515 MB/s","1680411500000"
"2023-04-02 11:58:25","0%","0%","0%","1.30%","1.30%","1.000%","3.60%","351 MiB","1.10 GB/s","0 kB/s","11.2 kB/s","685 MB/s","0 kB/s","1.10 GB/s","1680411505000"
"2023-04-02 11:58:30","0%","0%","0%","1.30%","1.30%","1.000%","3.60%","351 MiB","1.10 GB/s","0 kB/s","11.2 kB/s","685 MB/s","0 kB/s","1.10 GB/s","1680411510000"
"2023-04-02 11:58:35","0%","0%","0%","0.600%","0.800%","0.600%","3.10%","355 MiB","913 MB/s","0 kB/s","0 kB/s","568 MB/s","0 kB/s","915 MB/s","1680411515000"
"2023-04-02 11:58:40","0%","0%","0%","0.600%","0.800%","0.600%","3.10%","355 MiB","913 MB/s","0 kB/s","0 kB/s","568 MB/s","0 kB/s","915 MB/s","1680411520000"
"2023-04-02 11:58:45","0%","0%","0%","1.20%","1.20%","1.20%","4.10%","355 MiB","1.05 GB/s","0 kB/s","0 kB/s","667 MB/s","0 kB/s","1.05 GB/s","1680411525000"
"2023-04-02 11:58:50","0%","0%","0%","1.20%","1.20%","1.20%","4.10%","355 MiB","1.05 GB/s","0 kB/s","0 kB/s","667 MB/s","0 kB/s","1.05 GB/s","1680411530000"
"2023-04-02 11:58:55","0%","0%","0%","3.20%","3.70%","3.10%","3.60%","353 MiB","127 MB/s","0 kB/s","0 kB/s","117 MB/s","0 kB/s","131 MB/s","1680411535000"
"2023-04-02 11:59:00","0%","0%","0%","3.20%","3.70%","3.10%","3.60%","353 MiB","127 MB/s","0 kB/s","0 kB/s","117 MB/s","0 kB/s","131 MB/s","1680411540000"
"2023-04-02 11:59:05","0%","0%","0%","2.10%","2.90%","2.30%","4.30%","357 MiB","602 MB/s","0 kB/s","0 kB/s","389 MB/s","0 kB/s","606 MB/s","1680411545000"
"2023-04-02 11:59:10","0%","0%","0%","2.10%","2.90%","2.30%","4.30%","357 MiB","602 MB/s","0 kB/s","0 kB/s","389 MB/s","0 kB/s","606 MB/s","1680411550000"
"2023-04-02 11:59:15","0%","0%","0%","2.70%","3.50%","2.80%","7.30%","357 MiB","1.45 GB/s","0 kB/s","0 kB/s","939 MB/s","0 kB/s","1.46 GB/s","1680411555000"
