"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
"2023-04-16 02:15:20","1681586120000","0%","0%","0%","0%","0.100%","0.200%","1.10%","377 MiB","31.2 MiB","405 MiB","156 MiB","444 MB/s","0 kB/s","22.8 kB/s","272 MB/s","0 kB/s","445 MB/s","272 MB/s","0 kB/s","16.2 kB/s","446 MB/s","0 kB/s","272 MB/s"
"2023-04-16 02:15:30","1681586130000","0%","0%","0%","0.600%","0.100%","1.000%","1.000%","377 MiB","31.2 MiB","405 MiB","156 MiB","58.9 MB/s","0 kB/s","36 kB/s","53.1 MB/s","0 kB/s","60.8 MB/s","53.0 MB/s","0 kB/s","25.8 kB/s","61.7 MB/s","0 kB/s","53.0 MB/s"
"2023-04-16 02:15:40","1681586140000","0%","0%","0%","1.000%","0.400%","1.50%","2.10%","377 MiB","31.2 MiB","405 MiB","156 MiB","105 MB/s","0 kB/s","28.2 kB/s","106 MB/s","0 kB/s","109 MB/s","106 MB/s","0 kB/s","21.6 kB/s","110 MB/s","0 kB/s","106 MB/s"
"2023-04-16 02:15:50","1681586150000","0%","0%","0%","0.700%","0.600%","1.30%","1.60%","377 MiB","31.2 MiB","405 MiB","156 MiB","108 MB/s","0 kB/s","73.5 kB/s","85.9 MB/s","0 kB/s","111 MB/s","85.8 MB/s","0 kB/s","300 kB/s","112 MB/s","0 kB/s","85.8 MB/s"
"2023-04-16 02:16:00","1681586160000","0%","0%","0%","0.400%","0.200%","0.700%","2.90%","377 MiB","31.2 MiB","405 MiB","156 MiB","911 MB/s","0 kB/s","0 kB/s","577 MB/s","0 kB/s","912 MB/s","577 MB/s","0 kB/s","0 kB/s","913 MB/s","0 kB/s","577 MB/s"
"2023-04-16 02:16:10","1681586170000","0%","0%","0%","0.700%","0.500%","1.00%","2.40%","377 MiB","31.2 MiB","405 MiB","156 MiB","489 MB/s","0 kB/s","11.2 kB/s","316 MB/s","0 kB/s","491 MB/s","316 MB/s","0 kB/s","5.40 kB/s","492 MB/s","0 kB/s","316 MB/s"
"2023-04-16 02:16:20","1681586180000","0%","0%","0%","0.600%","0.600%","1.80%","3.40%","375 MiB","31.2 MiB","405 MiB","158 MiB","540 MB/s","0 kB/s","5.60 kB/s","358 MB/s","0 kB/s","544 MB/s","358 MB/s","0 kB/s","0 kB/s","545 MB/s","0 kB/s","358 MB/s"
"2023-04-16 02:16:30","1681586190000","0%","0%","0%","0.400%","0.400%","1.30%","3.80%","372 MiB","31.2 MiB","405 MiB","161 MiB","911 MB/s","0 kB/s","16.8 kB/s","560 MB/s","0 kB/s","914 MB/s","560 MB/s","0 kB/s","10.8 kB/s","915 MB/s","0 kB/s","560 MB/s"
"2023-04-16 02:16:40","1681586200000","0%","0%","0%","0.300%","0.400%","0.400%","2.80%","372 MiB","31.2 MiB","405 MiB","161 MiB","964 MB/s","0 kB/s","23 kB/s","593 MB/s","0 kB/s","965 MB/s","593 MB/s","0 kB/s","15 kB/s","966 MB/s","0 kB/s","593 MB/s"
"2023-04-16 02:16:50","1681586210000","0%","0%","0%","0.200%","0.200%","0.500%","2.00%","372 MiB","31.2 MiB","405 MiB","161 MiB","501 MB/s","0 kB/s","5.80 kB/s","315 MB/s","0 kB/s","503 MB/s","315 MB/s","0 kB/s","5.40 kB/s","503 MB/s","0 kB/s","315 MB/s"
"2023-04-16 02:17:00","1681586220000","0%","0%","0%","0.1000%","0.100%","0.400%","2.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","1.01 GB/s","0 kB/s","16.8 kB/s","613 MB/s","0 kB/s","1.01 GB/s","613 MB/s","0 kB/s","10.8 kB/s","1.01 GB/s","0 kB/s","613 MB/s"
"2023-04-16 02:17:10","1681586230000","0%","0%","0%","0.300%","0.200%","0.600%","2.30%","373 MiB","31.2 MiB","405 MiB","160 MiB","584 MB/s","0 kB/s","11.2 kB/s","368 MB/s","0 kB/s","586 MB/s","368 MB/s","0 kB/s","5.40 kB/s","587 MB/s","0 kB/s","368 MB/s"
"2023-04-16 02:17:20","1681586240000","0%","0%","0%","0.200%","0.100%","0.500%","3.60%","373 MiB","31.2 MiB","405 MiB","160 MiB","1.39 GB/s","0 kB/s","7.40 kB/s","850 MB/s","0 kB/s","1.39 GB/s","850 MB/s","0 kB/s","10.2 kB/s","1.40 GB/s","0 kB/s","850 MB/s"
"2023-04-16 02:17:30","1681586250000","0%","0%","0%","0.100%","0%","0.100%","2.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","921 MB/s","0 kB/s","17.2 kB/s","561 MB/s","0 kB/s","922 MB/s","561 MB/s","0 kB/s","15 kB/s","923 MB/s","0 kB/s","561 MB/s"
"2023-04-16 02:17:40","1681586260000","0.200%","0%","0%","1.000%","0.700%","1.20%","3.20%","374 MiB","31.2 MiB","405 MiB","159 MiB","564 MB/s","0 kB/s","0 kB/s","373 MB/s","0 kB/s","567 MB/s","373 MB/s","0 kB/s","0 kB/s","568 MB/s","0 kB/s","373 MB/s"
"2023-04-16 02:17:50","1681586270000","0%","0%","0%","0%","0.100%","0.200%","1.70%","374 MiB","31.2 MiB","405 MiB","159 MiB","551 MB/s","0 kB/s","64.7 kB/s","336 MB/s","0 kB/s","551 MB/s","336 MB/s","0 kB/s","302 kB/s","552 MB/s","0 kB/s","336 MB/s"
"2023-04-16 02:18:00","1681586280000","0%","0%","0%","0.1000%","0%","0.300%","4.10%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.44 GB/s","0 kB/s","0 kB/s","874 MB/s","0 kB/s","1.44 GB/s","874 MB/s","0 kB/s","0 kB/s","1.44 GB/s","0 kB/s","874 MB/s"
"2023-04-16 02:18:10","1681586290000","0%","0%","0%","0.200%","0.100%","0.400%","3.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","1.46 GB/s","0 kB/s","5.80 kB/s","891 MB/s","0 kB/s","1.46 GB/s","891 MB/s","0 kB/s","5.40 kB/s","1.47 GB/s","0 kB/s","891 MB/s"
"2023-04-16 02:18:20","1681586300000","0%","0%","0%","0.1000%","0%","0.1000%","0.300%","372 MiB","31.2 MiB","405 MiB","161 MiB","14.2 MB/s","0 kB/s","5.60 kB/s","12.0 MB/s","0 kB/s","14.6 MB/s","11.9 MB/s","0 kB/s","5.40 kB/s","15.6 MB/s","0 kB/s","11.9 MB/s"
"2023-04-16 02:18:30","1681586310000","0%","0%","0%","0.900%","0.800%","2.00%","1.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","110 MB/s","0 kB/s","5.80 kB/s","100 MB/s","0 kB/s","114 MB/s","100 MB/s","0 kB/s","5.40 kB/s","115 MB/s","0 kB/s","100 MB/s"
"2023-04-16 02:18:40","1681586320000","0%","0%","0%","3.10%","0.600%","3.40%","9.50%","378 MiB","31.2 MiB","405 MiB","155 MiB","2.50 GB/s","0 kB/s","5.60 kB/s","1.63 GB/s","0 kB/s","2.51 GB/s","1.63 GB/s","0 kB/s","5.40 kB/s","2.51 GB/s","0 kB/s","1.63 GB/s"
"2023-04-16 02:18:50","1681586330000","0%","0%","0%","5.10%","0.800%","5.50%","8.90%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.32 GB/s","0 kB/s","28.6 kB/s","1.23 GB/s","0 kB/s","1.33 GB/s","1.23 GB/s","0 kB/s","20.4 kB/s","1.33 GB/s","0 kB/s","1.23 GB/s"
"2023-04-16 02:19:00","1681586340000","0%","0%","0%","3.80%","1.20%","3.60%","6.30%","375 MiB","31.2 MiB","405 MiB","158 MiB","284 MB/s","0 kB/s","17 kB/s","1.36 GB/s","0 kB/s","294 MB/s","1.36 GB/s","0 kB/s","10.8 kB/s","295 MB/s","0 kB/s","1.36 GB/s"
"2023-04-16 02:19:10","1681586350000","0%","0%","0%","5.10%","1.70%","4.40%","10.6%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.85 GB/s","0 kB/s","35.6 kB/s","1.85 GB/s","0 kB/s","1.86 GB/s","1.85 GB/s","0 kB/s","20.4 kB/s","1.87 GB/s","0 kB/s","1.85 GB/s"
"2023-04-16 02:19:20","1681586360000","0%","0%","0%","5.50%","1.30%","4.80%","7.70%","375 MiB","31.2 MiB","405 MiB","158 MiB","633 MB/s","0 kB/s","0 kB/s","890 MB/s","0 kB/s","647 MB/s","890 MB/s","0 kB/s","0 kB/s","648 MB/s","0 kB/s","890 MB/s"
"2023-04-16 02:19:30","1681586370000","0%","0%","0%","6.00%","1.20%","4.70%","7.20%","379 MiB","31.2 MiB","405 MiB","154 MiB","1.56 GB/s","0 kB/s","17.2 kB/s","966 MB/s","0 kB/s","1.57 GB/s","966 MB/s","0 kB/s","16.2 kB/s","1.57 GB/s","0 kB/s","966 MB/s"
"2023-04-16 02:19:40","1681586380000","0%","0%","0%","4.00%","0.900%","3.60%","13.4%","392 MiB","31.2 MiB","405 MiB","141 MiB","2.48 GB/s","0 kB/s","5.60 kB/s","3.04 GB/s","0 kB/s","2.50 GB/s","3.04 GB/s","0 kB/s","5.40 kB/s","2.50 GB/s","0 kB/s","3.04 GB/s"
"2023-04-16 02:19:50","1681586390000","0%","0%","0%","5.30%","0.800%","4.50%","19.8%","392 MiB","31.2 MiB","405 MiB","141 MiB","6.07 GB/s","0 kB/s","56.5 kB/s","3.90 GB/s","0 kB/s","6.09 GB/s","3.90 GB/s","0 kB/s","294 kB/s","6.09 GB/s","0 kB/s","3.90 GB/s"
"2023-04-16 02:20:00","1681586400000","0%","0%","0%","5.10%","1.30%","4.30%","6.60%","383 MiB","31.2 MiB","405 MiB","150 MiB","342 MB/s","0 kB/s","0 kB/s","619 MB/s","0 kB/s","356 MB/s","619 MB/s","0 kB/s","0 kB/s","357 MB/s","0 kB/s","619 MB/s"
"2023-04-16 02:20:10","1681586410000","0%","0%","0%","4.60%","2.10%","4.40%","10.8%","373 MiB","31.2 MiB","405 MiB","160 MiB","1.78 GB/s","0 kB/s","28 kB/s","1.60 GB/s","0 kB/s","1.79 GB/s","1.60 GB/s","0 kB/s","18.7 kB/s","1.79 GB/s","0 kB/s","1.60 GB/s"
"2023-04-16 02:20:20","1681586420000","0%","0%","0%","2.50%","1.00%","4.60%","11.5%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.16 GB/s","0 kB/s","22.4 kB/s","2.04 GB/s","0 kB/s","3.17 GB/s","2.04 GB/s","0 kB/s","10.8 kB/s","3.17 GB/s","0 kB/s","2.04 GB/s"
"2023-04-16 02:20:30","1681586430000","0%","0%","0%","4.30%","2.00%","5.30%","11.7%","371 MiB","31.2 MiB","405 MiB","162 MiB","2.55 GB/s","0 kB/s","11.8 kB/s","1.65 GB/s","0 kB/s","2.56 GB/s","1.65 GB/s","0 kB/s","9.60 kB/s","2.56 GB/s","0 kB/s","1.65 GB/s"
"2023-04-16 02:20:40","1681586440000","0%","0%","0%","2.40%","1.60%","2.90%","5.70%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.49 GB/s","0 kB/s","5.60 kB/s","971 MB/s","0 kB/s","1.50 GB/s","971 MB/s","0 kB/s","5.40 kB/s","1.50 GB/s","0 kB/s","971 MB/s"
"2023-04-16 02:20:50","1681586450000","0%","0%","0%","4.70%","3.20%","6.30%","16.1%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.36 GB/s","0 kB/s","14.2 kB/s","2.36 GB/s","0 kB/s","3.38 GB/s","2.36 GB/s","0 kB/s","15.2 kB/s","3.38 GB/s","0 kB/s","2.36 GB/s"
"2023-04-16 02:21:00","1681586460000","0%","0%","0%","2.00%","0.600%","3.00%","8.60%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.59 GB/s","0 kB/s","51.6 kB/s","1.60 GB/s","0 kB/s","2.60 GB/s","1.60 GB/s","0 kB/s","47.4 kB/s","2.60 GB/s","0 kB/s","1.60 GB/s"
"2023-04-16 02:21:10","1681586470000","0%","0%","0%","4.90%","2.40%","6.10%","12.1%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.66 GB/s","0 kB/s","17 kB/s","1.60 GB/s","0 kB/s","2.68 GB/s","1.60 GB/s","0 kB/s","10.8 kB/s","2.68 GB/s","0 kB/s","1.60 GB/s"
"2023-04-16 02:21:20","1681586480000","0%","0%","0%","2.30%","0.700%","4.10%","12.0%","375 MiB","31.2 MiB","405 MiB","158 MiB","3.66 GB/s","0 kB/s","5.80 kB/s","2.30 GB/s","0 kB/s","3.67 GB/s","2.30 GB/s","0 kB/s","5.40 kB/s","3.68 GB/s","0 kB/s","2.30 GB/s"
"2023-04-16 02:21:30","1681586490000","0%","0%","0%","2.60%","1.30%","4.20%","8.70%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.82 GB/s","0 kB/s","6 kB/s","1.20 GB/s","0 kB/s","1.83 GB/s","1.20 GB/s","0 kB/s","4.20 kB/s","1.83 GB/s","0 kB/s","1.20 GB/s"
"2023-04-16 02:21:40","1681586500000","0%","0%","0%","3.00%","1.40%","4.80%","8.90%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.07 GB/s","0 kB/s","5.80 kB/s","1.37 GB/s","0 kB/s","2.08 GB/s","1.37 GB/s","0 kB/s","5.40 kB/s","2.08 GB/s","0 kB/s","1.37 GB/s"
"2023-04-16 02:21:50","1681586510000","0%","0%","0%","4.60%","1.70%","6.30%","12.0%","373 MiB","31.2 MiB","405 MiB","160 MiB","2.50 GB/s","0 kB/s","56.5 kB/s","1.94 GB/s","0 kB/s","2.51 GB/s","1.94 GB/s","0 kB/s","294 kB/s","2.51 GB/s","0 kB/s","1.94 GB/s"
"2023-04-16 02:22:00","1681586520000","0%","0%","0%","3.90%","1.30%","4.10%","11.9%","373 MiB","31.2 MiB","405 MiB","160 MiB","3.59 GB/s","0 kB/s","5.60 kB/s","2.24 GB/s","0 kB/s","3.60 GB/s","2.24 GB/s","0 kB/s","5.40 kB/s","3.61 GB/s","0 kB/s","2.24 GB/s"
"2023-04-16 02:22:10","1681586530000","0.100%","0%","0%","3.30%","2.00%","4.60%","9.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","2.24 GB/s","0 kB/s","0 kB/s","1.48 GB/s","0 kB/s","2.25 GB/s","1.48 GB/s","0 kB/s","0 kB/s","2.25 GB/s","0 kB/s","1.48 GB/s"
"2023-04-16 02:22:20","1681586540000","0%","0%","0%","4.20%","2.30%","4.20%","13.6%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.78 GB/s","0 kB/s","11.2 kB/s","2.34 GB/s","0 kB/s","3.79 GB/s","2.34 GB/s","0 kB/s","10.8 kB/s","3.80 GB/s","0 kB/s","2.34 GB/s"
"2023-04-16 02:22:30","1681586550000","0%","0%","0%","3.30%","1.10%","4.30%","13.3%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.71 GB/s","0 kB/s","11.6 kB/s","2.66 GB/s","0 kB/s","3.72 GB/s","2.66 GB/s","0 kB/s","9.60 kB/s","3.72 GB/s","0 kB/s","2.66 GB/s"
"2023-04-16 02:22:40","1681586560000","0%","0%","0%","0.900%","0.500%","1.30%","1.80%","371 MiB","31.2 MiB","405 MiB","162 MiB","997 MB/s","0 kB/s","9.80 kB/s","101 MB/s","0 kB/s","1.00 GB/s","101 MB/s","0 kB/s","9.80 kB/s","1.00 GB/s","0 kB/s","101 MB/s"
"2023-04-16 02:22:50","1681586570000","0%","0%","0%","0.900%","0.500%","1.30%","2.90%","379 MiB","31.2 MiB","405 MiB","154 MiB","625 MB/s","0 kB/s","11.4 kB/s","403 MB/s","0 kB/s","629 MB/s","403 MB/s","0 kB/s","10.8 kB/s","630 MB/s","0 kB/s","403 MB/s"
"2023-04-16 02:23:00","1681586580000","0%","0%","0%","0.800%","0.500%","1.80%","3.60%","379 MiB","31.2 MiB","405 MiB","154 MiB","1.01 GB/s","0 kB/s","23.2 kB/s","647 MB/s","0 kB/s","1.02 GB/s","647 MB/s","0 kB/s","13.8 kB/s","1.02 GB/s","0 kB/s","647 MB/s"
"2023-04-16 02:23:10","1681586590000","0%","0%","0%","0.200%","0%","0.300%","2.50%","379 MiB","31.2 MiB","405 MiB","154 MiB","997 MB/s","0 kB/s","0 kB/s","608 MB/s","0 kB/s","998 MB/s","608 MB/s","0 kB/s","0 kB/s","999 MB/s","0 kB/s","608 MB/s"
"2023-04-16 02:23:20","1681586600000","0%","0%","0%","1.40%","0.600%","2.60%","3.50%","379 MiB","31.2 MiB","405 MiB","154 MiB","673 MB/s","0 kB/s","20.4 kB/s","465 MB/s","0 kB/s","679 MB/s","465 MB/s","0 kB/s","16.2 kB/s","680 MB/s","0 kB/s","465 MB/s"
"2023-04-16 02:23:30","1681586610000","0%","0%","0%","2.10%","0.800%","2.10%","3.70%","377 MiB","31.2 MiB","405 MiB","156 MiB","684 MB/s","0 kB/s","57.3 kB/s","480 MB/s","0 kB/s","690 MB/s","480 MB/s","0 kB/s","57.9 kB/s","691 MB/s","0 kB/s","480 MB/s"
"2023-04-16 02:23:40","1681586620000","0%","0%","0%","2.10%","0.800%","3.10%","5.50%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.17 GB/s","0 kB/s","11.4 kB/s","774 MB/s","0 kB/s","1.18 GB/s","774 MB/s","0 kB/s","10.8 kB/s","1.18 GB/s","0 kB/s","774 MB/s"
"2023-04-16 02:23:50","1681586630000","0%","0%","0%","0.300%","0.300%","0.600%","3.30%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.03 GB/s","0 kB/s","56.5 kB/s","634 MB/s","0 kB/s","1.03 GB/s","634 MB/s","0 kB/s","302 kB/s","1.03 GB/s","0 kB/s","634 MB/s"
"2023-04-16 02:24:00","1681586640000","0%","0%","0%","0%","0%","0%","0.100%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.39 MB/s","0 kB/s","16.8 kB/s","992 kB/s","0 kB/s","1.41 MB/s","937 kB/s","0 kB/s","10.8 kB/s","2.36 MB/s","0 kB/s","937 kB/s"
"2023-04-16 02:24:10","1681586650000","0%","0%","0%","0.200%","0.1000%","0.100%","1.60%","374 MiB","31.2 MiB","405 MiB","159 MiB","503 MB/s","0 kB/s","5.60 kB/s","307 MB/s","0 kB/s","504 MB/s","307 MB/s","0 kB/s","5.40 kB/s","505 MB/s","0 kB/s","307 MB/s"
"2023-04-16 02:24:20","1681586660000","0%","0%","0%","0.200%","0.100%","0.100%","2.40%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.04 GB/s","0 kB/s","0 kB/s","636 MB/s","0 kB/s","1.04 GB/s","636 MB/s","0 kB/s","0 kB/s","1.04 GB/s","0 kB/s","636 MB/s"
"2023-04-16 02:24:30","1681586670000","0%","0%","0%","0%","0%","0.200%","1.50%","374 MiB","31.2 MiB","405 MiB","159 MiB","513 MB/s","0 kB/s","17.2 kB/s","313 MB/s","0 kB/s","513 MB/s","313 MB/s","0 kB/s","18.6 kB/s","514 MB/s","0 kB/s","313 MB/s"
"2023-04-16 02:24:40","1681586680000","0%","0%","0%","0.200%","0.100%","0.300%","2.70%","374 MiB","31.2 MiB","405 MiB","159 MiB","982 MB/s","0 kB/s","15.3 kB/s","600 MB/s","0 kB/s","983 MB/s","600 MB/s","0 kB/s","18.1 kB/s","984 MB/s","0 kB/s","600 MB/s"
"2023-04-16 02:24:50","1681586690000","0%","0%","0%","0.200%","0.100%","0.200%","0.500%","374 MiB","31.3 MiB","405 MiB","159 MiB","19.2 MB/s","0 kB/s","11.2 kB/s","33.5 MB/s","0 kB/s","19.9 MB/s","33.5 MB/s","0 kB/s","10.8 kB/s","20.9 MB/s","0 kB/s","33.5 MB/s"
"2023-04-16 02:25:00","1681586700000","0%","0%","0%","1.000%","0.600%","1.20%","1.60%","374 MiB","31.3 MiB","405 MiB","159 MiB","80.5 MB/s","0 kB/s","5.80 kB/s","57.4 MB/s","0 kB/s","83.1 MB/s","57.4 MB/s","0 kB/s","5.40 kB/s","84.0 MB/s","0 kB/s","57.4 MB/s"
"2023-04-16 02:25:10","1681586710000","0%","0%","0%","0%","0.100%","0.100%","0.200%","374 MiB","31.3 MiB","405 MiB","159 MiB","4.70 MB/s","0 kB/s","11.6 kB/s","3.02 MB/s","0 kB/s","4.73 MB/s","2.97 MB/s","0 kB/s","9.60 kB/s","5.68 MB/s","0 kB/s","2.97 MB/s"
"2023-04-16 02:25:20","1681586720000","0%","0%","0%","0%","0.100%","0.800%","0.600%","375 MiB","31.3 MiB","405 MiB","158 MiB","367 kB/s","0 kB/s","12.9 MB/s","327 kB/s","43.6 kB/s","377 kB/s","272 kB/s","0 kB/s","213 kB/s","1.34 MB/s","43.6 kB/s","272 kB/s"
"2023-04-16 02:25:30","1681586730000","0%","0%","0%","0.800%","0.400%","1.30%","1.30%","375 MiB","31.3 MiB","405 MiB","158 MiB","74.5 MB/s","0 kB/s","0 kB/s","67.7 MB/s","20.8 kB/s","76.9 MB/s","67.7 MB/s","0 kB/s","0 kB/s","77.9 MB/s","20.8 kB/s","67.7 MB/s"
"2023-04-16 02:25:40","1681586740000","0%","0%","0%","0.100%","0%","0.100%","1.50%","375 MiB","31.3 MiB","405 MiB","158 MiB","545 MB/s","0 kB/s","0 kB/s","333 MB/s","0 kB/s","545 MB/s","333 MB/s","0 kB/s","0 kB/s","546 MB/s","0 kB/s","333 MB/s"
"2023-04-16 02:25:50","1681586750000","0%","0%","0%","0.1000%","0.1000%","0.100%","1.70%","373 MiB","31.3 MiB","405 MiB","160 MiB","424 MB/s","0 kB/s","56.5 kB/s","259 MB/s","0 kB/s","424 MB/s","259 MB/s","0 kB/s","291 kB/s","425 MB/s","0 kB/s","259 MB/s"
"2023-04-16 02:26:00","1681586760000","0%","0%","0%","1.00%","0.600%","1.50%","1.60%","373 MiB","31.3 MiB","405 MiB","160 MiB","99.4 MB/s","0 kB/s","44.8 kB/s","91.1 MB/s","0 kB/s","103 MB/s","91.1 MB/s","0 kB/s","37.8 kB/s","104 MB/s","0 kB/s","91.1 MB/s"
"2023-04-16 02:26:10","1681586770000","0%","0%","0%","0.300%","0.400%","1.20%","1.10%","373 MiB","31.3 MiB","405 MiB","160 MiB","45.8 MB/s","0 kB/s","0 kB/s","42.0 MB/s","0 kB/s","47.3 MB/s","41.9 MB/s","0 kB/s","0 kB/s","48.3 MB/s","0 kB/s","41.9 MB/s"
"2023-04-16 02:26:20","1681586780000","0%","0%","0%","0%","0%","0.100%","1.30%","373 MiB","31.3 MiB","405 MiB","160 MiB","504 MB/s","0 kB/s","11.4 kB/s","307 MB/s","0 kB/s","505 MB/s","307 MB/s","0 kB/s","10.8 kB/s","506 MB/s","0 kB/s","307 MB/s"
"2023-04-16 02:26:30","1681586790000","0%","0%","0%","0.100%","0.100%","0.100%","0.100%","373 MiB","31.3 MiB","405 MiB","160 MiB","3.45 MB/s","0 kB/s","11.8 kB/s","2.30 MB/s","0 kB/s","3.48 MB/s","2.25 MB/s","0 kB/s","9.60 kB/s","4.43 MB/s","0 kB/s","2.25 MB/s"
"2023-04-16 02:26:40","1681586800000","0%","0%","0%","0.300%","0.200%","0.400%","0.600%","373 MiB","31.3 MiB","405 MiB","160 MiB","30.4 MB/s","0 kB/s","5.60 kB/s","27.9 MB/s","0 kB/s","31.4 MB/s","27.9 MB/s","0 kB/s","5.40 kB/s","32.4 MB/s","0 kB/s","27.9 MB/s"
"2023-04-16 02:26:50","1681586810000","0%","0%","0%","0.400%","0.300%","0.900%","2.50%","373 MiB","31.3 MiB","405 MiB","160 MiB","567 MB/s","0 kB/s","0 kB/s","364 MB/s","0 kB/s","569 MB/s","364 MB/s","0 kB/s","0 kB/s","570 MB/s","0 kB/s","364 MB/s"
"2023-04-16 02:27:00","1681586820000","0%","0%","0%","1.20%","0.500%","1.50%","5.20%","373 MiB","31.3 MiB","405 MiB","160 MiB","1.48 GB/s","0 kB/s","0 kB/s","939 MB/s","0 kB/s","1.49 GB/s","939 MB/s","0 kB/s","0 kB/s","1.49 GB/s","0 kB/s","939 MB/s"
"2023-04-16 02:27:10","1681586830000","0%","0%","0%","1.60%","1.10%","2.30%","8.20%","381 MiB","31.3 MiB","405 MiB","152 MiB","2.48 GB/s","0 kB/s","24.8 kB/s","1.55 GB/s","0 kB/s","2.48 GB/s","1.55 GB/s","0 kB/s","25.4 kB/s","2.48 GB/s","0 kB/s","1.55 GB/s"
"2023-04-16 02:27:20","1681586840000","0%","0%","0%","0.900%","0.300%","1.50%","3.70%","381 MiB","31.3 MiB","405 MiB","152 MiB","1.14 GB/s","0 kB/s","0 kB/s","716 MB/s","0 kB/s","1.14 GB/s","716 MB/s","0 kB/s","0 kB/s","1.14 GB/s","0 kB/s","716 MB/s"
"2023-04-16 02:27:30","1681586850000","0%","0%","0%","1.70%","0.600%","2.40%","7.00%","375 MiB","31.3 MiB","405 MiB","158 MiB","2.09 GB/s","0 kB/s","0 kB/s","1.32 GB/s","0 kB/s","2.10 GB/s","1.32 GB/s","0 kB/s","0 kB/s","2.10 GB/s","0 kB/s","1.32 GB/s"
"2023-04-16 02:27:40","1681586860000","0%","0%","0%","1.60%","0.600%","1.70%","4.70%","375 MiB","31.3 MiB","405 MiB","158 MiB","1.09 GB/s","0 kB/s","0 kB/s","716 MB/s","0 kB/s","1.10 GB/s","716 MB/s","0 kB/s","0 kB/s","1.10 GB/s","0 kB/s","716 MB/s"
"2023-04-16 02:27:50","1681586870000","0%","0%","0%","1.60%","0.500%","2.10%","3.20%","370 MiB","31.3 MiB","405 MiB","162 MiB","647 MB/s","0 kB/s","56.5 kB/s","427 MB/s","0 kB/s","652 MB/s","427 MB/s","0 kB/s","286 kB/s","653 MB/s","0 kB/s","427 MB/s"
"2023-04-16 02:28:00","1681586880000","0%","0%","0%","0.700%","0.300%","0.800%","6.50%","371 MiB","31.3 MiB","405 MiB","162 MiB","2.05 GB/s","0 kB/s","0 kB/s","1.26 GB/s","0 kB/s","2.05 GB/s","1.26 GB/s","0 kB/s","0 kB/s","2.05 GB/s","0 kB/s","1.26 GB/s"
"2023-04-16 02:28:10","1681586890000","0%","0%","0%","0.400%","0.300%","1.00%","4.20%","371 MiB","31.3 MiB","405 MiB","162 MiB","1.46 GB/s","0 kB/s","11.2 kB/s","904 MB/s","0 kB/s","1.47 GB/s","904 MB/s","0 kB/s","13.8 kB/s","1.47 GB/s","0 kB/s","904 MB/s"
"2023-04-16 02:28:20","1681586900000","0%","0%","0%","2.20%","1.30%","3.40%","4.20%","371 MiB","31.3 MiB","405 MiB","162 MiB","1.13 GB/s","0 kB/s","11.2 kB/s","746 MB/s","0 kB/s","1.14 GB/s","746 MB/s","0 kB/s","5.40 kB/s","1.14 GB/s","0 kB/s","746 MB/s"
"2023-04-16 02:28:30","1681586910000","0%","0%","0%","0.300%","0.100%","0.200%","4.50%","371 MiB","31.3 MiB","405 MiB","162 MiB","1.88 GB/s","0 kB/s","17.2 kB/s","1.15 GB/s","0 kB/s","1.88 GB/s","1.15 GB/s","0 kB/s","9.60 kB/s","1.88 GB/s","0 kB/s","1.15 GB/s"
"2023-04-16 02:28:40","1681586920000","0%","0%","0%","0.800%","0.200%","1.20%","4.40%","371 MiB","31.3 MiB","405 MiB","162 MiB","1.41 GB/s","0 kB/s","0 kB/s","881 MB/s","0 kB/s","1.42 GB/s","881 MB/s","0 kB/s","0 kB/s","1.42 GB/s","0 kB/s","881 MB/s"
