"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
"2023-04-16 00:42:30","1681580550000","0%","0%","0%","2.10%","0.600%","2.30%","11.4%","372 MiB","31.1 MiB","405 MiB","162 MiB","3.71 GB/s","0 kB/s","0 kB/s","2.34 GB/s","0 kB/s","3.72 GB/s","2.34 GB/s","0 kB/s","0 kB/s","3.72 GB/s","0 kB/s","2.34 GB/s"
"2023-04-16 00:42:40","1681580560000","0%","0%","0%","4.50%","1.90%","6.10%","17.9%","368 MiB","31.1 MiB","405 MiB","166 MiB","4.54 GB/s","0 kB/s","0 kB/s","3.08 GB/s","0 kB/s","4.55 GB/s","3.08 GB/s","0 kB/s","0 kB/s","4.55 GB/s","0 kB/s","3.08 GB/s"
"2023-04-16 00:42:50","1681580570000","0%","0%","0%","1.40%","0.800%","2.80%","14.3%","368 MiB","31.1 MiB","405 MiB","165 MiB","4.77 GB/s","0 kB/s","0 kB/s","3.06 GB/s","0 kB/s","4.78 GB/s","3.06 GB/s","0 kB/s","0 kB/s","4.78 GB/s","0 kB/s","3.06 GB/s"
"2023-04-16 00:43:00","1681580580000","0%","0%","0%","3.00%","2.30%","4.10%","14.8%","368 MiB","31.1 MiB","405 MiB","165 MiB","4.52 GB/s","0 kB/s","0 kB/s","2.55 GB/s","0 kB/s","4.53 GB/s","2.55 GB/s","0 kB/s","0 kB/s","4.53 GB/s","0 kB/s","2.55 GB/s"
"2023-04-16 00:43:10","1681580590000","0%","0%","0%","5.20%","2.90%","6.70%","7.90%","368 MiB","31.1 MiB","405 MiB","165 MiB","998 MB/s","0 kB/s","23 kB/s","858 MB/s","0 kB/s","1.01 GB/s","858 MB/s","0 kB/s","20.4 kB/s","1.02 GB/s","0 kB/s","858 MB/s"
"2023-04-16 00:43:20","1681580600000","0%","0%","0%","3.20%","1.50%","3.70%","9.40%","368 MiB","31.1 MiB","405 MiB","165 MiB","2.59 GB/s","0 kB/s","11.4 kB/s","1.69 GB/s","0 kB/s","2.60 GB/s","1.69 GB/s","0 kB/s","10.8 kB/s","2.54 GB/s","0 kB/s","1.69 GB/s"
"2023-04-16 00:43:30","1681580610000","0%","0%","0%","4.40%","2.60%","5.90%","10.8%","368 MiB","31.1 MiB","405 MiB","165 MiB","2.58 GB/s","0 kB/s","5.60 kB/s","1.63 GB/s","0 kB/s","2.60 GB/s","1.63 GB/s","0 kB/s","5.40 kB/s","2.67 GB/s","0 kB/s","1.63 GB/s"
"2023-04-16 00:43:40","1681580620000","0%","0%","0%","3.10%","1.50%","4.40%","7.50%","372 MiB","31.1 MiB","405 MiB","161 MiB","1.30 GB/s","0 kB/s","0 kB/s","888 MB/s","0 kB/s","1.31 GB/s","888 MB/s","0 kB/s","0 kB/s","1.31 GB/s","0 kB/s","888 MB/s"
"2023-04-16 00:43:50","1681580630000","0%","0%","0%","4.60%","1.60%","5.70%","9.50%","372 MiB","31.1 MiB","405 MiB","161 MiB","1.90 GB/s","0 kB/s","56.5 kB/s","1.30 GB/s","0 kB/s","1.92 GB/s","1.30 GB/s","0 kB/s","291 kB/s","1.92 GB/s","0 kB/s","1.30 GB/s"
"2023-04-16 00:44:00","1681580640000","0%","0%","0%","4.30%","2.00%","5.30%","10.6%","370 MiB","31.1 MiB","405 MiB","164 MiB","1.94 GB/s","0 kB/s","0 kB/s","1.34 GB/s","0 kB/s","1.96 GB/s","1.34 GB/s","0 kB/s","0 kB/s","1.96 GB/s","0 kB/s","1.34 GB/s"
"2023-04-16 00:44:10","1681580650000","0%","0%","0%","2.90%","1.50%","3.40%","7.20%","374 MiB","31.1 MiB","405 MiB","159 MiB","1.70 GB/s","0 kB/s","5.80 kB/s","1.09 GB/s","0 kB/s","1.71 GB/s","1.09 GB/s","0 kB/s","5.40 kB/s","1.71 GB/s","0 kB/s","1.09 GB/s"
"2023-04-16 00:44:20","1681580660000","0%","0%","0%","1.60%","0.600%","1.30%","7.60%","374 MiB","31.1 MiB","405 MiB","159 MiB","2.43 GB/s","0 kB/s","0 kB/s","1.52 GB/s","0 kB/s","2.44 GB/s","1.52 GB/s","0 kB/s","0 kB/s","2.44 GB/s","0 kB/s","1.52 GB/s"
"2023-04-16 00:44:30","1681580670000","0%","0%","0%","0.800%","0.300%","0.800%","5.30%","374 MiB","31.1 MiB","405 MiB","159 MiB","2.02 GB/s","0 kB/s","11.4 kB/s","1.25 GB/s","0 kB/s","2.02 GB/s","1.25 GB/s","0 kB/s","10.8 kB/s","2.02 GB/s","0 kB/s","1.25 GB/s"
"2023-04-16 00:44:40","1681580680000","0%","0%","0%","2.50%","1.40%","3.10%","8.30%","370 MiB","31.1 MiB","405 MiB","164 MiB","2.27 GB/s","0 kB/s","6 kB/s","1.44 GB/s","0 kB/s","2.28 GB/s","1.44 GB/s","0 kB/s","4.20 kB/s","2.28 GB/s","0 kB/s","1.44 GB/s"
"2023-04-16 00:44:50","1681580690000","0%","0%","0%","1.30%","0.600%","2.40%","6.60%","370 MiB","31.1 MiB","405 MiB","163 MiB","2.23 GB/s","0 kB/s","18.8 kB/s","1.41 GB/s","0 kB/s","2.23 GB/s","1.41 GB/s","0 kB/s","16.2 kB/s","2.24 GB/s","0 kB/s","1.41 GB/s"
"2023-04-16 00:45:00","1681580700000","0%","0%","0%","2.80%","1.20%","3.00%","9.80%","370 MiB","31.1 MiB","405 MiB","163 MiB","3.14 GB/s","0 kB/s","17.2 kB/s","1.98 GB/s","0 kB/s","3.15 GB/s","1.98 GB/s","0 kB/s","14.2 kB/s","3.15 GB/s","0 kB/s","1.98 GB/s"
"2023-04-16 00:45:10","1681580710000","0%","0%","0%","2.70%","1.70%","3.90%","7.30%","370 MiB","31.1 MiB","405 MiB","163 MiB","1.73 GB/s","0 kB/s","11.2 kB/s","1.11 GB/s","0 kB/s","1.74 GB/s","1.11 GB/s","0 kB/s","5.40 kB/s","1.74 GB/s","0 kB/s","1.11 GB/s"
"2023-04-16 00:45:20","1681580720000","0%","0%","0%","3.90%","2.10%","4.00%","6.70%","361 MiB","31.1 MiB","405 MiB","172 MiB","1.27 GB/s","0 kB/s","6 kB/s","869 MB/s","0 kB/s","1.28 GB/s","869 MB/s","0 kB/s","4.20 kB/s","1.28 GB/s","0 kB/s","869 MB/s"
"2023-04-16 00:45:30","1681580730000","0%","0%","0%","2.30%","0.900%","3.30%","7.40%","370 MiB","31.1 MiB","405 MiB","164 MiB","1.64 GB/s","0 kB/s","0 kB/s","1.06 GB/s","0 kB/s","1.65 GB/s","1.06 GB/s","0 kB/s","0 kB/s","1.65 GB/s","0 kB/s","1.06 GB/s"
"2023-04-16 00:45:40","1681580740000","0%","0%","0%","3.00%","1.30%","4.00%","7.20%","370 MiB","31.1 MiB","405 MiB","163 MiB","1.74 GB/s","0 kB/s","11.4 kB/s","1.15 GB/s","0 kB/s","1.75 GB/s","1.15 GB/s","0 kB/s","10.8 kB/s","1.75 GB/s","0 kB/s","1.15 GB/s"
"2023-04-16 00:45:50","1681580750000","0%","0%","0%","2.30%","0.900%","3.50%","9.30%","370 MiB","31.1 MiB","405 MiB","163 MiB","2.79 GB/s","0 kB/s","73.7 kB/s","1.76 GB/s","0 kB/s","2.80 GB/s","1.76 GB/s","0 kB/s","306 kB/s","2.80 GB/s","0 kB/s","1.76 GB/s"
"2023-04-16 00:46:00","1681580760000","0%","0%","0%","2.00%","1.000%","2.90%","4.40%","368 MiB","31.1 MiB","405 MiB","166 MiB","1.00 GB/s","0 kB/s","5.80 kB/s","657 MB/s","0 kB/s","1.01 GB/s","657 MB/s","0 kB/s","5.40 kB/s","1.01 GB/s","0 kB/s","657 MB/s"
"2023-04-16 00:46:10","1681580770000","0%","0%","0%","2.50%","2.20%","3.00%","10.5%","368 MiB","31.1 MiB","405 MiB","166 MiB","2.75 GB/s","0 kB/s","39.3 kB/s","1.74 GB/s","0 kB/s","2.76 GB/s","1.74 GB/s","0 kB/s","38.5 kB/s","2.76 GB/s","0 kB/s","1.74 GB/s"
"2023-04-16 00:46:20","1681580780000","0%","0%","0%","3.40%","2.00%","2.60%","6.40%","368 MiB","31.1 MiB","405 MiB","166 MiB","1.63 GB/s","0 kB/s","5.80 kB/s","1.07 GB/s","0 kB/s","1.64 GB/s","1.07 GB/s","0 kB/s","5.40 kB/s","1.64 GB/s","0 kB/s","1.07 GB/s"
"2023-04-16 00:46:30","1681580790000","0%","0%","0%","3.40%","1.60%","4.30%","8.70%","372 MiB","31.1 MiB","405 MiB","162 MiB","1.84 GB/s","0 kB/s","11.2 kB/s","1.24 GB/s","0 kB/s","1.85 GB/s","1.24 GB/s","0 kB/s","5.40 kB/s","1.86 GB/s","0 kB/s","1.24 GB/s"
"2023-04-16 00:46:40","1681580800000","0%","0%","0%","3.10%","1.50%","3.20%","9.70%","372 MiB","31.1 MiB","405 MiB","162 MiB","2.60 GB/s","0 kB/s","28.6 kB/s","1.63 GB/s","0 kB/s","2.61 GB/s","1.63 GB/s","0 kB/s","20.4 kB/s","2.61 GB/s","0 kB/s","1.63 GB/s"
"2023-04-16 00:46:50","1681580810000","0%","0%","0%","2.10%","1.40%","4.00%","6.70%","372 MiB","31.1 MiB","405 MiB","162 MiB","1.27 GB/s","0 kB/s","22.4 kB/s","872 MB/s","0 kB/s","1.28 GB/s","872 MB/s","0 kB/s","16.2 kB/s","1.28 GB/s","0 kB/s","872 MB/s"
"2023-04-16 00:47:00","1681580820000","0%","0%","0%","2.60%","1.30%","4.80%","6.60%","370 MiB","31.1 MiB","405 MiB","164 MiB","1.19 GB/s","0 kB/s","0 kB/s","831 MB/s","0 kB/s","1.20 GB/s","831 MB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","831 MB/s"
"2023-04-16 00:47:10","1681580830000","0%","0%","0%","1.000%","0.400%","0.700%","8.40%","374 MiB","31.1 MiB","405 MiB","160 MiB","2.89 GB/s","0 kB/s","0 kB/s","1.76 GB/s","0 kB/s","2.90 GB/s","1.76 GB/s","0 kB/s","0 kB/s","2.90 GB/s","0 kB/s","1.76 GB/s"
"2023-04-16 00:47:20","1681580840000","0%","0%","0%","1.70%","0.900%","2.40%","5.80%","374 MiB","31.1 MiB","405 MiB","160 MiB","1.67 GB/s","0 kB/s","0 kB/s","1.07 GB/s","0 kB/s","1.68 GB/s","1.07 GB/s","0 kB/s","0 kB/s","1.68 GB/s","0 kB/s","1.07 GB/s"
"2023-04-16 00:47:30","1681580850000","0%","0%","0%","1.90%","1.70%","3.80%","7.60%","370 MiB","31.1 MiB","405 MiB","164 MiB","1.61 GB/s","0 kB/s","0 kB/s","1.07 GB/s","0 kB/s","1.61 GB/s","1.07 GB/s","0 kB/s","0 kB/s","1.62 GB/s","0 kB/s","1.07 GB/s"
"2023-04-16 00:47:40","1681580860000","0%","0%","0%","2.00%","1.30%","2.10%","7.70%","370 MiB","31.1 MiB","405 MiB","164 MiB","2.00 GB/s","0 kB/s","0 kB/s","1.24 GB/s","0 kB/s","2.00 GB/s","1.24 GB/s","0 kB/s","0 kB/s","2.00 GB/s","0 kB/s","1.24 GB/s"
"2023-04-16 00:47:50","1681580870000","0%","0%","0%","1.50%","1.00%","2.00%","6.40%","370 MiB","31.1 MiB","405 MiB","164 MiB","1.69 GB/s","0 kB/s","62.1 kB/s","1.14 GB/s","0 kB/s","1.70 GB/s","1.14 GB/s","0 kB/s","298 kB/s","1.70 GB/s","0 kB/s","1.14 GB/s"
"2023-04-16 00:48:00","1681580880000","0%","0%","0%","0.700%","0.800%","1.70%","5.70%","370 MiB","31.1 MiB","405 MiB","164 MiB","2.04 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","2.05 GB/s","1.20 GB/s","0 kB/s","0 kB/s","2.05 GB/s","0 kB/s","1.20 GB/s"
"2023-04-16 00:48:10","1681580890000","0%","0%","0%","1.90%","1.000%","2.60%","6.20%","368 MiB","31.1 MiB","405 MiB","166 MiB","1.46 GB/s","0 kB/s","5.60 kB/s","948 MB/s","0 kB/s","1.46 GB/s","948 MB/s","0 kB/s","5.40 kB/s","1.47 GB/s","0 kB/s","948 MB/s"
"2023-04-16 00:48:20","1681580900000","0%","0%","0%","2.00%","0.700%","2.60%","7.60%","368 MiB","31.1 MiB","405 MiB","166 MiB","2.26 GB/s","0 kB/s","0 kB/s","1.42 GB/s","0 kB/s","2.26 GB/s","1.42 GB/s","0 kB/s","0 kB/s","2.26 GB/s","0 kB/s","1.42 GB/s"
"2023-04-16 00:48:30","1681580910000","0%","0%","0%","2.30%","1.10%","3.60%","7.30%","368 MiB","31.1 MiB","405 MiB","166 MiB","1.23 GB/s","0 kB/s","0 kB/s","916 MB/s","0 kB/s","1.24 GB/s","915 MB/s","0 kB/s","0 kB/s","1.24 GB/s","0 kB/s","915 MB/s"
"2023-04-16 00:48:40","1681580920000","0%","0%","0%","2.10%","0.900%","3.20%","8.50%","372 MiB","31.1 MiB","405 MiB","162 MiB","2.47 GB/s","0 kB/s","0 kB/s","1.47 GB/s","0 kB/s","2.47 GB/s","1.47 GB/s","0 kB/s","0 kB/s","2.47 GB/s","0 kB/s","1.47 GB/s"
"2023-04-16 00:48:50","1681580930000","0%","0%","0%","1.30%","0.500%","1.80%","6.20%","367 MiB","31.1 MiB","405 MiB","166 MiB","2.09 GB/s","0 kB/s","5.80 kB/s","1.31 GB/s","0 kB/s","2.10 GB/s","1.31 GB/s","0 kB/s","5.40 kB/s","2.10 GB/s","0 kB/s","1.31 GB/s"
"2023-04-16 00:49:00","1681580940000","0%","0%","0%","0.1000%","0.1000%","0.300%","0.200%","375 MiB","31.1 MiB","405 MiB","158 MiB","13.8 MB/s","0 kB/s","24 kB/s","11.4 MB/s","0 kB/s","14.1 MB/s","11.4 MB/s","0 kB/s","19.2 kB/s","15.1 MB/s","0 kB/s","11.4 MB/s"
"2023-04-16 00:49:10","1681580950000","0%","0%","0%","0.900%","0.500%","1.10%","1.60%","375 MiB","31.1 MiB","405 MiB","158 MiB","50.7 MB/s","0 kB/s","0 kB/s","46.3 MB/s","0 kB/s","52.4 MB/s","46.2 MB/s","0 kB/s","0 kB/s","53.3 MB/s","0 kB/s","46.2 MB/s"
"2023-04-16 00:49:20","1681580960000","0%","0%","0%","0.700%","0.400%","1.10%","1.40%","375 MiB","31.1 MiB","405 MiB","158 MiB","54.0 MB/s","0 kB/s","11.2 kB/s","48.6 MB/s","0 kB/s","55.7 MB/s","48.6 MB/s","0 kB/s","5.40 kB/s","56.7 MB/s","0 kB/s","48.6 MB/s"
"2023-04-16 00:49:30","1681580970000","0%","0%","0%","1.50%","0.400%","1.20%","4.30%","375 MiB","31.1 MiB","405 MiB","158 MiB","968 MB/s","0 kB/s","5.60 kB/s","623 MB/s","0 kB/s","971 MB/s","623 MB/s","0 kB/s","5.40 kB/s","972 MB/s","0 kB/s","623 MB/s"
"2023-04-16 00:49:40","1681580980000","0%","0%","0%","1.70%","0.800%","1.60%","1.70%","375 MiB","31.1 MiB","405 MiB","158 MiB","94.2 MB/s","0 kB/s","0 kB/s","73.4 MB/s","0 kB/s","97.2 MB/s","73.3 MB/s","0 kB/s","0 kB/s","98.1 MB/s","0 kB/s","73.3 MB/s"
"2023-04-16 00:49:50","1681580990000","0%","0%","0%","1.10%","0.300%","1.30%","3.90%","375 MiB","31.1 MiB","405 MiB","158 MiB","1.04 GB/s","0 kB/s","56.5 kB/s","659 MB/s","0 kB/s","1.05 GB/s","659 MB/s","0 kB/s","292 kB/s","1.05 GB/s","0 kB/s","659 MB/s"
"2023-04-16 00:50:00","1681581000000","0%","0%","0%","0.700%","0.1000%","0.800%","1.10%","375 MiB","31.1 MiB","405 MiB","158 MiB","36.0 MB/s","0 kB/s","17.4 kB/s","42.4 MB/s","0 kB/s","37.1 MB/s","42.4 MB/s","0 kB/s","16.2 kB/s","38.1 MB/s","0 kB/s","42.4 MB/s"
"2023-04-16 00:50:10","1681581010000","0%","0%","0%","1.20%","0.500%","1.20%","2.20%","376 MiB","31.1 MiB","405 MiB","158 MiB","559 MB/s","0 kB/s","0 kB/s","346 MB/s","0 kB/s","561 MB/s","346 MB/s","0 kB/s","0 kB/s","562 MB/s","0 kB/s","346 MB/s"
"2023-04-16 00:50:20","1681581020000","0%","0%","0%","0.800%","0.400%","1.50%","2.80%","376 MiB","31.1 MiB","405 MiB","158 MiB","602 MB/s","0 kB/s","0 kB/s","380 MB/s","0 kB/s","604 MB/s","380 MB/s","0 kB/s","0 kB/s","605 MB/s","0 kB/s","380 MB/s"
"2023-04-16 00:50:30","1681581030000","0%","0%","0%","0.200%","0.100%","0.100%","1.70%","374 MiB","31.1 MiB","405 MiB","160 MiB","508 MB/s","0 kB/s","0 kB/s","311 MB/s","0 kB/s","509 MB/s","311 MB/s","0 kB/s","0 kB/s","510 MB/s","0 kB/s","311 MB/s"
"2023-04-16 00:50:40","1681581040000","0%","0%","0%","1.000%","0.600%","1.20%","1.40%","374 MiB","31.1 MiB","405 MiB","160 MiB","77.8 MB/s","0 kB/s","23.2 kB/s","70.1 MB/s","0 kB/s","80.3 MB/s","70.1 MB/s","0 kB/s","20.4 kB/s","81.2 MB/s","0 kB/s","70.1 MB/s"
"2023-04-16 00:50:50","1681581050000","0%","0%","0%","2.50%","1.30%","3.90%","4.50%","374 MiB","31.1 MiB","405 MiB","160 MiB","202 MB/s","0 kB/s","0 kB/s","191 MB/s","0 kB/s","209 MB/s","191 MB/s","0 kB/s","0 kB/s","209 MB/s","0 kB/s","191 MB/s"
"2023-04-16 00:51:00","1681581060000","0%","0%","0%","0.500%","0.400%","1.20%","2.40%","374 MiB","31.1 MiB","405 MiB","160 MiB","580 MB/s","0 kB/s","0 kB/s","367 MB/s","0 kB/s","582 MB/s","367 MB/s","0 kB/s","0 kB/s","583 MB/s","0 kB/s","367 MB/s"
"2023-04-16 00:51:10","1681581070000","0%","0%","0%","0.200%","0.200%","0.500%","2.70%","374 MiB","31.1 MiB","405 MiB","160 MiB","890 MB/s","0 kB/s","0 kB/s","549 MB/s","0 kB/s","891 MB/s","549 MB/s","0 kB/s","0 kB/s","892 MB/s","0 kB/s","549 MB/s"
"2023-04-16 00:51:20","1681581080000","0%","0%","0%","0.200%","0.1000%","0.200%","1.20%","374 MiB","31.1 MiB","405 MiB","160 MiB","273 MB/s","0 kB/s","0 kB/s","304 MB/s","0 kB/s","273 MB/s","304 MB/s","0 kB/s","0 kB/s","274 MB/s","0 kB/s","304 MB/s"
"2023-04-16 00:51:30","1681581090000","0%","0%","0%","0.100%","0.100%","0.400%","2.30%","374 MiB","31.1 MiB","405 MiB","160 MiB","1.21 GB/s","0 kB/s","0 kB/s","605 MB/s","0 kB/s","1.21 GB/s","605 MB/s","0 kB/s","0 kB/s","1.21 GB/s","0 kB/s","605 MB/s"
"2023-04-16 00:51:40","1681581100000","0%","0%","0%","0.300%","0.600%","0.700%","3.30%","374 MiB","31.1 MiB","405 MiB","160 MiB","1.04 GB/s","0 kB/s","17.4 kB/s","652 MB/s","0 kB/s","1.04 GB/s","652 MB/s","0 kB/s","15 kB/s","1.04 GB/s","0 kB/s","652 MB/s"
"2023-04-16 00:51:50","1681581110000","0%","0%","0%","0.300%","0.200%","0.800%","2.30%","374 MiB","31.1 MiB","405 MiB","160 MiB","588 MB/s","0 kB/s","67.7 kB/s","361 MB/s","0 kB/s","590 MB/s","361 MB/s","0 kB/s","303 kB/s","590 MB/s","0 kB/s","361 MB/s"
"2023-04-16 00:52:00","1681581120000","0%","0%","0%","1.000%","0.500%","1.60%","2.50%","382 MiB","31.1 MiB","405 MiB","152 MiB","550 MB/s","0 kB/s","112 kB/s","359 MB/s","0 kB/s","553 MB/s","359 MB/s","0 kB/s","109 kB/s","554 MB/s","0 kB/s","359 MB/s"
"2023-04-16 00:52:10","1681581130000","0%","0%","0%","0.300%","0.300%","0.600%","1.70%","382 MiB","31.1 MiB","405 MiB","152 MiB","495 MB/s","0 kB/s","0 kB/s","324 MB/s","0 kB/s","496 MB/s","324 MB/s","0 kB/s","0 kB/s","497 MB/s","0 kB/s","324 MB/s"
"2023-04-16 00:52:20","1681581140000","0%","0%","0%","1.60%","1.30%","2.10%","2.80%","382 MiB","31.1 MiB","405 MiB","152 MiB","149 MB/s","0 kB/s","5.60 kB/s","119 MB/s","0 kB/s","154 MB/s","118 MB/s","0 kB/s","5.40 kB/s","155 MB/s","0 kB/s","118 MB/s"
"2023-04-16 00:52:30","1681581150000","0%","0%","0%","0%","0.200%","0.100%","0.100%","382 MiB","31.1 MiB","405 MiB","152 MiB","4.51 MB/s","0 kB/s","5.60 kB/s","2.95 MB/s","0 kB/s","4.54 MB/s","2.90 MB/s","0 kB/s","5.40 kB/s","5.50 MB/s","0 kB/s","2.90 MB/s"
"2023-04-16 00:52:40","1681581160000","0%","0%","0%","0.700%","0.700%","0.700%","1.30%","375 MiB","31.1 MiB","405 MiB","158 MiB","61.6 MB/s","0 kB/s","11.6 kB/s","55.8 MB/s","0 kB/s","63.6 MB/s","55.7 MB/s","0 kB/s","10.8 kB/s","64.5 MB/s","0 kB/s","55.7 MB/s"
"2023-04-16 00:52:50","1681581170000","0%","0%","0%","0.600%","0.100%","0.700%","0.700%","375 MiB","31.1 MiB","405 MiB","158 MiB","40.7 MB/s","0 kB/s","5.80 kB/s","36.8 MB/s","0 kB/s","42.1 MB/s","36.8 MB/s","0 kB/s","5.40 kB/s","43.0 MB/s","0 kB/s","36.8 MB/s"
"2023-04-16 00:53:00","1681581180000","0%","0%","0%","0.600%","0.400%","1.30%","1.20%","375 MiB","31.1 MiB","405 MiB","158 MiB","79.0 MB/s","0 kB/s","12 kB/s","72.1 MB/s","0 kB/s","81.6 MB/s","72.0 MB/s","0 kB/s","8.40 kB/s","82.5 MB/s","0 kB/s","72.0 MB/s"
"2023-04-16 00:53:10","1681581190000","0%","0%","0%","0%","0%","0.1000%","0.300%","375 MiB","31.1 MiB","405 MiB","158 MiB","415 kB/s","0 kB/s","11.4 kB/s","338 kB/s","0 kB/s","424 kB/s","283 kB/s","0 kB/s","10.8 kB/s","1.38 MB/s","0 kB/s","283 kB/s"
"2023-04-16 00:53:20","1681581200000","0%","0%","0%","0%","0.100%","0.200%","0.100%","375 MiB","31.1 MiB","405 MiB","158 MiB","17.4 MB/s","0 kB/s","0 kB/s","15.5 MB/s","0 kB/s","17.9 MB/s","15.4 MB/s","0 kB/s","0 kB/s","18.9 MB/s","0 kB/s","15.4 MB/s"
"2023-04-16 00:53:30","1681581210000","0%","0%","0%","0.500%","0.700%","1.20%","1.00%","375 MiB","31.1 MiB","405 MiB","158 MiB","79.0 MB/s","0 kB/s","5.60 kB/s","71.5 MB/s","0 kB/s","81.6 MB/s","71.5 MB/s","0 kB/s","5.40 kB/s","82.6 MB/s","0 kB/s","71.5 MB/s"
"2023-04-16 00:53:40","1681581220000","0%","0%","0%","0.300%","0.400%","1.00%","0.900%","375 MiB","31.1 MiB","405 MiB","158 MiB","64.3 MB/s","0 kB/s","11.6 kB/s","58.3 MB/s","0 kB/s","66.4 MB/s","58.2 MB/s","0 kB/s","10.8 kB/s","67.4 MB/s","0 kB/s","58.2 MB/s"
"2023-04-16 00:53:50","1681581230000","0%","0%","0%","0%","0%","0.200%","1.60%","377 MiB","31.1 MiB","405 MiB","156 MiB","546 MB/s","0 kB/s","67.9 kB/s","334 MB/s","0 kB/s","546 MB/s","334 MB/s","0 kB/s","301 kB/s","547 MB/s","0 kB/s","334 MB/s"
"2023-04-16 00:54:00","1681581240000","0%","0%","0%","0.1000%","0%","0%","1.80%","378 MiB","31.1 MiB","405 MiB","156 MiB","529 MB/s","0 kB/s","5.60 kB/s","323 MB/s","0 kB/s","529 MB/s","323 MB/s","0 kB/s","5.40 kB/s","530 MB/s","0 kB/s","323 MB/s"
