"Time","Used","Buffer","Cached","Free"
2023-04-16 01:40:10,370 MiB,31.2 MiB,405 MiB,163 MiB
2023-04-16 01:40:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:40:30,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:40:40,382 MiB,31.2 MiB,405 MiB,151 MiB
2023-04-16 01:40:50,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:41:00,376 MiB,31.2 MiB,405 MiB,157 MiB
2023-04-16 01:41:10,376 MiB,31.2 MiB,405 MiB,157 MiB
2023-04-16 01:41:20,381 MiB,31.2 MiB,405 MiB,152 MiB
2023-04-16 01:41:30,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:41:40,376 MiB,31.2 MiB,405 MiB,157 MiB
2023-04-16 01:41:50,391 MiB,31.2 MiB,405 MiB,142 MiB
2023-04-16 01:42:00,382 MiB,31.2 MiB,405 MiB,151 MiB
2023-04-16 01:42:10,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:42:20,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:42:30,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:42:40,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:42:50,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 01:43:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:43:10,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:43:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:43:30,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:43:40,381 MiB,31.2 MiB,405 MiB,152 MiB
2023-04-16 01:43:50,376 MiB,31.2 MiB,405 MiB,157 MiB
2023-04-16 01:44:00,376 MiB,31.2 MiB,405 MiB,157 MiB
2023-04-16 01:44:10,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:44:20,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:44:30,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:44:40,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:44:50,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:45:00,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:45:10,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:45:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:45:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:45:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:45:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:46:00,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:46:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:46:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:46:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:46:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:46:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:47:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:47:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:47:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:47:30,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:47:40,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:47:50,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:48:00,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:48:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:48:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:48:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:48:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:48:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:49:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:49:10,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 01:49:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 01:49:30,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 01:49:40,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 01:49:50,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 01:50:00,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 01:50:10,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:50:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:50:30,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 01:50:40,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 01:50:50,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 01:51:00,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 01:51:10,380 MiB,31.2 MiB,405 MiB,153 MiB
2023-04-16 01:51:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:51:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:51:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:51:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:52:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:53:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:54:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:55:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:56:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:57:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:58:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 01:59:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:00:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:01:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:00,372 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:10,372 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:20,372 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:02:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:00,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:03:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:00,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:04:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:05:00,370 MiB,31.2 MiB,405 MiB,163 MiB
2023-04-16 02:05:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:05:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:05:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:05:40,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:05:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:06:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:06:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:06:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:06:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:06:40,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:06:50,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:07:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:07:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:07:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:07:30,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:07:40,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:07:50,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:08:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:08:10,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:08:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:08:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:08:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:08:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:09:00,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:09:10,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:09:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:09:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:09:40,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:09:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:10:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:10:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:10:20,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 02:10:30,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 02:10:40,380 MiB,31.2 MiB,405 MiB,153 MiB
2023-04-16 02:10:50,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:11:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:11:10,369 MiB,31.2 MiB,405 MiB,164 MiB
2023-04-16 02:11:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:11:30,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:11:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:11:50,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 02:12:00,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:12:10,372 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:12:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:12:30,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:12:40,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:12:50,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:13:00,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:13:10,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:13:20,380 MiB,31.2 MiB,405 MiB,153 MiB
2023-04-16 02:13:30,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:13:40,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:13:50,380 MiB,31.2 MiB,405 MiB,153 MiB
2023-04-16 02:14:00,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:14:10,385 MiB,31.2 MiB,405 MiB,148 MiB
2023-04-16 02:14:20,380 MiB,31.2 MiB,405 MiB,153 MiB
2023-04-16 02:14:30,386 MiB,31.2 MiB,405 MiB,147 MiB
2023-04-16 02:14:40,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:14:50,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:00,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:10,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:20,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:30,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:40,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:15:50,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:16:00,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:16:10,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:16:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:16:30,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:16:40,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:16:50,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:17:00,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:17:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:17:20,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:17:30,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:17:40,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:17:50,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:18:00,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:18:10,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:18:20,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:18:30,372 MiB,31.2 MiB,405 MiB,161 MiB
2023-04-16 02:18:40,378 MiB,31.2 MiB,405 MiB,155 MiB
2023-04-16 02:18:50,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:19:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:19:10,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:19:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:19:30,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:19:40,392 MiB,31.2 MiB,405 MiB,141 MiB
2023-04-16 02:19:50,392 MiB,31.2 MiB,405 MiB,141 MiB
2023-04-16 02:20:00,383 MiB,31.2 MiB,405 MiB,150 MiB
2023-04-16 02:20:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:20:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:20:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:20:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:20:50,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:21:00,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:21:10,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:21:20,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:21:30,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:21:40,375 MiB,31.2 MiB,405 MiB,158 MiB
2023-04-16 02:21:50,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:22:00,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:22:10,373 MiB,31.2 MiB,405 MiB,160 MiB
2023-04-16 02:22:20,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:22:30,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:22:40,371 MiB,31.2 MiB,405 MiB,162 MiB
2023-04-16 02:22:50,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:23:00,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:23:10,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:23:20,379 MiB,31.2 MiB,405 MiB,154 MiB
2023-04-16 02:23:30,377 MiB,31.2 MiB,405 MiB,156 MiB
2023-04-16 02:23:40,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:23:50,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:00,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:10,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:20,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:30,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:40,374 MiB,31.2 MiB,405 MiB,159 MiB
2023-04-16 02:24:50,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:25:00,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:25:10,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:25:20,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:25:30,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:25:40,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:25:50,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:00,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:10,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:20,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:30,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:40,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:26:50,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:27:00,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:27:10,381 MiB,31.3 MiB,405 MiB,152 MiB
2023-04-16 02:27:20,381 MiB,31.3 MiB,405 MiB,152 MiB
2023-04-16 02:27:30,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:27:40,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:27:50,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:00,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:10,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:20,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:30,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:40,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:28:50,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:29:00,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:29:10,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:29:20,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:29:30,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:29:40,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:29:50,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:30:00,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:30:10,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:30:20,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:30:30,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:30:40,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:30:50,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:31:00,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:31:10,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:31:20,367 MiB,31.3 MiB,405 MiB,166 MiB
2023-04-16 02:31:30,367 MiB,31.3 MiB,405 MiB,166 MiB
2023-04-16 02:31:40,367 MiB,31.3 MiB,405 MiB,166 MiB
2023-04-16 02:31:50,371 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:32:00,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:32:10,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:32:20,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:32:30,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:32:40,375 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:32:50,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:33:00,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:33:10,377 MiB,31.3 MiB,405 MiB,156 MiB
2023-04-16 02:33:20,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:33:30,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:33:40,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:33:50,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:34:00,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:34:10,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:34:20,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:34:30,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:34:40,374 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:34:50,374 MiB,31.3 MiB,405 MiB,158 MiB
2023-04-16 02:35:00,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:35:10,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:35:20,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:35:30,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:35:40,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:35:50,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:36:00,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:36:10,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:36:20,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:36:30,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:36:40,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:36:50,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:37:00,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:37:10,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:37:20,370 MiB,31.3 MiB,405 MiB,162 MiB
2023-04-16 02:37:30,384 MiB,31.3 MiB,405 MiB,148 MiB
2023-04-16 02:37:40,400 MiB,31.3 MiB,405 MiB,133 MiB
2023-04-16 02:37:50,376 MiB,31.3 MiB,405 MiB,157 MiB
2023-04-16 02:38:00,376 MiB,31.3 MiB,405 MiB,157 MiB
2023-04-16 02:38:10,376 MiB,31.3 MiB,405 MiB,157 MiB
2023-04-16 02:38:20,376 MiB,31.3 MiB,405 MiB,157 MiB
2023-04-16 02:38:30,376 MiB,31.3 MiB,405 MiB,157 MiB
2023-04-16 02:38:40,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:38:50,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:39:00,374 MiB,31.3 MiB,405 MiB,159 MiB
2023-04-16 02:39:10,369 MiB,31.3 MiB,405 MiB,164 MiB
2023-04-16 02:39:20,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:39:30,373 MiB,31.3 MiB,405 MiB,160 MiB
2023-04-16 02:39:40,373 MiB,31.3 MiB,405 MiB,160 MiB
