"Time","Timestamp","iowait [Ratios]","irq [Ratios]","nice [Ratios]","softirq [Ratios]","steal [Ratios]","system [Ratios]","user [Ratios]","Used [MiB]","Buffer [MiB]","Cached [MiB]","Free [MiB]","br-10cd1f6f3899 receive [MB/s]","docker0 receive [MB/s]","eth0 receive [MB/s]","eth1 receive [MB/s]","lo receive [MB/s]","veth6750e95 receive [MB/s]","br-10cd1f6f3899 transmit [MB/s]","docker0 transmit [MB/s]","eth0 transmit [MB/s]","eth1 transmit [MB/s]","lo transmit [MB/s]","veth6750e95 transmit [MB/s]","TimeToFail"
"2023-04-16 00:47:10","1681580830000","0","0","0","0.01","0.004","0.006999999999999999","0.084","374","31.1","405","160","2890","0","0","1760","0","2900","1760","0","0","2900","0","1760","1233946"
"2023-04-16 00:47:20","1681580840000","0","0","0","0.017","0.009000000000000001","0.024","0.057999999999999996","374","31.1","405","160","1670","0","0","1070","0","1680","1070","0","0","1680","0","1070","1223946"
"2023-04-16 00:47:30","1681580850000","0","0","0","0.019","0.017","0.038","0.076","370","31.1","405","164","1610","0","0","1070","0","1610","1070","0","0","1620","0","1070","1213946"
"2023-04-16 00:47:40","1681580860000","0","0","0","0.02","0.013000000000000001","0.021","0.077","370","31.1","405","164","2000","0","0","1240","0","2000","1240","0","0","2000","0","1240","1203946"
"2023-04-16 00:47:50","1681580870000","0","0","0","0.015","0.01","0.02","0.064","370","31.1","405","164","1690","0","0.0621","1140","0","1700","1140","0","0.298","1700","0","1140","1193946"
"2023-04-16 00:48:00","1681580880000","0","0","0","0.006999999999999999","0.008","0.017","0.057","370","31.1","405","164","2040","0","0","1200","0","2050","1200","0","0","2050","0","1200","1183946"
"2023-04-16 00:48:10","1681580890000","0","0","0","0.019","0.01","0.026000000000000002","0.062","368","31.1","405","166","1460","0","0.0056","948","0","1460","948","0","0.0054","1470","0","948","1173946"
"2023-04-16 00:48:20","1681580900000","0","0","0","0.02","0.006999999999999999","0.026000000000000002","0.076","368","31.1","405","166","2260","0","0","1420","0","2260","1420","0","0","2260","0","1420","1163946"
"2023-04-16 00:48:30","1681580910000","0","0","0","0.023","0.011000000000000001","0.036000000000000004","0.073","368","31.1","405","166","1230","0","0","916","0","1240","915","0","0","1240","0","915","1153946"
"2023-04-16 00:48:40","1681580920000","0","0","0","0.021","0.009000000000000001","0.032","0.085","372","31.1","405","162","2470","0","0","1470","0","2470","1470","0","0","2470","0","1470","1143946"
"2023-04-16 00:48:50","1681580930000","0","0","0","0.013000000000000001","0.005","0.018000000000000002","0.062","367","31.1","405","166","2090","0","0.0058","1310","0","2100","1310","0","0.0054","2100","0","1310","1133946"
"2023-04-16 00:49:00","1681580940000","0","0","0","0.001","0.001","0.003","0.002","375","31.1","405","158","13.8","0","0.024","11.4","0","14.1","11.4","0","0.0192","15.1","0","11.4","1123946"
"2023-04-16 00:49:10","1681580950000","0","0","0","0.009000000000000001","0.005","0.011000000000000001","0.016","375","31.1","405","158","50.7","0","0","46.3","0","52.4","46.2","0","0","53.3","0","46.2","1113946"
"2023-04-16 00:49:20","1681580960000","0","0","0","0.006999999999999999","0.004","0.011000000000000001","0.013999999999999999","375","31.1","405","158","54","0","0.0112","48.6","0","55.7","48.6","0","0.0054","56.7","0","48.6","1103946"
"2023-04-16 00:49:30","1681580970000","0","0","0","0.015","0.004","0.012","0.043","375","31.1","405","158","968","0","0.0056","623","0","971","623","0","0.0054","972","0","623","1093946"
"2023-04-16 00:49:40","1681580980000","0","0","0","0.017","0.008","0.016","0.017","375","31.1","405","158","94.2","0","0","73.4","0","97.2","73.3","0","0","98.1","0","73.3","1083946"
"2023-04-16 00:49:50","1681580990000","0","0","0","0.011000000000000001","0.003","0.013000000000000001","0.039","375","31.1","405","158","1040","0","0.0565","659","0","1050","659","0","0.292","1050","0","659","1073946"
"2023-04-16 00:50:00","1681581000000","0","0","0","0.006999999999999999","0.001","0.008","0.011000000000000001","375","31.1","405","158","36","0","0.0174","42.4","0","37.1","42.4","0","0.0162","38.1","0","42.4","1063946"
"2023-04-16 00:50:10","1681581010000","0","0","0","0.012","0.005","0.012","0.022000000000000002","376","31.1","405","158","559","0","0","346","0","561","346","0","0","562","0","346","1053946"
"2023-04-16 00:50:20","1681581020000","0","0","0","0.008","0.004","0.015","0.027999999999999997","376","31.1","405","158","602","0","0","380","0","604","380","0","0","605","0","380","1043946"
"2023-04-16 00:50:30","1681581030000","0","0","0","0.002","0.001","0.001","0.017","374","31.1","405","160","508","0","0","311","0","509","311","0","0","510","0","311","1033946"
"2023-04-16 00:50:40","1681581040000","0","0","0","0.01","0.006","0.012","0.013999999999999999","374","31.1","405","160","77.8","0","0.0232","70.1","0","80.3","70.1","0","0.020399999999999998","81.2","0","70.1","1023946"
"2023-04-16 00:50:50","1681581050000","0","0","0","0.025","0.013000000000000001","0.039","0.045","374","31.1","405","160","202","0","0","191","0","209","191","0","0","209","0","191","1013946"
"2023-04-16 00:51:00","1681581060000","0","0","0","0.005","0.004","0.012","0.024","374","31.1","405","160","580","0","0","367","0","582","367","0","0","583","0","367","1003946"
"2023-04-16 00:51:10","1681581070000","0","0","0","0.002","0.002","0.005","0.027000000000000003","374","31.1","405","160","890","0","0","549","0","891","549","0","0","892","0","549","993946"
"2023-04-16 00:51:20","1681581080000","0","0","0","0.002","0.001","0.002","0.012","374","31.1","405","160","273","0","0","304","0","273","304","0","0","274","0","304","983946"
"2023-04-16 00:51:30","1681581090000","0","0","0","0.001","0.001","0.004","0.023","374","31.1","405","160","1210","0","0","605","0","1210","605","0","0","1210","0","605","973946"
"2023-04-16 00:51:40","1681581100000","0","0","0","0.003","0.006","0.006999999999999999","0.033","374","31.1","405","160","1040","0","0.0174","652","0","1040","652","0","0.015","1040","0","652","963946"
"2023-04-16 00:51:50","1681581110000","0","0","0","0.003","0.002","0.008","0.023","374","31.1","405","160","588","0","0.06770000000000001","361","0","590","361","0","0.303","590","0","361","953946"
"2023-04-16 00:52:00","1681581120000","0","0","0","0.01","0.005","0.016","0.025","382","31.1","405","152","550","0","0.112","359","0","553","359","0","0.109","554","0","359","943946"
"2023-04-16 00:52:10","1681581130000","0","0","0","0.003","0.003","0.006","0.017","382","31.1","405","152","495","0","0","324","0","496","324","0","0","497","0","324","933946"
"2023-04-16 00:52:20","1681581140000","0","0","0","0.016","0.013000000000000001","0.021","0.027999999999999997","382","31.1","405","152","149","0","0.0056","119","0","154","118","0","0.0054","155","0","118","923946"
"2023-04-16 00:52:30","1681581150000","0","0","0","0","0.002","0.001","0.001","382","31.1","405","152","4.51","0","0.0056","2.95","0","4.54","2.9","0","0.0054","5.5","0","2.9","913946"
"2023-04-16 00:52:40","1681581160000","0","0","0","0.006999999999999999","0.006999999999999999","0.006999999999999999","0.013000000000000001","375","31.1","405","158","61.6","0","0.0116","55.8","0","63.6","55.7","0","0.0108","64.5","0","55.7","903946"
"2023-04-16 00:52:50","1681581170000","0","0","0","0.006","0.001","0.006999999999999999","0.006999999999999999","375","31.1","405","158","40.7","0","0.0058","36.8","0","42.1","36.8","0","0.0054","43","0","36.8","893946"
"2023-04-16 00:53:00","1681581180000","0","0","0","0.006","0.004","0.013000000000000001","0.012","375","31.1","405","158","79","0","0.012","72.1","0","81.6","72","0","0.008400000000000001","82.5","0","72","883946"
"2023-04-16 00:53:10","1681581190000","0","0","0","0","0","0.001","0.003","375","31.1","405","158","0.41500000000000004","0","0.0114","0.338","0","0.424","0.28300000000000003","0","0.0108","1.38","0","0.28300000000000003","873946"
"2023-04-16 00:53:20","1681581200000","0","0","0","0","0.001","0.002","0.001","375","31.1","405","158","17.4","0","0","15.5","0","17.9","15.4","0","0","18.9","0","15.4","863946"
"2023-04-16 00:53:30","1681581210000","0","0","0","0.005","0.006999999999999999","0.012","0.01","375","31.1","405","158","79","0","0.0056","71.5","0","81.6","71.5","0","0.0054","82.6","0","71.5","853946"
"2023-04-16 00:53:40","1681581220000","0","0","0","0.003","0.004","0.01","0.009000000000000001","375","31.1","405","158","64.3","0","0.0116","58.3","0","66.4","58.2","0","0.0108","67.4","0","58.2","843946"
"2023-04-16 00:53:50","1681581230000","0","0","0","0","0","0.002","0.016","377","31.1","405","156","546","0","0.0679","334","0","546","334","0","0.301","547","0","334","833946"
"2023-04-16 00:54:00","1681581240000","0","0","0","0.001","0","0","0.018000000000000002","378","31.1","405","156","529","0","0.0056","323","0","529","323","0","0.0054","530","0","323","823946"
"2023-04-16 00:54:10","1681581250000","0","0","0","0.002","0.001","0.004","0.017","376","31.1","405","158","510","0","0.0112","312","0","510","312","0","0.0108","511","0","312","813946"
"2023-04-16 00:54:20","1681581260000","0","0","0","0","0.001","0","0.004","376","31.1","405","158","2.62","0","0.0056","1.79","0","2.64","1.74","0","0.0054","3.59","0","1.74","803946"
"2023-04-16 00:54:30","1681581270000","0","0","0","0.001","0","0.003","0.013000000000000001","376","31.1","405","158","498","0","0.006","304","0","498","303","0","0.004200000000000001","499","0","303","793946"
"2023-04-16 00:54:40","1681581280000","0","0","0","0.004","0.006","0.009000000000000001","0.01","376","31.1","405","158","101","0","0","93.5","0","105","93.5","0","0","106","0","93.5","783946"
"2023-04-16 00:54:50","1681581290000","0","0","0","0.001","0","0.001","0.012","376","31.1","405","158","507","0","0.0058","310","0","508","310","0","0.0054","509","0","310","773946"
"2023-04-16 00:55:00","1681581300000","0","0","0","0.005","0.005","0.011000000000000001","0.033","376","31.1","405","158","1030","0","0.0056","665","0","1030","665","0","0.0054","1040","0","665","763946"
"2023-04-16 00:55:10","1681581310000","0","0","0","0.013999999999999999","0.017","0.019","0.084","372","31.1","405","162","2200","0","0.006","1410","0","2200","1410","0","0.004200000000000001","2200","0","1410","753946"
"2023-04-16 00:55:20","1681581320000","0","0","0","0.02","0.021","0.018000000000000002","0.034","372","31.1","405","162","700","0","0","508","0","709","508","0","0","710","0","508","743946"
"2023-04-16 00:55:30","1681581330000","0","0","0","0.008","0.006999999999999999","0.017","0.079","374","31.1","405","160","2590","0","0.0228","1610","0","2590","1610","0","0.0162","2590","0","1610","733946"
"2023-04-16 00:55:40","1681581340000","0","0","0","0.009000000000000001","0.006","0.013999999999999999","0.091","374","31.1","405","160","3030","0","0.0172","1870","0","3030","1870","0","0.0096","3030","0","1870","723946"
"2023-04-16 00:55:50","1681581350000","0","0","0","0.006","0.003","0.008","0.043","374","31.1","405","160","1530","0","0.0565","962","0","1540","962","0","0.292","1540","0","962","713946"
"2023-04-16 00:56:00","1681581360000","0","0","0","0.016","0.01","0.02","0.032","374","31.1","405","160","743","0","0","514","0","751","513","0","0","752","0","513","703946"
"2023-04-16 00:56:10","1681581370000","0","0","0","0.011000000000000001","0.005","0.006999999999999999","0.055","373","31.1","405","160","2009.9999999999998","0","0.0058","1250","0","2009.9999999999998","1250","0","0.0054","2009.9999999999998","0","1250","693946"
"2023-04-16 00:56:20","1681581380000","0","0","0","0.013000000000000001","0.009000000000000001","0.026000000000000002","0.036000000000000004","373","31.1","405","160","702","0","0.0112","500","0","709","500","0","0.0054","710","0","500","683946"
"2023-04-16 00:56:30","1681581390000","0","0","0","0.01","0.013999999999999999","0.022000000000000002","0.065","374","31.1","405","160","1790","0","0.0264","1130","0","1790","1130","0","0.020399999999999998","1800","0","1130","673946"
"2023-04-16 00:56:40","1681581400000","0","0","0","0.009000000000000001","0.004","0.011000000000000001","0.046","375","31.1","405","158","1550","0","0.0056","976","0","1550","976","0","0.0054","1550","0","976","663946"
"2023-04-16 00:56:50","1681581410000","0","0","0","0.006999999999999999","0.004","0.012","0.073","374","31.1","405","160","2550","0","0.0058","1590","0","2560","1590","0","0.0054","2560","0","1590","653946"
"2023-04-16 00:57:00","1681581420000","0","0","0","0.013999999999999999","0.006999999999999999","0.017","0.053","371","31.1","405","162","766","0","0.011800000000000001","831","0","772","831","0","0.0096","773","0","831","643946"
"2023-04-16 00:57:10","1681581430000","0","0","0","0.027999999999999997","0.015","0.03","0.075","371","31.1","405","162","2310","0","0","1170","0","2320","1170","0","0","2320","0","1170","633946"
"2023-04-16 00:57:20","1681581440000","0","0","0","0.013999999999999999","0.006","0.026000000000000002","0.047","371","31.1","405","162","1220","0","0","806","0","1230","806","0","0","1230","0","806","623946"
"2023-04-16 00:57:30","1681581450000","0","0","0","0.021","0.016","0.023","0.053","371","31.1","405","162","1280","0","0.0172","857","0","1290","857","0","0.0178","1290","0","857","613946"
"2023-04-16 00:57:40","1681581460000","0","0","0","0.017","0.006999999999999999","0.027999999999999997","0.059000000000000004","369","31.1","405","164","1740","0","0.0056","1120","0","1750","1120","0","0.0054","1750","0","1120","603946"
"2023-04-16 00:57:50","1681581470000","0","0","0","0.013000000000000001","0.004","0.013000000000000001","0.065","374","31.1","405","160","2160","0","0.0565","1360","0","2170","1360","0","0.291","2170","0","1360","593946"
"2023-04-16 00:58:00","1681581480000","0","0","0","0.006999999999999999","0.003","0.012","0.057","374","31.1","405","160","2090","0","0","1300","0","2100","1300","0","0","2100","0","1300","583946"
"2023-04-16 00:58:10","1681581490000","0","0","0","0.018000000000000002","0.013999999999999999","0.027999999999999997","0.075","369","31.1","405","164","2170","0","0","1370","0","2170","1370","0","0","2170","0","1370","573946"
"2023-04-16 00:58:20","1681581500000","0","0","0","0.017","0.018000000000000002","0.027000000000000003","0.059000000000000004","373","31.1","405","160","1590","0","0.0112","1040","0","1600","1040","0","0.0108","1600","0","1040","563946"
"2023-04-16 00:58:30","1681581510000","0","0","0","0.017","0.01","0.031","0.09300000000000001","373","31.1","405","160","2660","0","0.0172","1680","0","2670","1680","0","0.0096","2670","0","1680","553946"
"2023-04-16 00:58:40","1681581520000","0","0","0","0.023","0.01","0.033","0.096","370","31.1","405","164","3030","0","0","1920","0","3040","1920","0","0","3040","0","1920","543946"
"2023-04-16 00:58:50","1681581530000","0","0","0","0.019","0.01","0.037000000000000005","0.083","377","31.1","405","156","2250","0","0.0114","1470","0","2260","1470","0","0.0108","2260","0","1470","533946"
"2023-04-16 00:59:00","1681581540000","0","0","0","0.011000000000000001","0.006999999999999999","0.025","0.063","377","31.1","405","156","1690","0","0.006","1080","0","1690","1080","0","0.004200000000000001","1690","0","1080","523946"
"2023-04-16 00:59:10","1681581550000","0","0","0","0.028999999999999998","0.015","0.04","0.154","373","31.1","405","160","5020","0","0.0114","3300","0","5030","3300","0","0.0054","5030","0","3300","513946"
"2023-04-16 00:59:20","1681581560000","0","0","0","0.028999999999999998","0.006999999999999999","0.033","0.159","373","31.1","405","160","5630","0","0.0112","3380","0","5640","3380","0","0.0054","5640","0","3380","503946"
"2023-04-16 00:59:30","1681581570000","0","0","0","0.040999999999999995","0.023","0.034","0.18","373","31.1","405","160","5870","0","0","4010","0","5880","4010","0","0","5880","0","4010","493946"
"2023-04-16 00:59:40","1681581580000","0","0","0","0.051","0.024","0.049","0.182","381","31.1","405","152","6210","0","0","3590","0","6230","3590","0","0","6230","0","3590","483946"
"2023-04-16 00:59:50","1681581590000","0","0","0","0.061","0.027999999999999997","0.071","0.152","380","31.1","405","153","3380","0","0.0565","2280","0","3400","2280","0","0.293","3400","0","2280","473946"
"2023-04-16 01:00:00","1681581600000","0","0","0","0.045","0.011000000000000001","0.06","0.23","375","31.1","405","158","7270","0","0","4520","0","7290","4520","0","0","7290","0","4520","463946"
"2023-04-16 01:00:10","1681581610000","0","0","0","0.027999999999999997","0.019","0.022000000000000002","0.159","375","31.1","405","158","5260","0","0.0112","3240","0","5260","3240","0","0.0054","5270","0","3240","453946"
"2023-04-16 01:00:20","1681581620000","0","0","0","0.051","0.022000000000000002","0.054000000000000006","0.222","381","31.1","405","153","5760","0","0","3660","0","5780","3660","0","0","5780","0","3660","443946"
"2023-04-16 01:00:30","1681581630000","0","0","0","0.053","0.013999999999999999","0.07","0.19699999999999998","378","31.1","405","155","5770","0","0.028399999999999998","3600","0","5780","3600","0","0.015","5790","0","3600","433946"
"2023-04-16 01:00:40","1681581640000","0","0","0","0.038","0.018000000000000002","0.055","0.172","376","31.1","405","157","5130","0","0","3230","0","5150","3230","0","0","5150","0","3230","423946"
"2023-04-16 01:00:50","1681581650000","0","0","0","0.054000000000000006","0.011000000000000001","0.064","0.11699999999999999","376","31.1","405","158","2690","0","0","1960","0","2710","1960","0","0","2710","0","1960","413946"
"2023-04-16 01:01:00","1681581660000","0","0","0","0.075","0.03","0.086","0.17","376","31.1","405","158","2690","0","0.011800000000000001","1980","0","2710","1980","0","0.0096","2720","0","1980","403946"
"2023-04-16 01:01:10","1681581670000","0","0","0","0.085","0.037000000000000005","0.086","0.26899999999999996","377","31.1","405","156","6490","0","0","3840","0","6510","3840","0","0","6510","0","3840","393946"
"2023-04-16 01:01:20","1681581680000","0","0","0","0.081","0.026000000000000002","0.083","0.20199999999999999","377","31.1","405","156","3030","0","0","1990","0","3050","1990","0","0","3060","0","1990","383946"
"2023-04-16 01:01:30","1681581690000","0","0","0","0.075","0.021","0.09699999999999999","0.235","380","31.1","405","154","4480","0","0.0116","3240","0","4500","3240","0","0.0096","4430","0","3240","373946"
"2023-04-16 01:01:40","1681581700000","0","0","0","0.061","0.023","0.076","0.193","375","31.1","405","158","4600","0","0.0058","2930","0","4620","2930","0","0.0054","4690","0","2930","363946"
"2023-04-16 01:01:50","1681581710000","0","0","0","0.039","0.018000000000000002","0.057","0.135","375","31.1","405","158","3910","0","0.0565","2130","0","3920","2130","0","0.297","3920","0","2130","353946"
"2023-04-16 01:02:00","1681581720000","0","0","0","0.035","0.013999999999999999","0.040999999999999995","0.10800000000000001","379","31.1","405","154","3100","0","0","1970","0","3110","1970","0","0","3110","0","1970","343946"
"2023-04-16 01:02:10","1681581730000","0","0","0","0.047","0.028999999999999998","0.06","0.14","378","31.1","405","155","2860","0","0","1880","0","2880","1880","0","0","2880","0","1880","333946"
"2023-04-16 01:02:20","1681581740000","0","0","0","0.037000000000000005","0.009000000000000001","0.055999999999999994","0.121","375","31.1","405","158","3390","0","0","2170","0","3400","2170","0","0","3400","0","2170","323946"
"2023-04-16 01:02:30","1681581750000","0","0","0","0.045","0.026000000000000002","0.051","0.13","371","31.1","405","162","3690","0","0.0134","2380","0","3700","2380","0","0.014400000000000001","3700","0","2380","313946"
"2023-04-16 01:02:40","1681581760000","0","0","0","0.035","0.013000000000000001","0.04","0.09699999999999999","375","31.1","405","158","2740","0","0.0056","1740","0","2750","1740","0","0.0054","2750","0","1740","303946"
"2023-04-16 01:02:50","1681581770000","0","0","0","0.034","0.008","0.042","0.131","373","31.1","405","160","4300","0","0.0056","2700","0","4310","2700","0","0.0054","4310","0","2700","293946"
"2023-04-16 01:03:00","1681581780000","0","0","0","0.038","0.013000000000000001","0.043","0.158","371","31.1","405","162","4590","0","0","2960","0","4600","2960","0","0","4600","0","2960","283946"
"2023-04-16 01:03:10","1681581790000","0","0","0","0.040999999999999995","0.011000000000000001","0.046","0.14","378","31.1","405","155","4100","0","0.018000000000000002","2730","0","4110","2730","0","0.0188","4110","0","2730","273946"
"2023-04-16 01:03:20","1681581800000","0","0","0","0.039","0.019","0.053","0.10400000000000001","374","31.1","405","160","2750","0","0.0056","1600","0","2760","1600","0","0.0054","2770","0","1600","263946"
"2023-04-16 01:03:30","1681581810000","0","0","0","0.027000000000000003","0.012","0.035","0.08199999999999999","375","31.1","405","158","2200","0","0","1430","0","2210","1430","0","0","2210","0","1430","253946"
"2023-04-16 01:03:40","1681581820000","0","0","0","0.045","0.031","0.057999999999999996","0.11900000000000001","373","31.1","405","161","2810","0","0.0058","1860","0","2830","1860","0","0.0054","2830","0","1860","243946"
"2023-04-16 01:03:50","1681581830000","0","0","0","0.045","0.016","0.052000000000000005","0.146","373","31.1","405","161","3940","0","0.0565","2500","0","3950","2500","0","0.289","3950","0","2500","233946"
