"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
2023-04-16 00:43:20,2.59 GB/s,0 kB/s,11.4 kB/s,1.69 GB/s,0 kB/s,2.60 GB/s,1.69 GB/s,0 kB/s,10.8 kB/s,2.54 GB/s,0 kB/s,1.69 GB/s
2023-04-16 00:43:30,2.58 GB/s,0 kB/s,5.60 kB/s,1.63 GB/s,0 kB/s,2.60 GB/s,1.63 GB/s,0 kB/s,5.40 kB/s,2.67 GB/s,0 kB/s,1.63 GB/s
2023-04-16 00:43:40,1.30 GB/s,0 kB/s,0 kB/s,888 MB/s,0 kB/s,1.31 GB/s,888 MB/s,0 kB/s,0 kB/s,1.31 GB/s,0 kB/s,888 MB/s
2023-04-16 00:43:50,1.90 GB/s,0 kB/s,56.5 kB/s,1.30 GB/s,0 kB/s,1.92 GB/s,1.30 GB/s,0 kB/s,291 kB/s,1.92 GB/s,0 kB/s,1.30 GB/s
2023-04-16 00:44:00,1.94 GB/s,0 kB/s,0 kB/s,1.34 GB/s,0 kB/s,1.96 GB/s,1.34 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,1.34 GB/s
2023-04-16 00:44:10,1.70 GB/s,0 kB/s,5.80 kB/s,1.09 GB/s,0 kB/s,1.71 GB/s,1.09 GB/s,0 kB/s,5.40 kB/s,1.71 GB/s,0 kB/s,1.09 GB/s
2023-04-16 00:44:20,2.43 GB/s,0 kB/s,0 kB/s,1.52 GB/s,0 kB/s,2.44 GB/s,1.52 GB/s,0 kB/s,0 kB/s,2.44 GB/s,0 kB/s,1.52 GB/s
2023-04-16 00:44:30,2.02 GB/s,0 kB/s,11.4 kB/s,1.25 GB/s,0 kB/s,2.02 GB/s,1.25 GB/s,0 kB/s,10.8 kB/s,2.02 GB/s,0 kB/s,1.25 GB/s
2023-04-16 00:44:40,2.27 GB/s,0 kB/s,6 kB/s,1.44 GB/s,0 kB/s,2.28 GB/s,1.44 GB/s,0 kB/s,4.20 kB/s,2.28 GB/s,0 kB/s,1.44 GB/s
2023-04-16 00:44:50,2.23 GB/s,0 kB/s,18.8 kB/s,1.41 GB/s,0 kB/s,2.23 GB/s,1.41 GB/s,0 kB/s,16.2 kB/s,2.24 GB/s,0 kB/s,1.41 GB/s
2023-04-16 00:45:00,3.14 GB/s,0 kB/s,17.2 kB/s,1.98 GB/s,0 kB/s,3.15 GB/s,1.98 GB/s,0 kB/s,14.2 kB/s,3.15 GB/s,0 kB/s,1.98 GB/s
2023-04-16 00:45:10,1.73 GB/s,0 kB/s,11.2 kB/s,1.11 GB/s,0 kB/s,1.74 GB/s,1.11 GB/s,0 kB/s,5.40 kB/s,1.74 GB/s,0 kB/s,1.11 GB/s
2023-04-16 00:45:20,1.27 GB/s,0 kB/s,6 kB/s,869 MB/s,0 kB/s,1.28 GB/s,869 MB/s,0 kB/s,4.20 kB/s,1.28 GB/s,0 kB/s,869 MB/s
2023-04-16 00:45:30,1.64 GB/s,0 kB/s,0 kB/s,1.06 GB/s,0 kB/s,1.65 GB/s,1.06 GB/s,0 kB/s,0 kB/s,1.65 GB/s,0 kB/s,1.06 GB/s
2023-04-16 00:45:40,1.74 GB/s,0 kB/s,11.4 kB/s,1.15 GB/s,0 kB/s,1.75 GB/s,1.15 GB/s,0 kB/s,10.8 kB/s,1.75 GB/s,0 kB/s,1.15 GB/s
2023-04-16 00:45:50,2.79 GB/s,0 kB/s,73.7 kB/s,1.76 GB/s,0 kB/s,2.80 GB/s,1.76 GB/s,0 kB/s,306 kB/s,2.80 GB/s,0 kB/s,1.76 GB/s
2023-04-16 00:46:00,1.00 GB/s,0 kB/s,5.80 kB/s,657 MB/s,0 kB/s,1.01 GB/s,657 MB/s,0 kB/s,5.40 kB/s,1.01 GB/s,0 kB/s,657 MB/s
2023-04-16 00:46:10,2.75 GB/s,0 kB/s,39.3 kB/s,1.74 GB/s,0 kB/s,2.76 GB/s,1.74 GB/s,0 kB/s,38.5 kB/s,2.76 GB/s,0 kB/s,1.74 GB/s
2023-04-16 00:46:20,1.63 GB/s,0 kB/s,5.80 kB/s,1.07 GB/s,0 kB/s,1.64 GB/s,1.07 GB/s,0 kB/s,5.40 kB/s,1.64 GB/s,0 kB/s,1.07 GB/s
2023-04-16 00:46:30,1.84 GB/s,0 kB/s,11.2 kB/s,1.24 GB/s,0 kB/s,1.85 GB/s,1.24 GB/s,0 kB/s,5.40 kB/s,1.86 GB/s,0 kB/s,1.24 GB/s
2023-04-16 00:46:40,2.60 GB/s,0 kB/s,28.6 kB/s,1.63 GB/s,0 kB/s,2.61 GB/s,1.63 GB/s,0 kB/s,20.4 kB/s,2.61 GB/s,0 kB/s,1.63 GB/s
2023-04-16 00:46:50,1.27 GB/s,0 kB/s,22.4 kB/s,872 MB/s,0 kB/s,1.28 GB/s,872 MB/s,0 kB/s,16.2 kB/s,1.28 GB/s,0 kB/s,872 MB/s
2023-04-16 00:47:00,1.19 GB/s,0 kB/s,0 kB/s,831 MB/s,0 kB/s,1.20 GB/s,831 MB/s,0 kB/s,0 kB/s,1.20 GB/s,0 kB/s,831 MB/s
2023-04-16 00:47:10,2.89 GB/s,0 kB/s,0 kB/s,1.76 GB/s,0 kB/s,2.90 GB/s,1.76 GB/s,0 kB/s,0 kB/s,2.90 GB/s,0 kB/s,1.76 GB/s
2023-04-16 00:47:20,1.67 GB/s,0 kB/s,0 kB/s,1.07 GB/s,0 kB/s,1.68 GB/s,1.07 GB/s,0 kB/s,0 kB/s,1.68 GB/s,0 kB/s,1.07 GB/s
2023-04-16 00:47:30,1.61 GB/s,0 kB/s,0 kB/s,1.07 GB/s,0 kB/s,1.61 GB/s,1.07 GB/s,0 kB/s,0 kB/s,1.62 GB/s,0 kB/s,1.07 GB/s
2023-04-16 00:47:40,2.00 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,2.00 GB/s,1.24 GB/s,0 kB/s,0 kB/s,2.00 GB/s,0 kB/s,1.24 GB/s
2023-04-16 00:47:50,1.69 GB/s,0 kB/s,62.1 kB/s,1.14 GB/s,0 kB/s,1.70 GB/s,1.14 GB/s,0 kB/s,298 kB/s,1.70 GB/s,0 kB/s,1.14 GB/s
2023-04-16 00:48:00,2.04 GB/s,0 kB/s,0 kB/s,1.20 GB/s,0 kB/s,2.05 GB/s,1.20 GB/s,0 kB/s,0 kB/s,2.05 GB/s,0 kB/s,1.20 GB/s
2023-04-16 00:48:10,1.46 GB/s,0 kB/s,5.60 kB/s,948 MB/s,0 kB/s,1.46 GB/s,948 MB/s,0 kB/s,5.40 kB/s,1.47 GB/s,0 kB/s,948 MB/s
2023-04-16 00:48:20,2.26 GB/s,0 kB/s,0 kB/s,1.42 GB/s,0 kB/s,2.26 GB/s,1.42 GB/s,0 kB/s,0 kB/s,2.26 GB/s,0 kB/s,1.42 GB/s
2023-04-16 00:48:30,1.23 GB/s,0 kB/s,0 kB/s,916 MB/s,0 kB/s,1.24 GB/s,915 MB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,915 MB/s
2023-04-16 00:48:40,2.47 GB/s,0 kB/s,0 kB/s,1.47 GB/s,0 kB/s,2.47 GB/s,1.47 GB/s,0 kB/s,0 kB/s,2.47 GB/s,0 kB/s,1.47 GB/s
2023-04-16 00:48:50,2.09 GB/s,0 kB/s,5.80 kB/s,1.31 GB/s,0 kB/s,2.10 GB/s,1.31 GB/s,0 kB/s,5.40 kB/s,2.10 GB/s,0 kB/s,1.31 GB/s
2023-04-16 00:49:00,13.8 MB/s,0 kB/s,24 kB/s,11.4 MB/s,0 kB/s,14.1 MB/s,11.4 MB/s,0 kB/s,19.2 kB/s,15.1 MB/s,0 kB/s,11.4 MB/s
2023-04-16 00:49:10,50.7 MB/s,0 kB/s,0 kB/s,46.3 MB/s,0 kB/s,52.4 MB/s,46.2 MB/s,0 kB/s,0 kB/s,53.3 MB/s,0 kB/s,46.2 MB/s
2023-04-16 00:49:20,54.0 MB/s,0 kB/s,11.2 kB/s,48.6 MB/s,0 kB/s,55.7 MB/s,48.6 MB/s,0 kB/s,5.40 kB/s,56.7 MB/s,0 kB/s,48.6 MB/s
2023-04-16 00:49:30,968 MB/s,0 kB/s,5.60 kB/s,623 MB/s,0 kB/s,971 MB/s,623 MB/s,0 kB/s,5.40 kB/s,972 MB/s,0 kB/s,623 MB/s
2023-04-16 00:49:40,94.2 MB/s,0 kB/s,0 kB/s,73.4 MB/s,0 kB/s,97.2 MB/s,73.3 MB/s,0 kB/s,0 kB/s,98.1 MB/s,0 kB/s,73.3 MB/s
2023-04-16 00:49:50,1.04 GB/s,0 kB/s,56.5 kB/s,659 MB/s,0 kB/s,1.05 GB/s,659 MB/s,0 kB/s,292 kB/s,1.05 GB/s,0 kB/s,659 MB/s
2023-04-16 00:50:00,36.0 MB/s,0 kB/s,17.4 kB/s,42.4 MB/s,0 kB/s,37.1 MB/s,42.4 MB/s,0 kB/s,16.2 kB/s,38.1 MB/s,0 kB/s,42.4 MB/s
2023-04-16 00:50:10,559 MB/s,0 kB/s,0 kB/s,346 MB/s,0 kB/s,561 MB/s,346 MB/s,0 kB/s,0 kB/s,562 MB/s,0 kB/s,346 MB/s
2023-04-16 00:50:20,602 MB/s,0 kB/s,0 kB/s,380 MB/s,0 kB/s,604 MB/s,380 MB/s,0 kB/s,0 kB/s,605 MB/s,0 kB/s,380 MB/s
2023-04-16 00:50:30,508 MB/s,0 kB/s,0 kB/s,311 MB/s,0 kB/s,509 MB/s,311 MB/s,0 kB/s,0 kB/s,510 MB/s,0 kB/s,311 MB/s
2023-04-16 00:50:40,77.8 MB/s,0 kB/s,23.2 kB/s,70.1 MB/s,0 kB/s,80.3 MB/s,70.1 MB/s,0 kB/s,20.4 kB/s,81.2 MB/s,0 kB/s,70.1 MB/s
2023-04-16 00:50:50,202 MB/s,0 kB/s,0 kB/s,191 MB/s,0 kB/s,209 MB/s,191 MB/s,0 kB/s,0 kB/s,209 MB/s,0 kB/s,191 MB/s
2023-04-16 00:51:00,580 MB/s,0 kB/s,0 kB/s,367 MB/s,0 kB/s,582 MB/s,367 MB/s,0 kB/s,0 kB/s,583 MB/s,0 kB/s,367 MB/s
2023-04-16 00:51:10,890 MB/s,0 kB/s,0 kB/s,549 MB/s,0 kB/s,891 MB/s,549 MB/s,0 kB/s,0 kB/s,892 MB/s,0 kB/s,549 MB/s
2023-04-16 00:51:20,273 MB/s,0 kB/s,0 kB/s,304 MB/s,0 kB/s,273 MB/s,304 MB/s,0 kB/s,0 kB/s,274 MB/s,0 kB/s,304 MB/s
2023-04-16 00:51:30,1.21 GB/s,0 kB/s,0 kB/s,605 MB/s,0 kB/s,1.21 GB/s,605 MB/s,0 kB/s,0 kB/s,1.21 GB/s,0 kB/s,605 MB/s
2023-04-16 00:51:40,1.04 GB/s,0 kB/s,17.4 kB/s,652 MB/s,0 kB/s,1.04 GB/s,652 MB/s,0 kB/s,15 kB/s,1.04 GB/s,0 kB/s,652 MB/s
2023-04-16 00:51:50,588 MB/s,0 kB/s,67.7 kB/s,361 MB/s,0 kB/s,590 MB/s,361 MB/s,0 kB/s,303 kB/s,590 MB/s,0 kB/s,361 MB/s
2023-04-16 00:52:00,550 MB/s,0 kB/s,112 kB/s,359 MB/s,0 kB/s,553 MB/s,359 MB/s,0 kB/s,109 kB/s,554 MB/s,0 kB/s,359 MB/s
2023-04-16 00:52:10,495 MB/s,0 kB/s,0 kB/s,324 MB/s,0 kB/s,496 MB/s,324 MB/s,0 kB/s,0 kB/s,497 MB/s,0 kB/s,324 MB/s
2023-04-16 00:52:20,149 MB/s,0 kB/s,5.60 kB/s,119 MB/s,0 kB/s,154 MB/s,118 MB/s,0 kB/s,5.40 kB/s,155 MB/s,0 kB/s,118 MB/s
2023-04-16 00:52:30,4.51 MB/s,0 kB/s,5.60 kB/s,2.95 MB/s,0 kB/s,4.54 MB/s,2.90 MB/s,0 kB/s,5.40 kB/s,5.50 MB/s,0 kB/s,2.90 MB/s
2023-04-16 00:52:40,61.6 MB/s,0 kB/s,11.6 kB/s,55.8 MB/s,0 kB/s,63.6 MB/s,55.7 MB/s,0 kB/s,10.8 kB/s,64.5 MB/s,0 kB/s,55.7 MB/s
2023-04-16 00:52:50,40.7 MB/s,0 kB/s,5.80 kB/s,36.8 MB/s,0 kB/s,42.1 MB/s,36.8 MB/s,0 kB/s,5.40 kB/s,43.0 MB/s,0 kB/s,36.8 MB/s
2023-04-16 00:53:00,79.0 MB/s,0 kB/s,12 kB/s,72.1 MB/s,0 kB/s,81.6 MB/s,72.0 MB/s,0 kB/s,8.40 kB/s,82.5 MB/s,0 kB/s,72.0 MB/s
2023-04-16 00:53:10,415 kB/s,0 kB/s,11.4 kB/s,338 kB/s,0 kB/s,424 kB/s,283 kB/s,0 kB/s,10.8 kB/s,1.38 MB/s,0 kB/s,283 kB/s
2023-04-16 00:53:20,17.4 MB/s,0 kB/s,0 kB/s,15.5 MB/s,0 kB/s,17.9 MB/s,15.4 MB/s,0 kB/s,0 kB/s,18.9 MB/s,0 kB/s,15.4 MB/s
2023-04-16 00:53:30,79.0 MB/s,0 kB/s,5.60 kB/s,71.5 MB/s,0 kB/s,81.6 MB/s,71.5 MB/s,0 kB/s,5.40 kB/s,82.6 MB/s,0 kB/s,71.5 MB/s
2023-04-16 00:53:40,64.3 MB/s,0 kB/s,11.6 kB/s,58.3 MB/s,0 kB/s,66.4 MB/s,58.2 MB/s,0 kB/s,10.8 kB/s,67.4 MB/s,0 kB/s,58.2 MB/s
2023-04-16 00:53:50,546 MB/s,0 kB/s,67.9 kB/s,334 MB/s,0 kB/s,546 MB/s,334 MB/s,0 kB/s,301 kB/s,547 MB/s,0 kB/s,334 MB/s
2023-04-16 00:54:00,529 MB/s,0 kB/s,5.60 kB/s,323 MB/s,0 kB/s,529 MB/s,323 MB/s,0 kB/s,5.40 kB/s,530 MB/s,0 kB/s,323 MB/s
2023-04-16 00:54:10,510 MB/s,0 kB/s,11.2 kB/s,312 MB/s,0 kB/s,510 MB/s,312 MB/s,0 kB/s,10.8 kB/s,511 MB/s,0 kB/s,312 MB/s
2023-04-16 00:54:20,2.62 MB/s,0 kB/s,5.60 kB/s,1.79 MB/s,0 kB/s,2.64 MB/s,1.74 MB/s,0 kB/s,5.40 kB/s,3.59 MB/s,0 kB/s,1.74 MB/s
2023-04-16 00:54:30,498 MB/s,0 kB/s,6 kB/s,304 MB/s,0 kB/s,498 MB/s,303 MB/s,0 kB/s,4.20 kB/s,499 MB/s,0 kB/s,303 MB/s
2023-04-16 00:54:40,101 MB/s,0 kB/s,0 kB/s,93.5 MB/s,0 kB/s,105 MB/s,93.5 MB/s,0 kB/s,0 kB/s,106 MB/s,0 kB/s,93.5 MB/s
2023-04-16 00:54:50,507 MB/s,0 kB/s,5.80 kB/s,310 MB/s,0 kB/s,508 MB/s,310 MB/s,0 kB/s,5.40 kB/s,509 MB/s,0 kB/s,310 MB/s
2023-04-16 00:55:00,1.03 GB/s,0 kB/s,5.60 kB/s,665 MB/s,0 kB/s,1.03 GB/s,665 MB/s,0 kB/s,5.40 kB/s,1.04 GB/s,0 kB/s,665 MB/s
2023-04-16 00:55:10,2.20 GB/s,0 kB/s,6 kB/s,1.41 GB/s,0 kB/s,2.20 GB/s,1.41 GB/s,0 kB/s,4.20 kB/s,2.20 GB/s,0 kB/s,1.41 GB/s
2023-04-16 00:55:20,700 MB/s,0 kB/s,0 kB/s,508 MB/s,0 kB/s,709 MB/s,508 MB/s,0 kB/s,0 kB/s,710 MB/s,0 kB/s,508 MB/s
2023-04-16 00:55:30,2.59 GB/s,0 kB/s,22.8 kB/s,1.61 GB/s,0 kB/s,2.59 GB/s,1.61 GB/s,0 kB/s,16.2 kB/s,2.59 GB/s,0 kB/s,1.61 GB/s
2023-04-16 00:55:40,3.03 GB/s,0 kB/s,17.2 kB/s,1.87 GB/s,0 kB/s,3.03 GB/s,1.87 GB/s,0 kB/s,9.60 kB/s,3.03 GB/s,0 kB/s,1.87 GB/s
2023-04-16 00:55:50,1.53 GB/s,0 kB/s,56.5 kB/s,962 MB/s,0 kB/s,1.54 GB/s,962 MB/s,0 kB/s,292 kB/s,1.54 GB/s,0 kB/s,962 MB/s
2023-04-16 00:56:00,743 MB/s,0 kB/s,0 kB/s,514 MB/s,0 kB/s,751 MB/s,513 MB/s,0 kB/s,0 kB/s,752 MB/s,0 kB/s,513 MB/s
2023-04-16 00:56:10,2.01 GB/s,0 kB/s,5.80 kB/s,1.25 GB/s,0 kB/s,2.01 GB/s,1.25 GB/s,0 kB/s,5.40 kB/s,2.01 GB/s,0 kB/s,1.25 GB/s
2023-04-16 00:56:20,702 MB/s,0 kB/s,11.2 kB/s,500 MB/s,0 kB/s,709 MB/s,500 MB/s,0 kB/s,5.40 kB/s,710 MB/s,0 kB/s,500 MB/s
2023-04-16 00:56:30,1.79 GB/s,0 kB/s,26.4 kB/s,1.13 GB/s,0 kB/s,1.79 GB/s,1.13 GB/s,0 kB/s,20.4 kB/s,1.80 GB/s,0 kB/s,1.13 GB/s
2023-04-16 00:56:40,1.55 GB/s,0 kB/s,5.60 kB/s,976 MB/s,0 kB/s,1.55 GB/s,976 MB/s,0 kB/s,5.40 kB/s,1.55 GB/s,0 kB/s,976 MB/s
2023-04-16 00:56:50,2.55 GB/s,0 kB/s,5.80 kB/s,1.59 GB/s,0 kB/s,2.56 GB/s,1.59 GB/s,0 kB/s,5.40 kB/s,2.56 GB/s,0 kB/s,1.59 GB/s
2023-04-16 00:57:00,766 MB/s,0 kB/s,11.8 kB/s,831 MB/s,0 kB/s,772 MB/s,831 MB/s,0 kB/s,9.60 kB/s,773 MB/s,0 kB/s,831 MB/s
2023-04-16 00:57:10,2.31 GB/s,0 kB/s,0 kB/s,1.17 GB/s,0 kB/s,2.32 GB/s,1.17 GB/s,0 kB/s,0 kB/s,2.32 GB/s,0 kB/s,1.17 GB/s
2023-04-16 00:57:20,1.22 GB/s,0 kB/s,0 kB/s,806 MB/s,0 kB/s,1.23 GB/s,806 MB/s,0 kB/s,0 kB/s,1.23 GB/s,0 kB/s,806 MB/s
2023-04-16 00:57:30,1.28 GB/s,0 kB/s,17.2 kB/s,857 MB/s,0 kB/s,1.29 GB/s,857 MB/s,0 kB/s,17.8 kB/s,1.29 GB/s,0 kB/s,857 MB/s
2023-04-16 00:57:40,1.74 GB/s,0 kB/s,5.60 kB/s,1.12 GB/s,0 kB/s,1.75 GB/s,1.12 GB/s,0 kB/s,5.40 kB/s,1.75 GB/s,0 kB/s,1.12 GB/s
2023-04-16 00:57:50,2.16 GB/s,0 kB/s,56.5 kB/s,1.36 GB/s,0 kB/s,2.17 GB/s,1.36 GB/s,0 kB/s,291 kB/s,2.17 GB/s,0 kB/s,1.36 GB/s
2023-04-16 00:58:00,2.09 GB/s,0 kB/s,0 kB/s,1.30 GB/s,0 kB/s,2.10 GB/s,1.30 GB/s,0 kB/s,0 kB/s,2.10 GB/s,0 kB/s,1.30 GB/s
2023-04-16 00:58:10,2.17 GB/s,0 kB/s,0 kB/s,1.37 GB/s,0 kB/s,2.17 GB/s,1.37 GB/s,0 kB/s,0 kB/s,2.17 GB/s,0 kB/s,1.37 GB/s
2023-04-16 00:58:20,1.59 GB/s,0 kB/s,11.2 kB/s,1.04 GB/s,0 kB/s,1.60 GB/s,1.04 GB/s,0 kB/s,10.8 kB/s,1.60 GB/s,0 kB/s,1.04 GB/s
2023-04-16 00:58:30,2.66 GB/s,0 kB/s,17.2 kB/s,1.68 GB/s,0 kB/s,2.67 GB/s,1.68 GB/s,0 kB/s,9.60 kB/s,2.67 GB/s,0 kB/s,1.68 GB/s
2023-04-16 00:58:40,3.03 GB/s,0 kB/s,0 kB/s,1.92 GB/s,0 kB/s,3.04 GB/s,1.92 GB/s,0 kB/s,0 kB/s,3.04 GB/s,0 kB/s,1.92 GB/s
2023-04-16 00:58:50,2.25 GB/s,0 kB/s,11.4 kB/s,1.47 GB/s,0 kB/s,2.26 GB/s,1.47 GB/s,0 kB/s,10.8 kB/s,2.26 GB/s,0 kB/s,1.47 GB/s
2023-04-16 00:59:00,1.69 GB/s,0 kB/s,6 kB/s,1.08 GB/s,0 kB/s,1.69 GB/s,1.08 GB/s,0 kB/s,4.20 kB/s,1.69 GB/s,0 kB/s,1.08 GB/s
2023-04-16 00:59:10,5.02 GB/s,0 kB/s,11.4 kB/s,3.30 GB/s,0 kB/s,5.03 GB/s,3.30 GB/s,0 kB/s,5.40 kB/s,5.03 GB/s,0 kB/s,3.30 GB/s
2023-04-16 00:59:20,5.63 GB/s,0 kB/s,11.2 kB/s,3.38 GB/s,0 kB/s,5.64 GB/s,3.38 GB/s,0 kB/s,5.40 kB/s,5.64 GB/s,0 kB/s,3.38 GB/s
2023-04-16 00:59:30,5.87 GB/s,0 kB/s,0 kB/s,4.01 GB/s,0 kB/s,5.88 GB/s,4.01 GB/s,0 kB/s,0 kB/s,5.88 GB/s,0 kB/s,4.01 GB/s
2023-04-16 00:59:40,6.21 GB/s,0 kB/s,0 kB/s,3.59 GB/s,0 kB/s,6.23 GB/s,3.59 GB/s,0 kB/s,0 kB/s,6.23 GB/s,0 kB/s,3.59 GB/s
2023-04-16 00:59:50,3.38 GB/s,0 kB/s,56.5 kB/s,2.28 GB/s,0 kB/s,3.40 GB/s,2.28 GB/s,0 kB/s,293 kB/s,3.40 GB/s,0 kB/s,2.28 GB/s
2023-04-16 01:00:00,7.27 GB/s,0 kB/s,0 kB/s,4.52 GB/s,0 kB/s,7.29 GB/s,4.52 GB/s,0 kB/s,0 kB/s,7.29 GB/s,0 kB/s,4.52 GB/s
2023-04-16 01:00:10,5.26 GB/s,0 kB/s,11.2 kB/s,3.24 GB/s,0 kB/s,5.26 GB/s,3.24 GB/s,0 kB/s,5.40 kB/s,5.27 GB/s,0 kB/s,3.24 GB/s
2023-04-16 01:00:20,5.76 GB/s,0 kB/s,0 kB/s,3.66 GB/s,0 kB/s,5.78 GB/s,3.66 GB/s,0 kB/s,0 kB/s,5.78 GB/s,0 kB/s,3.66 GB/s
2023-04-16 01:00:30,5.77 GB/s,0 kB/s,28.4 kB/s,3.60 GB/s,0 kB/s,5.78 GB/s,3.60 GB/s,0 kB/s,15.0 kB/s,5.79 GB/s,0 kB/s,3.60 GB/s
2023-04-16 01:00:40,5.13 GB/s,0 kB/s,0 kB/s,3.23 GB/s,0 kB/s,5.15 GB/s,3.23 GB/s,0 kB/s,0 kB/s,5.15 GB/s,0 kB/s,3.23 GB/s
2023-04-16 01:00:50,2.69 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,2.71 GB/s,1.96 GB/s,0 kB/s,0 kB/s,2.71 GB/s,0 kB/s,1.96 GB/s
2023-04-16 01:01:00,2.69 GB/s,0 kB/s,11.8 kB/s,1.98 GB/s,0 kB/s,2.71 GB/s,1.98 GB/s,0 kB/s,9.60 kB/s,2.72 GB/s,0 kB/s,1.98 GB/s
2023-04-16 01:01:10,6.49 GB/s,0 kB/s,0 kB/s,3.84 GB/s,0 kB/s,6.51 GB/s,3.84 GB/s,0 kB/s,0 kB/s,6.51 GB/s,0 kB/s,3.84 GB/s
2023-04-16 01:01:20,3.03 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,3.05 GB/s,1.99 GB/s,0 kB/s,0 kB/s,3.06 GB/s,0 kB/s,1.99 GB/s
2023-04-16 01:01:30,4.48 GB/s,0 kB/s,11.6 kB/s,3.24 GB/s,0 kB/s,4.50 GB/s,3.24 GB/s,0 kB/s,9.60 kB/s,4.43 GB/s,0 kB/s,3.24 GB/s
2023-04-16 01:01:40,4.60 GB/s,0 kB/s,5.80 kB/s,2.93 GB/s,0 kB/s,4.62 GB/s,2.93 GB/s,0 kB/s,5.40 kB/s,4.69 GB/s,0 kB/s,2.93 GB/s
2023-04-16 01:01:50,3.91 GB/s,0 kB/s,56.5 kB/s,2.13 GB/s,0 kB/s,3.92 GB/s,2.13 GB/s,0 kB/s,297 kB/s,3.92 GB/s,0 kB/s,2.13 GB/s
