"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
2023-04-16 01:02:00,3.10 GB/s,0 kB/s,0 kB/s,1.97 GB/s,0 kB/s,3.11 GB/s,1.97 GB/s,0 kB/s,0 kB/s,3.11 GB/s,0 kB/s,1.97 GB/s
2023-04-16 01:02:10,2.86 GB/s,0 kB/s,0 kB/s,1.88 GB/s,0 kB/s,2.88 GB/s,1.88 GB/s,0 kB/s,0 kB/s,2.88 GB/s,0 kB/s,1.88 GB/s
2023-04-16 01:02:20,3.39 GB/s,0 kB/s,0 kB/s,2.17 GB/s,0 kB/s,3.40 GB/s,2.17 GB/s,0 kB/s,0 kB/s,3.40 GB/s,0 kB/s,2.17 GB/s
2023-04-16 01:02:30,3.69 GB/s,0 kB/s,13.4 kB/s,2.38 GB/s,0 kB/s,3.70 GB/s,2.38 GB/s,0 kB/s,14.4 kB/s,3.70 GB/s,0 kB/s,2.38 GB/s
2023-04-16 01:02:40,2.74 GB/s,0 kB/s,5.60 kB/s,1.74 GB/s,0 kB/s,2.75 GB/s,1.74 GB/s,0 kB/s,5.40 kB/s,2.75 GB/s,0 kB/s,1.74 GB/s
2023-04-16 01:02:50,4.30 GB/s,0 kB/s,5.60 kB/s,2.70 GB/s,0 kB/s,4.31 GB/s,2.70 GB/s,0 kB/s,5.40 kB/s,4.31 GB/s,0 kB/s,2.70 GB/s
2023-04-16 01:03:00,4.59 GB/s,0 kB/s,0 kB/s,2.96 GB/s,0 kB/s,4.60 GB/s,2.96 GB/s,0 kB/s,0 kB/s,4.60 GB/s,0 kB/s,2.96 GB/s
2023-04-16 01:03:10,4.10 GB/s,0 kB/s,18 kB/s,2.73 GB/s,0 kB/s,4.11 GB/s,2.73 GB/s,0 kB/s,18.8 kB/s,4.11 GB/s,0 kB/s,2.73 GB/s
2023-04-16 01:03:20,2.75 GB/s,0 kB/s,5.60 kB/s,1.60 GB/s,0 kB/s,2.76 GB/s,1.60 GB/s,0 kB/s,5.40 kB/s,2.77 GB/s,0 kB/s,1.60 GB/s
2023-04-16 01:03:30,2.20 GB/s,0 kB/s,0 kB/s,1.43 GB/s,0 kB/s,2.21 GB/s,1.43 GB/s,0 kB/s,0 kB/s,2.21 GB/s,0 kB/s,1.43 GB/s
2023-04-16 01:03:40,2.81 GB/s,0 kB/s,5.80 kB/s,1.86 GB/s,0 kB/s,2.83 GB/s,1.86 GB/s,0 kB/s,5.40 kB/s,2.83 GB/s,0 kB/s,1.86 GB/s
2023-04-16 01:03:50,3.94 GB/s,0 kB/s,56.5 kB/s,2.50 GB/s,0 kB/s,3.95 GB/s,2.50 GB/s,0 kB/s,289 kB/s,3.95 GB/s,0 kB/s,2.50 GB/s
2023-04-16 01:04:00,1.86 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,1.87 GB/s,1.24 GB/s,0 kB/s,0 kB/s,1.87 GB/s,0 kB/s,1.24 GB/s
2023-04-16 01:04:10,1.83 GB/s,0 kB/s,0 kB/s,1.30 GB/s,0 kB/s,1.85 GB/s,1.30 GB/s,0 kB/s,0 kB/s,1.85 GB/s,0 kB/s,1.30 GB/s
2023-04-16 01:04:20,1.94 GB/s,0 kB/s,7.40 kB/s,1.25 GB/s,0 kB/s,1.95 GB/s,1.25 GB/s,0 kB/s,10.2 kB/s,1.95 GB/s,0 kB/s,1.25 GB/s
2023-04-16 01:04:30,2.50 GB/s,0 kB/s,16.8 kB/s,1.58 GB/s,0 kB/s,2.51 GB/s,1.58 GB/s,0 kB/s,10.8 kB/s,2.51 GB/s,0 kB/s,1.58 GB/s
2023-04-16 01:04:40,4.03 GB/s,0 kB/s,5.60 kB/s,2.53 GB/s,0 kB/s,4.04 GB/s,2.53 GB/s,0 kB/s,0 kB/s,4.04 GB/s,0 kB/s,2.53 GB/s
2023-04-16 01:04:50,2.60 GB/s,0 kB/s,11.4 kB/s,1.67 GB/s,0 kB/s,2.61 GB/s,1.67 GB/s,0 kB/s,10.8 kB/s,2.61 GB/s,0 kB/s,1.67 GB/s
2023-04-16 01:05:00,2.83 GB/s,0 kB/s,23 kB/s,1.81 GB/s,0 kB/s,2.84 GB/s,1.81 GB/s,0 kB/s,15 kB/s,2.85 GB/s,0 kB/s,1.81 GB/s
2023-04-16 01:05:10,3.54 GB/s,0 kB/s,5.60 kB/s,2.22 GB/s,0 kB/s,3.55 GB/s,2.22 GB/s,0 kB/s,5.40 kB/s,3.55 GB/s,0 kB/s,2.22 GB/s
2023-04-16 01:05:20,2.51 GB/s,0 kB/s,5.80 kB/s,1.85 GB/s,0 kB/s,2.51 GB/s,1.85 GB/s,0 kB/s,5.40 kB/s,2.51 GB/s,0 kB/s,1.85 GB/s
2023-04-16 01:05:30,3.96 GB/s,0 kB/s,0 kB/s,2.22 GB/s,0 kB/s,3.97 GB/s,2.22 GB/s,0 kB/s,0 kB/s,3.97 GB/s,0 kB/s,2.22 GB/s
2023-04-16 01:05:40,4.93 GB/s,0 kB/s,0 kB/s,3.08 GB/s,0 kB/s,4.94 GB/s,3.08 GB/s,0 kB/s,0 kB/s,4.94 GB/s,0 kB/s,3.08 GB/s
2023-04-16 01:05:50,4.07 GB/s,0 kB/s,63.9 kB/s,2.57 GB/s,0 kB/s,4.08 GB/s,2.57 GB/s,0 kB/s,299 kB/s,4.08 GB/s,0 kB/s,2.57 GB/s
2023-04-16 01:06:00,3.90 GB/s,0 kB/s,0 kB/s,2.75 GB/s,0 kB/s,3.91 GB/s,2.75 GB/s,0 kB/s,0 kB/s,3.91 GB/s,0 kB/s,2.75 GB/s
2023-04-16 01:06:10,4.15 GB/s,0 kB/s,5.60 kB/s,2.43 GB/s,0 kB/s,4.16 GB/s,2.43 GB/s,0 kB/s,4.80 kB/s,4.16 GB/s,0 kB/s,2.43 GB/s
2023-04-16 01:06:20,3.03 GB/s,0 kB/s,0 kB/s,1.90 GB/s,0 kB/s,3.04 GB/s,1.90 GB/s,0 kB/s,0 kB/s,3.04 GB/s,0 kB/s,1.90 GB/s
2023-04-16 01:06:30,4.14 GB/s,0 kB/s,11.2 kB/s,2.62 GB/s,0 kB/s,4.15 GB/s,2.62 GB/s,0 kB/s,5.40 kB/s,4.15 GB/s,0 kB/s,2.62 GB/s
2023-04-16 01:06:40,3.44 GB/s,0 kB/s,17.2 kB/s,2.24 GB/s,0 kB/s,3.46 GB/s,2.24 GB/s,0 kB/s,9.60 kB/s,3.46 GB/s,0 kB/s,2.24 GB/s
2023-04-16 01:06:50,5.27 GB/s,0 kB/s,7.40 kB/s,3.35 GB/s,0 kB/s,5.28 GB/s,3.35 GB/s,0 kB/s,5.40 kB/s,5.28 GB/s,0 kB/s,3.35 GB/s
2023-04-16 01:07:00,4.04 GB/s,0 kB/s,5.60 kB/s,2.58 GB/s,0 kB/s,4.06 GB/s,2.58 GB/s,0 kB/s,5.40 kB/s,4.06 GB/s,0 kB/s,2.58 GB/s
2023-04-16 01:07:10,4.92 GB/s,0 kB/s,33.8 kB/s,3.19 GB/s,0 kB/s,4.93 GB/s,3.19 GB/s,0 kB/s,21.6 kB/s,4.93 GB/s,0 kB/s,3.19 GB/s
2023-04-16 01:07:20,2.64 GB/s,0 kB/s,5.60 kB/s,1.65 GB/s,0 kB/s,2.65 GB/s,1.65 GB/s,0 kB/s,5.40 kB/s,2.65 GB/s,0 kB/s,1.65 GB/s
2023-04-16 01:07:30,3.25 GB/s,0 kB/s,11.8 kB/s,2.04 GB/s,0 kB/s,3.26 GB/s,2.04 GB/s,0 kB/s,9.60 kB/s,3.26 GB/s,0 kB/s,2.04 GB/s
2023-04-16 01:07:40,7.22 GB/s,0 kB/s,11.2 kB/s,4.55 GB/s,0 kB/s,7.24 GB/s,4.55 GB/s,0 kB/s,5.40 kB/s,7.24 GB/s,0 kB/s,4.55 GB/s
2023-04-16 01:07:50,5.14 GB/s,0 kB/s,62.1 kB/s,3.27 GB/s,0 kB/s,5.16 GB/s,3.27 GB/s,0 kB/s,297 kB/s,5.16 GB/s,0 kB/s,3.27 GB/s
2023-04-16 01:08:00,3.72 GB/s,0 kB/s,0 kB/s,2.92 GB/s,0 kB/s,3.73 GB/s,2.92 GB/s,0 kB/s,0 kB/s,3.73 GB/s,0 kB/s,2.92 GB/s
2023-04-16 01:08:10,1.93 GB/s,0 kB/s,0 kB/s,1.42 GB/s,0 kB/s,1.95 GB/s,1.42 GB/s,0 kB/s,0 kB/s,1.95 GB/s,0 kB/s,1.42 GB/s
2023-04-16 01:08:20,3.55 GB/s,0 kB/s,23.7 kB/s,2.88 GB/s,0 kB/s,3.57 GB/s,2.88 GB/s,0 kB/s,9.60 kB/s,3.57 GB/s,0 kB/s,2.88 GB/s
2023-04-16 01:08:30,1.89 GB/s,0 kB/s,0 kB/s,2.47 GB/s,0 kB/s,1.90 GB/s,2.47 GB/s,0 kB/s,0 kB/s,1.90 GB/s,0 kB/s,2.47 GB/s
2023-04-16 01:08:40,2.60 GB/s,0 kB/s,9.80 kB/s,2.20 GB/s,0 kB/s,2.62 GB/s,2.20 GB/s,0 kB/s,9.80 kB/s,2.63 GB/s,0 kB/s,2.20 GB/s
2023-04-16 01:08:50,2.28 GB/s,0 kB/s,0 kB/s,1.94 GB/s,0 kB/s,2.30 GB/s,1.94 GB/s,0 kB/s,0 kB/s,2.30 GB/s,0 kB/s,1.94 GB/s
2023-04-16 01:09:00,3.64 GB/s,0 kB/s,0 kB/s,2.74 GB/s,0 kB/s,3.67 GB/s,2.74 GB/s,0 kB/s,0 kB/s,3.67 GB/s,0 kB/s,2.74 GB/s
2023-04-16 01:09:10,888 MB/s,0 kB/s,0 kB/s,1.57 GB/s,0 kB/s,902 MB/s,1.57 GB/s,0 kB/s,0 kB/s,903 MB/s,0 kB/s,1.57 GB/s
2023-04-16 01:09:20,4.22 GB/s,0 kB/s,17.2 kB/s,3.31 GB/s,0 kB/s,4.24 GB/s,3.31 GB/s,0 kB/s,9.60 kB/s,4.24 GB/s,0 kB/s,3.31 GB/s
2023-04-16 01:09:30,1.35 GB/s,0 kB/s,13.8 kB/s,830 MB/s,0 kB/s,1.36 GB/s,830 MB/s,0 kB/s,16.4 kB/s,1.36 GB/s,0 kB/s,830 MB/s
2023-04-16 01:09:40,572 MB/s,0 kB/s,11.2 kB/s,385 MB/s,0 kB/s,576 MB/s,385 MB/s,0 kB/s,5.40 kB/s,577 MB/s,0 kB/s,385 MB/s
2023-04-16 01:09:50,1.04 GB/s,0 kB/s,68.1 kB/s,663 MB/s,0 kB/s,1.05 GB/s,663 MB/s,0 kB/s,301 kB/s,1.05 GB/s,0 kB/s,663 MB/s
2023-04-16 01:10:00,438 MB/s,0 kB/s,5.60 kB/s,269 MB/s,0 kB/s,438 MB/s,269 MB/s,0 kB/s,5.40 kB/s,439 MB/s,0 kB/s,269 MB/s
2023-04-16 01:10:10,1.39 GB/s,0 kB/s,22.4 kB/s,855 MB/s,0 kB/s,1.39 GB/s,855 MB/s,0 kB/s,10.8 kB/s,1.39 GB/s,0 kB/s,855 MB/s
2023-04-16 01:10:20,578 MB/s,0 kB/s,11.6 kB/s,413 MB/s,0 kB/s,583 MB/s,413 MB/s,0 kB/s,9.60 kB/s,584 MB/s,0 kB/s,413 MB/s
2023-04-16 01:10:30,1.16 GB/s,0 kB/s,0 kB/s,715 MB/s,0 kB/s,1.16 GB/s,715 MB/s,0 kB/s,0 kB/s,1.16 GB/s,0 kB/s,715 MB/s
2023-04-16 01:10:40,1.06 GB/s,0 kB/s,11.2 kB/s,667 MB/s,0 kB/s,1.07 GB/s,667 MB/s,0 kB/s,5.40 kB/s,1.07 GB/s,0 kB/s,667 MB/s
2023-04-16 01:10:50,507 MB/s,0 kB/s,0 kB/s,319 MB/s,0 kB/s,509 MB/s,319 MB/s,0 kB/s,0 kB/s,510 MB/s,0 kB/s,319 MB/s
2023-04-16 01:11:00,138 MB/s,0 kB/s,17.2 kB/s,125 MB/s,0 kB/s,142 MB/s,125 MB/s,0 kB/s,15 kB/s,143 MB/s,0 kB/s,125 MB/s
2023-04-16 01:11:10,123 MB/s,0 kB/s,17.2 kB/s,111 MB/s,0 kB/s,127 MB/s,111 MB/s,0 kB/s,16.2 kB/s,128 MB/s,0 kB/s,111 MB/s
2023-04-16 01:11:20,1.16 GB/s,0 kB/s,5.80 kB/s,992 MB/s,0 kB/s,1.16 GB/s,992 MB/s,0 kB/s,5.40 kB/s,1.17 GB/s,0 kB/s,992 MB/s
2023-04-16 01:11:30,960 MB/s,0 kB/s,45.2 kB/s,319 MB/s,0 kB/s,960 MB/s,319 MB/s,0 kB/s,27.8 kB/s,961 MB/s,0 kB/s,319 MB/s
2023-04-16 01:11:40,625 MB/s,0 kB/s,11.2 kB/s,413 MB/s,0 kB/s,629 MB/s,413 MB/s,0 kB/s,5.40 kB/s,630 MB/s,0 kB/s,413 MB/s
2023-04-16 01:11:50,481 MB/s,0 kB/s,62.1 kB/s,302 MB/s,0 kB/s,482 MB/s,302 MB/s,0 kB/s,305 kB/s,483 MB/s,0 kB/s,302 MB/s
2023-04-16 01:12:00,1.48 GB/s,0 kB/s,0 kB/s,915 MB/s,0 kB/s,1.48 GB/s,915 MB/s,0 kB/s,0 kB/s,1.48 GB/s,0 kB/s,915 MB/s
2023-04-16 01:12:10,1.55 GB/s,0 kB/s,16.8 kB/s,960 MB/s,0 kB/s,1.55 GB/s,960 MB/s,0 kB/s,10.8 kB/s,1.55 GB/s,0 kB/s,960 MB/s
2023-04-16 01:12:20,1.45 GB/s,0 kB/s,6.00 kB/s,884 MB/s,0 kB/s,1.45 GB/s,884 MB/s,0 kB/s,4.20 kB/s,1.45 GB/s,0 kB/s,884 MB/s
2023-04-16 01:12:30,986 MB/s,0 kB/s,0 kB/s,627 MB/s,0 kB/s,988 MB/s,627 MB/s,0 kB/s,0 kB/s,989 MB/s,0 kB/s,627 MB/s
2023-04-16 01:12:40,85.5 MB/s,0 kB/s,11.2 kB/s,70.9 MB/s,0 kB/s,88.2 MB/s,70.8 MB/s,0 kB/s,5.40 kB/s,89.1 MB/s,0 kB/s,70.8 MB/s
2023-04-16 01:12:50,959 MB/s,0 kB/s,31.1 kB/s,586 MB/s,0 kB/s,959 MB/s,586 MB/s,0 kB/s,26.1 kB/s,960 MB/s,0 kB/s,586 MB/s
2023-04-16 01:13:00,3.10 GB/s,0 kB/s,5.60 kB/s,1.96 GB/s,0 kB/s,3.11 GB/s,1.96 GB/s,0 kB/s,5.40 kB/s,3.11 GB/s,0 kB/s,1.96 GB/s
2023-04-16 01:13:10,2.39 GB/s,0 kB/s,19.0 kB/s,2.20 GB/s,0 kB/s,2.41 GB/s,2.20 GB/s,0 kB/s,16.2 kB/s,2.41 GB/s,0 kB/s,2.20 GB/s
2023-04-16 01:13:20,844 MB/s,0 kB/s,11.2 kB/s,1.65 GB/s,0 kB/s,859 MB/s,1.65 GB/s,0 kB/s,5.40 kB/s,860 MB/s,0 kB/s,1.65 GB/s
2023-04-16 01:13:30,4.59 GB/s,0 kB/s,17 kB/s,3.85 GB/s,0 kB/s,4.60 GB/s,3.85 GB/s,0 kB/s,16.2 kB/s,4.60 GB/s,0 kB/s,3.85 GB/s
2023-04-16 01:13:40,5.25 GB/s,0 kB/s,14 kB/s,3.53 GB/s,0 kB/s,5.27 GB/s,3.53 GB/s,0 kB/s,16.4 kB/s,5.27 GB/s,0 kB/s,3.53 GB/s
2023-04-16 01:13:50,2.43 GB/s,0 kB/s,73.9 kB/s,3.00 GB/s,0 kB/s,2.45 GB/s,3.00 GB/s,0 kB/s,305 kB/s,2.45 GB/s,0 kB/s,3.00 GB/s
2023-04-16 01:14:00,2.81 GB/s,0 kB/s,6.60 kB/s,3.06 GB/s,0 kB/s,2.83 GB/s,3.06 GB/s,0 kB/s,5.40 kB/s,2.83 GB/s,0 kB/s,3.06 GB/s
2023-04-16 01:14:10,1.60 GB/s,0 kB/s,52.7 kB/s,1.25 GB/s,0 kB/s,1.62 GB/s,1.25 GB/s,0 kB/s,43.3 kB/s,1.62 GB/s,0 kB/s,1.25 GB/s
2023-04-16 01:14:20,1.72 GB/s,0 kB/s,0 kB/s,2.10 GB/s,0 kB/s,1.74 GB/s,2.10 GB/s,0 kB/s,0 kB/s,1.74 GB/s,0 kB/s,2.10 GB/s
2023-04-16 01:14:30,442 MB/s,0 kB/s,11.6 kB/s,3.13 GB/s,0 kB/s,458 MB/s,3.13 GB/s,0 kB/s,10.8 kB/s,459 MB/s,0 kB/s,3.13 GB/s
2023-04-16 01:14:40,426 MB/s,0 kB/s,58.8 kB/s,1.36 GB/s,0 kB/s,441 MB/s,1.36 GB/s,0 kB/s,47.4 kB/s,441 MB/s,0 kB/s,1.36 GB/s
2023-04-16 01:14:50,3.27 GB/s,0 kB/s,14.2 kB/s,2.63 GB/s,0 kB/s,3.29 GB/s,2.63 GB/s,0 kB/s,15.2 kB/s,3.29 GB/s,0 kB/s,2.63 GB/s
2023-04-16 01:15:00,5.37 GB/s,0 kB/s,0 kB/s,3.48 GB/s,0 kB/s,5.39 GB/s,3.48 GB/s,0 kB/s,0 kB/s,5.39 GB/s,0 kB/s,3.48 GB/s
2023-04-16 01:15:10,432 MB/s,0 kB/s,0 kB/s,462 MB/s,0 kB/s,446 MB/s,462 MB/s,0 kB/s,0 kB/s,447 MB/s,0 kB/s,462 MB/s
2023-04-16 01:15:20,789 MB/s,0 kB/s,5.80 kB/s,1.82 GB/s,0 kB/s,802 MB/s,1.82 GB/s,0 kB/s,5.40 kB/s,803 MB/s,0 kB/s,1.82 GB/s
2023-04-16 01:15:30,2.95 GB/s,0 kB/s,0 kB/s,2.84 GB/s,0 kB/s,2.96 GB/s,2.84 GB/s,0 kB/s,0 kB/s,2.96 GB/s,0 kB/s,2.84 GB/s
2023-04-16 01:15:40,2.92 GB/s,0 kB/s,12 kB/s,1.86 GB/s,0 kB/s,2.93 GB/s,1.86 GB/s,0 kB/s,10.8 kB/s,2.93 GB/s,0 kB/s,1.86 GB/s
2023-04-16 01:15:50,4.63 GB/s,0 kB/s,68.3 kB/s,2.95 GB/s,0 kB/s,4.64 GB/s,2.95 GB/s,0 kB/s,301 kB/s,4.64 GB/s,0 kB/s,2.95 GB/s
2023-04-16 01:16:00,2.43 GB/s,0 kB/s,0 kB/s,1.59 GB/s,0 kB/s,2.44 GB/s,1.59 GB/s,0 kB/s,0 kB/s,2.44 GB/s,0 kB/s,1.59 GB/s
2023-04-16 01:16:10,4.15 GB/s,0 kB/s,9 kB/s,2.62 GB/s,0 kB/s,4.16 GB/s,2.62 GB/s,0 kB/s,9 kB/s,4.17 GB/s,0 kB/s,2.62 GB/s
2023-04-16 01:16:20,3.90 GB/s,0 kB/s,0 kB/s,2.49 GB/s,0 kB/s,3.92 GB/s,2.49 GB/s,0 kB/s,0 kB/s,3.92 GB/s,0 kB/s,2.49 GB/s
2023-04-16 01:16:30,2.04 GB/s,0 kB/s,22.4 kB/s,1.43 GB/s,0 kB/s,2.06 GB/s,1.43 GB/s,0 kB/s,18.2 kB/s,2.06 GB/s,0 kB/s,1.43 GB/s
2023-04-16 01:16:40,3.81 GB/s,0 kB/s,0 kB/s,2.39 GB/s,0 kB/s,3.82 GB/s,2.39 GB/s,0 kB/s,0 kB/s,3.82 GB/s,0 kB/s,2.39 GB/s
2023-04-16 01:16:50,3.61 GB/s,0 kB/s,0 kB/s,2.24 GB/s,0 kB/s,3.61 GB/s,2.24 GB/s,0 kB/s,0 kB/s,3.61 GB/s,0 kB/s,2.24 GB/s
2023-04-16 01:17:00,5.34 GB/s,0 kB/s,17.2 kB/s,3.27 GB/s,0 kB/s,5.34 GB/s,3.27 GB/s,0 kB/s,9.60 kB/s,5.35 GB/s,0 kB/s,3.27 GB/s
2023-04-16 01:17:10,2.28 GB/s,0 kB/s,7.40 kB/s,1.52 GB/s,0 kB/s,2.29 GB/s,1.52 GB/s,0 kB/s,5.40 kB/s,2.29 GB/s,0 kB/s,1.52 GB/s
2023-04-16 01:17:20,4.19 GB/s,0 kB/s,5.80 kB/s,2.64 GB/s,0 kB/s,4.20 GB/s,2.64 GB/s,0 kB/s,5.40 kB/s,4.20 GB/s,0 kB/s,2.64 GB/s
2023-04-16 01:17:30,475 MB/s,0 kB/s,16.8 kB/s,302 MB/s,0 kB/s,476 MB/s,302 MB/s,0 kB/s,10.8 kB/s,477 MB/s,0 kB/s,302 MB/s
2023-04-16 01:17:40,466 MB/s,0 kB/s,0 kB/s,287 MB/s,0 kB/s,466 MB/s,287 MB/s,0 kB/s,0 kB/s,467 MB/s,0 kB/s,287 MB/s
2023-04-16 01:17:50,93.6 MB/s,0 kB/s,56.5 kB/s,85.0 MB/s,0 kB/s,96.7 MB/s,85.0 MB/s,0 kB/s,294 kB/s,97.6 MB/s,0 kB/s,85.0 MB/s
2023-04-16 01:18:00,546 MB/s,0 kB/s,0 kB/s,335 MB/s,0 kB/s,547 MB/s,335 MB/s,0 kB/s,0 kB/s,548 MB/s,0 kB/s,335 MB/s
2023-04-16 01:18:10,476 MB/s,0 kB/s,5.60 kB/s,298 MB/s,0 kB/s,477 MB/s,298 MB/s,0 kB/s,5.40 kB/s,478 MB/s,0 kB/s,298 MB/s
2023-04-16 01:18:20,568 MB/s,0 kB/s,0 kB/s,354 MB/s,0 kB/s,569 MB/s,354 MB/s,0 kB/s,0 kB/s,570 MB/s,0 kB/s,354 MB/s
2023-04-16 01:18:30,95.8 MB/s,0 kB/s,16.8 kB/s,88.6 MB/s,0 kB/s,99.0 MB/s,88.5 MB/s,0 kB/s,16.2 kB/s,100.0 MB/s,0 kB/s,88.5 MB/s
2023-04-16 01:18:40,520 MB/s,0 kB/s,11.4 kB/s,345 MB/s,0 kB/s,523 MB/s,345 MB/s,0 kB/s,10.8 kB/s,524 MB/s,0 kB/s,345 MB/s
2023-04-16 01:18:50,622 MB/s,0 kB/s,6 kB/s,404 MB/s,0 kB/s,625 MB/s,404 MB/s,0 kB/s,4.20 kB/s,626 MB/s,0 kB/s,404 MB/s
2023-04-16 01:19:00,944 MB/s,0 kB/s,12.2 kB/s,599 MB/s,0 kB/s,946 MB/s,599 MB/s,0 kB/s,10.8 kB/s,947 MB/s,0 kB/s,599 MB/s
2023-04-16 01:19:10,125 MB/s,0 kB/s,0 kB/s,114 MB/s,0 kB/s,129 MB/s,114 MB/s,0 kB/s,0 kB/s,130 MB/s,0 kB/s,114 MB/s
2023-04-16 01:19:20,47.4 MB/s,0 kB/s,0 kB/s,64.2 MB/s,0 kB/s,49.5 MB/s,64.1 MB/s,0 kB/s,0 kB/s,50.5 MB/s,0 kB/s,64.1 MB/s
2023-04-16 01:19:30,621 MB/s,0 kB/s,0 kB/s,405 MB/s,0 kB/s,625 MB/s,405 MB/s,0 kB/s,0 kB/s,626 MB/s,0 kB/s,405 MB/s
2023-04-16 01:19:40,466 MB/s,0 kB/s,38.8 kB/s,288 MB/s,0 kB/s,467 MB/s,288 MB/s,0 kB/s,33.6 kB/s,468 MB/s,0 kB/s,288 MB/s
2023-04-16 01:19:50,112 MB/s,0 kB/s,13.0 MB/s,101 MB/s,64.4 kB/s,116 MB/s,101 MB/s,0 kB/s,529 kB/s,116 MB/s,64.4 kB/s,101 MB/s
2023-04-16 01:20:00,20.1 MB/s,0 kB/s,6.60 kB/s,16.7 MB/s,0 kB/s,20.6 MB/s,16.7 MB/s,0 kB/s,5.40 kB/s,21.6 MB/s,0 kB/s,16.7 MB/s
2023-04-16 01:20:10,555 MB/s,0 kB/s,7 kB/s,356 MB/s,0 kB/s,557 MB/s,355 MB/s,0 kB/s,0 kB/s,558 MB/s,0 kB/s,355 MB/s
2023-04-16 01:20:20,476 MB/s,0 kB/s,5.60 kB/s,323 MB/s,0 kB/s,478 MB/s,323 MB/s,0 kB/s,5 kB/s,479 MB/s,0 kB/s,323 MB/s
2023-04-16 01:20:30,118 MB/s,0 kB/s,0 kB/s,90.2 MB/s,0 kB/s,122 MB/s,90.1 MB/s,0 kB/s,0 kB/s,123 MB/s,0 kB/s,90.1 MB/s
2023-04-16 01:20:40,133 MB/s,0 kB/s,22.4 kB/s,136 MB/s,0 kB/s,137 MB/s,136 MB/s,0 kB/s,20.4 kB/s,138 MB/s,0 kB/s,136 MB/s
2023-04-16 01:20:50,1.07 GB/s,0 kB/s,23 kB/s,685 MB/s,0 kB/s,1.07 GB/s,684 MB/s,0 kB/s,15 kB/s,1.08 GB/s,0 kB/s,684 MB/s
2023-04-16 01:21:00,635 MB/s,0 kB/s,17.2 kB/s,400 MB/s,0 kB/s,639 MB/s,400 MB/s,0 kB/s,16.2 kB/s,639 MB/s,0 kB/s,400 MB/s
2023-04-16 01:21:10,1.00 GB/s,0 kB/s,0 kB/s,628 MB/s,0 kB/s,1.01 GB/s,628 MB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,628 MB/s
2023-04-16 01:21:20,610 MB/s,0 kB/s,5.60 kB/s,412 MB/s,0 kB/s,613 MB/s,412 MB/s,0 kB/s,5.40 kB/s,614 MB/s,0 kB/s,412 MB/s
2023-04-16 01:21:30,285 MB/s,0 kB/s,11.2 kB/s,254 MB/s,0 kB/s,294 MB/s,254 MB/s,0 kB/s,10 kB/s,295 MB/s,0 kB/s,254 MB/s
2023-04-16 01:21:40,1.13 GB/s,0 kB/s,11.6 kB/s,699 MB/s,0 kB/s,1.14 GB/s,699 MB/s,0 kB/s,9.20 kB/s,1.14 GB/s,0 kB/s,699 MB/s
2023-04-16 01:21:50,523 MB/s,0 kB/s,62.3 kB/s,608 MB/s,0 kB/s,525 MB/s,607 MB/s,0 kB/s,290 kB/s,526 MB/s,0 kB/s,607 MB/s
2023-04-16 01:22:00,997 MB/s,0 kB/s,5.80 kB/s,352 MB/s,0 kB/s,999 MB/s,352 MB/s,0 kB/s,5.40 kB/s,1.00 GB/s,0 kB/s,352 MB/s
2023-04-16 01:22:10,181 MB/s,0 kB/s,5.60 kB/s,163 MB/s,0 kB/s,187 MB/s,163 MB/s,0 kB/s,5.40 kB/s,188 MB/s,0 kB/s,163 MB/s
2023-04-16 01:22:20,1.00 GB/s,0 kB/s,0 kB/s,645 MB/s,0 kB/s,1.01 GB/s,645 MB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,645 MB/s
2023-04-16 01:22:30,1.47 GB/s,0 kB/s,16.8 kB/s,962 MB/s,0 kB/s,1.48 GB/s,962 MB/s,0 kB/s,10 kB/s,1.48 GB/s,0 kB/s,962 MB/s
2023-04-16 01:22:40,668 MB/s,0 kB/s,28.2 kB/s,430 MB/s,0 kB/s,672 MB/s,430 MB/s,0 kB/s,21.2 kB/s,673 MB/s,0 kB/s,430 MB/s
2023-04-16 01:22:50,1.01 GB/s,0 kB/s,6 kB/s,656 MB/s,0 kB/s,1.01 GB/s,656 MB/s,0 kB/s,4.20 kB/s,1.01 GB/s,0 kB/s,656 MB/s
2023-04-16 01:23:00,1.26 GB/s,0 kB/s,6 kB/s,840 MB/s,0 kB/s,1.27 GB/s,840 MB/s,0 kB/s,4.20 kB/s,1.27 GB/s,0 kB/s,840 MB/s
2023-04-16 01:23:10,700 MB/s,0 kB/s,0 kB/s,512 MB/s,0 kB/s,707 MB/s,512 MB/s,0 kB/s,0 kB/s,708 MB/s,0 kB/s,512 MB/s
2023-04-16 01:23:20,1.26 GB/s,0 kB/s,0 kB/s,853 MB/s,0 kB/s,1.27 GB/s,853 MB/s,0 kB/s,0 kB/s,1.27 GB/s,0 kB/s,853 MB/s
