"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","TimeToFail"
"2023-04-16 01:09:40","1681582180000","0%","0%","0%","1.00%","0.700%","1.60%","2.80%","377 MiB","31.1 MiB","405 MiB","157 MiB","572 MB/s","0 kB/s","11.2 kB/s","385 MB/s","0 kB/s","576 MB/s","385 MB/s","0 kB/s","5.40 kB/s","577 MB/s","0 kB/s","385 MB/s","201767"
"2023-04-16 01:09:50","1681582190000","0%","0%","0%","0.900%","0.300%","1.30%","3.40%","377 MiB","31.1 MiB","405 MiB","157 MiB","1.04 GB/s","0 kB/s","68.1 kB/s","663 MB/s","0 kB/s","1.05 GB/s","663 MB/s","0 kB/s","301 kB/s","1.05 GB/s","0 kB/s","663 MB/s","191767"
"2023-04-16 01:10:00","1681582200000","0%","0%","0%","0.100%","0%","0.400%","1.00%","377 MiB","31.1 MiB","405 MiB","157 MiB","438 MB/s","0 kB/s","5.60 kB/s","269 MB/s","0 kB/s","438 MB/s","269 MB/s","0 kB/s","5.40 kB/s","439 MB/s","0 kB/s","269 MB/s","181767"
"2023-04-16 01:10:10","1681582210000","0%","0%","0%","0.300%","0.500%","0.300%","4.00%","377 MiB","31.1 MiB","405 MiB","157 MiB","1.39 GB/s","0 kB/s","22.4 kB/s","855 MB/s","0 kB/s","1.39 GB/s","855 MB/s","0 kB/s","10.8 kB/s","1.39 GB/s","0 kB/s","855 MB/s","171767"
"2023-04-16 01:10:20","1681582220000","0%","0%","0%","2.40%","1.60%","2.40%","4.10%","377 MiB","31.1 MiB","405 MiB","157 MiB","578 MB/s","0 kB/s","11.6 kB/s","413 MB/s","0 kB/s","583 MB/s","413 MB/s","0 kB/s","9.60 kB/s","584 MB/s","0 kB/s","413 MB/s","161767"
"2023-04-16 01:10:30","1681582230000","0%","0%","0%","1.30%","0.500%","1.70%","4.20%","377 MiB","31.1 MiB","405 MiB","157 MiB","1.16 GB/s","0 kB/s","0 kB/s","715 MB/s","0 kB/s","1.16 GB/s","715 MB/s","0 kB/s","0 kB/s","1.16 GB/s","0 kB/s","715 MB/s","151767"
"2023-04-16 01:10:40","1681582240000","0%","0%","0%","0.900%","0.400%","0.900%","3.60%","377 MiB","31.1 MiB","405 MiB","157 MiB","1.06 GB/s","0 kB/s","11.2 kB/s","667 MB/s","0 kB/s","1.07 GB/s","667 MB/s","0 kB/s","5.40 kB/s","1.07 GB/s","0 kB/s","667 MB/s","141767"
"2023-04-16 01:10:50","1681582250000","0%","0%","0%","0.200%","0.200%","0.500%","1.90%","377 MiB","31.1 MiB","405 MiB","157 MiB","507 MB/s","0 kB/s","0 kB/s","319 MB/s","0 kB/s","509 MB/s","319 MB/s","0 kB/s","0 kB/s","510 MB/s","0 kB/s","319 MB/s","131767"
"2023-04-16 01:11:00","1681582260000","0%","0%","0%","1.20%","0.800%","2.00%","2.00%","377 MiB","31.1 MiB","405 MiB","157 MiB","138 MB/s","0 kB/s","17.2 kB/s","125 MB/s","0 kB/s","142 MB/s","125 MB/s","0 kB/s","15 kB/s","143 MB/s","0 kB/s","125 MB/s","121767"
"2023-04-16 01:11:10","1681582270000","0%","0%","0%","1.10%","1.000%","1.50%","1.90%","375 MiB","31.1 MiB","405 MiB","159 MiB","123 MB/s","0 kB/s","17.2 kB/s","111 MB/s","0 kB/s","127 MB/s","111 MB/s","0 kB/s","16.2 kB/s","128 MB/s","0 kB/s","111 MB/s","111767"
"2023-04-16 01:11:20","1681582280000","0%","0%","0%","0.900%","0.400%","1.20%","4.50%","375 MiB","31.1 MiB","405 MiB","159 MiB","1.16 GB/s","0 kB/s","5.80 kB/s","992 MB/s","0 kB/s","1.16 GB/s","992 MB/s","0 kB/s","5.40 kB/s","1.17 GB/s","0 kB/s","992 MB/s","101767"
"2023-04-16 01:11:30","1681582290000","0%","0%","0%","0.1000%","0%","0.300%","1.30%","375 MiB","31.1 MiB","405 MiB","159 MiB","960 MB/s","0 kB/s","45.2 kB/s","319 MB/s","0 kB/s","960 MB/s","319 MB/s","0 kB/s","27.8 kB/s","961 MB/s","0 kB/s","319 MB/s","91767"
"2023-04-16 01:11:40","1681582300000","0%","0%","0%","1.20%","1.00%","1.80%","3.60%","375 MiB","31.1 MiB","405 MiB","159 MiB","625 MB/s","0 kB/s","11.2 kB/s","413 MB/s","0 kB/s","629 MB/s","413 MB/s","0 kB/s","5.40 kB/s","630 MB/s","0 kB/s","413 MB/s","81767"
"2023-04-16 01:11:50","1681582310000","0%","0%","0%","0.300%","0.100%","0.700%","2.00%","375 MiB","31.1 MiB","405 MiB","159 MiB","481 MB/s","0 kB/s","62.1 kB/s","302 MB/s","0 kB/s","482 MB/s","302 MB/s","0 kB/s","305 kB/s","483 MB/s","0 kB/s","302 MB/s","71767"
"2023-04-16 01:12:00","1681582320000","0%","0%","0%","0.500%","0.300%","0.700%","4.00%","375 MiB","31.1 MiB","405 MiB","159 MiB","1.48 GB/s","0 kB/s","0 kB/s","915 MB/s","0 kB/s","1.48 GB/s","915 MB/s","0 kB/s","0 kB/s","1.48 GB/s","0 kB/s","915 MB/s","61767"
"2023-04-16 01:12:10","1681582330000","0%","0%","0%","1.20%","0.300%","0.800%","4.30%","375 MiB","31.1 MiB","405 MiB","159 MiB","1.55 GB/s","0 kB/s","16.8 kB/s","960 MB/s","0 kB/s","1.55 GB/s","960 MB/s","0 kB/s","10.8 kB/s","1.55 GB/s","0 kB/s","960 MB/s","51767"
"2023-04-16 01:12:20","1681582340000","0%","0%","0%","0.1000%","0%","0.1000%","3.40%","375 MiB","31.1 MiB","405 MiB","159 MiB","1.45 GB/s","0 kB/s","6.00 kB/s","884 MB/s","0 kB/s","1.45 GB/s","884 MB/s","0 kB/s","4.20 kB/s","1.45 GB/s","0 kB/s","884 MB/s","41767"
"2023-04-16 01:12:30","1681582350000","0%","0%","0%","0.900%","0.400%","1.30%","2.90%","375 MiB","31.1 MiB","405 MiB","159 MiB","986 MB/s","0 kB/s","0 kB/s","627 MB/s","0 kB/s","988 MB/s","627 MB/s","0 kB/s","0 kB/s","989 MB/s","0 kB/s","627 MB/s","31767"
"2023-04-16 01:12:40","1681582360000","0%","0%","0%","1.000%","0.300%","1.00%","1.30%","375 MiB","31.1 MiB","405 MiB","159 MiB","85.5 MB/s","0 kB/s","11.2 kB/s","70.9 MB/s","0 kB/s","88.2 MB/s","70.8 MB/s","0 kB/s","5.40 kB/s","89.1 MB/s","0 kB/s","70.8 MB/s","21767"
"2023-04-16 01:12:50","1681582370000","0%","0%","0%","0%","0%","0.200%","2.50%","375 MiB","31.1 MiB","405 MiB","159 MiB","959 MB/s","0 kB/s","31.1 kB/s","586 MB/s","0 kB/s","959 MB/s","586 MB/s","0 kB/s","26.1 kB/s","960 MB/s","0 kB/s","586 MB/s","11767"
"2023-04-16 01:13:00","1681582380000","0%","0%","0%","1.70%","1.30%","2.90%","10.5%","375 MiB","31.1 MiB","405 MiB","159 MiB","3.10 GB/s","0 kB/s","5.60 kB/s","1.96 GB/s","0 kB/s","3.11 GB/s","1.96 GB/s","0 kB/s","5.40 kB/s","3.11 GB/s","0 kB/s","1.96 GB/s","1767"
"2023-04-16 01:13:10","1681582390000","0%","0%","0%","5.70%","2.40%","4.10%","12.0%","376 MiB","31.1 MiB","405 MiB","158 MiB","2.39 GB/s","0 kB/s","19.0 kB/s","2.20 GB/s","0 kB/s","2.41 GB/s","2.20 GB/s","0 kB/s","16.2 kB/s","2.41 GB/s","0 kB/s","2.20 GB/s","42"
"2023-04-16 01:13:20","1681582400000","0%","0%","0%","4.20%","2.40%","4.30%","7.90%","370 MiB","31.1 MiB","405 MiB","163 MiB","844 MB/s","0 kB/s","11.2 kB/s","1.65 GB/s","0 kB/s","859 MB/s","1.65 GB/s","0 kB/s","5.40 kB/s","860 MB/s","0 kB/s","1.65 GB/s","13422"
"2023-04-16 01:13:30","1681582410000","0%","0%","0%","4.90%","1.70%","4.20%","18.6%","379 MiB","31.1 MiB","405 MiB","154 MiB","4.59 GB/s","0 kB/s","17 kB/s","3.85 GB/s","0 kB/s","4.60 GB/s","3.85 GB/s","0 kB/s","16.2 kB/s","4.60 GB/s","0 kB/s","3.85 GB/s","3422"
"2023-04-16 01:13:40","1681582420000","0%","0%","0%","6.00%","1.80%","5.10%","15.9%","388 MiB","31.1 MiB","405 MiB","145 MiB","5.25 GB/s","0 kB/s","14 kB/s","3.53 GB/s","0 kB/s","5.27 GB/s","3.53 GB/s","0 kB/s","16.4 kB/s","5.27 GB/s","0 kB/s","3.53 GB/s","3607"
"2023-04-16 01:13:50","1681582430000","0%","0%","0%","4.50%","1.10%","4.60%","11.8%","380 MiB","31.1 MiB","405 MiB","154 MiB","2.43 GB/s","0 kB/s","73.9 kB/s","3.00 GB/s","0 kB/s","2.45 GB/s","3.00 GB/s","0 kB/s","305 kB/s","2.45 GB/s","0 kB/s","3.00 GB/s","2397"
"2023-04-16 01:14:00","1681582440000","0%","0%","0%","5%","1.20%","4.60%","14.0%","380 MiB","31.1 MiB","405 MiB","153 MiB","2.81 GB/s","0 kB/s","6.60 kB/s","3.06 GB/s","0 kB/s","2.83 GB/s","3.06 GB/s","0 kB/s","5.40 kB/s","2.83 GB/s","0 kB/s","3.06 GB/s","83"
"2023-04-16 01:14:10","1681582450000","0%","0%","0%","3.50%","1.80%","3.00%","7.00%","370 MiB","31.1 MiB","405 MiB","163 MiB","1.60 GB/s","0 kB/s","52.7 kB/s","1.25 GB/s","0 kB/s","1.62 GB/s","1.25 GB/s","0 kB/s","43.3 kB/s","1.62 GB/s","0 kB/s","1.25 GB/s","238"
"2023-04-16 01:14:20","1681582460000","0%","0%","0%","4.80%","0.900%","3.70%","8.90%","365 MiB","31.1 MiB","405 MiB","169 MiB","1.72 GB/s","0 kB/s","0 kB/s","2.10 GB/s","0 kB/s","1.74 GB/s","2.10 GB/s","0 kB/s","0 kB/s","1.74 GB/s","0 kB/s","2.10 GB/s","1279"
"2023-04-16 01:14:30","1681582470000","0%","0%","0%","4.60%","2.30%","3.20%","10.7%","363 MiB","31.1 MiB","405 MiB","171 MiB","442 MB/s","0 kB/s","11.6 kB/s","3.13 GB/s","0 kB/s","458 MB/s","3.13 GB/s","0 kB/s","10.8 kB/s","459 MB/s","0 kB/s","3.13 GB/s","66"
"2023-04-16 01:14:40","1681582480000","0%","0%","0%","3.60%","1.50%","3.60%","6.40%","363 MiB","31.1 MiB","405 MiB","171 MiB","426 MB/s","0 kB/s","58.8 kB/s","1.36 GB/s","0 kB/s","441 MB/s","1.36 GB/s","0 kB/s","47.4 kB/s","441 MB/s","0 kB/s","1.36 GB/s","1325"
"2023-04-16 01:14:50","1681582490000","0%","0%","0%","4.10%","1.20%","3.50%","13.0%","367 MiB","31.1 MiB","405 MiB","167 MiB","3.27 GB/s","0 kB/s","14.2 kB/s","2.63 GB/s","0 kB/s","3.29 GB/s","2.63 GB/s","0 kB/s","15.2 kB/s","3.29 GB/s","0 kB/s","2.63 GB/s","6130"
"2023-04-16 01:15:00","1681582500000","0%","0%","0%","4.60%","1.000%","4.00%","16.7%","372 MiB","31.1 MiB","405 MiB","162 MiB","5.37 GB/s","0 kB/s","0 kB/s","3.48 GB/s","0 kB/s","5.39 GB/s","3.48 GB/s","0 kB/s","0 kB/s","5.39 GB/s","0 kB/s","3.48 GB/s","235"
"2023-04-16 01:15:10","1681582510000","0%","0%","0%","3.60%","2.50%","3.60%","4.00%","372 MiB","31.1 MiB","405 MiB","162 MiB","432 MB/s","0 kB/s","0 kB/s","462 MB/s","0 kB/s","446 MB/s","462 MB/s","0 kB/s","0 kB/s","447 MB/s","0 kB/s","462 MB/s","92"
"2023-04-16 01:15:20","1681582520000","0%","0%","0%","2.30%","1.20%","2.70%","7.00%","372 MiB","31.1 MiB","405 MiB","162 MiB","789 MB/s","0 kB/s","5.80 kB/s","1.82 GB/s","0 kB/s","802 MB/s","1.82 GB/s","0 kB/s","5.40 kB/s","803 MB/s","0 kB/s","1.82 GB/s","700969"
"2023-04-16 01:15:30","1681582530000","0%","0%","0%","4.80%","1.50%","5%","13.8%","373 MiB","31.1 MiB","405 MiB","161 MiB","2.95 GB/s","0 kB/s","0 kB/s","2.84 GB/s","0 kB/s","2.96 GB/s","2.84 GB/s","0 kB/s","0 kB/s","2.96 GB/s","0 kB/s","2.84 GB/s","690969"
"2023-04-16 01:15:40","1681582540000","0%","0%","0%","3.80%","1.30%","5%","11.7%","373 MiB","31.1 MiB","405 MiB","161 MiB","2.92 GB/s","0 kB/s","12 kB/s","1.86 GB/s","0 kB/s","2.93 GB/s","1.86 GB/s","0 kB/s","10.8 kB/s","2.93 GB/s","0 kB/s","1.86 GB/s","680969"
"2023-04-16 01:15:50","1681582550000","0%","0%","0%","4.00%","1.10%","4.60%","16.0%","373 MiB","31.1 MiB","405 MiB","161 MiB","4.63 GB/s","0 kB/s","68.3 kB/s","2.95 GB/s","0 kB/s","4.64 GB/s","2.95 GB/s","0 kB/s","301 kB/s","4.64 GB/s","0 kB/s","2.95 GB/s","670969"
"2023-04-16 01:16:00","1681582560000","0%","0%","0%","4.00%","2.60%","5.20%","11.3%","373 MiB","31.1 MiB","405 MiB","161 MiB","2.43 GB/s","0 kB/s","0 kB/s","1.59 GB/s","0 kB/s","2.44 GB/s","1.59 GB/s","0 kB/s","0 kB/s","2.44 GB/s","0 kB/s","1.59 GB/s","660969"
"2023-04-16 01:16:10","1681582570000","0%","0%","0%","3.50%","1.70%","4.30%","14.5%","373 MiB","31.1 MiB","405 MiB","161 MiB","4.15 GB/s","0 kB/s","9 kB/s","2.62 GB/s","0 kB/s","4.16 GB/s","2.62 GB/s","0 kB/s","9 kB/s","4.17 GB/s","0 kB/s","2.62 GB/s","650969"
"2023-04-16 01:16:20","1681582580000","0%","0%","0%","4.90%","3.40%","5.90%","14.3%","373 MiB","31.1 MiB","405 MiB","161 MiB","3.90 GB/s","0 kB/s","0 kB/s","2.49 GB/s","0 kB/s","3.92 GB/s","2.49 GB/s","0 kB/s","0 kB/s","3.92 GB/s","0 kB/s","2.49 GB/s","640969"
"2023-04-16 01:16:30","1681582590000","0%","0%","0%","6.30%","3.90%","6.90%","12.9%","373 MiB","31.1 MiB","405 MiB","161 MiB","2.04 GB/s","0 kB/s","22.4 kB/s","1.43 GB/s","0 kB/s","2.06 GB/s","1.43 GB/s","0 kB/s","18.2 kB/s","2.06 GB/s","0 kB/s","1.43 GB/s","630969"
"2023-04-16 01:16:40","1681582600000","0%","0%","0%","3.70%","1.70%","4.50%","13.5%","373 MiB","31.1 MiB","405 MiB","161 MiB","3.81 GB/s","0 kB/s","0 kB/s","2.39 GB/s","0 kB/s","3.82 GB/s","2.39 GB/s","0 kB/s","0 kB/s","3.82 GB/s","0 kB/s","2.39 GB/s","620969"
"2023-04-16 01:16:50","1681582610000","0%","0%","0%","1.70%","0.900%","2.40%","11.0%","373 MiB","31.1 MiB","405 MiB","161 MiB","3.61 GB/s","0 kB/s","0 kB/s","2.24 GB/s","0 kB/s","3.61 GB/s","2.24 GB/s","0 kB/s","0 kB/s","3.61 GB/s","0 kB/s","2.24 GB/s","610969"
"2023-04-16 01:17:00","1681582620000","0%","0%","0%","1.30%","0.500%","1.60%","13.4%","373 MiB","31.1 MiB","405 MiB","160 MiB","5.34 GB/s","0 kB/s","17.2 kB/s","3.27 GB/s","0 kB/s","5.34 GB/s","3.27 GB/s","0 kB/s","9.60 kB/s","5.35 GB/s","0 kB/s","3.27 GB/s","600969"
"2023-04-16 01:17:10","1681582630000","0%","0%","0%","5.50%","2.70%","5.30%","10.7%","369 MiB","31.2 MiB","405 MiB","164 MiB","2.28 GB/s","0 kB/s","7.40 kB/s","1.52 GB/s","0 kB/s","2.29 GB/s","1.52 GB/s","0 kB/s","5.40 kB/s","2.29 GB/s","0 kB/s","1.52 GB/s","590969"
"2023-04-16 01:17:20","1681582640000","0%","0%","0%","3.40%","1.20%","5.90%","14.6%","369 MiB","31.2 MiB","405 MiB","164 MiB","4.19 GB/s","0 kB/s","5.80 kB/s","2.64 GB/s","0 kB/s","4.20 GB/s","2.64 GB/s","0 kB/s","5.40 kB/s","4.20 GB/s","0 kB/s","2.64 GB/s","580969"
"2023-04-16 01:17:30","1681582650000","0%","0%","0%","0.400%","0.500%","0.700%","1.60%","369 MiB","31.2 MiB","405 MiB","164 MiB","475 MB/s","0 kB/s","16.8 kB/s","302 MB/s","0 kB/s","476 MB/s","302 MB/s","0 kB/s","10.8 kB/s","477 MB/s","0 kB/s","302 MB/s","570969"
"2023-04-16 01:17:40","1681582660000","0.1000%","0%","0%","0.1000%","0.200%","0.100%","1.40%","369 MiB","31.2 MiB","405 MiB","164 MiB","466 MB/s","0 kB/s","0 kB/s","287 MB/s","0 kB/s","466 MB/s","287 MB/s","0 kB/s","0 kB/s","467 MB/s","0 kB/s","287 MB/s","560969"
"2023-04-16 01:17:50","1681582670000","0%","0%","0%","1.000%","0.700%","1.70%","2.00%","369 MiB","31.2 MiB","405 MiB","164 MiB","93.6 MB/s","0 kB/s","56.5 kB/s","85.0 MB/s","0 kB/s","96.7 MB/s","85.0 MB/s","0 kB/s","294 kB/s","97.6 MB/s","0 kB/s","85.0 MB/s","550969"
"2023-04-16 01:18:00","1681582680000","0%","0%","0%","0.100%","0%","0%","1.30%","369 MiB","31.2 MiB","405 MiB","164 MiB","546 MB/s","0 kB/s","0 kB/s","335 MB/s","0 kB/s","547 MB/s","335 MB/s","0 kB/s","0 kB/s","548 MB/s","0 kB/s","335 MB/s","540969"
"2023-04-16 01:18:10","1681582690000","0%","0%","0%","0.200%","0.200%","0.600%","1.30%","369 MiB","31.2 MiB","405 MiB","164 MiB","476 MB/s","0 kB/s","5.60 kB/s","298 MB/s","0 kB/s","477 MB/s","298 MB/s","0 kB/s","5.40 kB/s","478 MB/s","0 kB/s","298 MB/s","530969"
"2023-04-16 01:18:20","1681582700000","0%","0%","0%","0.500%","0.200%","0.500%","1.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","568 MB/s","0 kB/s","0 kB/s","354 MB/s","0 kB/s","569 MB/s","354 MB/s","0 kB/s","0 kB/s","570 MB/s","0 kB/s","354 MB/s","520969"
"2023-04-16 01:18:30","1681582710000","0%","0%","0%","1.10%","0.800%","2.00%","1.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","95.8 MB/s","0 kB/s","16.8 kB/s","88.6 MB/s","0 kB/s","99.0 MB/s","88.5 MB/s","0 kB/s","16.2 kB/s","100.0 MB/s","0 kB/s","88.5 MB/s","510969"
"2023-04-16 01:18:40","1681582720000","0%","0%","0%","0.500%","0.400%","1.40%","2.10%","373 MiB","31.2 MiB","405 MiB","160 MiB","520 MB/s","0 kB/s","11.4 kB/s","345 MB/s","0 kB/s","523 MB/s","345 MB/s","0 kB/s","10.8 kB/s","524 MB/s","0 kB/s","345 MB/s","500969"
"2023-04-16 01:18:50","1681582730000","0%","0%","0%","0.900%","0.300%","1.30%","2.60%","373 MiB","31.2 MiB","405 MiB","160 MiB","622 MB/s","0 kB/s","6 kB/s","404 MB/s","0 kB/s","625 MB/s","404 MB/s","0 kB/s","4.20 kB/s","626 MB/s","0 kB/s","404 MB/s","490969"
"2023-04-16 01:19:00","1681582740000","0%","0%","0%","1.10%","0.900%","1.20%","3.50%","373 MiB","31.2 MiB","405 MiB","160 MiB","944 MB/s","0 kB/s","12.2 kB/s","599 MB/s","0 kB/s","946 MB/s","599 MB/s","0 kB/s","10.8 kB/s","947 MB/s","0 kB/s","599 MB/s","480969"
"2023-04-16 01:19:10","1681582750000","0%","0%","0%","1.70%","1.50%","2.50%","1.90%","373 MiB","31.2 MiB","405 MiB","160 MiB","125 MB/s","0 kB/s","0 kB/s","114 MB/s","0 kB/s","129 MB/s","114 MB/s","0 kB/s","0 kB/s","130 MB/s","0 kB/s","114 MB/s","470969"
"2023-04-16 01:19:20","1681582760000","0%","0%","0%","0.700%","0.300%","0.900%","0.900%","373 MiB","31.2 MiB","405 MiB","160 MiB","47.4 MB/s","0 kB/s","0 kB/s","64.2 MB/s","0 kB/s","49.5 MB/s","64.1 MB/s","0 kB/s","0 kB/s","50.5 MB/s","0 kB/s","64.1 MB/s","460969"
"2023-04-16 01:19:30","1681582770000","0%","0%","0%","1.60%","0.700%","1.70%","3.20%","373 MiB","31.2 MiB","405 MiB","160 MiB","621 MB/s","0 kB/s","0 kB/s","405 MB/s","0 kB/s","625 MB/s","405 MB/s","0 kB/s","0 kB/s","626 MB/s","0 kB/s","405 MB/s","450969"
"2023-04-16 01:19:40","1681582780000","0%","0%","0%","0%","0.100%","0.200%","1.40%","373 MiB","31.2 MiB","405 MiB","160 MiB","466 MB/s","0 kB/s","38.8 kB/s","288 MB/s","0 kB/s","467 MB/s","288 MB/s","0 kB/s","33.6 kB/s","468 MB/s","0 kB/s","288 MB/s","440969"
"2023-04-16 01:19:50","1681582790000","0%","0%","0%","0.900%","0.500%","2.20%","3.30%","373 MiB","31.2 MiB","405 MiB","160 MiB","112 MB/s","0 kB/s","13.0 MB/s","101 MB/s","64.4 kB/s","116 MB/s","101 MB/s","0 kB/s","529 kB/s","116 MB/s","64.4 kB/s","101 MB/s","430969"
"2023-04-16 01:20:00","1681582800000","0%","0%","0%","0%","0.100%","0.200%","0.300%","373 MiB","31.2 MiB","405 MiB","160 MiB","20.1 MB/s","0 kB/s","6.60 kB/s","16.7 MB/s","0 kB/s","20.6 MB/s","16.7 MB/s","0 kB/s","5.40 kB/s","21.6 MB/s","0 kB/s","16.7 MB/s","420969"
"2023-04-16 01:20:10","1681582810000","0%","0%","0%","0.900%","1.10%","1.00%","2.50%","373 MiB","31.2 MiB","405 MiB","160 MiB","555 MB/s","0 kB/s","7 kB/s","356 MB/s","0 kB/s","557 MB/s","355 MB/s","0 kB/s","0 kB/s","558 MB/s","0 kB/s","355 MB/s","410969"
"2023-04-16 01:20:20","1681582820000","0.1000%","0%","0%","0.400%","0.300%","1.00%","2.20%","373 MiB","31.2 MiB","405 MiB","160 MiB","476 MB/s","0 kB/s","5.60 kB/s","323 MB/s","0 kB/s","478 MB/s","323 MB/s","0 kB/s","5 kB/s","479 MB/s","0 kB/s","323 MB/s","400969"
"2023-04-16 01:20:30","1681582830000","0%","0%","0%","1.10%","0.600%","1.70%","2.20%","373 MiB","31.2 MiB","405 MiB","160 MiB","118 MB/s","0 kB/s","0 kB/s","90.2 MB/s","0 kB/s","122 MB/s","90.1 MB/s","0 kB/s","0 kB/s","123 MB/s","0 kB/s","90.1 MB/s","390969"
"2023-04-16 01:20:40","1681582840000","0%","0%","0%","1.20%","0.700%","2.20%","2.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","133 MB/s","0 kB/s","22.4 kB/s","136 MB/s","0 kB/s","137 MB/s","136 MB/s","0 kB/s","20.4 kB/s","138 MB/s","0 kB/s","136 MB/s","380969"
"2023-04-16 01:20:50","1681582850000","0%","0%","0%","1.20%","0.400%","1.90%","4.50%","373 MiB","31.2 MiB","405 MiB","160 MiB","1.07 GB/s","0 kB/s","23 kB/s","685 MB/s","0 kB/s","1.07 GB/s","684 MB/s","0 kB/s","15 kB/s","1.08 GB/s","0 kB/s","684 MB/s","370969"
"2023-04-16 01:21:00","1681582860000","0%","0%","0%","0.900%","0.500%","1.30%","2.90%","373 MiB","31.2 MiB","405 MiB","160 MiB","635 MB/s","0 kB/s","17.2 kB/s","400 MB/s","0 kB/s","639 MB/s","400 MB/s","0 kB/s","16.2 kB/s","639 MB/s","0 kB/s","400 MB/s","360969"
"2023-04-16 01:21:10","1681582870000","0%","0%","0%","0.600%","0.200%","1.000%","3.20%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.00 GB/s","0 kB/s","0 kB/s","628 MB/s","0 kB/s","1.01 GB/s","628 MB/s","0 kB/s","0 kB/s","1.01 GB/s","0 kB/s","628 MB/s","350969"
"2023-04-16 01:21:20","1681582880000","0%","0%","0%","0.900%","0.400%","1.20%","2.10%","371 MiB","31.2 MiB","405 MiB","162 MiB","610 MB/s","0 kB/s","5.60 kB/s","412 MB/s","0 kB/s","613 MB/s","412 MB/s","0 kB/s","5.40 kB/s","614 MB/s","0 kB/s","412 MB/s","340969"
"2023-04-16 01:21:30","1681582890000","0%","0%","0%","2.60%","1.60%","3.70%","4.60%","371 MiB","31.2 MiB","405 MiB","162 MiB","285 MB/s","0 kB/s","11.2 kB/s","254 MB/s","0 kB/s","294 MB/s","254 MB/s","0 kB/s","10 kB/s","295 MB/s","0 kB/s","254 MB/s","330969"
"2023-04-16 01:21:40","1681582900000","0%","0%","0%","0.900%","0.300%","1.30%","3.80%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.13 GB/s","0 kB/s","11.6 kB/s","699 MB/s","0 kB/s","1.14 GB/s","699 MB/s","0 kB/s","9.20 kB/s","1.14 GB/s","0 kB/s","699 MB/s","320969"
"2023-04-16 01:21:50","1681582910000","0%","0%","0%","0.900%","0.400%","0.900%","2.90%","371 MiB","31.2 MiB","405 MiB","162 MiB","523 MB/s","0 kB/s","62.3 kB/s","608 MB/s","0 kB/s","525 MB/s","607 MB/s","0 kB/s","290 kB/s","526 MB/s","0 kB/s","607 MB/s","310969"
"2023-04-16 01:22:00","1681582920000","0%","0%","0%","0.600%","0.200%","0.600%","2.40%","371 MiB","31.2 MiB","405 MiB","162 MiB","997 MB/s","0 kB/s","5.80 kB/s","352 MB/s","0 kB/s","999 MB/s","352 MB/s","0 kB/s","5.40 kB/s","1.00 GB/s","0 kB/s","352 MB/s","300969"
"2023-04-16 01:22:10","1681582930000","0%","0%","0%","1.90%","1.10%","3.50%","2.80%","371 MiB","31.2 MiB","405 MiB","162 MiB","181 MB/s","0 kB/s","5.60 kB/s","163 MB/s","0 kB/s","187 MB/s","163 MB/s","0 kB/s","5.40 kB/s","188 MB/s","0 kB/s","163 MB/s","290969"
"2023-04-16 01:22:20","1681582940000","0%","0%","0%","1.000%","0.900%","2.30%","4.30%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.00 GB/s","0 kB/s","0 kB/s","645 MB/s","0 kB/s","1.01 GB/s","645 MB/s","0 kB/s","0 kB/s","1.01 GB/s","0 kB/s","645 MB/s","280969"
"2023-04-16 01:22:30","1681582950000","0%","0%","0%","1.70%","0.700%","2.40%","5.60%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.47 GB/s","0 kB/s","16.8 kB/s","962 MB/s","0 kB/s","1.48 GB/s","962 MB/s","0 kB/s","10 kB/s","1.48 GB/s","0 kB/s","962 MB/s","270969"
"2023-04-16 01:22:40","1681582960000","0%","0%","0%","0.800%","0.900%","1.90%","3.20%","371 MiB","31.2 MiB","405 MiB","162 MiB","668 MB/s","0 kB/s","28.2 kB/s","430 MB/s","0 kB/s","672 MB/s","430 MB/s","0 kB/s","21.2 kB/s","673 MB/s","0 kB/s","430 MB/s","260969"
"2023-04-16 01:22:50","1681582970000","0%","0%","0%","0.900%","0.300%","1.50%","3.70%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.01 GB/s","0 kB/s","6 kB/s","656 MB/s","0 kB/s","1.01 GB/s","656 MB/s","0 kB/s","4.20 kB/s","1.01 GB/s","0 kB/s","656 MB/s","250969"
"2023-04-16 01:23:00","1681582980000","0%","0%","0%","2.70%","1.70%","3.40%","6.60%","375 MiB","31.2 MiB","405 MiB","159 MiB","1.26 GB/s","0 kB/s","6 kB/s","840 MB/s","0 kB/s","1.27 GB/s","840 MB/s","0 kB/s","4.20 kB/s","1.27 GB/s","0 kB/s","840 MB/s","240969"
