"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","TimeToFail"
"2023-04-16 02:09:50","1681585790000","0%","0%","0%","4.20%","1.00%","5.60%","12.0%","373 MiB","31.2 MiB","405 MiB","160 MiB","3.19 GB/s","0 kB/s","73.9 kB/s","2.06 GB/s","0 kB/s","3.21 GB/s","2.06 GB/s","0 kB/s","308 kB/s","3.21 GB/s","0 kB/s","2.06 GB/s","266210"
"2023-04-16 02:10:00","1681585800000","0%","0%","0%","4.50%","2.00%","5.30%","15.4%","373 MiB","31.2 MiB","405 MiB","160 MiB","4.14 GB/s","0 kB/s","0 kB/s","2.89 GB/s","0 kB/s","4.16 GB/s","2.89 GB/s","0 kB/s","0 kB/s","4.16 GB/s","0 kB/s","2.89 GB/s","256210"
"2023-04-16 02:10:10","1681585810000","0%","0%","0%","5%","2.90%","4.60%","17.1%","373 MiB","31.2 MiB","405 MiB","160 MiB","5.11 GB/s","0 kB/s","5.80 kB/s","2.97 GB/s","0 kB/s","5.13 GB/s","2.97 GB/s","0 kB/s","5.40 kB/s","5.13 GB/s","0 kB/s","2.97 GB/s","246210"
"2023-04-16 02:10:20","1681585820000","0%","0%","0%","4.50%","1.60%","5.70%","17.1%","378 MiB","31.2 MiB","405 MiB","155 MiB","4.71 GB/s","0 kB/s","5.80 kB/s","2.98 GB/s","0 kB/s","4.73 GB/s","2.98 GB/s","0 kB/s","5.40 kB/s","4.73 GB/s","0 kB/s","2.98 GB/s","236210"
"2023-04-16 02:10:30","1681585830000","0%","0%","0%","6.30%","2.90%","6.40%","16.1%","378 MiB","31.2 MiB","405 MiB","155 MiB","4.21 GB/s","0 kB/s","0 kB/s","2.73 GB/s","0 kB/s","4.23 GB/s","2.73 GB/s","0 kB/s","0 kB/s","4.23 GB/s","0 kB/s","2.73 GB/s","226210"
"2023-04-16 02:10:40","1681585840000","0%","0%","0%","4.60%","1.60%","6.30%","14.9%","380 MiB","31.2 MiB","405 MiB","153 MiB","3.91 GB/s","0 kB/s","22.4 kB/s","2.50 GB/s","0 kB/s","3.93 GB/s","2.50 GB/s","0 kB/s","17.8 kB/s","3.93 GB/s","0 kB/s","2.50 GB/s","216210"
"2023-04-16 02:10:50","1681585850000","0%","0%","0%","5.60%","1.70%","6.70%","16.4%","375 MiB","31.2 MiB","405 MiB","158 MiB","4.20 GB/s","0 kB/s","6 kB/s","2.69 GB/s","0 kB/s","4.22 GB/s","2.69 GB/s","0 kB/s","4.20 kB/s","4.22 GB/s","0 kB/s","2.69 GB/s","206210"
"2023-04-16 02:11:00","1681585860000","0%","0%","0%","5.30%","1.50%","5.60%","21.0%","375 MiB","31.2 MiB","405 MiB","158 MiB","6.74 GB/s","0 kB/s","11.2 kB/s","4.24 GB/s","0 kB/s","6.76 GB/s","4.24 GB/s","0 kB/s","5.40 kB/s","6.76 GB/s","0 kB/s","4.24 GB/s","196210"
"2023-04-16 02:11:10","1681585870000","0%","0%","0%","2.50%","1.40%","3.60%","11.2%","369 MiB","31.2 MiB","405 MiB","164 MiB","3.26 GB/s","0 kB/s","17.8 kB/s","2.07 GB/s","0 kB/s","3.26 GB/s","2.07 GB/s","0 kB/s","20 kB/s","3.27 GB/s","0 kB/s","2.07 GB/s","186210"
"2023-04-16 02:11:20","1681585880000","0%","0%","0%","5.40%","1.40%","7.20%","13.1%","375 MiB","31.2 MiB","405 MiB","158 MiB","3.33 GB/s","0 kB/s","0 kB/s","2.21 GB/s","0 kB/s","3.35 GB/s","2.21 GB/s","0 kB/s","0 kB/s","3.35 GB/s","0 kB/s","2.21 GB/s","176210"
"2023-04-16 02:11:30","1681585890000","0%","0%","0%","4.90%","2.20%","6.90%","11.1%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.60 GB/s","0 kB/s","0 kB/s","1.71 GB/s","0 kB/s","2.61 GB/s","1.71 GB/s","0 kB/s","0 kB/s","2.61 GB/s","0 kB/s","1.71 GB/s","166210"
"2023-04-16 02:11:40","1681585900000","0%","0%","0%","7.20%","2.40%","7.20%","22.3%","371 MiB","31.2 MiB","405 MiB","162 MiB","6.03 GB/s","0 kB/s","5.80 kB/s","3.87 GB/s","0 kB/s","6.06 GB/s","3.87 GB/s","0 kB/s","5.40 kB/s","6.06 GB/s","0 kB/s","3.87 GB/s","156210"
"2023-04-16 02:11:50","1681585910000","0%","0%","0%","5.60%","1.30%","6.70%","17.5%","378 MiB","31.2 MiB","405 MiB","155 MiB","4.77 GB/s","0 kB/s","68.3 kB/s","3.07 GB/s","0 kB/s","4.79 GB/s","3.07 GB/s","0 kB/s","304 kB/s","4.80 GB/s","0 kB/s","3.07 GB/s","146210"
"2023-04-16 02:12:00","1681585920000","0%","0%","0%","5.30%","1.70%","6.60%","17.5%","371 MiB","31.2 MiB","405 MiB","162 MiB","4.41 GB/s","0 kB/s","0 kB/s","2.85 GB/s","0 kB/s","4.43 GB/s","2.85 GB/s","0 kB/s","0 kB/s","4.43 GB/s","0 kB/s","2.85 GB/s","136210"
"2023-04-16 02:12:10","1681585930000","0%","0%","0%","5.40%","1.60%","6.10%","19.0%","372 MiB","31.2 MiB","405 MiB","160 MiB","5.46 GB/s","0 kB/s","7.40 kB/s","3.49 GB/s","0 kB/s","5.48 GB/s","3.49 GB/s","0 kB/s","5.40 kB/s","5.48 GB/s","0 kB/s","3.49 GB/s","126210"
"2023-04-16 02:12:20","1681585940000","0%","0%","0%","5%","1.50%","5.60%","17.8%","373 MiB","31.2 MiB","405 MiB","160 MiB","4.89 GB/s","0 kB/s","5.80 kB/s","3.16 GB/s","0 kB/s","4.91 GB/s","3.16 GB/s","0 kB/s","5.40 kB/s","4.91 GB/s","0 kB/s","3.16 GB/s","116210"
"2023-04-16 02:12:30","1681585950000","0%","0%","0%","5%","1.30%","5.20%","16.8%","374 MiB","31.2 MiB","405 MiB","159 MiB","4.29 GB/s","0 kB/s","11.6 kB/s","3.06 GB/s","0 kB/s","4.31 GB/s","3.06 GB/s","0 kB/s","9.60 kB/s","4.31 GB/s","0 kB/s","3.06 GB/s","106210"
"2023-04-16 02:12:40","1681585960000","0%","0%","0%","5.60%","2.20%","5.80%","16.1%","375 MiB","31.2 MiB","405 MiB","158 MiB","5.07 GB/s","0 kB/s","5.60 kB/s","2.92 GB/s","0 kB/s","5.09 GB/s","2.92 GB/s","0 kB/s","5.40 kB/s","5.09 GB/s","0 kB/s","2.92 GB/s","96210"
"2023-04-16 02:12:50","1681585970000","0%","0%","0%","6.20%","1.60%","6.50%","21.6%","379 MiB","31.2 MiB","405 MiB","154 MiB","5.63 GB/s","0 kB/s","11.4 kB/s","3.88 GB/s","0 kB/s","5.65 GB/s","3.88 GB/s","0 kB/s","10.8 kB/s","5.65 GB/s","0 kB/s","3.88 GB/s","86210"
"2023-04-16 02:13:00","1681585980000","0%","0%","0%","4.80%","2.70%","7.50%","21.3%","379 MiB","31.2 MiB","405 MiB","154 MiB","6.07 GB/s","0 kB/s","5.60 kB/s","3.85 GB/s","0 kB/s","6.08 GB/s","3.85 GB/s","0 kB/s","5.40 kB/s","6.09 GB/s","0 kB/s","3.85 GB/s","76210"
"2023-04-16 02:13:10","1681585990000","0%","0%","0%","5.90%","3.10%","6.90%","17.4%","377 MiB","31.2 MiB","405 MiB","156 MiB","5.30 GB/s","0 kB/s","17.2 kB/s","3.16 GB/s","0 kB/s","5.32 GB/s","3.16 GB/s","0 kB/s","15.0 kB/s","5.32 GB/s","0 kB/s","3.16 GB/s","66210"
"2023-04-16 02:13:20","1681586000000","0%","0%","0%","5.70%","1.10%","5.00%","24.6%","380 MiB","31.2 MiB","405 MiB","153 MiB","7.83 GB/s","0 kB/s","0 kB/s","5.02 GB/s","0 kB/s","7.85 GB/s","5.02 GB/s","0 kB/s","0 kB/s","7.85 GB/s","0 kB/s","5.02 GB/s","56210"
"2023-04-16 02:13:30","1681586010000","0%","0%","0%","5.60%","3.00%","6.70%","22.1%","377 MiB","31.2 MiB","405 MiB","156 MiB","6.05 GB/s","0 kB/s","22.8 kB/s","3.70 GB/s","0 kB/s","6.07 GB/s","3.70 GB/s","0 kB/s","21.6 kB/s","6.07 GB/s","0 kB/s","3.70 GB/s","46210"
"2023-04-16 02:13:40","1681586020000","0%","0%","0%","6.20%","1.70%","6.60%","20.3%","377 MiB","31.2 MiB","405 MiB","156 MiB","5.47 GB/s","0 kB/s","0 kB/s","3.55 GB/s","0 kB/s","5.50 GB/s","3.55 GB/s","0 kB/s","0 kB/s","5.50 GB/s","0 kB/s","3.55 GB/s","36210"
"2023-04-16 02:13:50","1681586030000","0%","0%","0%","5%","1.20%","6.00%","17.4%","380 MiB","31.2 MiB","405 MiB","153 MiB","4.95 GB/s","0 kB/s","68.1 kB/s","3.47 GB/s","0 kB/s","4.97 GB/s","3.46 GB/s","0 kB/s","300 kB/s","4.97 GB/s","0 kB/s","3.46 GB/s","26210"
"2023-04-16 02:14:00","1681586040000","0%","0%","0%","4.70%","1.20%","6.70%","18.3%","377 MiB","31.2 MiB","405 MiB","156 MiB","5.64 GB/s","0 kB/s","5.80 kB/s","3.65 GB/s","0 kB/s","5.66 GB/s","3.65 GB/s","0 kB/s","5.40 kB/s","5.66 GB/s","0 kB/s","3.65 GB/s","16210"
"2023-04-16 02:14:10","1681586050000","0%","0%","0%","5.90%","1.60%","5.90%","21.8%","385 MiB","31.2 MiB","405 MiB","148 MiB","7.10 GB/s","0 kB/s","0 kB/s","4.12 GB/s","0 kB/s","7.12 GB/s","4.12 GB/s","0 kB/s","0 kB/s","7.12 GB/s","0 kB/s","4.12 GB/s","6210"
"2023-04-16 02:14:20","1681586060000","0%","0%","0%","4.80%","1.00%","4.80%","14.1%","380 MiB","31.2 MiB","405 MiB","153 MiB","4.22 GB/s","0 kB/s","23.4 kB/s","2.76 GB/s","0 kB/s","4.24 GB/s","2.76 GB/s","0 kB/s","26.2 kB/s","4.24 GB/s","0 kB/s","2.76 GB/s","256560"
"2023-04-16 02:14:30","1681586070000","0%","0%","0%","4.50%","1.10%","6.40%","21.7%","386 MiB","31.2 MiB","405 MiB","147 MiB","6.07 GB/s","0 kB/s","0 kB/s","4.66 GB/s","0 kB/s","6.09 GB/s","4.66 GB/s","0 kB/s","0 kB/s","6.09 GB/s","0 kB/s","4.66 GB/s","246560"
"2023-04-16 02:14:40","1681586080000","0%","0%","0%","3.70%","1.70%","6.00%","19.5%","377 MiB","31.2 MiB","405 MiB","156 MiB","5.33 GB/s","0 kB/s","34 kB/s","3.61 GB/s","0 kB/s","5.35 GB/s","3.61 GB/s","0 kB/s","20.4 kB/s","5.35 GB/s","0 kB/s","3.61 GB/s","236560"
"2023-04-16 02:14:50","1681586090000","0%","0%","0%","0.300%","0.100%","0.200%","3.90%","377 MiB","31.2 MiB","405 MiB","156 MiB","1.99 GB/s","0 kB/s","19 kB/s","960 MB/s","0 kB/s","1.99 GB/s","960 MB/s","0 kB/s","16.2 kB/s","2.00 GB/s","0 kB/s","960 MB/s","226560"
"2023-04-16 02:15:00","1681586100000","0%","0%","0%","0.900%","0.200%","1.50%","3.40%","377 MiB","31.2 MiB","405 MiB","156 MiB","1.01 GB/s","0 kB/s","24.4 kB/s","640 MB/s","0 kB/s","1.01 GB/s","640 MB/s","0 kB/s","21.6 kB/s","1.01 GB/s","0 kB/s","640 MB/s","216560"
"2023-04-16 02:15:10","1681586110000","0%","0%","0%","0.700%","0.500%","0.900%","2.20%","377 MiB","31.2 MiB","405 MiB","156 MiB","545 MB/s","0 kB/s","11.2 kB/s","347 MB/s","0 kB/s","547 MB/s","347 MB/s","0 kB/s","5.40 kB/s","548 MB/s","0 kB/s","347 MB/s","206560"
"2023-04-16 02:15:20","1681586120000","0%","0%","0%","0%","0.100%","0.200%","1.10%","377 MiB","31.2 MiB","405 MiB","156 MiB","444 MB/s","0 kB/s","22.8 kB/s","272 MB/s","0 kB/s","445 MB/s","272 MB/s","0 kB/s","16.2 kB/s","446 MB/s","0 kB/s","272 MB/s","196560"
"2023-04-16 02:15:30","1681586130000","0%","0%","0%","0.600%","0.100%","1.000%","1.000%","377 MiB","31.2 MiB","405 MiB","156 MiB","58.9 MB/s","0 kB/s","36 kB/s","53.1 MB/s","0 kB/s","60.8 MB/s","53.0 MB/s","0 kB/s","25.8 kB/s","61.7 MB/s","0 kB/s","53.0 MB/s","186560"
"2023-04-16 02:15:40","1681586140000","0%","0%","0%","1.000%","0.400%","1.50%","2.10%","377 MiB","31.2 MiB","405 MiB","156 MiB","105 MB/s","0 kB/s","28.2 kB/s","106 MB/s","0 kB/s","109 MB/s","106 MB/s","0 kB/s","21.6 kB/s","110 MB/s","0 kB/s","106 MB/s","176560"
"2023-04-16 02:15:50","1681586150000","0%","0%","0%","0.700%","0.600%","1.30%","1.60%","377 MiB","31.2 MiB","405 MiB","156 MiB","108 MB/s","0 kB/s","73.5 kB/s","85.9 MB/s","0 kB/s","111 MB/s","85.8 MB/s","0 kB/s","300 kB/s","112 MB/s","0 kB/s","85.8 MB/s","166560"
"2023-04-16 02:16:00","1681586160000","0%","0%","0%","0.400%","0.200%","0.700%","2.90%","377 MiB","31.2 MiB","405 MiB","156 MiB","911 MB/s","0 kB/s","0 kB/s","577 MB/s","0 kB/s","912 MB/s","577 MB/s","0 kB/s","0 kB/s","913 MB/s","0 kB/s","577 MB/s","156560"
"2023-04-16 02:16:10","1681586170000","0%","0%","0%","0.700%","0.500%","1.00%","2.40%","377 MiB","31.2 MiB","405 MiB","156 MiB","489 MB/s","0 kB/s","11.2 kB/s","316 MB/s","0 kB/s","491 MB/s","316 MB/s","0 kB/s","5.40 kB/s","492 MB/s","0 kB/s","316 MB/s","146560"
"2023-04-16 02:16:20","1681586180000","0%","0%","0%","0.600%","0.600%","1.80%","3.40%","375 MiB","31.2 MiB","405 MiB","158 MiB","540 MB/s","0 kB/s","5.60 kB/s","358 MB/s","0 kB/s","544 MB/s","358 MB/s","0 kB/s","0 kB/s","545 MB/s","0 kB/s","358 MB/s","136560"
"2023-04-16 02:16:30","1681586190000","0%","0%","0%","0.400%","0.400%","1.30%","3.80%","372 MiB","31.2 MiB","405 MiB","161 MiB","911 MB/s","0 kB/s","16.8 kB/s","560 MB/s","0 kB/s","914 MB/s","560 MB/s","0 kB/s","10.8 kB/s","915 MB/s","0 kB/s","560 MB/s","126560"
"2023-04-16 02:16:40","1681586200000","0%","0%","0%","0.300%","0.400%","0.400%","2.80%","372 MiB","31.2 MiB","405 MiB","161 MiB","964 MB/s","0 kB/s","23 kB/s","593 MB/s","0 kB/s","965 MB/s","593 MB/s","0 kB/s","15 kB/s","966 MB/s","0 kB/s","593 MB/s","116560"
"2023-04-16 02:16:50","1681586210000","0%","0%","0%","0.200%","0.200%","0.500%","2.00%","372 MiB","31.2 MiB","405 MiB","161 MiB","501 MB/s","0 kB/s","5.80 kB/s","315 MB/s","0 kB/s","503 MB/s","315 MB/s","0 kB/s","5.40 kB/s","503 MB/s","0 kB/s","315 MB/s","106560"
"2023-04-16 02:17:00","1681586220000","0%","0%","0%","0.1000%","0.100%","0.400%","2.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","1.01 GB/s","0 kB/s","16.8 kB/s","613 MB/s","0 kB/s","1.01 GB/s","613 MB/s","0 kB/s","10.8 kB/s","1.01 GB/s","0 kB/s","613 MB/s","96560"
"2023-04-16 02:17:10","1681586230000","0%","0%","0%","0.300%","0.200%","0.600%","2.30%","373 MiB","31.2 MiB","405 MiB","160 MiB","584 MB/s","0 kB/s","11.2 kB/s","368 MB/s","0 kB/s","586 MB/s","368 MB/s","0 kB/s","5.40 kB/s","587 MB/s","0 kB/s","368 MB/s","86560"
"2023-04-16 02:17:20","1681586240000","0%","0%","0%","0.200%","0.100%","0.500%","3.60%","373 MiB","31.2 MiB","405 MiB","160 MiB","1.39 GB/s","0 kB/s","7.40 kB/s","850 MB/s","0 kB/s","1.39 GB/s","850 MB/s","0 kB/s","10.2 kB/s","1.40 GB/s","0 kB/s","850 MB/s","76560"
"2023-04-16 02:17:30","1681586250000","0%","0%","0%","0.100%","0%","0.100%","2.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","921 MB/s","0 kB/s","17.2 kB/s","561 MB/s","0 kB/s","922 MB/s","561 MB/s","0 kB/s","15 kB/s","923 MB/s","0 kB/s","561 MB/s","66560"
"2023-04-16 02:17:40","1681586260000","0.200%","0%","0%","1.000%","0.700%","1.20%","3.20%","374 MiB","31.2 MiB","405 MiB","159 MiB","564 MB/s","0 kB/s","0 kB/s","373 MB/s","0 kB/s","567 MB/s","373 MB/s","0 kB/s","0 kB/s","568 MB/s","0 kB/s","373 MB/s","56560"
"2023-04-16 02:17:50","1681586270000","0%","0%","0%","0%","0.100%","0.200%","1.70%","374 MiB","31.2 MiB","405 MiB","159 MiB","551 MB/s","0 kB/s","64.7 kB/s","336 MB/s","0 kB/s","551 MB/s","336 MB/s","0 kB/s","302 kB/s","552 MB/s","0 kB/s","336 MB/s","46560"
"2023-04-16 02:18:00","1681586280000","0%","0%","0%","0.1000%","0%","0.300%","4.10%","374 MiB","31.2 MiB","405 MiB","159 MiB","1.44 GB/s","0 kB/s","0 kB/s","874 MB/s","0 kB/s","1.44 GB/s","874 MB/s","0 kB/s","0 kB/s","1.44 GB/s","0 kB/s","874 MB/s","36560"
"2023-04-16 02:18:10","1681586290000","0%","0%","0%","0.200%","0.100%","0.400%","3.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","1.46 GB/s","0 kB/s","5.80 kB/s","891 MB/s","0 kB/s","1.46 GB/s","891 MB/s","0 kB/s","5.40 kB/s","1.47 GB/s","0 kB/s","891 MB/s","26560"
"2023-04-16 02:18:20","1681586300000","0%","0%","0%","0.1000%","0%","0.1000%","0.300%","372 MiB","31.2 MiB","405 MiB","161 MiB","14.2 MB/s","0 kB/s","5.60 kB/s","12.0 MB/s","0 kB/s","14.6 MB/s","11.9 MB/s","0 kB/s","5.40 kB/s","15.6 MB/s","0 kB/s","11.9 MB/s","16560"
"2023-04-16 02:18:30","1681586310000","0%","0%","0%","0.900%","0.800%","2.00%","1.90%","372 MiB","31.2 MiB","405 MiB","161 MiB","110 MB/s","0 kB/s","5.80 kB/s","100 MB/s","0 kB/s","114 MB/s","100 MB/s","0 kB/s","5.40 kB/s","115 MB/s","0 kB/s","100 MB/s","6560"
"2023-04-16 02:18:40","1681586320000","0%","0%","0%","3.10%","0.600%","3.40%","9.50%","378 MiB","31.2 MiB","405 MiB","155 MiB","2.50 GB/s","0 kB/s","5.60 kB/s","1.63 GB/s","0 kB/s","2.51 GB/s","1.63 GB/s","0 kB/s","5.40 kB/s","2.51 GB/s","0 kB/s","1.63 GB/s","151"
"2023-04-16 02:18:50","1681586330000","0%","0%","0%","5.10%","0.800%","5.50%","8.90%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.32 GB/s","0 kB/s","28.6 kB/s","1.23 GB/s","0 kB/s","1.33 GB/s","1.23 GB/s","0 kB/s","20.4 kB/s","1.33 GB/s","0 kB/s","1.23 GB/s","74"
"2023-04-16 02:19:00","1681586340000","0%","0%","0%","3.80%","1.20%","3.60%","6.30%","375 MiB","31.2 MiB","405 MiB","158 MiB","284 MB/s","0 kB/s","17 kB/s","1.36 GB/s","0 kB/s","294 MB/s","1.36 GB/s","0 kB/s","10.8 kB/s","295 MB/s","0 kB/s","1.36 GB/s","259"
"2023-04-16 02:19:10","1681586350000","0%","0%","0%","5.10%","1.70%","4.40%","10.6%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.85 GB/s","0 kB/s","35.6 kB/s","1.85 GB/s","0 kB/s","1.86 GB/s","1.85 GB/s","0 kB/s","20.4 kB/s","1.87 GB/s","0 kB/s","1.85 GB/s","49"
"2023-04-16 02:19:20","1681586360000","0%","0%","0%","5.50%","1.30%","4.80%","7.70%","375 MiB","31.2 MiB","405 MiB","158 MiB","633 MB/s","0 kB/s","0 kB/s","890 MB/s","0 kB/s","647 MB/s","890 MB/s","0 kB/s","0 kB/s","648 MB/s","0 kB/s","890 MB/s","202"
"2023-04-16 02:19:30","1681586370000","0%","0%","0%","6.00%","1.20%","4.70%","7.20%","379 MiB","31.2 MiB","405 MiB","154 MiB","1.56 GB/s","0 kB/s","17.2 kB/s","966 MB/s","0 kB/s","1.57 GB/s","966 MB/s","0 kB/s","16.2 kB/s","1.57 GB/s","0 kB/s","966 MB/s","490"
"2023-04-16 02:19:40","1681586380000","0%","0%","0%","4.00%","0.900%","3.60%","13.4%","392 MiB","31.2 MiB","405 MiB","141 MiB","2.48 GB/s","0 kB/s","5.60 kB/s","3.04 GB/s","0 kB/s","2.50 GB/s","3.04 GB/s","0 kB/s","5.40 kB/s","2.50 GB/s","0 kB/s","3.04 GB/s","1463"
"2023-04-16 02:19:50","1681586390000","0%","0%","0%","5.30%","0.800%","4.50%","19.8%","392 MiB","31.2 MiB","405 MiB","141 MiB","6.07 GB/s","0 kB/s","56.5 kB/s","3.90 GB/s","0 kB/s","6.09 GB/s","3.90 GB/s","0 kB/s","294 kB/s","6.09 GB/s","0 kB/s","3.90 GB/s","100"
"2023-04-16 02:20:00","1681586400000","0%","0%","0%","5.10%","1.30%","4.30%","6.60%","383 MiB","31.2 MiB","405 MiB","150 MiB","342 MB/s","0 kB/s","0 kB/s","619 MB/s","0 kB/s","356 MB/s","619 MB/s","0 kB/s","0 kB/s","357 MB/s","0 kB/s","619 MB/s","4604477"
"2023-04-16 02:20:10","1681586410000","0%","0%","0%","4.60%","2.10%","4.40%","10.8%","373 MiB","31.2 MiB","405 MiB","160 MiB","1.78 GB/s","0 kB/s","28 kB/s","1.60 GB/s","0 kB/s","1.79 GB/s","1.60 GB/s","0 kB/s","18.7 kB/s","1.79 GB/s","0 kB/s","1.60 GB/s","4594477"
"2023-04-16 02:20:20","1681586420000","0%","0%","0%","2.50%","1.00%","4.60%","11.5%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.16 GB/s","0 kB/s","22.4 kB/s","2.04 GB/s","0 kB/s","3.17 GB/s","2.04 GB/s","0 kB/s","10.8 kB/s","3.17 GB/s","0 kB/s","2.04 GB/s","4584477"
"2023-04-16 02:20:30","1681586430000","0%","0%","0%","4.30%","2.00%","5.30%","11.7%","371 MiB","31.2 MiB","405 MiB","162 MiB","2.55 GB/s","0 kB/s","11.8 kB/s","1.65 GB/s","0 kB/s","2.56 GB/s","1.65 GB/s","0 kB/s","9.60 kB/s","2.56 GB/s","0 kB/s","1.65 GB/s","4574477"
"2023-04-16 02:20:40","1681586440000","0%","0%","0%","2.40%","1.60%","2.90%","5.70%","371 MiB","31.2 MiB","405 MiB","162 MiB","1.49 GB/s","0 kB/s","5.60 kB/s","971 MB/s","0 kB/s","1.50 GB/s","971 MB/s","0 kB/s","5.40 kB/s","1.50 GB/s","0 kB/s","971 MB/s","4564477"
"2023-04-16 02:20:50","1681586450000","0%","0%","0%","4.70%","3.20%","6.30%","16.1%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.36 GB/s","0 kB/s","14.2 kB/s","2.36 GB/s","0 kB/s","3.38 GB/s","2.36 GB/s","0 kB/s","15.2 kB/s","3.38 GB/s","0 kB/s","2.36 GB/s","4554477"
"2023-04-16 02:21:00","1681586460000","0%","0%","0%","2.00%","0.600%","3.00%","8.60%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.59 GB/s","0 kB/s","51.6 kB/s","1.60 GB/s","0 kB/s","2.60 GB/s","1.60 GB/s","0 kB/s","47.4 kB/s","2.60 GB/s","0 kB/s","1.60 GB/s","4544477"
"2023-04-16 02:21:10","1681586470000","0%","0%","0%","4.90%","2.40%","6.10%","12.1%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.66 GB/s","0 kB/s","17 kB/s","1.60 GB/s","0 kB/s","2.68 GB/s","1.60 GB/s","0 kB/s","10.8 kB/s","2.68 GB/s","0 kB/s","1.60 GB/s","4534477"
"2023-04-16 02:21:20","1681586480000","0%","0%","0%","2.30%","0.700%","4.10%","12.0%","375 MiB","31.2 MiB","405 MiB","158 MiB","3.66 GB/s","0 kB/s","5.80 kB/s","2.30 GB/s","0 kB/s","3.67 GB/s","2.30 GB/s","0 kB/s","5.40 kB/s","3.68 GB/s","0 kB/s","2.30 GB/s","4524477"
"2023-04-16 02:21:30","1681586490000","0%","0%","0%","2.60%","1.30%","4.20%","8.70%","375 MiB","31.2 MiB","405 MiB","158 MiB","1.82 GB/s","0 kB/s","6 kB/s","1.20 GB/s","0 kB/s","1.83 GB/s","1.20 GB/s","0 kB/s","4.20 kB/s","1.83 GB/s","0 kB/s","1.20 GB/s","4514477"
"2023-04-16 02:21:40","1681586500000","0%","0%","0%","3.00%","1.40%","4.80%","8.90%","375 MiB","31.2 MiB","405 MiB","158 MiB","2.07 GB/s","0 kB/s","5.80 kB/s","1.37 GB/s","0 kB/s","2.08 GB/s","1.37 GB/s","0 kB/s","5.40 kB/s","2.08 GB/s","0 kB/s","1.37 GB/s","4504477"
"2023-04-16 02:21:50","1681586510000","0%","0%","0%","4.60%","1.70%","6.30%","12.0%","373 MiB","31.2 MiB","405 MiB","160 MiB","2.50 GB/s","0 kB/s","56.5 kB/s","1.94 GB/s","0 kB/s","2.51 GB/s","1.94 GB/s","0 kB/s","294 kB/s","2.51 GB/s","0 kB/s","1.94 GB/s","4494477"
"2023-04-16 02:22:00","1681586520000","0%","0%","0%","3.90%","1.30%","4.10%","11.9%","373 MiB","31.2 MiB","405 MiB","160 MiB","3.59 GB/s","0 kB/s","5.60 kB/s","2.24 GB/s","0 kB/s","3.60 GB/s","2.24 GB/s","0 kB/s","5.40 kB/s","3.61 GB/s","0 kB/s","2.24 GB/s","4484477"
"2023-04-16 02:22:10","1681586530000","0.100%","0%","0%","3.30%","2.00%","4.60%","9.70%","373 MiB","31.2 MiB","405 MiB","160 MiB","2.24 GB/s","0 kB/s","0 kB/s","1.48 GB/s","0 kB/s","2.25 GB/s","1.48 GB/s","0 kB/s","0 kB/s","2.25 GB/s","0 kB/s","1.48 GB/s","4474477"
"2023-04-16 02:22:20","1681586540000","0%","0%","0%","4.20%","2.30%","4.20%","13.6%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.78 GB/s","0 kB/s","11.2 kB/s","2.34 GB/s","0 kB/s","3.79 GB/s","2.34 GB/s","0 kB/s","10.8 kB/s","3.80 GB/s","0 kB/s","2.34 GB/s","4464477"
"2023-04-16 02:22:30","1681586550000","0%","0%","0%","3.30%","1.10%","4.30%","13.3%","371 MiB","31.2 MiB","405 MiB","162 MiB","3.71 GB/s","0 kB/s","11.6 kB/s","2.66 GB/s","0 kB/s","3.72 GB/s","2.66 GB/s","0 kB/s","9.60 kB/s","3.72 GB/s","0 kB/s","2.66 GB/s","4454477"
"2023-04-16 02:22:40","1681586560000","0%","0%","0%","0.900%","0.500%","1.30%","1.80%","371 MiB","31.2 MiB","405 MiB","162 MiB","997 MB/s","0 kB/s","9.80 kB/s","101 MB/s","0 kB/s","1.00 GB/s","101 MB/s","0 kB/s","9.80 kB/s","1.00 GB/s","0 kB/s","101 MB/s","4444477"
"2023-04-16 02:22:50","1681586570000","0%","0%","0%","0.900%","0.500%","1.30%","2.90%","379 MiB","31.2 MiB","405 MiB","154 MiB","625 MB/s","0 kB/s","11.4 kB/s","403 MB/s","0 kB/s","629 MB/s","403 MB/s","0 kB/s","10.8 kB/s","630 MB/s","0 kB/s","403 MB/s","4434477"
