"Time","Used","Buffer","Cached","Free"
2023-04-16 13:57:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:57:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:57:50,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:57:55,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:00,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:05,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:10,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:15,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:20,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:25,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:30,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:35,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:50,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:58:55,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:00,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:05,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:10,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:15,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:20,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:25,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:30,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:35,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:50,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 13:59:55,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:00,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:05,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:10,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:15,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:20,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:25,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:30,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:35,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:50,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:00:55,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:00,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:05,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:10,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:15,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:20,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:25,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:30,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:35,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:50,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:01:55,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:00,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:05,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:10,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:02:15,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:02:20,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:02:25,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:02:30,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:35,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:40,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:45,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:02:50,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:02:55,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:03:00,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:03:05,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:03:10,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:03:15,380 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:03:20,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:03:25,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:03:30,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:03:35,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:03:40,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:03:45,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:03:50,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:03:55,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:00,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:05,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:10,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:15,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:20,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:25,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:04:30,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:04:35,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:04:40,373 MiB,34.2 MiB,416 MiB,147 MiB
2023-04-16 14:04:45,373 MiB,34.2 MiB,416 MiB,147 MiB
2023-04-16 14:04:50,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:04:55,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:05:00,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:05:05,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:05:10,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:05:15,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:05:20,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:05:25,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:05:30,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:05:35,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:05:40,387 MiB,34.2 MiB,416 MiB,133 MiB
2023-04-16 14:05:45,387 MiB,34.2 MiB,416 MiB,133 MiB
2023-04-16 14:05:50,383 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:05:55,383 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:06:00,381 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:06:05,381 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:06:10,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:15,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:20,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:25,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:30,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:35,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:06:40,385 MiB,34.2 MiB,416 MiB,135 MiB
2023-04-16 14:06:45,385 MiB,34.2 MiB,416 MiB,135 MiB
2023-04-16 14:06:50,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:06:55,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:07:00,391 MiB,34.2 MiB,416 MiB,128 MiB
2023-04-16 14:07:05,391 MiB,34.2 MiB,416 MiB,128 MiB
2023-04-16 14:07:10,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:07:15,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:07:20,386 MiB,34.2 MiB,416 MiB,134 MiB
2023-04-16 14:07:25,386 MiB,34.2 MiB,416 MiB,134 MiB
2023-04-16 14:07:30,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:07:35,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:07:40,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:07:45,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:07:50,379 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:07:55,379 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:08:00,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:08:05,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:08:10,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:08:15,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:08:20,383 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:08:25,383 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:08:30,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:08:35,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:08:40,374 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:08:45,374 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:08:50,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:08:55,380 MiB,34.2 MiB,416 MiB,139 MiB
2023-04-16 14:09:00,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:09:05,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:09:10,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:09:15,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:09:20,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:09:25,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:09:30,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:09:35,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:09:40,372 MiB,34.2 MiB,416 MiB,148 MiB
2023-04-16 14:09:45,372 MiB,34.2 MiB,416 MiB,148 MiB
2023-04-16 14:09:50,376 MiB,34.2 MiB,416 MiB,144 MiB
2023-04-16 14:09:55,376 MiB,34.2 MiB,416 MiB,144 MiB
2023-04-16 14:10:00,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:10:05,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:10:10,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:10:15,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:10:20,378 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:10:25,378 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:10:30,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:10:35,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:10:40,374 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:10:45,374 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:10:50,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:10:55,382 MiB,34.2 MiB,416 MiB,137 MiB
2023-04-16 14:11:00,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:05,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:10,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:15,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:20,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:25,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:30,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:35,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:40,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:45,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:50,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:11:55,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:00,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:05,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:10,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:15,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:20,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:25,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:30,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:35,376 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:40,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:45,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:50,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:12:55,377 MiB,34.2 MiB,416 MiB,143 MiB
2023-04-16 14:13:00,379 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:13:05,379 MiB,34.2 MiB,416 MiB,140 MiB
2023-04-16 14:13:10,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:13:15,379 MiB,34.2 MiB,416 MiB,141 MiB
2023-04-16 14:13:20,385 MiB,34.2 MiB,416 MiB,135 MiB
2023-04-16 14:13:25,385 MiB,34.2 MiB,416 MiB,135 MiB
2023-04-16 14:13:30,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:13:35,378 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:13:40,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:13:45,382 MiB,34.2 MiB,416 MiB,138 MiB
2023-04-16 14:13:50,375 MiB,34.2 MiB,416 MiB,144 MiB
2023-04-16 14:13:55,375 MiB,34.2 MiB,416 MiB,144 MiB
2023-04-16 14:14:00,377 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:14:05,377 MiB,34.2 MiB,416 MiB,142 MiB
2023-04-16 14:14:10,372 MiB,34.2 MiB,416 MiB,148 MiB
2023-04-16 14:14:15,372 MiB,34.2 MiB,416 MiB,148 MiB
2023-04-16 14:14:20,383 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:14:25,383 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:14:30,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:14:35,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:14:40,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:14:45,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:14:50,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:14:55,375 MiB,34.2 MiB,416 MiB,145 MiB
2023-04-16 14:15:00,386 MiB,34.2 MiB,416 MiB,134 MiB
2023-04-16 14:15:05,386 MiB,34.2 MiB,416 MiB,134 MiB
2023-04-16 14:15:10,399 MiB,34.2 MiB,416 MiB,121 MiB
2023-04-16 14:15:15,399 MiB,34.2 MiB,416 MiB,121 MiB
2023-04-16 14:15:20,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:25,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:30,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:35,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:40,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:45,366 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:50,367 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:15:55,367 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:16:00,367 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:16:05,367 MiB,34.2 MiB,416 MiB,153 MiB
2023-04-16 14:16:10,366 MiB,34.2 MiB,416 MiB,154 MiB
2023-04-16 14:16:15,366 MiB,34.2 MiB,416 MiB,154 MiB
2023-04-16 14:16:20,390 MiB,34.2 MiB,416 MiB,129 MiB
2023-04-16 14:16:25,390 MiB,34.2 MiB,416 MiB,129 MiB
2023-04-16 14:16:30,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:16:35,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:16:40,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:16:45,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:16:50,389 MiB,34.2 MiB,416 MiB,130 MiB
2023-04-16 14:16:55,389 MiB,34.2 MiB,416 MiB,130 MiB
2023-04-16 14:17:00,387 MiB,34.2 MiB,416 MiB,133 MiB
2023-04-16 14:17:05,387 MiB,34.2 MiB,416 MiB,133 MiB
2023-04-16 14:17:10,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:17:15,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:17:20,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:17:25,384 MiB,34.2 MiB,416 MiB,136 MiB
2023-04-16 14:17:30,373 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:17:35,373 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:17:40,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:17:45,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:17:50,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:17:55,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:18:00,374 MiB,34.2 MiB,416 MiB,146 MiB
2023-04-16 14:18:05,374 MiB,34.2 MiB,416 MiB,146 MiB
