"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
2023-04-16 13:50:00,2.15 GB/s,0 kB/s,74.7 kB/s,1.39 GB/s,0 kB/s,2.16 GB/s,1.39 GB/s,0 kB/s,309 kB/s,2.16 GB/s,0 kB/s,1.39 GB/s
2023-04-16 13:50:05,2.15 GB/s,0 kB/s,74.7 kB/s,1.39 GB/s,0 kB/s,2.16 GB/s,1.39 GB/s,0 kB/s,309 kB/s,2.16 GB/s,0 kB/s,1.39 GB/s
2023-04-16 13:50:10,4.11 GB/s,0 kB/s,0 kB/s,2.60 GB/s,0 kB/s,4.12 GB/s,2.60 GB/s,0 kB/s,0 kB/s,4.12 GB/s,0 kB/s,2.60 GB/s
2023-04-16 13:50:15,4.11 GB/s,0 kB/s,0 kB/s,2.60 GB/s,0 kB/s,4.12 GB/s,2.60 GB/s,0 kB/s,0 kB/s,4.12 GB/s,0 kB/s,2.60 GB/s
2023-04-16 13:50:20,3.23 GB/s,0 kB/s,16.8 kB/s,2.09 GB/s,0 kB/s,3.25 GB/s,2.09 GB/s,0 kB/s,15 kB/s,3.25 GB/s,0 kB/s,2.09 GB/s
2023-04-16 13:50:25,3.23 GB/s,0 kB/s,16.8 kB/s,2.09 GB/s,0 kB/s,3.25 GB/s,2.09 GB/s,0 kB/s,15 kB/s,3.25 GB/s,0 kB/s,2.09 GB/s
2023-04-16 13:50:30,2.86 GB/s,0 kB/s,33.2 kB/s,2.19 GB/s,0 kB/s,2.87 GB/s,2.19 GB/s,0 kB/s,30.2 kB/s,2.88 GB/s,0 kB/s,2.19 GB/s
2023-04-16 13:50:35,2.86 GB/s,0 kB/s,33.2 kB/s,2.19 GB/s,0 kB/s,2.87 GB/s,2.19 GB/s,0 kB/s,30.2 kB/s,2.88 GB/s,0 kB/s,2.19 GB/s
2023-04-16 13:50:40,3.21 GB/s,0 kB/s,58.8 kB/s,1.78 GB/s,0 kB/s,3.22 GB/s,1.78 GB/s,0 kB/s,58.8 kB/s,3.23 GB/s,0 kB/s,1.78 GB/s
2023-04-16 13:50:45,3.21 GB/s,0 kB/s,58.8 kB/s,1.78 GB/s,0 kB/s,3.22 GB/s,1.78 GB/s,0 kB/s,58.8 kB/s,3.23 GB/s,0 kB/s,1.78 GB/s
2023-04-16 13:50:50,3.71 GB/s,0 kB/s,19.6 kB/s,2.34 GB/s,0 kB/s,3.72 GB/s,2.34 GB/s,0 kB/s,19.6 kB/s,3.72 GB/s,0 kB/s,2.34 GB/s
2023-04-16 13:50:55,3.71 GB/s,0 kB/s,19.6 kB/s,2.34 GB/s,0 kB/s,3.72 GB/s,2.34 GB/s,0 kB/s,19.6 kB/s,3.72 GB/s,0 kB/s,2.34 GB/s
2023-04-16 13:51:00,3.68 GB/s,0 kB/s,78.0 kB/s,2.33 GB/s,0 kB/s,3.70 GB/s,2.33 GB/s,0 kB/s,73.8 kB/s,3.70 GB/s,0 kB/s,2.33 GB/s
2023-04-16 13:51:05,3.68 GB/s,0 kB/s,78.0 kB/s,2.33 GB/s,0 kB/s,3.70 GB/s,2.33 GB/s,0 kB/s,73.8 kB/s,3.70 GB/s,0 kB/s,2.33 GB/s
2023-04-16 13:51:10,2.35 GB/s,0 kB/s,49.0 kB/s,1.53 GB/s,0 kB/s,2.36 GB/s,1.53 GB/s,0 kB/s,49.0 kB/s,2.36 GB/s,0 kB/s,1.53 GB/s
2023-04-16 13:51:15,2.35 GB/s,0 kB/s,49.0 kB/s,1.53 GB/s,0 kB/s,2.36 GB/s,1.53 GB/s,0 kB/s,49.0 kB/s,2.36 GB/s,0 kB/s,1.53 GB/s
2023-04-16 13:51:20,4.07 GB/s,0 kB/s,39.2 kB/s,2.55 GB/s,0 kB/s,4.08 GB/s,2.55 GB/s,0 kB/s,35.4 kB/s,4.08 GB/s,0 kB/s,2.55 GB/s
2023-04-16 13:51:25,4.07 GB/s,0 kB/s,39.2 kB/s,2.55 GB/s,0 kB/s,4.08 GB/s,2.55 GB/s,0 kB/s,35.4 kB/s,4.08 GB/s,0 kB/s,2.55 GB/s
2023-04-16 13:51:30,2.92 GB/s,0 kB/s,0 kB/s,2.23 GB/s,0 kB/s,2.94 GB/s,2.23 GB/s,0 kB/s,0 kB/s,2.94 GB/s,0 kB/s,2.23 GB/s
2023-04-16 13:51:35,2.92 GB/s,0 kB/s,0 kB/s,2.23 GB/s,0 kB/s,2.94 GB/s,2.23 GB/s,0 kB/s,0 kB/s,2.94 GB/s,0 kB/s,2.23 GB/s
2023-04-16 13:51:40,2.30 GB/s,0 kB/s,24.8 kB/s,1.17 GB/s,0 kB/s,2.31 GB/s,1.17 GB/s,0 kB/s,20.4 kB/s,2.31 GB/s,0 kB/s,1.17 GB/s
2023-04-16 13:51:45,2.30 GB/s,0 kB/s,24.8 kB/s,1.17 GB/s,0 kB/s,2.31 GB/s,1.17 GB/s,0 kB/s,20.4 kB/s,2.31 GB/s,0 kB/s,1.17 GB/s
2023-04-16 13:51:50,2.30 GB/s,0 kB/s,0 kB/s,1.73 GB/s,0 kB/s,2.31 GB/s,1.73 GB/s,0 kB/s,0 kB/s,2.31 GB/s,0 kB/s,1.73 GB/s
2023-04-16 13:51:55,2.30 GB/s,0 kB/s,0 kB/s,1.73 GB/s,0 kB/s,2.31 GB/s,1.73 GB/s,0 kB/s,0 kB/s,2.31 GB/s,0 kB/s,1.73 GB/s
2023-04-16 13:52:00,4.09 GB/s,0 kB/s,73.3 kB/s,2.30 GB/s,0 kB/s,4.09 GB/s,2.30 GB/s,0 kB/s,305 kB/s,4.10 GB/s,0 kB/s,2.30 GB/s
2023-04-16 13:52:05,4.09 GB/s,0 kB/s,73.3 kB/s,2.30 GB/s,0 kB/s,4.09 GB/s,2.30 GB/s,0 kB/s,305 kB/s,4.10 GB/s,0 kB/s,2.30 GB/s
2023-04-16 13:52:10,1.99 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,1.99 GB/s,1.24 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,1.24 GB/s
2023-04-16 13:52:15,1.99 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,1.99 GB/s,1.24 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,1.24 GB/s
2023-04-16 13:52:20,2.49 GB/s,0 kB/s,39.2 kB/s,1.58 GB/s,0 kB/s,2.49 GB/s,1.58 GB/s,0 kB/s,35.4 kB/s,2.49 GB/s,0 kB/s,1.58 GB/s
2023-04-16 13:52:25,2.49 GB/s,0 kB/s,39.2 kB/s,1.58 GB/s,0 kB/s,2.49 GB/s,1.58 GB/s,0 kB/s,35.4 kB/s,2.49 GB/s,0 kB/s,1.58 GB/s
2023-04-16 13:52:30,2.29 GB/s,0 kB/s,0 kB/s,1.51 GB/s,0 kB/s,2.30 GB/s,1.51 GB/s,0 kB/s,0 kB/s,2.30 GB/s,0 kB/s,1.51 GB/s
2023-04-16 13:52:35,2.29 GB/s,0 kB/s,0 kB/s,1.51 GB/s,0 kB/s,2.30 GB/s,1.51 GB/s,0 kB/s,0 kB/s,2.30 GB/s,0 kB/s,1.51 GB/s
2023-04-16 13:52:40,3.75 GB/s,0 kB/s,0 kB/s,2.32 GB/s,0 kB/s,3.76 GB/s,2.32 GB/s,0 kB/s,0 kB/s,3.76 GB/s,0 kB/s,2.32 GB/s
2023-04-16 13:52:45,3.75 GB/s,0 kB/s,0 kB/s,2.32 GB/s,0 kB/s,3.76 GB/s,2.32 GB/s,0 kB/s,0 kB/s,3.76 GB/s,0 kB/s,2.32 GB/s
2023-04-16 13:52:50,2.61 GB/s,0 kB/s,39.6 kB/s,1.62 GB/s,0 kB/s,2.62 GB/s,1.62 GB/s,0 kB/s,25.8 kB/s,2.62 GB/s,0 kB/s,1.62 GB/s
2023-04-16 13:52:55,2.61 GB/s,0 kB/s,39.6 kB/s,1.62 GB/s,0 kB/s,2.62 GB/s,1.62 GB/s,0 kB/s,25.8 kB/s,2.62 GB/s,0 kB/s,1.62 GB/s
2023-04-16 13:53:00,2.00 GB/s,0 kB/s,6 kB/s,1.59 GB/s,0 kB/s,2.01 GB/s,1.59 GB/s,0 kB/s,4.20 kB/s,2.01 GB/s,0 kB/s,1.59 GB/s
2023-04-16 13:53:05,2.00 GB/s,0 kB/s,6 kB/s,1.59 GB/s,0 kB/s,2.01 GB/s,1.59 GB/s,0 kB/s,4.20 kB/s,2.01 GB/s,0 kB/s,1.59 GB/s
2023-04-16 13:53:10,1.54 GB/s,0 kB/s,0 kB/s,674 MB/s,0 kB/s,1.54 GB/s,674 MB/s,0 kB/s,0 kB/s,1.54 GB/s,0 kB/s,674 MB/s
2023-04-16 13:53:15,1.54 GB/s,0 kB/s,0 kB/s,674 MB/s,0 kB/s,1.54 GB/s,674 MB/s,0 kB/s,0 kB/s,1.54 GB/s,0 kB/s,674 MB/s
2023-04-16 13:53:20,2.24 GB/s,0 kB/s,39.6 kB/s,1.45 GB/s,0 kB/s,2.25 GB/s,1.45 GB/s,0 kB/s,34.2 kB/s,2.25 GB/s,0 kB/s,1.45 GB/s
2023-04-16 13:53:25,2.24 GB/s,0 kB/s,39.6 kB/s,1.45 GB/s,0 kB/s,2.25 GB/s,1.45 GB/s,0 kB/s,34.2 kB/s,2.25 GB/s,0 kB/s,1.45 GB/s
2023-04-16 13:53:30,1.25 GB/s,0 kB/s,5.80 kB/s,833 MB/s,0 kB/s,1.25 GB/s,833 MB/s,0 kB/s,5.40 kB/s,1.26 GB/s,0 kB/s,833 MB/s
2023-04-16 13:53:35,1.25 GB/s,0 kB/s,5.80 kB/s,833 MB/s,0 kB/s,1.25 GB/s,833 MB/s,0 kB/s,5.40 kB/s,1.26 GB/s,0 kB/s,833 MB/s
2023-04-16 13:53:40,681 MB/s,0 kB/s,5.80 kB/s,464 MB/s,0 kB/s,688 MB/s,464 MB/s,0 kB/s,5.40 kB/s,689 MB/s,0 kB/s,464 MB/s
2023-04-16 13:53:45,681 MB/s,0 kB/s,5.80 kB/s,464 MB/s,0 kB/s,688 MB/s,464 MB/s,0 kB/s,5.40 kB/s,689 MB/s,0 kB/s,464 MB/s
2023-04-16 13:53:50,2.46 GB/s,0 kB/s,11.2 kB/s,1.55 GB/s,0 kB/s,2.46 GB/s,1.55 GB/s,0 kB/s,5.40 kB/s,2.46 GB/s,0 kB/s,1.55 GB/s
2023-04-16 13:53:55,2.46 GB/s,0 kB/s,11.2 kB/s,1.55 GB/s,0 kB/s,2.46 GB/s,1.55 GB/s,0 kB/s,5.40 kB/s,2.46 GB/s,0 kB/s,1.55 GB/s
2023-04-16 13:54:00,2.26 GB/s,0 kB/s,68.1 kB/s,1.42 GB/s,0 kB/s,2.27 GB/s,1.42 GB/s,0 kB/s,297 kB/s,2.27 GB/s,0 kB/s,1.42 GB/s
2023-04-16 13:54:05,2.26 GB/s,0 kB/s,68.1 kB/s,1.42 GB/s,0 kB/s,2.27 GB/s,1.42 GB/s,0 kB/s,297 kB/s,2.27 GB/s,0 kB/s,1.42 GB/s
2023-04-16 13:54:10,1.33 GB/s,0 kB/s,5.60 kB/s,899 MB/s,0 kB/s,1.34 GB/s,899 MB/s,0 kB/s,5.40 kB/s,1.34 GB/s,0 kB/s,899 MB/s
2023-04-16 13:54:15,1.33 GB/s,0 kB/s,5.60 kB/s,899 MB/s,0 kB/s,1.34 GB/s,899 MB/s,0 kB/s,5.40 kB/s,1.34 GB/s,0 kB/s,899 MB/s
2023-04-16 13:54:20,3.00 GB/s,0 kB/s,33.6 kB/s,1.89 GB/s,0 kB/s,3.01 GB/s,1.89 GB/s,0 kB/s,30 kB/s,3.01 GB/s,0 kB/s,1.89 GB/s
2023-04-16 13:54:25,3.00 GB/s,0 kB/s,33.6 kB/s,1.89 GB/s,0 kB/s,3.01 GB/s,1.89 GB/s,0 kB/s,30 kB/s,3.01 GB/s,0 kB/s,1.89 GB/s
2023-04-16 13:54:30,3.24 GB/s,0 kB/s,11.2 kB/s,2.03 GB/s,0 kB/s,3.25 GB/s,2.03 GB/s,0 kB/s,5.40 kB/s,3.25 GB/s,0 kB/s,2.03 GB/s
2023-04-16 13:54:35,3.24 GB/s,0 kB/s,11.2 kB/s,2.03 GB/s,0 kB/s,3.25 GB/s,2.03 GB/s,0 kB/s,5.40 kB/s,3.25 GB/s,0 kB/s,2.03 GB/s
2023-04-16 13:54:40,1.69 GB/s,0 kB/s,0 kB/s,1.12 GB/s,0 kB/s,1.70 GB/s,1.12 GB/s,0 kB/s,0 kB/s,1.70 GB/s,0 kB/s,1.12 GB/s
2023-04-16 13:54:45,1.69 GB/s,0 kB/s,0 kB/s,1.12 GB/s,0 kB/s,1.70 GB/s,1.12 GB/s,0 kB/s,0 kB/s,1.70 GB/s,0 kB/s,1.12 GB/s
2023-04-16 13:54:50,2.60 GB/s,0 kB/s,0 kB/s,1.64 GB/s,0 kB/s,2.60 GB/s,1.64 GB/s,0 kB/s,0 kB/s,2.60 GB/s,0 kB/s,1.64 GB/s
2023-04-16 13:54:55,2.60 GB/s,0 kB/s,0 kB/s,1.64 GB/s,0 kB/s,2.60 GB/s,1.64 GB/s,0 kB/s,0 kB/s,2.60 GB/s,0 kB/s,1.64 GB/s
2023-04-16 13:55:00,1.69 GB/s,0 kB/s,11.6 kB/s,1.06 GB/s,0 kB/s,1.70 GB/s,1.06 GB/s,0 kB/s,9.60 kB/s,1.70 GB/s,0 kB/s,1.06 GB/s
2023-04-16 13:55:05,1.69 GB/s,0 kB/s,11.6 kB/s,1.06 GB/s,0 kB/s,1.70 GB/s,1.06 GB/s,0 kB/s,9.60 kB/s,1.70 GB/s,0 kB/s,1.06 GB/s
2023-04-16 13:55:10,1.85 GB/s,0 kB/s,17.2 kB/s,1.49 GB/s,0 kB/s,1.86 GB/s,1.49 GB/s,0 kB/s,16.2 kB/s,1.86 GB/s,0 kB/s,1.49 GB/s
2023-04-16 13:55:15,1.85 GB/s,0 kB/s,17.2 kB/s,1.49 GB/s,0 kB/s,1.86 GB/s,1.49 GB/s,0 kB/s,16.2 kB/s,1.86 GB/s,0 kB/s,1.49 GB/s
2023-04-16 13:55:20,3.50 GB/s,0 kB/s,33.6 kB/s,1.88 GB/s,0 kB/s,3.51 GB/s,1.88 GB/s,0 kB/s,30 kB/s,3.51 GB/s,0 kB/s,1.88 GB/s
2023-04-16 13:55:25,3.50 GB/s,0 kB/s,33.6 kB/s,1.88 GB/s,0 kB/s,3.51 GB/s,1.88 GB/s,0 kB/s,30 kB/s,3.51 GB/s,0 kB/s,1.88 GB/s
2023-04-16 13:55:30,3.67 GB/s,0 kB/s,0 kB/s,2.38 GB/s,0 kB/s,3.67 GB/s,2.38 GB/s,0 kB/s,0 kB/s,3.66 GB/s,0 kB/s,2.38 GB/s
2023-04-16 13:55:35,3.67 GB/s,0 kB/s,0 kB/s,2.38 GB/s,0 kB/s,3.67 GB/s,2.38 GB/s,0 kB/s,0 kB/s,3.66 GB/s,0 kB/s,2.38 GB/s
2023-04-16 13:55:40,2.25 GB/s,0 kB/s,68.6 kB/s,1.31 GB/s,0 kB/s,2.26 GB/s,1.31 GB/s,0 kB/s,68.6 kB/s,2.28 GB/s,0 kB/s,1.31 GB/s
2023-04-16 13:55:45,2.25 GB/s,0 kB/s,68.6 kB/s,1.31 GB/s,0 kB/s,2.26 GB/s,1.31 GB/s,0 kB/s,68.6 kB/s,2.28 GB/s,0 kB/s,1.31 GB/s
2023-04-16 13:55:50,819 MB/s,0 kB/s,33 kB/s,939 MB/s,0 kB/s,829 MB/s,939 MB/s,0 kB/s,29.2 kB/s,830 MB/s,0 kB/s,939 MB/s
2023-04-16 13:55:55,819 MB/s,0 kB/s,33 kB/s,939 MB/s,0 kB/s,829 MB/s,939 MB/s,0 kB/s,29.2 kB/s,830 MB/s,0 kB/s,939 MB/s
2023-04-16 13:56:00,2.19 GB/s,0 kB/s,121 kB/s,1.06 GB/s,0 kB/s,2.20 GB/s,1.06 GB/s,0 kB/s,354 kB/s,2.20 GB/s,0 kB/s,1.06 GB/s
2023-04-16 13:56:05,2.19 GB/s,0 kB/s,121 kB/s,1.06 GB/s,0 kB/s,2.20 GB/s,1.06 GB/s,0 kB/s,354 kB/s,2.20 GB/s,0 kB/s,1.06 GB/s
2023-04-16 13:56:10,959 MB/s,0 kB/s,49 kB/s,825 MB/s,0 kB/s,966 MB/s,824 MB/s,0 kB/s,49 kB/s,967 MB/s,0 kB/s,824 MB/s
2023-04-16 13:56:15,959 MB/s,0 kB/s,49 kB/s,825 MB/s,0 kB/s,966 MB/s,824 MB/s,0 kB/s,49 kB/s,967 MB/s,0 kB/s,824 MB/s
2023-04-16 13:56:20,918 MB/s,0 kB/s,44.8 kB/s,414 MB/s,0 kB/s,923 MB/s,414 MB/s,0 kB/s,35.4 kB/s,924 MB/s,0 kB/s,414 MB/s
2023-04-16 13:56:25,918 MB/s,0 kB/s,44.8 kB/s,414 MB/s,0 kB/s,923 MB/s,414 MB/s,0 kB/s,35.4 kB/s,924 MB/s,0 kB/s,414 MB/s
2023-04-16 13:56:30,1.10 GB/s,0 kB/s,5.80 kB/s,694 MB/s,0 kB/s,1.10 GB/s,694 MB/s,0 kB/s,5.40 kB/s,1.10 GB/s,0 kB/s,694 MB/s
2023-04-16 13:56:35,1.10 GB/s,0 kB/s,5.80 kB/s,694 MB/s,0 kB/s,1.10 GB/s,694 MB/s,0 kB/s,5.40 kB/s,1.10 GB/s,0 kB/s,694 MB/s
2023-04-16 13:56:40,122 MB/s,0 kB/s,11.2 kB/s,123 MB/s,0 kB/s,126 MB/s,123 MB/s,0 kB/s,5.40 kB/s,127 MB/s,0 kB/s,123 MB/s
2023-04-16 13:56:45,122 MB/s,0 kB/s,11.2 kB/s,123 MB/s,0 kB/s,126 MB/s,123 MB/s,0 kB/s,5.40 kB/s,127 MB/s,0 kB/s,123 MB/s
2023-04-16 13:56:50,480 MB/s,0 kB/s,5.80 kB/s,293 MB/s,0 kB/s,481 MB/s,293 MB/s,0 kB/s,5.40 kB/s,482 MB/s,0 kB/s,293 MB/s
2023-04-16 13:56:55,480 MB/s,0 kB/s,5.80 kB/s,293 MB/s,0 kB/s,481 MB/s,293 MB/s,0 kB/s,5.40 kB/s,482 MB/s,0 kB/s,293 MB/s
2023-04-16 13:57:00,635 MB/s,0 kB/s,6 kB/s,438 MB/s,0 kB/s,640 MB/s,438 MB/s,0 kB/s,4.20 kB/s,641 MB/s,0 kB/s,438 MB/s
2023-04-16 13:57:05,635 MB/s,0 kB/s,6 kB/s,438 MB/s,0 kB/s,640 MB/s,438 MB/s,0 kB/s,4.20 kB/s,641 MB/s,0 kB/s,438 MB/s
2023-04-16 13:57:10,580 MB/s,0 kB/s,0 kB/s,362 MB/s,0 kB/s,582 MB/s,362 MB/s,0 kB/s,0 kB/s,583 MB/s,0 kB/s,362 MB/s
2023-04-16 13:57:15,580 MB/s,0 kB/s,0 kB/s,362 MB/s,0 kB/s,582 MB/s,362 MB/s,0 kB/s,0 kB/s,583 MB/s,0 kB/s,362 MB/s
2023-04-16 13:57:20,110 MB/s,0 kB/s,50.4 kB/s,93.9 MB/s,0 kB/s,114 MB/s,93.9 MB/s,0 kB/s,40.8 kB/s,115 MB/s,0 kB/s,93.9 MB/s
2023-04-16 13:57:25,110 MB/s,0 kB/s,50.4 kB/s,93.9 MB/s,0 kB/s,114 MB/s,93.9 MB/s,0 kB/s,40.8 kB/s,115 MB/s,0 kB/s,93.9 MB/s
2023-04-16 13:57:30,1.03 GB/s,0 kB/s,11.4 kB/s,678 MB/s,0 kB/s,1.04 GB/s,678 MB/s,0 kB/s,10.8 kB/s,1.04 GB/s,0 kB/s,678 MB/s
2023-04-16 13:57:35,1.03 GB/s,0 kB/s,11.4 kB/s,678 MB/s,0 kB/s,1.04 GB/s,678 MB/s,0 kB/s,10.8 kB/s,1.04 GB/s,0 kB/s,678 MB/s
2023-04-16 13:57:40,21.3 MB/s,0 kB/s,0 kB/s,28.6 MB/s,0 kB/s,21.9 MB/s,28.5 MB/s,0 kB/s,0 kB/s,22.9 MB/s,0 kB/s,28.5 MB/s
2023-04-16 13:57:45,21.3 MB/s,0 kB/s,0 kB/s,28.6 MB/s,0 kB/s,21.9 MB/s,28.5 MB/s,0 kB/s,0 kB/s,22.9 MB/s,0 kB/s,28.5 MB/s
2023-04-16 13:57:50,1.13 GB/s,0 kB/s,24.6 kB/s,696 MB/s,0 kB/s,1.14 GB/s,696 MB/s,0 kB/s,21.6 kB/s,1.14 GB/s,0 kB/s,696 MB/s
2023-04-16 13:57:55,1.13 GB/s,0 kB/s,24.6 kB/s,696 MB/s,0 kB/s,1.14 GB/s,696 MB/s,0 kB/s,21.6 kB/s,1.14 GB/s,0 kB/s,696 MB/s
2023-04-16 13:58:00,952 MB/s,0 kB/s,62.5 kB/s,601 MB/s,0 kB/s,955 MB/s,601 MB/s,0 kB/s,295 kB/s,956 MB/s,0 kB/s,601 MB/s
2023-04-16 13:58:05,952 MB/s,0 kB/s,62.5 kB/s,601 MB/s,0 kB/s,955 MB/s,601 MB/s,0 kB/s,295 kB/s,956 MB/s,0 kB/s,601 MB/s
2023-04-16 13:58:10,69.2 MB/s,0 kB/s,0 kB/s,61.3 MB/s,0 kB/s,71.4 MB/s,61.2 MB/s,0 kB/s,0 kB/s,72.3 MB/s,0 kB/s,61.2 MB/s
2023-04-16 13:58:15,69.2 MB/s,0 kB/s,0 kB/s,61.3 MB/s,0 kB/s,71.4 MB/s,61.2 MB/s,0 kB/s,0 kB/s,72.3 MB/s,0 kB/s,61.2 MB/s
2023-04-16 13:58:20,614 MB/s,0 kB/s,33.6 kB/s,401 MB/s,0 kB/s,617 MB/s,401 MB/s,0 kB/s,30 kB/s,618 MB/s,0 kB/s,401 MB/s
2023-04-16 13:58:25,614 MB/s,0 kB/s,33.6 kB/s,401 MB/s,0 kB/s,617 MB/s,401 MB/s,0 kB/s,30 kB/s,618 MB/s,0 kB/s,401 MB/s
2023-04-16 13:58:30,948 MB/s,0 kB/s,5.60 kB/s,607 MB/s,0 kB/s,950 MB/s,607 MB/s,0 kB/s,5.40 kB/s,951 MB/s,0 kB/s,607 MB/s
2023-04-16 13:58:35,948 MB/s,0 kB/s,5.60 kB/s,607 MB/s,0 kB/s,950 MB/s,607 MB/s,0 kB/s,5.40 kB/s,951 MB/s,0 kB/s,607 MB/s
2023-04-16 13:58:40,223 MB/s,0 kB/s,0 kB/s,191 MB/s,0 kB/s,230 MB/s,191 MB/s,0 kB/s,0 kB/s,231 MB/s,0 kB/s,191 MB/s
2023-04-16 13:58:45,223 MB/s,0 kB/s,0 kB/s,191 MB/s,0 kB/s,230 MB/s,191 MB/s,0 kB/s,0 kB/s,231 MB/s,0 kB/s,191 MB/s
2023-04-16 13:58:50,918 MB/s,0 kB/s,17.6 kB/s,568 MB/s,0 kB/s,919 MB/s,568 MB/s,0 kB/s,15 kB/s,920 MB/s,0 kB/s,568 MB/s
2023-04-16 13:58:55,918 MB/s,0 kB/s,17.6 kB/s,568 MB/s,0 kB/s,919 MB/s,568 MB/s,0 kB/s,15 kB/s,920 MB/s,0 kB/s,568 MB/s
