"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
"2023-04-16 14:26:55","1681630015000","0%","0%","0%","0.600%","0.500%","1.10%","2.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","593 MB/s","0 kB/s","46.9 kB/s","382 MB/s","0 kB/s","596 MB/s","382 MB/s","0 kB/s","41.3 kB/s","597 MB/s","0 kB/s","382 MB/s"
"2023-04-16 14:27:00","1681630020000","0%","0%","0%","0.400%","0%","0.500%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","526 MB/s","0 kB/s","0 kB/s","325 MB/s","0 kB/s","527 MB/s","325 MB/s","0 kB/s","0 kB/s","528 MB/s","0 kB/s","325 MB/s"
"2023-04-16 14:27:05","1681630025000","0%","0%","0%","0.400%","0%","0.500%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","526 MB/s","0 kB/s","0 kB/s","325 MB/s","0 kB/s","527 MB/s","325 MB/s","0 kB/s","0 kB/s","528 MB/s","0 kB/s","325 MB/s"
"2023-04-16 14:27:10","1681630030000","0%","0%","0%","0.200%","0.100%","0.200%","2.40%","376 MiB","34.2 MiB","416 MiB","144 MiB","944 MB/s","0 kB/s","22.4 kB/s","576 MB/s","0 kB/s","945 MB/s","576 MB/s","0 kB/s","20.4 kB/s","946 MB/s","0 kB/s","576 MB/s"
"2023-04-16 14:27:15","1681630035000","0%","0%","0%","0.200%","0.100%","0.200%","2.40%","376 MiB","34.2 MiB","416 MiB","144 MiB","944 MB/s","0 kB/s","22.4 kB/s","576 MB/s","0 kB/s","945 MB/s","576 MB/s","0 kB/s","20.4 kB/s","946 MB/s","0 kB/s","576 MB/s"
"2023-04-16 14:27:20","1681630040000","0%","0%","0%","0.400%","0.200%","0.500%","0.500%","376 MiB","34.2 MiB","416 MiB","144 MiB","43.3 MB/s","0 kB/s","16.8 kB/s","38.7 MB/s","0 kB/s","44.6 MB/s","38.7 MB/s","0 kB/s","10.4 kB/s","45.6 MB/s","0 kB/s","38.7 MB/s"
"2023-04-16 14:27:25","1681630045000","0%","0%","0%","0.400%","0.200%","0.500%","0.500%","376 MiB","34.2 MiB","416 MiB","144 MiB","43.3 MB/s","0 kB/s","16.8 kB/s","38.7 MB/s","0 kB/s","44.6 MB/s","38.7 MB/s","0 kB/s","10.4 kB/s","45.6 MB/s","0 kB/s","38.7 MB/s"
"2023-04-16 14:27:30","1681630050000","0%","0%","0%","0.1000%","0%","0.200%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","559 MB/s","0 kB/s","28 kB/s","343 MB/s","0 kB/s","559 MB/s","343 MB/s","0 kB/s","25 kB/s","560 MB/s","0 kB/s","343 MB/s"
"2023-04-16 14:27:35","1681630055000","0%","0%","0%","0.1000%","0%","0.200%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","559 MB/s","0 kB/s","28 kB/s","343 MB/s","0 kB/s","559 MB/s","343 MB/s","0 kB/s","25 kB/s","560 MB/s","0 kB/s","343 MB/s"
"2023-04-16 14:27:40","1681630060000","0%","0%","0%","0%","0%","0.200%","0.300%","376 MiB","34.2 MiB","416 MiB","144 MiB","2.89 MB/s","0 kB/s","0 kB/s","1.94 MB/s","0 kB/s","2.92 MB/s","1.88 MB/s","0 kB/s","0 kB/s","3.87 MB/s","0 kB/s","1.88 MB/s"
"2023-04-16 14:27:45","1681630065000","0%","0%","0%","0%","0%","0.200%","0.300%","376 MiB","34.2 MiB","416 MiB","144 MiB","2.89 MB/s","0 kB/s","0 kB/s","1.94 MB/s","0 kB/s","2.92 MB/s","1.88 MB/s","0 kB/s","0 kB/s","3.87 MB/s","0 kB/s","1.88 MB/s"
"2023-04-16 14:27:50","1681630070000","0%","0%","0%","0%","0.100%","0.100%","0.100%","376 MiB","34.2 MiB","416 MiB","144 MiB","3.27 MB/s","0 kB/s","34.2 kB/s","2.14 MB/s","0 kB/s","3.30 MB/s","2.08 MB/s","0 kB/s","20.4 kB/s","4.25 MB/s","0 kB/s","2.08 MB/s"
"2023-04-16 14:27:55","1681630075000","0%","0%","0%","0%","0.100%","0.100%","0.100%","376 MiB","34.2 MiB","416 MiB","144 MiB","3.27 MB/s","0 kB/s","34.2 kB/s","2.14 MB/s","0 kB/s","3.30 MB/s","2.08 MB/s","0 kB/s","20.4 kB/s","4.25 MB/s","0 kB/s","2.08 MB/s"
"2023-04-16 14:28:00","1681630080000","0%","0%","0%","0%","0.1000%","0.200%","2.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.00 GB/s","0 kB/s","56.5 kB/s","613 MB/s","0 kB/s","1.01 GB/s","613 MB/s","0 kB/s","289 kB/s","1.01 GB/s","0 kB/s","613 MB/s"
"2023-04-16 14:28:05","1681630085000","0%","0%","0%","0%","0.1000%","0.200%","2.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.00 GB/s","0 kB/s","56.5 kB/s","613 MB/s","0 kB/s","1.01 GB/s","613 MB/s","0 kB/s","289 kB/s","1.01 GB/s","0 kB/s","613 MB/s"
"2023-04-16 14:28:10","1681630090000","0%","0%","0%","0.500%","0.200%","0.700%","0.700%","376 MiB","34.2 MiB","416 MiB","144 MiB","28.2 MB/s","0 kB/s","11.2 kB/s","38.3 MB/s","0 kB/s","29.5 MB/s","38.2 MB/s","0 kB/s","10 kB/s","30.5 MB/s","0 kB/s","38.2 MB/s"
"2023-04-16 14:28:15","1681630095000","0%","0%","0%","0.500%","0.200%","0.700%","0.700%","376 MiB","34.2 MiB","416 MiB","144 MiB","28.2 MB/s","0 kB/s","11.2 kB/s","38.3 MB/s","0 kB/s","29.5 MB/s","38.2 MB/s","0 kB/s","10 kB/s","30.5 MB/s","0 kB/s","38.2 MB/s"
"2023-04-16 14:28:20","1681630100000","0%","0%","0%","0.800%","0.600%","1.30%","1.10%","376 MiB","34.2 MiB","416 MiB","144 MiB","80.8 MB/s","0 kB/s","7.40 kB/s","59.6 MB/s","0 kB/s","83.0 MB/s","59.6 MB/s","0 kB/s","5.40 kB/s","83.9 MB/s","0 kB/s","59.6 MB/s"
"2023-04-16 14:28:25","1681630105000","0%","0%","0%","0.800%","0.600%","1.30%","1.10%","376 MiB","34.2 MiB","416 MiB","144 MiB","80.8 MB/s","0 kB/s","7.40 kB/s","59.6 MB/s","0 kB/s","83.0 MB/s","59.6 MB/s","0 kB/s","5.40 kB/s","83.9 MB/s","0 kB/s","59.6 MB/s"
"2023-04-16 14:28:30","1681630110000","0%","0%","0%","0.1000%","0.100%","0.300%","2.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.02 GB/s","0 kB/s","40.2 kB/s","628 MB/s","0 kB/s","1.02 GB/s","628 MB/s","0 kB/s","39.4 kB/s","1.03 GB/s","0 kB/s","628 MB/s"
"2023-04-16 14:28:35","1681630115000","0%","0%","0%","0.1000%","0.100%","0.300%","2.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.02 GB/s","0 kB/s","40.2 kB/s","628 MB/s","0 kB/s","1.02 GB/s","628 MB/s","0 kB/s","39.4 kB/s","1.03 GB/s","0 kB/s","628 MB/s"
"2023-04-16 14:28:40","1681630120000","0%","0%","0%","0.1000%","0%","0.300%","1.90%","376 MiB","34.2 MiB","416 MiB","144 MiB","496 MB/s","0 kB/s","53.1 kB/s","615 MB/s","0 kB/s","497 MB/s","615 MB/s","0 kB/s","50.1 kB/s","498 MB/s","0 kB/s","615 MB/s"
"2023-04-16 14:28:45","1681630125000","0%","0%","0%","0.1000%","0%","0.300%","1.90%","376 MiB","34.2 MiB","416 MiB","144 MiB","496 MB/s","0 kB/s","53.1 kB/s","615 MB/s","0 kB/s","497 MB/s","615 MB/s","0 kB/s","50.1 kB/s","498 MB/s","0 kB/s","615 MB/s"
"2023-04-16 14:28:50","1681630130000","0%","0%","0%","0%","0%","0%","0.800%","376 MiB","34.2 MiB","416 MiB","144 MiB","510 MB/s","0 kB/s","0 kB/s","718 kB/s","0 kB/s","511 MB/s","663 kB/s","0 kB/s","0 kB/s","512 MB/s","0 kB/s","663 kB/s"
"2023-04-16 14:28:55","1681630135000","0%","0%","0%","0%","0%","0%","0.800%","376 MiB","34.2 MiB","416 MiB","144 MiB","510 MB/s","0 kB/s","0 kB/s","718 kB/s","0 kB/s","511 MB/s","663 kB/s","0 kB/s","0 kB/s","512 MB/s","0 kB/s","663 kB/s"
"2023-04-16 14:29:00","1681630140000","0%","0%","0%","0.400%","0.500%","0.800%","0.800%","376 MiB","34.2 MiB","416 MiB","144 MiB","44.6 MB/s","0 kB/s","0 kB/s","40.6 MB/s","0 kB/s","46.1 MB/s","40.5 MB/s","0 kB/s","0 kB/s","47.0 MB/s","0 kB/s","40.5 MB/s"
"2023-04-16 14:29:05","1681630145000","0%","0%","0%","0.400%","0.500%","0.800%","0.800%","376 MiB","34.2 MiB","416 MiB","144 MiB","44.6 MB/s","0 kB/s","0 kB/s","40.6 MB/s","0 kB/s","46.1 MB/s","40.5 MB/s","0 kB/s","0 kB/s","47.0 MB/s","0 kB/s","40.5 MB/s"
"2023-04-16 14:29:10","1681630150000","0%","0%","0%","0.600%","0.200%","1.20%","2.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","554 MB/s","0 kB/s","22.4 kB/s","359 MB/s","0 kB/s","556 MB/s","358 MB/s","0 kB/s","20.4 kB/s","557 MB/s","0 kB/s","358 MB/s"
"2023-04-16 14:29:15","1681630155000","0%","0%","0%","0.600%","0.200%","1.20%","2.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","554 MB/s","0 kB/s","22.4 kB/s","359 MB/s","0 kB/s","556 MB/s","358 MB/s","0 kB/s","20.4 kB/s","557 MB/s","0 kB/s","358 MB/s"
"2023-04-16 14:29:20","1681630160000","0%","0%","0%","0.500%","0.500%","1.60%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","58.6 MB/s","0 kB/s","6 kB/s","53.6 MB/s","0 kB/s","60.5 MB/s","53.5 MB/s","0 kB/s","4.20 kB/s","61.5 MB/s","0 kB/s","53.5 MB/s"
"2023-04-16 14:29:25","1681630165000","0%","0%","0%","0.500%","0.500%","1.60%","1.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","58.6 MB/s","0 kB/s","6 kB/s","53.6 MB/s","0 kB/s","60.5 MB/s","53.5 MB/s","0 kB/s","4.20 kB/s","61.5 MB/s","0 kB/s","53.5 MB/s"
"2023-04-16 14:29:30","1681630170000","0%","0%","0%","1.20%","0.500%","1.50%","1.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","69.4 MB/s","0 kB/s","33.6 kB/s","61.8 MB/s","0 kB/s","71.5 MB/s","61.8 MB/s","0 kB/s","30 kB/s","72.4 MB/s","0 kB/s","61.8 MB/s"
"2023-04-16 14:29:35","1681630175000","0%","0%","0%","1.20%","0.500%","1.50%","1.80%","376 MiB","34.2 MiB","416 MiB","144 MiB","69.4 MB/s","0 kB/s","33.6 kB/s","61.8 MB/s","0 kB/s","71.5 MB/s","61.8 MB/s","0 kB/s","30 kB/s","72.4 MB/s","0 kB/s","61.8 MB/s"
"2023-04-16 14:29:40","1681630180000","0%","0%","0%","0.500%","0.500%","0.900%","2.10%","376 MiB","34.2 MiB","416 MiB","144 MiB","506 MB/s","0 kB/s","11.6 kB/s","330 MB/s","0 kB/s","507 MB/s","330 MB/s","0 kB/s","10.8 kB/s","508 MB/s","0 kB/s","330 MB/s"
"2023-04-16 14:29:45","1681630185000","0%","0%","0%","0.500%","0.500%","0.900%","2.10%","376 MiB","34.2 MiB","416 MiB","144 MiB","506 MB/s","0 kB/s","11.6 kB/s","330 MB/s","0 kB/s","507 MB/s","330 MB/s","0 kB/s","10.8 kB/s","508 MB/s","0 kB/s","330 MB/s"
"2023-04-16 14:29:50","1681630190000","0%","0%","0%","1.10%","0.600%","1.70%","5.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.54 GB/s","0 kB/s","6 kB/s","959 MB/s","0 kB/s","1.54 GB/s","959 MB/s","0 kB/s","4.20 kB/s","1.54 GB/s","0 kB/s","959 MB/s"
"2023-04-16 14:29:55","1681630195000","0%","0%","0%","1.10%","0.600%","1.70%","5.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","1.54 GB/s","0 kB/s","6 kB/s","959 MB/s","0 kB/s","1.54 GB/s","959 MB/s","0 kB/s","4.20 kB/s","1.54 GB/s","0 kB/s","959 MB/s"
"2023-04-16 14:30:00","1681630200000","0%","0%","0%","0.200%","0.100%","0.300%","2.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","926 MB/s","0 kB/s","73.3 kB/s","569 MB/s","0 kB/s","927 MB/s","568 MB/s","0 kB/s","305 kB/s","928 MB/s","0 kB/s","568 MB/s"
"2023-04-16 14:30:05","1681630205000","0%","0%","0%","0.200%","0.100%","0.300%","2.60%","376 MiB","34.2 MiB","416 MiB","144 MiB","926 MB/s","0 kB/s","73.3 kB/s","569 MB/s","0 kB/s","927 MB/s","568 MB/s","0 kB/s","305 kB/s","928 MB/s","0 kB/s","568 MB/s"
"2023-04-16 14:30:10","1681630210000","0%","0%","0%","0.400%","0.400%","0.500%","3.30%","376 MiB","34.2 MiB","416 MiB","144 MiB","999 MB/s","0 kB/s","16.8 kB/s","616 MB/s","0 kB/s","1.00 GB/s","616 MB/s","0 kB/s","15 kB/s","1.00 GB/s","0 kB/s","616 MB/s"
"2023-04-16 14:30:15","1681630215000","0%","0%","0%","0.400%","0.400%","0.500%","3.30%","376 MiB","34.2 MiB","416 MiB","144 MiB","999 MB/s","0 kB/s","16.8 kB/s","616 MB/s","0 kB/s","1.00 GB/s","616 MB/s","0 kB/s","15 kB/s","1.00 GB/s","0 kB/s","616 MB/s"
"2023-04-16 14:30:20","1681630220000","0%","0%","0%","1.20%","1.00%","2.80%","2.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","139 MB/s","0 kB/s","0 kB/s","125 MB/s","0 kB/s","143 MB/s","125 MB/s","0 kB/s","0 kB/s","144 MB/s","0 kB/s","125 MB/s"
"2023-04-16 14:30:25","1681630225000","0%","0%","0%","1.20%","1.00%","2.80%","2.50%","376 MiB","34.2 MiB","416 MiB","144 MiB","139 MB/s","0 kB/s","0 kB/s","125 MB/s","0 kB/s","143 MB/s","125 MB/s","0 kB/s","0 kB/s","144 MB/s","0 kB/s","125 MB/s"
"2023-04-16 14:30:30","1681630230000","0%","0%","0%","0.800%","0.600%","0.700%","0.700%","376 MiB","34.2 MiB","416 MiB","144 MiB","54.7 MB/s","0 kB/s","50.8 kB/s","60.7 MB/s","0 kB/s","56.4 MB/s","60.7 MB/s","0 kB/s","39.6 kB/s","57.4 MB/s","0 kB/s","60.7 MB/s"
"2023-04-16 14:30:35","1681630235000","0%","0%","0%","0.800%","0.600%","0.700%","0.700%","376 MiB","34.2 MiB","416 MiB","144 MiB","54.7 MB/s","0 kB/s","50.8 kB/s","60.7 MB/s","0 kB/s","56.4 MB/s","60.7 MB/s","0 kB/s","39.6 kB/s","57.4 MB/s","0 kB/s","60.7 MB/s"
"2023-04-16 14:30:40","1681630240000","0%","0%","0%","1.50%","1.00%","2.20%","4.50%","380 MiB","34.2 MiB","416 MiB","140 MiB","691 MB/s","0 kB/s","17.0 kB/s","454 MB/s","0 kB/s","697 MB/s","454 MB/s","0 kB/s","10.8 kB/s","698 MB/s","0 kB/s","454 MB/s"
"2023-04-16 14:30:45","1681630245000","0%","0%","0%","1.50%","1.00%","2.20%","4.50%","380 MiB","34.2 MiB","416 MiB","140 MiB","691 MB/s","0 kB/s","17.0 kB/s","454 MB/s","0 kB/s","697 MB/s","454 MB/s","0 kB/s","10.8 kB/s","698 MB/s","0 kB/s","454 MB/s"
"2023-04-16 14:30:50","1681630250000","0%","0%","0%","1.70%","0.800%","2.90%","4.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","708 MB/s","0 kB/s","0 kB/s","492 MB/s","0 kB/s","715 MB/s","492 MB/s","0 kB/s","0 kB/s","716 MB/s","0 kB/s","492 MB/s"
"2023-04-16 14:30:55","1681630255000","0%","0%","0%","1.70%","0.800%","2.90%","4.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","708 MB/s","0 kB/s","0 kB/s","492 MB/s","0 kB/s","715 MB/s","492 MB/s","0 kB/s","0 kB/s","716 MB/s","0 kB/s","492 MB/s"
"2023-04-16 14:31:00","1681630260000","0%","0%","0%","1.40%","0.800%","1.80%","3.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","636 MB/s","0 kB/s","11.6 kB/s","411 MB/s","0 kB/s","639 MB/s","411 MB/s","0 kB/s","9.60 kB/s","640 MB/s","0 kB/s","411 MB/s"
"2023-04-16 14:31:05","1681630265000","0%","0%","0%","1.40%","0.800%","1.80%","3.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","636 MB/s","0 kB/s","11.6 kB/s","411 MB/s","0 kB/s","639 MB/s","411 MB/s","0 kB/s","9.60 kB/s","640 MB/s","0 kB/s","411 MB/s"
"2023-04-16 14:31:10","1681630270000","0%","0%","0%","1.20%","1.50%","1.70%","3.30%","378 MiB","34.2 MiB","416 MiB","142 MiB","563 MB/s","0 kB/s","22.4 kB/s","372 MB/s","0 kB/s","567 MB/s","372 MB/s","0 kB/s","20.4 kB/s","568 MB/s","0 kB/s","372 MB/s"
"2023-04-16 14:31:15","1681630275000","0%","0%","0%","1.20%","1.50%","1.70%","3.30%","378 MiB","34.2 MiB","416 MiB","142 MiB","563 MB/s","0 kB/s","22.4 kB/s","372 MB/s","0 kB/s","567 MB/s","372 MB/s","0 kB/s","20.4 kB/s","568 MB/s","0 kB/s","372 MB/s"
"2023-04-16 14:31:20","1681630280000","0%","0%","0%","0.800%","0.500%","1.30%","4.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.16 GB/s","0 kB/s","0 kB/s","731 MB/s","0 kB/s","1.16 GB/s","731 MB/s","0 kB/s","0 kB/s","1.16 GB/s","0 kB/s","731 MB/s"
"2023-04-16 14:31:25","1681630285000","0%","0%","0%","0.800%","0.500%","1.30%","4.20%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.16 GB/s","0 kB/s","0 kB/s","731 MB/s","0 kB/s","1.16 GB/s","731 MB/s","0 kB/s","0 kB/s","1.16 GB/s","0 kB/s","731 MB/s"
"2023-04-16 14:31:30","1681630290000","0%","0%","0%","1.50%","0.600%","1.60%","4.00%","378 MiB","34.2 MiB","416 MiB","142 MiB","654 MB/s","0 kB/s","39.6 kB/s","444 MB/s","0 kB/s","659 MB/s","444 MB/s","0 kB/s","34.2 kB/s","660 MB/s","0 kB/s","444 MB/s"
"2023-04-16 14:31:35","1681630295000","0%","0%","0%","1.50%","0.600%","1.60%","4.00%","378 MiB","34.2 MiB","416 MiB","142 MiB","654 MB/s","0 kB/s","39.6 kB/s","444 MB/s","0 kB/s","659 MB/s","444 MB/s","0 kB/s","34.2 kB/s","660 MB/s","0 kB/s","444 MB/s"
"2023-04-16 14:31:40","1681630300000","0%","0%","0%","0%","0.500%","0.200%","0.300%","378 MiB","34.2 MiB","416 MiB","142 MiB","15.1 MB/s","0 kB/s","0 kB/s","17.5 MB/s","0 kB/s","15.5 MB/s","17.4 MB/s","0 kB/s","0 kB/s","16.4 MB/s","0 kB/s","17.4 MB/s"
"2023-04-16 14:31:45","1681630305000","0%","0%","0%","0%","0.500%","0.200%","0.300%","378 MiB","34.2 MiB","416 MiB","142 MiB","15.1 MB/s","0 kB/s","0 kB/s","17.5 MB/s","0 kB/s","15.5 MB/s","17.4 MB/s","0 kB/s","0 kB/s","16.4 MB/s","0 kB/s","17.4 MB/s"
"2023-04-16 14:31:50","1681630310000","0%","0%","0%","0.900%","0.300%","1.50%","1.60%","378 MiB","34.2 MiB","416 MiB","142 MiB","84.8 MB/s","0 kB/s","11.2 kB/s","94.9 MB/s","0 kB/s","88.0 MB/s","94.8 MB/s","0 kB/s","10.4 kB/s","89.0 MB/s","0 kB/s","94.8 MB/s"
"2023-04-16 14:31:55","1681630315000","0%","0%","0%","0.900%","0.300%","1.50%","1.60%","378 MiB","34.2 MiB","416 MiB","142 MiB","84.8 MB/s","0 kB/s","11.2 kB/s","94.9 MB/s","0 kB/s","88.0 MB/s","94.8 MB/s","0 kB/s","10.4 kB/s","89.0 MB/s","0 kB/s","94.8 MB/s"
"2023-04-16 14:32:00","1681630320000","0%","0%","0%","0.900%","0.800%","1.70%","2.10%","378 MiB","34.2 MiB","416 MiB","142 MiB","141 MB/s","0 kB/s","73.3 kB/s","117 MB/s","0 kB/s","145 MB/s","117 MB/s","0 kB/s","305 kB/s","146 MB/s","0 kB/s","117 MB/s"
"2023-04-16 14:32:05","1681630325000","0%","0%","0%","0.900%","0.800%","1.70%","2.10%","378 MiB","34.2 MiB","416 MiB","142 MiB","141 MB/s","0 kB/s","73.3 kB/s","117 MB/s","0 kB/s","145 MB/s","117 MB/s","0 kB/s","305 kB/s","146 MB/s","0 kB/s","117 MB/s"
"2023-04-16 14:32:10","1681630330000","0%","0%","0%","0.900%","0.500%","1.40%","2.30%","378 MiB","34.2 MiB","416 MiB","142 MiB","635 MB/s","0 kB/s","22.6 kB/s","399 MB/s","0 kB/s","638 MB/s","399 MB/s","0 kB/s","20.4 kB/s","639 MB/s","0 kB/s","399 MB/s"
"2023-04-16 14:32:15","1681630335000","0%","0%","0%","0.900%","0.500%","1.40%","2.30%","378 MiB","34.2 MiB","416 MiB","142 MiB","635 MB/s","0 kB/s","22.6 kB/s","399 MB/s","0 kB/s","638 MB/s","399 MB/s","0 kB/s","20.4 kB/s","639 MB/s","0 kB/s","399 MB/s"
"2023-04-16 14:32:20","1681630340000","0%","0%","0%","1.40%","0.600%","1.50%","3.00%","378 MiB","34.2 MiB","416 MiB","142 MiB","532 MB/s","0 kB/s","11.6 kB/s","370 MB/s","0 kB/s","536 MB/s","370 MB/s","0 kB/s","10.8 kB/s","537 MB/s","0 kB/s","370 MB/s"
"2023-04-16 14:32:25","1681630345000","0%","0%","0%","1.40%","0.600%","1.50%","3.00%","378 MiB","34.2 MiB","416 MiB","142 MiB","532 MB/s","0 kB/s","11.6 kB/s","370 MB/s","0 kB/s","536 MB/s","370 MB/s","0 kB/s","10.8 kB/s","537 MB/s","0 kB/s","370 MB/s"
"2023-04-16 14:32:30","1681630350000","0%","0%","0%","0.500%","0.200%","0.700%","2.70%","378 MiB","34.2 MiB","416 MiB","142 MiB","991 MB/s","0 kB/s","39.6 kB/s","601 MB/s","0 kB/s","992 MB/s","601 MB/s","0 kB/s","34.2 kB/s","993 MB/s","0 kB/s","601 MB/s"
"2023-04-16 14:32:35","1681630355000","0%","0%","0%","0.500%","0.200%","0.700%","2.70%","378 MiB","34.2 MiB","416 MiB","142 MiB","991 MB/s","0 kB/s","39.6 kB/s","601 MB/s","0 kB/s","992 MB/s","601 MB/s","0 kB/s","34.2 kB/s","993 MB/s","0 kB/s","601 MB/s"
"2023-04-16 14:32:40","1681630360000","0%","0%","0%","1.000%","0.700%","1.40%","3.60%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.01 GB/s","0 kB/s","16.8 kB/s","665 MB/s","0 kB/s","1.02 GB/s","665 MB/s","0 kB/s","10.8 kB/s","1.02 GB/s","0 kB/s","665 MB/s"
"2023-04-16 14:32:45","1681630365000","0%","0%","0%","1.000%","0.700%","1.40%","3.60%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.01 GB/s","0 kB/s","16.8 kB/s","665 MB/s","0 kB/s","1.02 GB/s","665 MB/s","0 kB/s","10.8 kB/s","1.02 GB/s","0 kB/s","665 MB/s"
"2023-04-16 14:32:50","1681630370000","0%","0%","0%","0.900%","0.900%","1.70%","3.50%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.05 GB/s","0 kB/s","31.6 kB/s","658 MB/s","0 kB/s","1.06 GB/s","658 MB/s","0 kB/s","21.6 kB/s","1.06 GB/s","0 kB/s","658 MB/s"
"2023-04-16 14:32:55","1681630375000","0%","0%","0%","0.900%","0.900%","1.70%","3.50%","378 MiB","34.2 MiB","416 MiB","142 MiB","1.05 GB/s","0 kB/s","31.6 kB/s","658 MB/s","0 kB/s","1.06 GB/s","658 MB/s","0 kB/s","21.6 kB/s","1.06 GB/s","0 kB/s","658 MB/s"
"2023-04-16 14:33:00","1681630380000","0%","0%","0%","0.900%","0.900%","1.50%","4.00%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.15 GB/s","0 kB/s","108 kB/s","734 MB/s","0 kB/s","1.15 GB/s","734 MB/s","0 kB/s","110 kB/s","1.15 GB/s","0 kB/s","734 MB/s"
"2023-04-16 14:33:05","1681630385000","0%","0%","0%","0.900%","0.900%","1.50%","4.00%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.15 GB/s","0 kB/s","108 kB/s","734 MB/s","0 kB/s","1.15 GB/s","734 MB/s","0 kB/s","110 kB/s","1.15 GB/s","0 kB/s","734 MB/s"
"2023-04-16 14:33:10","1681630390000","0%","0%","0%","0.100%","0.200%","0.500%","4.00%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.43 GB/s","0 kB/s","16.8 kB/s","877 MB/s","0 kB/s","1.43 GB/s","877 MB/s","0 kB/s","15 kB/s","1.43 GB/s","0 kB/s","877 MB/s"
"2023-04-16 14:33:15","1681630395000","0%","0%","0%","0.100%","0.200%","0.500%","4.00%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.43 GB/s","0 kB/s","16.8 kB/s","877 MB/s","0 kB/s","1.43 GB/s","877 MB/s","0 kB/s","15 kB/s","1.43 GB/s","0 kB/s","877 MB/s"
"2023-04-16 14:33:20","1681630400000","0%","0%","0%","0.400%","0.300%","0.500%","4.20%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.44 GB/s","0 kB/s","22.4 kB/s","896 MB/s","0 kB/s","1.44 GB/s","896 MB/s","0 kB/s","20 kB/s","1.44 GB/s","0 kB/s","896 MB/s"
"2023-04-16 14:33:25","1681630405000","0%","0%","0%","0.400%","0.300%","0.500%","4.20%","374 MiB","34.2 MiB","416 MiB","146 MiB","1.44 GB/s","0 kB/s","22.4 kB/s","896 MB/s","0 kB/s","1.44 GB/s","896 MB/s","0 kB/s","20 kB/s","1.44 GB/s","0 kB/s","896 MB/s"
"2023-04-16 14:33:30","1681630410000","0%","0%","0%","0.700%","0.700%","1.80%","2.90%","374 MiB","34.2 MiB","416 MiB","146 MiB","665 MB/s","0 kB/s","67.8 kB/s","440 MB/s","0 kB/s","670 MB/s","440 MB/s","0 kB/s","50.4 kB/s","671 MB/s","0 kB/s","440 MB/s"
"2023-04-16 14:33:35","1681630415000","0%","0%","0%","0.700%","0.700%","1.80%","2.90%","374 MiB","34.2 MiB","416 MiB","146 MiB","665 MB/s","0 kB/s","67.8 kB/s","440 MB/s","0 kB/s","670 MB/s","440 MB/s","0 kB/s","50.4 kB/s","671 MB/s","0 kB/s","440 MB/s"
"2023-04-16 14:33:40","1681630420000","0%","0%","0%","2.00%","1.10%","2.40%","5.60%","381 MiB","34.2 MiB","416 MiB","138 MiB","1.16 GB/s","0 kB/s","0 kB/s","765 MB/s","0 kB/s","1.17 GB/s","765 MB/s","0 kB/s","0 kB/s","1.17 GB/s","0 kB/s","765 MB/s"
"2023-04-16 14:33:45","1681630425000","0%","0%","0%","2.00%","1.10%","2.40%","5.60%","381 MiB","34.2 MiB","416 MiB","138 MiB","1.16 GB/s","0 kB/s","0 kB/s","765 MB/s","0 kB/s","1.17 GB/s","765 MB/s","0 kB/s","0 kB/s","1.17 GB/s","0 kB/s","765 MB/s"
