timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680327025359,2693,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-1,text,true,,12917,178,6,6,https://rcie.nuttchai.app/api/v1/search?offset=2632&limit=46&isHiddenRequired=true,2668,0,2094
1680327027900,2145,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-6,text,true,,13359,179,9,9,https://rcie.nuttchai.app/api/v1/search?offset=30912&limit=46&isHiddenRequired=true,2113,0,121
1680327026823,3748,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-4,text,true,,3947958,181,9,9,https://rcie.nuttchai.app/api/v1/search?offset=7068&limit=14277&isHiddenRequired=true,2876,0,631
1680327028962,2340,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-8,text,true,,25439,179,9,9,https://rcie.nuttchai.app/api/v1/search?offset=20360&limit=90&isHiddenRequired=true,2305,0,150
1680327029493,2470,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-9,text,true,,11571,179,9,9,https://rcie.nuttchai.app/api/v1/search?offset=14800&limit=41&isHiddenRequired=true,2436,0,141
1680327030558,3052,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-11,text,true,,45292,179,11,11,https://rcie.nuttchai.app/api/v1/search?offset=49400&limit=90&isHiddenRequired=true,2990,0,109
1680327031625,3383,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-13,text,true,,4027937,181,13,13,https://rcie.nuttchai.app/api/v1/search?offset=7853&limit=14573&isHiddenRequired=true,2856,0,134
1680327033238,2771,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-16,text,true,,4529,179,14,14,https://rcie.nuttchai.app/api/v1/search?offset=35712&limit=15&isHiddenRequired=true,2770,0,125
1680327032158,4336,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-14,text,true,,3571845,182,14,14,https://rcie.nuttchai.app/api/v1/search?offset=32930&limit=12907&isHiddenRequired=true,3128,0,138
1680327034295,2854,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-18,text,true,,11204,179,14,14,https://rcie.nuttchai.app/api/v1/search?offset=25618&limit=39&isHiddenRequired=true,2822,0,114
1680327034828,3189,Large Search Product - CPU - L | MEM - H,500,Internal Server Error,[Thread Group] Thread 1 1-19,text,false,,410,181,14,14,https://rcie.nuttchai.app/api/v1/search?offset=9870&limit=10394&isHiddenRequired=true,3189,0,130
1680327035894,3241,Small Search Product - CPU - L | MEM - L,500,Internal Server Error,[Thread Group] Thread 1 1-21,text,false,,429,179,16,16,https://rcie.nuttchai.app/api/v1/search?offset=27905&limit=89&isHiddenRequired=true,3241,0,137
1680327036426,3252,Small Search Product - CPU - L | MEM - L,500,Internal Server Error,[Thread Group] Thread 1 1-22,text,false,,429,179,16,16,https://rcie.nuttchai.app/api/v1/search?offset=44641&limit=90&isHiddenRequired=true,3252,0,121
1680327035360,4338,Update Product - CPU - H | MEM - H,500,Internal Server Error,[Thread Group] Thread 1 1-20,text,false,,429,323,15,15,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=19727&limit=7071,4338,0,1207
1680327036960,3257,Small Search Product - CPU - L | MEM - L,500,Internal Server Error,[Thread Group] Thread 1 1-23,text,false,,429,179,15,15,https://rcie.nuttchai.app/api/v1/search?offset=45932&limit=62&isHiddenRequired=true,3257,0,123
