timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680294014488,1273,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-4,text,true,,453442,180,6,6,https://rcie.nuttchai.app/api/v1/search?offset=1732&limit=1640&isHiddenRequired=true,1107,0,741
1680294013955,2263,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-3,text,true,,301863,181,6,6,https://rcie.nuttchai.app/api/v1/search?offset=11937&limit=1097&isHiddenRequired=true,2079,0,1274
1680294015561,853,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-6,text,true,,16160,178,5,5,https://rcie.nuttchai.app/api/v1/search?offset=7346&limit=56&isHiddenRequired=true,688,0,128
1680294016089,683,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-7,text,true,,536203,181,5,5,https://rcie.nuttchai.app/api/v1/search?offset=25361&limit=1748&isHiddenRequired=true,485,0,115
1680294016621,460,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-8,text,true,,6364,179,4,4,https://rcie.nuttchai.app/api/v1/search?offset=33433&limit=21&isHiddenRequired=true,460,0,124
1680294017155,807,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-9,text,true,,496085,181,5,5,https://rcie.nuttchai.app/api/v1/search?offset=19286&limit=1768&isHiddenRequired=true,572,0,116
1680294017689,878,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-10,text,true,,478940,181,5,5,https://rcie.nuttchai.app/api/v1/search?offset=37885&limit=1734&isHiddenRequired=true,708,0,121
1680294018221,739,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-11,text,true,,529770,181,5,5,https://rcie.nuttchai.app/api/v1/search?offset=27438&limit=1903&isHiddenRequired=true,506,0,120
1680294013040,6389,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-1,text,true,,206857,321,5,5,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=43280&limit=752,6280,0,2188
1680294018756,802,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-12,text,true,,459435,181,4,4,https://rcie.nuttchai.app/api/v1/search?offset=11141&limit=1665&isHiddenRequired=true,490,0,118
1680294013421,6275,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-2,text,true,,234113,323,3,3,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=11241&limit=845,6141,0,1808
1680294019290,583,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-13,text,true,,439656,181,3,3,https://rcie.nuttchai.app/api/v1/search?offset=28658&limit=1571&isHiddenRequired=true,439,0,132
1680294015024,5016,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-5,text,true,,261479,321,2,2,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=35461&limit=953,4848,0,205
1680294020356,723,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-15,text,true,,538344,181,3,3,https://rcie.nuttchai.app/api/v1/search?offset=40161&limit=1830&isHiddenRequired=true,484,0,118
1680294020892,362,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-16,text,true,,22110,178,2,2,https://rcie.nuttchai.app/api/v1/search?offset=8951&limit=79&isHiddenRequired=true,329,0,119
1680294021424,446,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-17,text,true,,9966,179,2,2,https://rcie.nuttchai.app/api/v1/search?offset=46471&limit=35&isHiddenRequired=true,413,0,135
1680294019823,2170,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-14,text,true,,160944,324,2,2,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=21164&limit=582,2059,0,130
1680294023024,550,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-20,text,true,,7182,179,4,4,https://rcie.nuttchai.app/api/v1/search?offset=35721&limit=25&isHiddenRequired=true,549,0,135
1680294021957,2217,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-18,text,true,,195840,324,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=39139&limit=704,2115,0,114
1680294023561,826,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-21,text,true,,405349,180,3,3,https://rcie.nuttchai.app/api/v1/search?offset=7518&limit=1251&isHiddenRequired=true,403,0,137
1680294024092,460,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-22,text,true,,380171,180,2,2,https://rcie.nuttchai.app/api/v1/search?offset=4683&limit=1383&isHiddenRequired=true,323,0,135
1680294022492,2759,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-19,text,true,,225734,319,3,3,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=33173&limit=829,2621,0,129
1680294025158,294,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-24,text,true,,20302,178,2,2,https://rcie.nuttchai.app/api/v1/search?offset=8411&limit=40&isHiddenRequired=true,261,0,119
1680294024625,827,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-23,text,true,,385864,181,2,2,https://rcie.nuttchai.app/api/v1/search?offset=30961&limit=1371&isHiddenRequired=true,401,0,124
1680294025691,757,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-25,text,true,,373369,181,2,2,https://rcie.nuttchai.app/api/v1/search?offset=18052&limit=1320&isHiddenRequired=true,406,0,137
1680294026226,585,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-26,text,true,,516120,181,2,2,https://rcie.nuttchai.app/api/v1/search?offset=20210&limit=1880&isHiddenRequired=true,398,0,144
1680294026759,647,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-27,text,true,,684306,181,2,2,https://rcie.nuttchai.app/api/v1/search?offset=15796&limit=1829&isHiddenRequired=true,412,0,115
1680294027296,465,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-28,text,true,,321914,181,1,1,https://rcie.nuttchai.app/api/v1/search?offset=42067&limit=1146&isHiddenRequired=true,329,0,130
1680294028364,462,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-30,text,true,,27474,179,2,2,https://rcie.nuttchai.app/api/v1/search?offset=27472&limit=95&isHiddenRequired=true,427,0,140
1680294027826,2035,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-29,text,true,,171946,325,3,3,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=4491&limit=616,1928,0,121
1680294029431,458,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-32,text,true,,22423,179,2,2,https://rcie.nuttchai.app/api/v1/search?offset=28522&limit=80&isHiddenRequired=true,425,0,116
1680294030497,709,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-34,text,true,,449404,181,4,4,https://rcie.nuttchai.app/api/v1/search?offset=39638&limit=1624&isHiddenRequired=true,540,0,128
1680294031029,565,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-35,text,true,,21273,179,4,4,https://rcie.nuttchai.app/api/v1/search?offset=20447&limit=76&isHiddenRequired=true,532,0,114
1680294028895,2900,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-31,text,true,,215005,324,3,3,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=43419&limit=774,2768,0,119
1680294032096,554,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-37,text,true,,19171,179,4,4,https://rcie.nuttchai.app/api/v1/search?offset=49701&limit=38&isHiddenRequired=true,521,0,118
1680294029962,3565,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-33,text,true,,275657,326,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=30575&limit=985,3422,0,119
1680294033165,492,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-39,text,true,,4232,179,3,3,https://rcie.nuttchai.app/api/v1/search?offset=34063&limit=14&isHiddenRequired=true,492,0,147
1680294031564,2986,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-36,text,true,,238421,333,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=5207&limit=826,2847,0,128
1680294032630,2280,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-38,text,true,,144077,332,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=11735&limit=504,2172,0,125
1680294034764,605,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-42,text,true,,351605,181,4,4,https://rcie.nuttchai.app/api/v1/search?offset=30976&limit=1246&isHiddenRequired=true,459,0,117
1680294035836,518,Small Search Product - CPU - L | MEM - L,200,OK,[Thread Group] Thread 1 1-44,text,true,,15830,179,4,4,https://rcie.nuttchai.app/api/v1/search?offset=33711&limit=57&isHiddenRequired=true,487,0,113
1680294033698,2885,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-40,text,true,,211185,326,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=3083&limit=760,2781,0,129
1680294034231,2695,Update Product - CPU - H | MEM - H,200,OK,[Thread Group] Thread 1 1-41,text,true,,193196,341,4,4,https://rcie.nuttchai.app/api/v1/admin/product/bulk?offset=29645&limit=655,2596,0,138
1680294036899,928,Large Search Product - CPU - L | MEM - H,200,OK,[Thread Group] Thread 1 1-46,text,true,,414592,181,4,4,https://rcie.nuttchai.app/api/v1/search?offset=39581&limit=1505&isHiddenRequired=true,496,0,134
