sep=,
"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive"
2023-03-24 12:39:45,3.67 GB/s,0 kB/s,38.6 MB/s,2.80 GB/s,0 kB/s,3.68 GB/s
2023-03-24 12:40:00,3.46 GB/s,0 kB/s,41.5 MB/s,2.52 GB/s,0 kB/s,3.47 GB/s
2023-03-24 12:40:15,3.94 GB/s,0 kB/s,50.9 MB/s,2.68 GB/s,0 kB/s,3.95 GB/s
2023-03-24 12:40:30,3.62 GB/s,0 kB/s,41.2 MB/s,2.69 GB/s,0 kB/s,3.63 GB/s
2023-03-24 12:40:45,3.45 GB/s,0 kB/s,40.6 MB/s,2.43 GB/s,0 kB/s,3.46 GB/s
2023-03-24 12:41:00,4.05 GB/s,0 kB/s,41.6 MB/s,2.96 GB/s,0 kB/s,4.06 GB/s
2023-03-24 12:41:15,3.69 GB/s,0 kB/s,45.6 MB/s,2.55 GB/s,0 kB/s,3.70 GB/s
2023-03-24 12:41:30,3.30 GB/s,0 kB/s,47.4 MB/s,2.40 GB/s,0 kB/s,3.31 GB/s
2023-03-24 12:41:45,3.68 GB/s,0 kB/s,42.3 MB/s,2.36 GB/s,0 kB/s,3.69 GB/s
2023-03-24 12:42:00,3.63 GB/s,0 kB/s,37.8 MB/s,2.59 GB/s,0 kB/s,3.64 GB/s
2023-03-24 12:42:15,3.55 GB/s,0 kB/s,37.5 MB/s,2.48 GB/s,0 kB/s,3.56 GB/s
2023-03-24 12:42:30,3.94 GB/s,0 kB/s,45.5 MB/s,2.74 GB/s,0 kB/s,3.95 GB/s
2023-03-24 12:42:45,4.34 GB/s,0 kB/s,54.6 MB/s,2.99 GB/s,0 kB/s,4.36 GB/s
2023-03-24 12:43:00,4.02 GB/s,0 kB/s,49.9 MB/s,2.72 GB/s,0 kB/s,4.04 GB/s
2023-03-24 12:43:15,4.07 GB/s,0 kB/s,61.5 MB/s,2.93 GB/s,0 kB/s,4.08 GB/s
2023-03-24 12:43:30,3.69 GB/s,0 kB/s,39.3 MB/s,2.70 GB/s,0 kB/s,3.71 GB/s
2023-03-24 12:43:45,4.17 GB/s,0 kB/s,52.7 MB/s,2.91 GB/s,0 kB/s,4.18 GB/s
2023-03-24 12:44:00,3.99 GB/s,0 kB/s,38.1 MB/s,2.78 GB/s,0 kB/s,4.01 GB/s
2023-03-24 12:44:15,3.51 GB/s,0 kB/s,55.0 MB/s,2.72 GB/s,0 kB/s,3.52 GB/s
2023-03-24 12:44:30,3.53 GB/s,0 kB/s,35.3 MB/s,2.47 GB/s,0 kB/s,3.55 GB/s
2023-03-24 12:44:45,3.35 GB/s,0 kB/s,39.6 MB/s,2.56 GB/s,0 kB/s,3.37 GB/s
2023-03-24 12:45:00,3.22 GB/s,0 kB/s,31.4 MB/s,2.36 GB/s,0 kB/s,3.23 GB/s
2023-03-24 12:45:15,3.42 GB/s,0 kB/s,42.2 MB/s,2.43 GB/s,0 kB/s,3.44 GB/s
2023-03-24 12:45:30,3.55 GB/s,0 kB/s,37.1 MB/s,2.54 GB/s,0 kB/s,3.57 GB/s
2023-03-24 12:45:45,3.17 GB/s,0 kB/s,46.9 MB/s,2.32 GB/s,0 kB/s,3.18 GB/s
2023-03-24 12:46:00,3.84 GB/s,0 kB/s,36.8 MB/s,2.71 GB/s,0 kB/s,3.86 GB/s
2023-03-24 12:46:15,3.39 GB/s,0 kB/s,39.8 MB/s,2.59 GB/s,0 kB/s,3.41 GB/s
2023-03-24 12:46:30,3.70 GB/s,0 kB/s,44.9 MB/s,2.53 GB/s,0 kB/s,3.71 GB/s
2023-03-24 12:46:45,3.42 GB/s,0 kB/s,37.5 MB/s,2.49 GB/s,0 kB/s,3.44 GB/s
2023-03-24 12:47:00,4.36 GB/s,0 kB/s,47.9 MB/s,3.58 GB/s,0 kB/s,4.38 GB/s
2023-03-24 12:47:15,4.77 GB/s,0 kB/s,53.3 MB/s,3.14 GB/s,0 kB/s,4.79 GB/s
2023-03-24 12:47:30,2.64 GB/s,0 kB/s,28.4 MB/s,3.67 GB/s,0 kB/s,2.65 GB/s
2023-03-24 12:47:45,3.87 GB/s,0 kB/s,42.8 MB/s,3.51 GB/s,0 kB/s,3.89 GB/s
2023-03-24 12:48:00,7.48 GB/s,0 kB/s,76.5 MB/s,3.80 GB/s,0 kB/s,7.52 GB/s
2023-03-24 12:48:15,5.81 GB/s,0 kB/s,58.8 MB/s,3.42 GB/s,0 kB/s,5.84 GB/s
2023-03-24 12:48:30,4.85 GB/s,0 kB/s,58.0 MB/s,3.39 GB/s,0 kB/s,4.87 GB/s
2023-03-24 12:48:45,4.72 GB/s,0 kB/s,54.3 MB/s,3.27 GB/s,0 kB/s,4.74 GB/s
2023-03-24 12:49:00,5.54 GB/s,0 kB/s,76.4 MB/s,3.88 GB/s,0 kB/s,5.56 GB/s
2023-03-24 12:49:15,4.57 GB/s,0 kB/s,46.9 MB/s,3.56 GB/s,0 kB/s,4.59 GB/s
2023-03-24 12:49:30,4.91 GB/s,0 kB/s,71.5 MB/s,3.67 GB/s,0 kB/s,4.92 GB/s
2023-03-24 12:49:45,4.43 GB/s,0 kB/s,58.3 MB/s,3.22 GB/s,0 kB/s,4.44 GB/s
2023-03-24 12:50:00,4.84 GB/s,0 kB/s,53.7 MB/s,3.30 GB/s,0 kB/s,4.86 GB/s
2023-03-24 12:50:15,4.21 GB/s,0 kB/s,54.7 MB/s,3.41 GB/s,0 kB/s,4.23 GB/s
2023-03-24 12:50:30,4.63 GB/s,0 kB/s,52.5 MB/s,3.22 GB/s,0 kB/s,4.64 GB/s
2023-03-24 12:50:45,4.59 GB/s,0 kB/s,60.8 MB/s,3.22 GB/s,0 kB/s,4.60 GB/s
2023-03-24 12:51:00,4.94 GB/s,0 kB/s,60.8 MB/s,3.47 GB/s,0 kB/s,4.96 GB/s
2023-03-24 12:51:15,5.20 GB/s,0 kB/s,60.8 MB/s,3.68 GB/s,0 kB/s,5.22 GB/s
2023-03-24 12:51:30,4.68 GB/s,0 kB/s,47.1 MB/s,3.51 GB/s,0 kB/s,4.71 GB/s
2023-03-24 12:51:45,4.76 GB/s,0 kB/s,54.4 MB/s,3.47 GB/s,0 kB/s,4.78 GB/s
2023-03-24 12:52:00,5.85 GB/s,0 kB/s,58.7 MB/s,3.19 GB/s,0 kB/s,5.88 GB/s
2023-03-24 12:52:15,5.03 GB/s,0 kB/s,52.8 MB/s,3.65 GB/s,0 kB/s,5.05 GB/s
2023-03-24 12:52:30,4.79 GB/s,0 kB/s,52.1 MB/s,3.31 GB/s,0 kB/s,4.81 GB/s
2023-03-24 12:52:45,4.86 GB/s,0 kB/s,47.9 MB/s,3.76 GB/s,0 kB/s,4.88 GB/s
2023-03-24 12:53:00,5.21 GB/s,0 kB/s,63.4 MB/s,3.53 GB/s,0 kB/s,5.23 GB/s
2023-03-24 12:53:15,4.18 GB/s,0 kB/s,50.3 MB/s,3.12 GB/s,0 kB/s,4.20 GB/s
2023-03-24 12:53:30,5.09 GB/s,0 kB/s,52.7 MB/s,3.43 GB/s,0 kB/s,5.11 GB/s
2023-03-24 12:53:45,4.63 GB/s,0 kB/s,60.4 MB/s,3.10 GB/s,0 kB/s,4.65 GB/s
2023-03-24 12:54:00,4.50 GB/s,0 kB/s,56.9 MB/s,3.45 GB/s,0 kB/s,4.51 GB/s
2023-03-24 12:54:15,4.84 GB/s,0 kB/s,67.8 MB/s,3.37 GB/s,0 kB/s,4.86 GB/s
2023-03-24 12:54:30,5.25 GB/s,0 kB/s,57.2 MB/s,3.81 GB/s,0 kB/s,5.28 GB/s
2023-03-24 12:54:45,5.17 GB/s,0 kB/s,63.5 MB/s,3.38 GB/s,0 kB/s,5.20 GB/s
2023-03-24 12:55:00,4.15 GB/s,0 kB/s,48.5 MB/s,3.52 GB/s,0 kB/s,4.17 GB/s
2023-03-24 12:55:15,4.87 GB/s,0 kB/s,55.2 MB/s,3.50 GB/s,0 kB/s,4.88 GB/s
2023-03-24 12:55:30,5.50 GB/s,0 kB/s,82.9 MB/s,4.23 GB/s,0 kB/s,5.52 GB/s
2023-03-24 12:55:45,9.62 GB/s,0 kB/s,116 MB/s,7.76 GB/s,0 kB/s,9.67 GB/s
2023-03-24 12:56:00,3.11 GB/s,0 kB/s,40.4 MB/s,3.57 GB/s,0 kB/s,3.12 GB/s
2023-03-24 12:56:15,1.65 GB/s,0 kB/s,26.7 MB/s,3.09 GB/s,0 kB/s,1.65 GB/s
2023-03-24 12:56:30,1.26 GB/s,0 kB/s,18.2 MB/s,2.99 GB/s,0 kB/s,1.26 GB/s
2023-03-24 12:56:45,3.08 GB/s,0 kB/s,34.9 MB/s,5.27 GB/s,0 kB/s,3.10 GB/s
2023-03-24 12:57:00,2.30 GB/s,0 kB/s,29.7 MB/s,4.99 GB/s,0 kB/s,2.31 GB/s
2023-03-24 12:57:15,3.90 GB/s,0 kB/s,53.5 MB/s,5.29 GB/s,0 kB/s,3.92 GB/s
2023-03-24 12:57:30,2.45 GB/s,0 kB/s,24.1 MB/s,3.30 GB/s,0 kB/s,2.47 GB/s
2023-03-24 12:57:45,6.10 GB/s,0 kB/s,66.4 MB/s,6.81 GB/s,0 kB/s,6.13 GB/s
2023-03-24 12:58:00,5.47 GB/s,0 kB/s,64.9 MB/s,3.85 GB/s,0 kB/s,5.49 GB/s
2023-03-24 12:58:15,7.29 GB/s,0 kB/s,105 MB/s,5.37 GB/s,0 kB/s,7.33 GB/s
2023-03-24 12:58:30,7.39 GB/s,0 kB/s,81.6 MB/s,5.12 GB/s,0 kB/s,7.42 GB/s
2023-03-24 12:58:45,7.20 GB/s,0 kB/s,90.1 MB/s,5.43 GB/s,0 kB/s,7.23 GB/s
2023-03-24 12:59:00,7.08 GB/s,0 kB/s,83.2 MB/s,4.76 GB/s,0 kB/s,7.12 GB/s
2023-03-24 12:59:15,6.67 GB/s,0 kB/s,70.8 MB/s,5.14 GB/s,0 kB/s,6.70 GB/s
2023-03-24 12:59:30,7.05 GB/s,0 kB/s,72.7 MB/s,5.20 GB/s,0 kB/s,7.09 GB/s
2023-03-24 12:59:45,7.65 GB/s,0 kB/s,83.9 MB/s,4.96 GB/s,0 kB/s,7.68 GB/s
2023-03-24 13:00:00,7.63 GB/s,0 kB/s,86.0 MB/s,5.02 GB/s,0 kB/s,7.67 GB/s
2023-03-24 13:00:15,6.66 GB/s,0 kB/s,72.8 MB/s,4.88 GB/s,0 kB/s,6.69 GB/s
2023-03-24 13:00:30,7.70 GB/s,0 kB/s,83.2 MB/s,5.17 GB/s,0 kB/s,7.72 GB/s
2023-03-24 13:00:45,6.23 GB/s,0 kB/s,88.5 MB/s,4.62 GB/s,0 kB/s,6.25 GB/s
2023-03-24 13:01:00,7.37 GB/s,0 kB/s,89.3 MB/s,5.28 GB/s,0 kB/s,7.40 GB/s
2023-03-24 13:01:15,7.62 GB/s,0 kB/s,89.0 MB/s,5.54 GB/s,0 kB/s,7.66 GB/s
2023-03-24 13:01:30,7.44 GB/s,0 kB/s,87.6 MB/s,5.55 GB/s,0 kB/s,7.47 GB/s
2023-03-24 13:01:45,7.73 GB/s,0 kB/s,84.1 MB/s,5.49 GB/s,0 kB/s,7.76 GB/s
2023-03-24 13:02:00,3.45 GB/s,0 kB/s,30.1 MB/s,2.07 GB/s,0 kB/s,3.47 GB/s
2023-03-24 13:02:15,763 MB/s,0 kB/s,8.73 MB/s,547 MB/s,0 kB/s,766 MB/s
2023-03-24 13:02:30,737 MB/s,0 kB/s,8.02 MB/s,522 MB/s,0 kB/s,740 MB/s
2023-03-24 13:02:45,686 MB/s,0 kB/s,6.59 MB/s,490 MB/s,0 kB/s,689 MB/s
2023-03-24 13:03:00,907 MB/s,0 kB/s,8.97 MB/s,645 MB/s,0 kB/s,910 MB/s
2023-03-24 13:03:15,937 MB/s,0 kB/s,17.3 MB/s,661 MB/s,0 kB/s,940 MB/s
2023-03-24 13:03:30,709 MB/s,0 kB/s,9.44 MB/s,520 MB/s,0 kB/s,712 MB/s
2023-03-24 13:03:45,630 MB/s,0 kB/s,5.44 MB/s,454 MB/s,0 kB/s,632 MB/s
2023-03-24 13:04:00,860 MB/s,0 kB/s,10.6 MB/s,624 MB/s,0 kB/s,863 MB/s
2023-03-24 13:04:15,821 MB/s,0 kB/s,18.0 MB/s,583 MB/s,0 kB/s,823 MB/s
2023-03-24 13:04:30,674 MB/s,0 kB/s,7.98 MB/s,500 MB/s,0 kB/s,676 MB/s
2023-03-24 13:04:45,591 MB/s,0 kB/s,9.50 MB/s,420 MB/s,0 kB/s,593 MB/s
2023-03-24 13:05:00,699 MB/s,0 kB/s,9.06 MB/s,506 MB/s,0 kB/s,702 MB/s
2023-03-24 13:05:15,883 MB/s,0 kB/s,8.73 MB/s,645 MB/s,0 kB/s,885 MB/s
2023-03-24 13:05:30,850 MB/s,0 kB/s,15.0 MB/s,589 MB/s,0 kB/s,852 MB/s
2023-03-24 13:05:45,845 MB/s,0 kB/s,10.4 MB/s,597 MB/s,0 kB/s,847 MB/s
2023-03-24 13:06:00,741 MB/s,0 kB/s,14.4 MB/s,493 MB/s,0 kB/s,744 MB/s
2023-03-24 13:06:15,1.77 GB/s,0 kB/s,21.8 MB/s,1.28 GB/s,0 kB/s,1.78 GB/s
2023-03-24 13:06:30,2.24 GB/s,0 kB/s,22.3 MB/s,1.79 GB/s,0 kB/s,2.25 GB/s
2023-03-24 13:06:45,2.30 GB/s,0 kB/s,24.9 MB/s,1.52 GB/s,0 kB/s,2.31 GB/s
2023-03-24 13:07:00,2.17 GB/s,0 kB/s,23.4 MB/s,1.52 GB/s,0 kB/s,2.17 GB/s
2023-03-24 13:07:15,1.85 GB/s,0 kB/s,21.6 MB/s,1.14 GB/s,0 kB/s,1.86 GB/s
2023-03-24 13:07:30,2.05 GB/s,0 kB/s,18.4 MB/s,1.47 GB/s,0 kB/s,2.06 GB/s
2023-03-24 13:07:45,2.05 GB/s,0 kB/s,21.6 MB/s,1.33 GB/s,0 kB/s,2.06 GB/s
2023-03-24 13:08:00,2.15 GB/s,0 kB/s,26.9 MB/s,1.23 GB/s,0 kB/s,2.15 GB/s
2023-03-24 13:08:15,1.86 GB/s,0 kB/s,17.6 MB/s,1.66 GB/s,0 kB/s,1.86 GB/s
2023-03-24 13:08:30,2.17 GB/s,0 kB/s,22.2 MB/s,1.56 GB/s,0 kB/s,2.18 GB/s
2023-03-24 13:08:45,2.05 GB/s,0 kB/s,30.7 MB/s,1.65 GB/s,0 kB/s,2.06 GB/s
2023-03-24 13:09:00,2.06 GB/s,0 kB/s,20.7 MB/s,1.49 GB/s,0 kB/s,2.07 GB/s
2023-03-24 13:09:15,2.46 GB/s,0 kB/s,24.2 MB/s,1.97 GB/s,0 kB/s,2.47 GB/s
2023-03-24 13:09:30,1.97 GB/s,0 kB/s,27.0 MB/s,1.67 GB/s,0 kB/s,1.98 GB/s
2023-03-24 13:09:45,2.43 GB/s,0 kB/s,27.9 MB/s,1.49 GB/s,0 kB/s,2.44 GB/s
2023-03-24 13:10:00,2.48 GB/s,0 kB/s,23.7 MB/s,1.94 GB/s,0 kB/s,2.49 GB/s
2023-03-24 13:10:15,2.14 GB/s,0 kB/s,22.2 MB/s,1.42 GB/s,0 kB/s,2.14 GB/s
2023-03-24 13:10:30,2.41 GB/s,0 kB/s,22.7 MB/s,1.55 GB/s,0 kB/s,2.42 GB/s
2023-03-24 13:10:45,1.97 GB/s,0 kB/s,23.6 MB/s,1.29 GB/s,0 kB/s,1.98 GB/s
2023-03-24 13:11:00,2.36 GB/s,0 kB/s,21.6 MB/s,1.45 GB/s,0 kB/s,2.37 GB/s
2023-03-24 13:11:15,2.04 GB/s,0 kB/s,21.0 MB/s,1.43 GB/s,0 kB/s,2.05 GB/s
2023-03-24 13:11:30,2.20 GB/s,0 kB/s,28.5 MB/s,1.41 GB/s,0 kB/s,2.21 GB/s
2023-03-24 13:11:45,2.38 GB/s,0 kB/s,22.1 MB/s,2.05 GB/s,0 kB/s,2.39 GB/s
2023-03-24 13:12:00,1.84 GB/s,0 kB/s,19.5 MB/s,1.30 GB/s,0 kB/s,1.85 GB/s
2023-03-24 13:12:15,2.39 GB/s,0 kB/s,27.2 MB/s,1.89 GB/s,0 kB/s,2.40 GB/s
2023-03-24 13:12:30,1.92 GB/s,0 kB/s,20.5 MB/s,1.47 GB/s,0 kB/s,1.93 GB/s
2023-03-24 13:12:45,2.30 GB/s,0 kB/s,27.9 MB/s,1.66 GB/s,0 kB/s,2.30 GB/s
2023-03-24 13:13:00,2.15 GB/s,0 kB/s,26.3 MB/s,1.61 GB/s,0 kB/s,2.16 GB/s
2023-03-24 13:13:15,2.15 GB/s,0 kB/s,32.0 MB/s,1.51 GB/s,0 kB/s,2.16 GB/s
2023-03-24 13:13:30,2.21 GB/s,0 kB/s,29.8 MB/s,1.57 GB/s,0 kB/s,2.22 GB/s
2023-03-24 13:13:45,2.09 GB/s,0 kB/s,27.0 MB/s,1.48 GB/s,0 kB/s,2.10 GB/s
2023-03-24 13:14:00,2.07 GB/s,0 kB/s,37.9 MB/s,1.25 GB/s,0 kB/s,2.07 GB/s
2023-03-24 13:14:15,1.98 GB/s,0 kB/s,21.5 MB/s,1.44 GB/s,0 kB/s,1.99 GB/s
2023-03-24 13:14:30,2.45 GB/s,0 kB/s,22.2 MB/s,1.66 GB/s,0 kB/s,2.46 GB/s
2023-03-24 13:14:45,2.19 GB/s,0 kB/s,19.8 MB/s,1.69 GB/s,0 kB/s,2.20 GB/s
2023-03-24 13:15:00,2.24 GB/s,0 kB/s,21.9 MB/s,1.62 GB/s,0 kB/s,2.25 GB/s
2023-03-24 13:15:15,1.86 GB/s,0 kB/s,28.3 MB/s,1.57 GB/s,0 kB/s,1.87 GB/s
2023-03-24 13:15:30,2.12 GB/s,0 kB/s,20.8 MB/s,1.51 GB/s,0 kB/s,2.13 GB/s
2023-03-24 13:15:45,2.03 GB/s,0 kB/s,23.6 MB/s,1.62 GB/s,0 kB/s,2.04 GB/s
2023-03-24 13:16:00,2.05 GB/s,0 kB/s,22.7 MB/s,1.67 GB/s,0 kB/s,2.06 GB/s
2023-03-24 13:16:15,2.31 GB/s,0 kB/s,24.1 MB/s,1.65 GB/s,0 kB/s,2.32 GB/s
2023-03-24 13:16:30,3.01 GB/s,0 kB/s,37.4 MB/s,1.99 GB/s,0 kB/s,3.03 GB/s
2023-03-24 13:16:45,3.23 GB/s,0 kB/s,42.7 MB/s,2.26 GB/s,0 kB/s,3.24 GB/s
2023-03-24 13:17:00,2.95 GB/s,0 kB/s,38.7 MB/s,1.78 GB/s,0 kB/s,2.96 GB/s
2023-03-24 13:17:15,3.15 GB/s,0 kB/s,35.0 MB/s,2.42 GB/s,0 kB/s,3.16 GB/s
2023-03-24 13:17:30,3.18 GB/s,0 kB/s,28.9 MB/s,2.01 GB/s,0 kB/s,3.19 GB/s
2023-03-24 13:17:45,3.10 GB/s,0 kB/s,33.0 MB/s,2.21 GB/s,0 kB/s,3.11 GB/s
2023-03-24 13:18:00,3.57 GB/s,0 kB/s,48.3 MB/s,2.30 GB/s,66.6 kB/s,3.58 GB/s
2023-03-24 13:18:15,3.10 GB/s,0 kB/s,36.0 MB/s,2.38 GB/s,0 kB/s,3.12 GB/s
2023-03-24 13:18:30,2.92 GB/s,0 kB/s,36.0 MB/s,1.79 GB/s,0 kB/s,2.93 GB/s
2023-03-24 13:18:45,3.34 GB/s,0 kB/s,33.3 MB/s,2.42 GB/s,0 kB/s,3.35 GB/s
2023-03-24 13:19:00,2.93 GB/s,0 kB/s,29.5 MB/s,2.09 GB/s,0 kB/s,2.94 GB/s
2023-03-24 13:19:15,2.99 GB/s,0 kB/s,45.4 MB/s,2.34 GB/s,0 kB/s,3.00 GB/s
2023-03-24 13:19:30,3.05 GB/s,0 kB/s,39.0 MB/s,2.03 GB/s,0 kB/s,3.06 GB/s
2023-03-24 13:19:45,3.23 GB/s,0 kB/s,42.4 MB/s,2.51 GB/s,0 kB/s,3.24 GB/s
2023-03-24 13:20:00,3.32 GB/s,0 kB/s,43.8 MB/s,2.04 GB/s,0 kB/s,3.33 GB/s
2023-03-24 13:20:15,2.93 GB/s,0 kB/s,37.9 MB/s,2.07 GB/s,0 kB/s,2.94 GB/s
2023-03-24 13:20:30,3.43 GB/s,0 kB/s,31.2 MB/s,2.36 GB/s,0 kB/s,3.44 GB/s
2023-03-24 13:20:45,3.49 GB/s,0 kB/s,46.0 MB/s,2.49 GB/s,0 kB/s,3.50 GB/s
2023-03-24 13:21:00,2.79 GB/s,0 kB/s,37.9 MB/s,2.08 GB/s,0 kB/s,2.80 GB/s
2023-03-24 13:21:15,2.96 GB/s,0 kB/s,32.4 MB/s,2.07 GB/s,0 kB/s,2.97 GB/s
2023-03-24 13:21:30,3.02 GB/s,0 kB/s,37.6 MB/s,2.03 GB/s,0 kB/s,3.03 GB/s
2023-03-24 13:21:45,3.36 GB/s,0 kB/s,41.7 MB/s,2.36 GB/s,0 kB/s,3.37 GB/s
2023-03-24 13:22:00,2.78 GB/s,0 kB/s,29.2 MB/s,1.98 GB/s,0 kB/s,2.79 GB/s
2023-03-24 13:22:15,3.01 GB/s,0 kB/s,42.5 MB/s,2.06 GB/s,0 kB/s,3.02 GB/s
2023-03-24 13:22:30,2.79 GB/s,0 kB/s,39.5 MB/s,2.12 GB/s,0 kB/s,2.80 GB/s
2023-03-24 13:22:45,3.15 GB/s,0 kB/s,39.5 MB/s,1.94 GB/s,0 kB/s,3.16 GB/s
2023-03-24 13:23:00,3.08 GB/s,0 kB/s,31.7 MB/s,2.28 GB/s,0 kB/s,3.10 GB/s
2023-03-24 13:23:15,3.20 GB/s,0 kB/s,37.9 MB/s,2.04 GB/s,0 kB/s,3.22 GB/s
2023-03-24 13:23:30,2.98 GB/s,0 kB/s,30.4 MB/s,2.32 GB/s,0 kB/s,3.00 GB/s
2023-03-24 13:23:45,3.50 GB/s,0 kB/s,32.0 MB/s,2.27 GB/s,0 kB/s,3.51 GB/s
2023-03-24 13:24:00,3.21 GB/s,0 kB/s,42.2 MB/s,2.40 GB/s,0 kB/s,3.22 GB/s
2023-03-24 13:24:15,3.21 GB/s,0 kB/s,29.5 MB/s,2.15 GB/s,0 kB/s,3.22 GB/s
2023-03-24 13:24:30,3.18 GB/s,0 kB/s,39.0 MB/s,2.48 GB/s,0 kB/s,3.19 GB/s
2023-03-24 13:24:45,3.18 GB/s,0 kB/s,46.4 MB/s,1.97 GB/s,0 kB/s,3.20 GB/s
2023-03-24 13:25:00,8.81 GB/s,0 kB/s,105 MB/s,7.37 GB/s,0 kB/s,8.85 GB/s
2023-03-24 13:25:15,7.48 GB/s,0 kB/s,82.2 MB/s,5.17 GB/s,0 kB/s,7.51 GB/s
2023-03-24 13:25:30,3.23 GB/s,0 kB/s,46.1 MB/s,3.19 GB/s,0 kB/s,3.24 GB/s
2023-03-24 13:25:45,983 MB/s,0 kB/s,11.3 MB/s,2.46 GB/s,0 kB/s,990 MB/s
2023-03-24 13:26:00,6.40 GB/s,0 kB/s,83.8 MB/s,6.50 GB/s,0 kB/s,6.43 GB/s
2023-03-24 13:26:15,7.01 GB/s,0 kB/s,79.7 MB/s,5.64 GB/s,0 kB/s,7.04 GB/s
2023-03-24 13:26:30,2.49 GB/s,0 kB/s,27.2 MB/s,3.74 GB/s,0 kB/s,2.50 GB/s
2023-03-24 13:26:45,5.54 GB/s,0 kB/s,71.7 MB/s,5.18 GB/s,0 kB/s,5.57 GB/s
2023-03-24 13:27:00,1.03 GB/s,0 kB/s,12.9 MB/s,2.24 GB/s,0 kB/s,1.03 GB/s
2023-03-24 13:27:15,16.0 MB/s,0 kB/s,1.73 MB/s,2.39 GB/s,0 kB/s,19.7 MB/s
2023-03-24 13:27:30,8.25 MB/s,0 kB/s,1.70 MB/s,450 MB/s,0 kB/s,9.78 MB/s
2023-03-24 13:27:45,1.73 GB/s,0 kB/s,25.4 MB/s,3.27 GB/s,0 kB/s,1.74 GB/s
2023-03-24 13:28:00,2.94 GB/s,0 kB/s,31.1 MB/s,1.80 GB/s,0 kB/s,2.95 GB/s
2023-03-24 13:28:15,2.91 GB/s,0 kB/s,36.3 MB/s,2.07 GB/s,0 kB/s,2.93 GB/s
2023-03-24 13:28:30,3.38 GB/s,0 kB/s,42.4 MB/s,2.48 GB/s,0 kB/s,3.39 GB/s
2023-03-24 13:28:45,3.27 GB/s,0 kB/s,44.2 MB/s,2.43 GB/s,0 kB/s,3.28 GB/s
2023-03-24 13:29:00,3.24 GB/s,0 kB/s,41.5 MB/s,2.48 GB/s,0 kB/s,3.25 GB/s
2023-03-24 13:29:15,2.89 GB/s,0 kB/s,34.8 MB/s,2.18 GB/s,0 kB/s,2.90 GB/s
2023-03-24 13:29:30,3.06 GB/s,0 kB/s,36.3 MB/s,2.31 GB/s,0 kB/s,3.07 GB/s
2023-03-24 13:29:45,3.25 GB/s,0 kB/s,45.5 MB/s,2.26 GB/s,0 kB/s,3.26 GB/s
2023-03-24 13:30:00,3.10 GB/s,0 kB/s,34.9 MB/s,2.36 GB/s,0 kB/s,3.11 GB/s
2023-03-24 13:30:15,3.37 GB/s,0 kB/s,37.6 MB/s,2.07 GB/s,0 kB/s,3.38 GB/s
2023-03-24 13:30:30,2.93 GB/s,0 kB/s,37.2 MB/s,2.13 GB/s,0 kB/s,2.94 GB/s
2023-03-24 13:30:45,2.78 GB/s,0 kB/s,30.5 MB/s,2.12 GB/s,0 kB/s,2.79 GB/s
2023-03-24 13:31:00,3.05 GB/s,0 kB/s,32.1 MB/s,2.25 GB/s,0 kB/s,3.06 GB/s
2023-03-24 13:31:15,2.81 GB/s,0 kB/s,43.6 MB/s,1.98 GB/s,0 kB/s,2.82 GB/s
2023-03-24 13:31:30,3.26 GB/s,0 kB/s,36.3 MB/s,2.31 GB/s,0 kB/s,3.28 GB/s
2023-03-24 13:31:45,3.23 GB/s,0 kB/s,49.1 MB/s,2.36 GB/s,0 kB/s,3.24 GB/s
2023-03-24 13:32:00,3.10 GB/s,0 kB/s,46.7 MB/s,2.32 GB/s,0 kB/s,3.11 GB/s
2023-03-24 13:32:15,3.25 GB/s,0 kB/s,39.6 MB/s,2.26 GB/s,0 kB/s,3.26 GB/s
2023-03-24 13:32:30,3.14 GB/s,0 kB/s,35.3 MB/s,2.18 GB/s,0 kB/s,3.15 GB/s
2023-03-24 13:32:45,2.98 GB/s,0 kB/s,30.8 MB/s,2.13 GB/s,0 kB/s,3.00 GB/s
2023-03-24 13:33:00,2.84 GB/s,0 kB/s,41.5 MB/s,2.09 GB/s,0 kB/s,2.85 GB/s
2023-03-24 13:33:15,3.12 GB/s,0 kB/s,32.7 MB/s,2.46 GB/s,0 kB/s,3.13 GB/s
2023-03-24 13:33:30,3.14 GB/s,0 kB/s,32.9 MB/s,2.20 GB/s,0 kB/s,3.15 GB/s
2023-03-24 13:33:45,2.49 GB/s,0 kB/s,30.8 MB/s,1.81 GB/s,0 kB/s,2.50 GB/s
2023-03-24 13:34:00,3.50 GB/s,0 kB/s,37.9 MB/s,2.61 GB/s,0 kB/s,3.51 GB/s
2023-03-24 13:34:15,3.11 GB/s,0 kB/s,43.1 MB/s,1.89 GB/s,0 kB/s,3.12 GB/s
2023-03-24 13:34:30,3.20 GB/s,0 kB/s,31.2 MB/s,2.12 GB/s,0 kB/s,3.21 GB/s
2023-03-24 13:34:45,3.14 GB/s,0 kB/s,40.3 MB/s,2.36 GB/s,0 kB/s,3.15 GB/s
2023-03-24 13:35:00,3.37 GB/s,0 kB/s,40.1 MB/s,2.32 GB/s,0 kB/s,3.39 GB/s
